,state,date,34001,34003,34005,34007,34013,34015,34017,34021,34023,34025,34027,34029,34031,34035,34037,34039,total_cnts
534,NJ,2020-08-02,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,11.0
535,NJ,2020-08-03,0.0,1.0,1.0,0.0,1.0,0.0,5.0,1.0,4.0,1.0,0.0,1.0,8.0,0.0,0.0,1.0,25.0
0,NJ,2020-08-04,1.0,1.0,0.0,1.0,5.0,0.0,4.0,1.0,4.0,4.0,0.0,1.0,1.0,0.0,0.0,4.0,28.0
536,NJ,2020-08-05,0.0,1.0,1.0,1.0,4.0,0.0,5.0,1.0,5.0,5.0,0.0,1.0,1.0,1.0,0.0,4.0,30.0
1,NJ,2020-08-06,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,0.0,0.0,5.0,23.0
2,NJ,2020-08-07,1.0,1.0,0.0,0.0,4.0,0.0,5.0,1.0,4.0,1.0,0.0,1.0,4.0,0.0,0.0,1.0,23.0
705,NJ,2020-08-08,0.0,0.0,1.0,1.0,8.0,0.0,1.0,1.0,4.0,6.0,1.0,1.0,1.0,0.0,0.0,1.0,27.0
537,NJ,2020-08-09,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,6.0,0.0,1.0,1.0,0.0,0.0,1.0,14.0
538,NJ,2020-08-10,0.0,1.0,0.0,1.0,1.0,0.0,1.0,4.0,6.0,7.0,0.0,1.0,6.0,1.0,0.0,1.0,30.0
539,NJ,2020-08-11,0.0,1.0,0.0,1.0,1.0,0.0,6.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,17.0
3,NJ,2020-08-12,1.0,1.0,0.0,1.0,1.0,0.0,6.0,1.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,1.0,19.0
4,NJ,2020-08-13,1.0,1.0,1.0,0.0,0.0,1.0,6.0,5.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4.0,24.0
5,NJ,2020-08-14,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,10.0
6,NJ,2020-08-15,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,12.0
540,NJ,2020-08-16,0.0,1.0,0.0,1.0,1.0,1.0,4.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,5.0,18.0
541,NJ,2020-08-17,0.0,1.0,1.0,0.0,1.0,0.0,7.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,17.0
7,NJ,2020-08-18,1.0,1.0,1.0,0.0,1.0,0.0,7.0,1.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,6.0,25.0
8,NJ,2020-08-19,1.0,0.0,1.0,0.0,1.0,0.0,7.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,15.0
542,NJ,2020-08-20,0.0,1.0,1.0,0.0,6.0,0.0,4.0,4.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,22.0
713,NJ,2020-08-21,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,10.0
9,NJ,2020-08-22,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,16.0
718,NJ,2020-08-23,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,8.0
543,NJ,2020-08-24,0.0,1.0,0.0,1.0,1.0,0.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,13.0
10,NJ,2020-08-25,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,10.0
544,NJ,2020-08-26,0.0,1.0,1.0,0.0,1.0,0.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,4.0,17.0
714,NJ,2020-08-27,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0
11,NJ,2020-08-28,1.0,1.0,0.0,1.0,1.0,1.0,7.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,16.0
12,NJ,2020-08-29,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,13.0
