,state,date,29037,29077,29095,29097,29099,29183,29189,29510,total_cnts
549,MO,2020-09-19,1.0,1.0,4.0,1.0,1.0,1.0,5.0,1.0,25.0
49,MO,2020-09-20,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18.0
515,MO,2020-09-21,0.0,1.0,1.0,1.0,1.0,1.0,6.0,0.0,19.0
95,MO,2020-09-22,1.0,6.0,0.0,1.0,1.0,8.0,4.0,1.0,32.0
96,MO,2020-09-23,0.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,23.0
473,MO,2020-09-24,0.0,1.0,6.0,1.0,1.0,1.0,4.0,1.0,19.0
97,MO,2020-09-25,0.0,4.0,5.0,1.0,5.0,1.0,1.0,1.0,31.0
474,MO,2020-09-26,0.0,1.0,1.0,1.0,5.0,1.0,1.0,0.0,25.0
533,MO,2020-09-27,0.0,4.0,1.0,1.0,4.0,1.0,0.0,0.0,19.0
98,MO,2020-09-28,0.0,5.0,1.0,1.0,1.0,4.0,6.0,1.0,35.0
475,MO,2020-09-29,0.0,1.0,5.0,1.0,0.0,4.0,6.0,0.0,31.0
148,MO,2020-09-30,0.0,1.0,1.0,0.0,1.0,4.0,1.0,0.0,26.0
50,MO,2020-10-01,1.0,1.0,9.0,0.0,0.0,1.0,6.0,0.0,37.0
389,MO,2020-10-02,0.0,4.0,1.0,0.0,0.0,4.0,10.0,1.0,31.0
390,MO,2020-10-03,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,24.0
476,MO,2020-10-04,0.0,1.0,4.0,0.0,0.0,8.0,1.0,0.0,26.0
477,MO,2020-10-05,1.0,1.0,4.0,1.0,1.0,1.0,10.0,1.0,35.0
67,MO,2020-10-06,1.0,4.0,1.0,1.0,1.0,1.0,4.0,0.0,36.0
149,MO,2020-10-07,1.0,5.0,9.0,0.0,1.0,1.0,1.0,1.0,39.0
150,MO,2020-10-08,0.0,1.0,5.0,1.0,0.0,4.0,5.0,1.0,38.0
286,MO,2020-10-09,1.0,5.0,6.0,1.0,1.0,6.0,7.0,0.0,42.0
99,MO,2020-10-10,0.0,0.0,6.0,1.0,1.0,1.0,1.0,1.0,34.0
251,MO,2020-10-11,1.0,1.0,4.0,4.0,0.0,1.0,1.0,0.0,33.0
626,MO,2020-10-12,0.0,1.0,1.0,1.0,4.0,5.0,9.0,1.0,40.0
252,MO,2020-10-13,1.0,1.0,6.0,1.0,1.0,1.0,6.0,1.0,35.0
151,MO,2020-10-14,0.0,0.0,5.0,1.0,1.0,1.0,4.0,1.0,30.0
152,MO,2020-10-15,0.0,1.0,5.0,5.0,1.0,1.0,6.0,1.0,41.0
100,MO,2020-10-16,1.0,1.0,6.0,1.0,1.0,8.0,7.0,1.0,44.0
153,MO,2020-10-17,1.0,5.0,6.0,4.0,0.0,4.0,7.0,1.0,42.0
51,MO,2020-10-18,1.0,1.0,1.0,1.0,1.0,6.0,1.0,0.0,27.0
430,MO,2020-10-19,0.0,1.0,1.0,1.0,0.0,4.0,10.0,1.0,43.0
52,MO,2020-10-20,1.0,4.0,1.0,1.0,1.0,4.0,7.0,0.0,35.0
431,MO,2020-10-21,1.0,4.0,4.0,1.0,1.0,1.0,6.0,1.0,40.0
101,MO,2020-10-22,1.0,5.0,6.0,1.0,1.0,4.0,9.0,0.0,51.0
154,MO,2020-10-23,0.0,1.0,8.0,1.0,1.0,1.0,5.0,4.0,36.0
253,MO,2020-10-24,0.0,6.0,1.0,1.0,1.0,4.0,5.0,1.0,35.0
432,MO,2020-10-25,1.0,0.0,1.0,1.0,0.0,6.0,4.0,0.0,29.0
155,MO,2020-10-26,0.0,1.0,4.0,1.0,4.0,7.0,10.0,1.0,51.0
156,MO,2020-10-27,1.0,5.0,10.0,1.0,5.0,5.0,7.0,1.0,51.0
157,MO,2020-10-28,1.0,4.0,7.0,1.0,1.0,1.0,6.0,1.0,43.0
478,MO,2020-10-29,1.0,4.0,9.0,1.0,5.0,5.0,5.0,1.0,48.0
158,MO,2020-10-30,1.0,5.0,4.0,1.0,1.0,5.0,7.0,1.0,50.0
159,MO,2020-10-31,1.0,1.0,6.0,1.0,0.0,7.0,9.0,1.0,49.0
160,MO,2020-11-01,1.0,5.0,4.0,4.0,7.0,11.0,7.0,0.0,69.0
378,MO,2020-11-02,1.0,0.0,9.0,1.0,1.0,10.0,9.0,1.0,55.0
161,MO,2020-11-03,1.0,1.0,10.0,1.0,1.0,11.0,9.0,1.0,59.0
102,MO,2020-11-04,1.0,4.0,4.0,1.0,5.0,8.0,8.0,1.0,49.0
391,MO,2020-11-05,1.0,1.0,5.0,5.0,4.0,10.0,17.0,4.0,71.0
103,MO,2020-11-06,1.0,1.0,6.0,4.0,6.0,11.0,13.0,1.0,71.0
104,MO,2020-11-07,1.0,1.0,13.0,1.0,1.0,10.0,10.0,1.0,69.0
433,MO,2020-11-08,1.0,1.0,9.0,4.0,1.0,14.0,11.0,1.0,68.0
162,MO,2020-11-09,0.0,5.0,10.0,1.0,8.0,14.0,18.0,5.0,98.0
68,MO,2020-11-10,1.0,0.0,7.0,4.0,5.0,16.0,11.0,1.0,81.0
0,MO,2020-11-11,1.0,5.0,16.0,1.0,8.0,9.0,15.0,5.0,91.0
392,MO,2020-11-12,1.0,4.0,9.0,6.0,1.0,9.0,11.0,0.0,67.0
352,MO,2020-11-13,4.0,1.0,16.0,4.0,1.0,12.0,16.0,1.0,95.0
69,MO,2020-11-14,6.0,1.0,6.0,1.0,1.0,5.0,18.0,1.0,64.0
287,MO,2020-11-15,4.0,1.0,12.0,1.0,8.0,15.0,18.0,1.0,98.0
53,MO,2020-11-16,1.0,6.0,12.0,1.0,9.0,13.0,22.0,0.0,92.0
70,MO,2020-11-17,1.0,1.0,17.0,4.0,5.0,9.0,24.0,1.0,98.0
163,MO,2020-11-18,1.0,10.0,6.0,7.0,8.0,8.0,17.0,5.0,95.0
1,MO,2020-11-19,1.0,5.0,13.0,4.0,7.0,14.0,23.0,8.0,110.0
71,MO,2020-11-20,1.0,5.0,14.0,1.0,4.0,5.0,14.0,1.0,76.0
353,MO,2020-11-21,1.0,6.0,17.0,1.0,7.0,6.0,9.0,1.0,82.0
2,MO,2020-11-22,1.0,1.0,15.0,0.0,1.0,6.0,13.0,4.0,68.0
164,MO,2020-11-23,1.0,1.0,8.0,1.0,1.0,4.0,20.0,4.0,86.0
3,MO,2020-11-24,4.0,1.0,13.0,1.0,7.0,14.0,18.0,4.0,104.0
54,MO,2020-11-25,4.0,1.0,11.0,1.0,5.0,8.0,21.0,1.0,85.0
4,MO,2020-11-26,4.0,4.0,12.0,1.0,1.0,5.0,15.0,1.0,67.0
5,MO,2020-11-27,5.0,6.0,8.0,6.0,1.0,16.0,32.0,1.0,98.0
254,MO,2020-11-28,0.0,1.0,9.0,1.0,1.0,7.0,22.0,1.0,77.0
105,MO,2020-11-29,1.0,4.0,9.0,1.0,1.0,9.0,11.0,1.0,72.0
6,MO,2020-11-30,1.0,5.0,13.0,1.0,7.0,7.0,21.0,1.0,84.0
106,MO,2020-12-01,1.0,1.0,16.0,1.0,1.0,11.0,19.0,1.0,78.0
288,MO,2020-12-02,4.0,4.0,10.0,1.0,4.0,9.0,23.0,1.0,87.0
255,MO,2020-12-03,1.0,5.0,23.0,1.0,6.0,6.0,17.0,4.0,96.0
7,MO,2020-12-04,4.0,7.0,17.0,6.0,7.0,8.0,21.0,1.0,93.0
8,MO,2020-12-05,5.0,5.0,13.0,6.0,6.0,4.0,13.0,1.0,76.0
256,MO,2020-12-06,1.0,6.0,7.0,7.0,4.0,1.0,11.0,1.0,69.0
289,MO,2020-12-07,4.0,8.0,16.0,6.0,4.0,8.0,22.0,1.0,96.0
9,MO,2020-12-08,1.0,1.0,23.0,7.0,1.0,8.0,21.0,1.0,107.0
107,MO,2020-12-09,5.0,1.0,17.0,4.0,11.0,8.0,24.0,4.0,102.0
72,MO,2020-12-10,4.0,1.0,13.0,1.0,1.0,9.0,17.0,1.0,82.0
257,MO,2020-12-11,1.0,1.0,13.0,1.0,9.0,7.0,21.0,4.0,84.0
10,MO,2020-12-12,5.0,6.0,13.0,1.0,4.0,7.0,15.0,1.0,79.0
165,MO,2020-12-13,5.0,4.0,12.0,0.0,4.0,4.0,18.0,1.0,71.0
11,MO,2020-12-14,5.0,1.0,12.0,1.0,5.0,14.0,21.0,4.0,94.0
108,MO,2020-12-15,4.0,5.0,19.0,1.0,4.0,13.0,18.0,5.0,95.0
290,MO,2020-12-16,7.0,10.0,20.0,1.0,6.0,5.0,14.0,1.0,81.0
166,MO,2020-12-17,7.0,5.0,19.0,4.0,1.0,9.0,21.0,4.0,96.0
12,MO,2020-12-18,1.0,1.0,14.0,1.0,4.0,11.0,13.0,1.0,70.0
291,MO,2020-12-19,6.0,1.0,11.0,1.0,1.0,8.0,10.0,4.0,64.0
73,MO,2020-12-20,6.0,4.0,9.0,1.0,1.0,13.0,19.0,9.0,82.0
292,MO,2020-12-21,1.0,1.0,14.0,1.0,1.0,15.0,19.0,1.0,76.0
167,MO,2020-12-22,1.0,1.0,14.0,4.0,5.0,12.0,16.0,1.0,84.0
434,MO,2020-12-23,1.0,1.0,12.0,1.0,1.0,12.0,18.0,4.0,74.0
508,MO,2020-12-24,1.0,4.0,15.0,1.0,4.0,9.0,12.0,1.0,70.0
13,MO,2020-12-25,4.0,4.0,11.0,1.0,0.0,5.0,6.0,0.0,46.0
168,MO,2020-12-26,6.0,1.0,13.0,1.0,1.0,9.0,14.0,6.0,68.0
393,MO,2020-12-27,1.0,1.0,12.0,1.0,4.0,1.0,11.0,1.0,46.0
169,MO,2020-12-28,6.0,0.0,15.0,1.0,5.0,11.0,11.0,0.0,69.0
55,MO,2020-12-29,4.0,4.0,9.0,1.0,1.0,9.0,13.0,1.0,63.0
170,MO,2020-12-30,1.0,5.0,7.0,1.0,1.0,10.0,16.0,6.0,70.0
14,MO,2020-12-31,1.0,1.0,11.0,1.0,1.0,17.0,10.0,0.0,71.0
354,MO,2021-01-01,1.0,4.0,16.0,1.0,5.0,5.0,19.0,1.0,83.0
56,MO,2021-01-02,1.0,1.0,16.0,1.0,1.0,8.0,13.0,4.0,75.0
435,MO,2021-01-03,1.0,1.0,14.0,1.0,10.0,5.0,13.0,1.0,72.0
15,MO,2021-01-04,1.0,4.0,17.0,1.0,5.0,6.0,12.0,1.0,92.0
436,MO,2021-01-05,0.0,7.0,15.0,1.0,4.0,4.0,20.0,1.0,89.0
394,MO,2021-01-06,1.0,6.0,14.0,1.0,6.0,10.0,15.0,1.0,83.0
171,MO,2021-01-07,1.0,4.0,14.0,1.0,4.0,7.0,23.0,0.0,80.0
16,MO,2021-01-08,1.0,6.0,21.0,1.0,1.0,6.0,16.0,4.0,76.0
395,MO,2021-01-09,1.0,1.0,9.0,4.0,1.0,6.0,12.0,0.0,50.0
172,MO,2021-01-10,1.0,1.0,10.0,1.0,4.0,7.0,13.0,1.0,52.0
74,MO,2021-01-11,1.0,1.0,18.0,1.0,1.0,7.0,14.0,1.0,74.0
57,MO,2021-01-12,1.0,6.0,6.0,1.0,1.0,11.0,11.0,5.0,59.0
258,MO,2021-01-13,1.0,1.0,6.0,4.0,8.0,11.0,15.0,1.0,75.0
259,MO,2021-01-14,5.0,1.0,11.0,1.0,9.0,10.0,12.0,1.0,72.0
17,MO,2021-01-15,4.0,1.0,11.0,1.0,5.0,4.0,12.0,0.0,58.0
355,MO,2021-01-16,1.0,1.0,15.0,1.0,1.0,5.0,8.0,1.0,57.0
75,MO,2021-01-17,1.0,0.0,6.0,5.0,1.0,1.0,10.0,0.0,36.0
173,MO,2021-01-18,0.0,0.0,9.0,4.0,1.0,6.0,12.0,1.0,53.0
293,MO,2021-01-19,1.0,5.0,12.0,4.0,1.0,8.0,15.0,1.0,65.0
260,MO,2021-01-20,1.0,6.0,17.0,4.0,4.0,1.0,14.0,1.0,72.0
174,MO,2021-01-21,1.0,1.0,10.0,4.0,0.0,5.0,15.0,1.0,59.0
109,MO,2021-01-22,1.0,5.0,13.0,1.0,1.0,7.0,9.0,1.0,55.0
18,MO,2021-01-23,0.0,0.0,9.0,1.0,1.0,1.0,14.0,1.0,43.0
657,MO,2021-01-24,0.0,0.0,11.0,1.0,1.0,1.0,9.0,0.0,34.0
356,MO,2021-01-25,0.0,1.0,5.0,1.0,1.0,4.0,6.0,1.0,39.0
357,MO,2021-01-26,1.0,0.0,11.0,7.0,1.0,4.0,8.0,0.0,54.0
175,MO,2021-01-27,1.0,1.0,7.0,6.0,0.0,1.0,11.0,1.0,42.0
261,MO,2021-01-28,1.0,1.0,9.0,1.0,1.0,9.0,13.0,0.0,53.0
396,MO,2021-01-29,1.0,5.0,6.0,4.0,1.0,1.0,8.0,1.0,42.0
19,MO,2021-01-30,1.0,1.0,6.0,1.0,1.0,1.0,8.0,1.0,34.0
397,MO,2021-01-31,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,21.0
20,MO,2021-02-01,4.0,1.0,4.0,1.0,1.0,4.0,4.0,1.0,34.0
176,MO,2021-02-02,1.0,4.0,4.0,1.0,1.0,5.0,8.0,0.0,43.0
21,MO,2021-02-03,1.0,1.0,10.0,5.0,1.0,1.0,6.0,0.0,37.0
479,MO,2021-02-04,1.0,1.0,8.0,4.0,1.0,1.0,6.0,1.0,43.0
262,MO,2021-02-05,1.0,1.0,7.0,5.0,1.0,1.0,7.0,1.0,32.0
263,MO,2021-02-06,0.0,1.0,8.0,1.0,1.0,1.0,1.0,0.0,22.0
437,MO,2021-02-07,1.0,1.0,7.0,1.0,1.0,1.0,1.0,0.0,19.0
398,MO,2021-02-08,0.0,1.0,8.0,1.0,0.0,1.0,4.0,0.0,24.0
550,MO,2021-02-09,1.0,1.0,8.0,1.0,1.0,4.0,1.0,1.0,27.0
551,MO,2021-02-10,1.0,1.0,4.0,1.0,1.0,1.0,4.0,1.0,20.0
264,MO,2021-02-11,1.0,1.0,8.0,1.0,1.0,4.0,5.0,1.0,31.0
177,MO,2021-02-12,1.0,0.0,5.0,0.0,1.0,1.0,8.0,1.0,26.0
294,MO,2021-02-13,1.0,0.0,6.0,1.0,1.0,1.0,1.0,0.0,16.0
552,MO,2021-02-14,1.0,0.0,1.0,1.0,0.0,4.0,4.0,1.0,20.0
178,MO,2021-02-15,1.0,1.0,4.0,1.0,1.0,1.0,1.0,0.0,21.0
399,MO,2021-02-16,1.0,0.0,5.0,1.0,0.0,1.0,1.0,0.0,20.0
553,MO,2021-02-17,1.0,4.0,1.0,1.0,0.0,0.0,5.0,1.0,22.0
509,MO,2021-02-18,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,17.0
110,MO,2021-02-19,1.0,1.0,5.0,1.0,1.0,1.0,7.0,1.0,31.0
400,MO,2021-02-20,0.0,0.0,1.0,0.0,1.0,4.0,6.0,0.0,19.0
401,MO,2021-02-21,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,11.0
627,MO,2021-02-22,0.0,1.0,1.0,0.0,1.0,1.0,7.0,0.0,18.0
22,MO,2021-02-23,0.0,0.0,1.0,0.0,1.0,1.0,7.0,0.0,15.0
179,MO,2021-02-24,0.0,1.0,5.0,0.0,0.0,1.0,8.0,0.0,21.0
438,MO,2021-02-25,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,15.0
295,MO,2021-02-26,0.0,1.0,5.0,1.0,0.0,1.0,5.0,1.0,25.0
609,MO,2021-02-27,0.0,1.0,1.0,0.0,0.0,1.0,6.0,1.0,13.0
554,MO,2021-02-28,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,5.0
534,MO,2021-03-01,1.0,1.0,1.0,0.0,0.0,1.0,8.0,0.0,19.0
480,MO,2021-03-02,0.0,0.0,1.0,0.0,1.0,1.0,7.0,1.0,19.0
439,MO,2021-03-03,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,11.0
555,MO,2021-03-04,1.0,0.0,1.0,0.0,1.0,1.0,6.0,0.0,12.0
440,MO,2021-03-05,1.0,0.0,1.0,0.0,0.0,0.0,10.0,1.0,22.0
296,MO,2021-03-06,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,11.0
610,MO,2021-03-07,0.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,14.0
556,MO,2021-03-08,1.0,0.0,5.0,1.0,0.0,1.0,7.0,0.0,22.0
297,MO,2021-03-09,1.0,1.0,4.0,0.0,0.0,0.0,8.0,0.0,17.0
516,MO,2021-03-10,1.0,0.0,1.0,1.0,0.0,1.0,7.0,1.0,20.0
557,MO,2021-03-11,1.0,1.0,1.0,1.0,0.0,1.0,5.0,0.0,16.0
298,MO,2021-03-12,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,15.0
558,MO,2021-03-13,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,8.0
559,MO,2021-03-14,1.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,7.0
517,MO,2021-03-15,0.0,0.0,1.0,0.0,1.0,1.0,4.0,1.0,13.0
518,MO,2021-03-16,0.0,1.0,0.0,1.0,1.0,4.0,9.0,1.0,24.0
560,MO,2021-03-17,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,15.0
299,MO,2021-03-18,1.0,0.0,5.0,1.0,1.0,1.0,7.0,1.0,23.0
180,MO,2021-03-19,1.0,1.0,4.0,1.0,0.0,1.0,4.0,0.0,16.0
441,MO,2021-03-20,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,11.0
561,MO,2021-03-21,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,9.0
562,MO,2021-03-22,1.0,1.0,0.0,1.0,0.0,4.0,9.0,0.0,25.0
111,MO,2021-03-23,1.0,1.0,4.0,1.0,1.0,1.0,6.0,1.0,20.0
563,MO,2021-03-24,1.0,1.0,1.0,0.0,1.0,1.0,7.0,0.0,13.0
23,MO,2021-03-25,0.0,1.0,0.0,1.0,1.0,1.0,6.0,1.0,16.0
300,MO,2021-03-26,0.0,0.0,1.0,0.0,0.0,1.0,4.0,1.0,11.0
301,MO,2021-03-27,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,8.0
302,MO,2021-03-28,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,8.0
303,MO,2021-03-29,0.0,0.0,1.0,1.0,1.0,0.0,6.0,1.0,15.0
304,MO,2021-03-30,0.0,1.0,1.0,1.0,1.0,1.0,4.0,0.0,13.0
305,MO,2021-03-31,1.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,13.0
306,MO,2021-04-01,0.0,1.0,5.0,1.0,1.0,1.0,10.0,1.0,24.0
307,MO,2021-04-02,1.0,1.0,1.0,1.0,0.0,1.0,4.0,1.0,15.0
181,MO,2021-04-03,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,10.0
564,MO,2021-04-04,1.0,0.0,1.0,1.0,1.0,0.0,9.0,0.0,18.0
308,MO,2021-04-05,0.0,0.0,4.0,0.0,1.0,0.0,6.0,1.0,18.0
309,MO,2021-04-06,1.0,0.0,1.0,0.0,5.0,1.0,6.0,0.0,17.0
310,MO,2021-04-07,1.0,1.0,0.0,1.0,1.0,0.0,5.0,1.0,17.0
311,MO,2021-04-08,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,10.0
312,MO,2021-04-09,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,15.0
313,MO,2021-04-10,0.0,1.0,1.0,0.0,1.0,1.0,5.0,1.0,15.0
650,MO,2021-04-11,0.0,0.0,1.0,0.0,0.0,1.0,4.0,1.0,12.0
265,MO,2021-04-12,1.0,1.0,1.0,0.0,1.0,1.0,7.0,1.0,20.0
314,MO,2021-04-13,0.0,1.0,1.0,0.0,0.0,1.0,5.0,1.0,15.0
565,MO,2021-04-14,1.0,0.0,0.0,1.0,4.0,1.0,6.0,0.0,15.0
566,MO,2021-04-15,1.0,1.0,0.0,1.0,1.0,5.0,9.0,0.0,22.0
658,MO,2021-04-16,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,6.0
655,MO,2021-04-17,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,8.0
611,MO,2021-04-18,0.0,0.0,4.0,0.0,0.0,1.0,4.0,1.0,13.0
567,MO,2021-04-19,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,9.0
481,MO,2021-04-20,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,8.0
568,MO,2021-04-21,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,11.0
266,MO,2021-04-22,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,8.0
639,MO,2021-04-23,0.0,1.0,0.0,0.0,1.0,1.0,7.0,0.0,15.0
569,MO,2021-04-24,1.0,1.0,1.0,0.0,1.0,1.0,5.0,0.0,12.0
510,MO,2021-04-25,0.0,0.0,1.0,0.0,1.0,1.0,5.0,0.0,10.0
315,MO,2021-04-26,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,17.0
570,MO,2021-04-27,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,10.0
606,MO,2021-04-28,0.0,1.0,6.0,0.0,1.0,1.0,8.0,1.0,24.0
76,MO,2021-04-29,1.0,0.0,7.0,0.0,0.0,1.0,8.0,1.0,26.0
571,MO,2021-04-30,1.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,20.0
628,MO,2021-05-01,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0
693,MO,2021-05-02,0.0,0.0,5.0,1.0,1.0,1.0,1.0,1.0,11.0
629,MO,2021-05-03,0.0,0.0,5.0,0.0,1.0,1.0,1.0,0.0,11.0
482,MO,2021-05-04,1.0,0.0,7.0,0.0,1.0,1.0,8.0,1.0,23.0
694,MO,2021-05-05,0.0,0.0,5.0,0.0,0.0,1.0,6.0,1.0,20.0
572,MO,2021-05-06,1.0,0.0,5.0,0.0,0.0,1.0,10.0,1.0,21.0
316,MO,2021-05-07,1.0,0.0,7.0,0.0,1.0,1.0,1.0,1.0,18.0
695,MO,2021-05-08,0.0,0.0,7.0,1.0,1.0,1.0,4.0,1.0,20.0
182,MO,2021-05-09,0.0,1.0,6.0,0.0,0.0,1.0,1.0,0.0,15.0
696,MO,2021-05-10,0.0,0.0,5.0,1.0,0.0,1.0,1.0,0.0,11.0
675,MO,2021-05-11,0.0,1.0,4.0,1.0,1.0,1.0,4.0,0.0,15.0
402,MO,2021-05-12,0.0,0.0,1.0,0.0,0.0,1.0,7.0,0.0,15.0
183,MO,2021-05-13,1.0,1.0,4.0,0.0,1.0,4.0,4.0,0.0,20.0
630,MO,2021-05-14,0.0,0.0,7.0,1.0,0.0,1.0,1.0,1.0,17.0
530,MO,2021-05-15,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,9.0
612,MO,2021-05-16,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,9.0
631,MO,2021-05-17,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,6.0
184,MO,2021-05-18,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,10.0
