,state,date,23005,23019,23031,total_cnts
456,ME,2022-01-28,5.0,1.0,6.0,17.0
457,ME,2022-01-29,1.0,1.0,1.0,7.0
240,ME,2022-01-30,7.0,1.0,4.0,18.0
152,ME,2022-01-31,4.0,1.0,7.0,19.0
153,ME,2022-02-01,5.0,1.0,5.0,16.0
154,ME,2022-02-02,5.0,1.0,1.0,9.0
155,ME,2022-02-03,0.0,0.0,1.0,7.0
156,ME,2022-02-04,1.0,1.0,1.0,8.0
157,ME,2022-02-05,1.0,1.0,7.0,12.0
241,ME,2022-02-06,1.0,1.0,5.0,12.0
458,ME,2022-02-07,1.0,1.0,4.0,8.0
459,ME,2022-02-08,4.0,0.0,1.0,11.0
242,ME,2022-02-09,1.0,1.0,1.0,11.0
243,ME,2022-02-10,1.0,1.0,5.0,10.0
158,ME,2022-02-11,1.0,1.0,1.0,8.0
159,ME,2022-02-12,1.0,1.0,1.0,10.0
160,ME,2022-02-13,1.0,1.0,1.0,6.0
460,ME,2022-02-14,1.0,1.0,4.0,9.0
461,ME,2022-02-15,1.0,1.0,4.0,9.0
161,ME,2022-02-16,0.0,0.0,1.0,3.0
462,ME,2022-02-17,1.0,1.0,1.0,5.0
244,ME,2022-02-18,0.0,0.0,4.0,7.0
463,ME,2022-02-19,1.0,1.0,0.0,5.0
633,ME,2022-02-20,0.0,0.0,1.0,3.0
464,ME,2022-02-21,1.0,0.0,1.0,6.0
245,ME,2022-02-22,1.0,1.0,5.0,9.0
246,ME,2022-02-23,1.0,0.0,1.0,3.0
247,ME,2022-02-24,1.0,0.0,1.0,5.0
162,ME,2022-02-25,0.0,0.0,1.0,4.0
465,ME,2022-02-26,1.0,0.0,0.0,2.0
248,ME,2022-02-27,0.0,1.0,1.0,3.0
466,ME,2022-02-28,1.0,0.0,0.0,2.0
607,ME,2022-03-01,0.0,0.0,0.0,3.0
249,ME,2022-03-02,0.0,0.0,1.0,3.0
563,ME,2022-03-03,0.0,0.0,1.0,3.0
467,ME,2022-03-04,1.0,0.0,0.0,2.0
468,ME,2022-03-05,1.0,1.0,1.0,4.0
575,ME,2022-03-06,0.0,1.0,1.0,5.0
469,ME,2022-03-07,1.0,0.0,1.0,2.0
163,ME,2022-03-08,1.0,1.0,0.0,6.0
608,ME,2022-03-09,0.0,0.0,1.0,2.0
564,ME,2022-03-10,0.0,0.0,0.0,1.0
250,ME,2022-03-11,0.0,0.0,0.0,1.0
595,ME,2022-03-12,0.0,0.0,1.0,2.0
630,ME,2022-03-13,0.0,1.0,0.0,1.0
251,ME,2022-03-14,1.0,1.0,1.0,6.0
470,ME,2022-03-15,1.0,0.0,1.0,3.0
471,ME,2022-03-16,1.0,0.0,1.0,2.0
472,ME,2022-03-17,1.0,1.0,0.0,2.0
635,ME,2022-03-18,0.0,0.0,1.0,2.0
565,ME,2022-03-19,0.0,1.0,0.0,3.0
473,ME,2022-03-20,1.0,0.0,0.0,2.0
252,ME,2022-03-21,0.0,1.0,1.0,5.0
253,ME,2022-03-22,0.0,0.0,0.0,2.0
566,ME,2022-03-24,0.0,1.0,0.0,6.0
254,ME,2022-03-25,0.0,0.0,1.0,3.0
474,ME,2022-03-26,1.0,0.0,1.0,2.0
164,ME,2022-03-27,1.0,0.0,0.0,2.0
255,ME,2022-03-28,0.0,0.0,1.0,4.0
609,ME,2022-03-29,0.0,1.0,0.0,2.0
567,ME,2022-03-30,0.0,0.0,0.0,1.0
475,ME,2022-03-31,1.0,0.0,0.0,3.0
476,ME,2022-04-01,1.0,1.0,1.0,4.0
256,ME,2022-04-02,1.0,0.0,0.0,3.0
257,ME,2022-04-03,1.0,0.0,0.0,5.0
477,ME,2022-04-04,1.0,0.0,0.0,1.0
478,ME,2022-04-05,1.0,1.0,1.0,3.0
596,ME,2022-04-06,0.0,0.0,0.0,2.0
479,ME,2022-04-07,1.0,0.0,1.0,4.0
480,ME,2022-04-08,1.0,1.0,1.0,5.0
258,ME,2022-04-09,1.0,1.0,1.0,6.0
481,ME,2022-04-10,1.0,1.0,0.0,5.0
165,ME,2022-04-11,0.0,1.0,0.0,4.0
482,ME,2022-04-12,1.0,1.0,1.0,4.0
483,ME,2022-04-13,1.0,0.0,1.0,3.0
484,ME,2022-04-14,1.0,1.0,1.0,5.0
485,ME,2022-04-15,1.0,0.0,1.0,3.0
259,ME,2022-04-16,1.0,0.0,1.0,4.0
486,ME,2022-04-17,1.0,0.0,1.0,5.0
487,ME,2022-04-18,1.0,0.0,1.0,3.0
488,ME,2022-04-19,1.0,0.0,0.0,3.0
489,ME,2022-04-20,1.0,1.0,0.0,6.0
490,ME,2022-04-21,1.0,1.0,1.0,4.0
491,ME,2022-04-22,8.0,1.0,1.0,12.0
492,ME,2022-04-23,4.0,0.0,1.0,8.0
260,ME,2022-04-24,5.0,0.0,4.0,11.0
493,ME,2022-04-25,1.0,0.0,1.0,4.0
494,ME,2022-04-26,1.0,1.0,1.0,7.0
495,ME,2022-04-27,1.0,0.0,1.0,5.0
261,ME,2022-04-28,4.0,1.0,1.0,7.0
496,ME,2022-04-29,1.0,1.0,1.0,5.0
497,ME,2022-04-30,1.0,1.0,1.0,6.0
498,ME,2022-05-01,1.0,1.0,4.0,7.0
262,ME,2022-05-02,1.0,1.0,0.0,4.0
499,ME,2022-05-03,1.0,1.0,1.0,5.0
166,ME,2022-05-04,6.0,0.0,1.0,9.0
500,ME,2022-05-05,1.0,1.0,0.0,2.0
263,ME,2022-05-06,1.0,1.0,0.0,4.0
501,ME,2022-05-07,1.0,0.0,5.0,8.0
502,ME,2022-05-08,1.0,0.0,1.0,3.0
264,ME,2022-05-09,7.0,0.0,4.0,14.0
265,ME,2022-05-10,6.0,1.0,0.0,10.0
266,ME,2022-05-11,8.0,1.0,1.0,13.0
267,ME,2022-05-12,1.0,1.0,1.0,6.0
503,ME,2022-05-13,1.0,0.0,1.0,5.0
167,ME,2022-05-14,1.0,0.0,1.0,3.0
504,ME,2022-05-15,1.0,1.0,5.0,9.0
505,ME,2022-05-16,4.0,1.0,1.0,10.0
506,ME,2022-05-17,1.0,0.0,1.0,7.0
507,ME,2022-05-18,1.0,1.0,5.0,9.0
268,ME,2022-05-19,5.0,1.0,4.0,11.0
269,ME,2022-05-20,1.0,1.0,1.0,5.0
270,ME,2022-05-21,1.0,1.0,1.0,7.0
508,ME,2022-05-22,5.0,0.0,1.0,8.0
576,ME,2022-05-23,0.0,1.0,1.0,6.0
509,ME,2022-05-24,1.0,0.0,1.0,4.0
510,ME,2022-05-25,1.0,0.0,1.0,2.0
271,ME,2022-05-26,4.0,1.0,4.0,10.0
511,ME,2022-05-27,1.0,1.0,1.0,5.0
512,ME,2022-05-28,1.0,0.0,1.0,3.0
610,ME,2022-05-29,0.0,1.0,1.0,5.0
513,ME,2022-05-30,1.0,0.0,1.0,5.0
577,ME,2022-05-31,0.0,1.0,1.0,4.0
514,ME,2022-06-01,1.0,0.0,0.0,3.0
515,ME,2022-06-02,1.0,1.0,1.0,3.0
516,ME,2022-06-03,1.0,0.0,0.0,1.0
517,ME,2022-06-04,1.0,1.0,0.0,3.0
518,ME,2022-06-05,1.0,0.0,0.0,3.0
272,ME,2022-06-06,1.0,0.0,1.0,4.0
519,ME,2022-06-07,1.0,1.0,0.0,3.0
578,ME,2022-06-08,0.0,0.0,1.0,2.0
520,ME,2022-06-09,1.0,0.0,1.0,2.0
521,ME,2022-06-10,1.0,0.0,0.0,3.0
522,ME,2022-06-11,1.0,1.0,1.0,3.0
523,ME,2022-06-12,1.0,0.0,1.0,5.0
524,ME,2022-06-13,1.0,0.0,1.0,3.0
525,ME,2022-06-14,1.0,1.0,1.0,4.0
526,ME,2022-06-15,1.0,0.0,1.0,3.0
631,ME,2022-06-16,0.0,1.0,0.0,1.0
611,ME,2022-06-17,0.0,0.0,1.0,2.0
273,ME,2022-06-18,0.0,1.0,1.0,3.0
675,ME,2022-06-19,0.0,0.0,1.0,1.0
168,ME,2022-06-20,1.0,0.0,1.0,3.0
527,ME,2022-06-21,1.0,1.0,0.0,2.0
676,ME,2022-06-22,0.0,0.0,1.0,1.0
677,ME,2022-06-23,0.0,0.0,1.0,1.0
579,ME,2022-06-24,0.0,0.0,0.0,2.0
528,ME,2022-06-25,1.0,0.0,0.0,2.0
678,ME,2022-06-26,0.0,0.0,1.0,1.0
169,ME,2022-06-27,4.0,0.0,0.0,6.0
529,ME,2022-06-28,1.0,0.0,0.0,2.0
530,ME,2022-06-29,1.0,0.0,1.0,3.0
597,ME,2022-06-30,0.0,0.0,0.0,2.0
531,ME,2022-07-01,1.0,0.0,1.0,4.0
619,ME,2022-07-02,0.0,0.0,1.0,3.0
532,ME,2022-07-03,1.0,0.0,1.0,3.0
533,ME,2022-07-04,1.0,0.0,1.0,4.0
534,ME,2022-07-05,1.0,0.0,0.0,3.0
612,ME,2022-07-06,0.0,0.0,1.0,2.0
535,ME,2022-07-07,1.0,1.0,4.0,6.0
274,ME,2022-07-08,0.0,0.0,0.0,4.0
536,ME,2022-07-09,1.0,1.0,1.0,5.0
537,ME,2022-07-10,1.0,0.0,0.0,3.0
538,ME,2022-07-11,1.0,0.0,4.0,6.0
598,ME,2022-07-12,0.0,0.0,0.0,2.0
275,ME,2022-07-13,1.0,0.0,1.0,4.0
539,ME,2022-07-14,1.0,1.0,1.0,4.0
540,ME,2022-07-15,1.0,0.0,5.0,7.0
541,ME,2022-07-16,1.0,0.0,1.0,2.0
542,ME,2022-07-18,1.0,1.0,1.0,5.0
170,ME,2022-07-19,0.0,0.0,1.0,2.0
543,ME,2022-07-20,1.0,0.0,1.0,4.0
544,ME,2022-07-21,1.0,1.0,1.0,4.0
276,ME,2022-07-22,1.0,0.0,1.0,4.0
171,ME,2022-07-23,1.0,1.0,1.0,5.0
568,ME,2022-07-24,0.0,0.0,0.0,3.0
277,ME,2022-07-25,0.0,0.0,1.0,2.0
545,ME,2022-07-26,1.0,0.0,0.0,1.0
599,ME,2022-07-27,0.0,1.0,0.0,2.0
600,ME,2022-07-28,0.0,1.0,1.0,4.0
620,ME,2022-07-29,0.0,0.0,1.0,2.0
646,ME,2022-07-30,0.0,0.0,1.0,2.0
546,ME,2022-07-31,1.0,0.0,0.0,4.0
