,state,date,09001,09003,09009,09011,09013,total_cnts
375,CT,2021-12-04,1.0,24.0,9.0,1.0,1.0,42.0
376,CT,2021-12-05,1.0,19.0,7.0,1.0,4.0,34.0
377,CT,2021-12-06,7.0,18.0,11.0,1.0,1.0,44.0
378,CT,2021-12-07,5.0,27.0,6.0,0.0,1.0,44.0
379,CT,2021-12-08,1.0,19.0,10.0,0.0,1.0,34.0
380,CT,2021-12-09,6.0,19.0,12.0,1.0,1.0,45.0
381,CT,2021-12-10,10.0,26.0,7.0,1.0,1.0,47.0
382,CT,2021-12-11,5.0,18.0,9.0,4.0,1.0,39.0
383,CT,2021-12-12,4.0,11.0,9.0,1.0,4.0,30.0
384,CT,2021-12-13,5.0,17.0,10.0,4.0,4.0,42.0
385,CT,2021-12-14,4.0,12.0,12.0,1.0,6.0,37.0
386,CT,2021-12-15,6.0,24.0,10.0,1.0,8.0,54.0
387,CT,2021-12-16,6.0,28.0,14.0,1.0,1.0,54.0
388,CT,2021-12-17,5.0,23.0,10.0,1.0,5.0,50.0
389,CT,2021-12-18,9.0,19.0,7.0,0.0,6.0,43.0
390,CT,2021-12-19,9.0,16.0,5.0,1.0,1.0,34.0
391,CT,2021-12-20,12.0,23.0,9.0,1.0,4.0,51.0
392,CT,2021-12-21,4.0,33.0,15.0,1.0,9.0,64.0
393,CT,2021-12-22,8.0,28.0,14.0,1.0,4.0,58.0
394,CT,2021-12-23,7.0,24.0,8.0,1.0,5.0,47.0
395,CT,2021-12-24,6.0,23.0,6.0,1.0,4.0,42.0
396,CT,2021-12-25,9.0,23.0,9.0,1.0,1.0,45.0
397,CT,2021-12-26,8.0,23.0,8.0,1.0,4.0,46.0
398,CT,2021-12-27,13.0,39.0,20.0,1.0,5.0,88.0
399,CT,2021-12-28,10.0,38.0,10.0,1.0,1.0,69.0
400,CT,2021-12-29,11.0,41.0,14.0,0.0,1.0,77.0
401,CT,2021-12-30,18.0,37.0,19.0,0.0,1.0,81.0
402,CT,2021-12-31,10.0,28.0,13.0,1.0,4.0,58.0
403,CT,2022-01-01,18.0,46.0,21.0,4.0,5.0,100.0
404,CT,2022-01-02,11.0,35.0,12.0,1.0,1.0,65.0
405,CT,2022-01-03,7.0,45.0,27.0,1.0,9.0,98.0
406,CT,2022-01-04,15.0,43.0,17.0,1.0,4.0,82.0
407,CT,2022-01-05,19.0,48.0,24.0,1.0,8.0,107.0
408,CT,2022-01-06,12.0,37.0,19.0,1.0,8.0,87.0
409,CT,2022-01-07,10.0,54.0,23.0,0.0,5.0,104.0
410,CT,2022-01-08,5.0,43.0,15.0,1.0,1.0,75.0
411,CT,2022-01-09,16.0,49.0,14.0,1.0,4.0,89.0
412,CT,2022-01-10,16.0,45.0,21.0,1.0,4.0,97.0
413,CT,2022-01-11,13.0,54.0,18.0,1.0,1.0,96.0
414,CT,2022-01-12,16.0,41.0,24.0,1.0,5.0,95.0
415,CT,2022-01-13,17.0,34.0,21.0,5.0,11.0,94.0
416,CT,2022-01-14,10.0,53.0,18.0,5.0,5.0,100.0
417,CT,2022-01-15,9.0,37.0,15.0,1.0,5.0,75.0
418,CT,2022-01-16,11.0,22.0,16.0,1.0,1.0,54.0
419,CT,2022-01-17,8.0,45.0,19.0,4.0,8.0,91.0
420,CT,2022-01-18,9.0,47.0,7.0,1.0,7.0,76.0
421,CT,2022-01-19,14.0,44.0,19.0,1.0,7.0,92.0
422,CT,2022-01-20,1.0,36.0,18.0,0.0,1.0,58.0
423,CT,2022-01-21,16.0,33.0,15.0,5.0,4.0,79.0
424,CT,2022-01-22,5.0,20.0,17.0,1.0,1.0,51.0
425,CT,2022-01-23,6.0,26.0,7.0,1.0,1.0,43.0
426,CT,2022-01-24,6.0,29.0,10.0,4.0,1.0,59.0
427,CT,2022-01-25,9.0,22.0,15.0,1.0,1.0,50.0
428,CT,2022-01-26,11.0,30.0,12.0,1.0,1.0,57.0
429,CT,2022-01-27,14.0,21.0,15.0,1.0,4.0,63.0
430,CT,2022-01-28,14.0,19.0,11.0,1.0,1.0,51.0
431,CT,2022-01-29,1.0,14.0,6.0,1.0,1.0,26.0
432,CT,2022-01-30,6.0,18.0,6.0,1.0,4.0,37.0
433,CT,2022-01-31,9.0,20.0,9.0,1.0,0.0,41.0
434,CT,2022-02-01,7.0,24.0,6.0,1.0,1.0,41.0
435,CT,2022-02-02,7.0,20.0,10.0,1.0,1.0,42.0
436,CT,2022-02-03,4.0,27.0,8.0,1.0,1.0,43.0
437,CT,2022-02-04,1.0,15.0,9.0,1.0,1.0,28.0
438,CT,2022-02-05,6.0,14.0,6.0,1.0,0.0,29.0
439,CT,2022-02-06,1.0,10.0,1.0,1.0,0.0,16.0
440,CT,2022-02-07,5.0,15.0,4.0,0.0,1.0,27.0
441,CT,2022-02-08,4.0,12.0,5.0,1.0,1.0,25.0
442,CT,2022-02-09,4.0,6.0,7.0,1.0,1.0,21.0
443,CT,2022-02-10,1.0,5.0,1.0,0.0,0.0,10.0
444,CT,2022-02-11,1.0,15.0,11.0,1.0,1.0,31.0
445,CT,2022-02-12,4.0,13.0,4.0,1.0,0.0,23.0
446,CT,2022-02-13,4.0,1.0,1.0,1.0,0.0,9.0
447,CT,2022-02-14,4.0,9.0,6.0,1.0,1.0,21.0
448,CT,2022-02-15,1.0,6.0,5.0,0.0,0.0,13.0
668,CT,2022-02-16,0.0,11.0,7.0,1.0,0.0,21.0
449,CT,2022-02-17,1.0,7.0,1.0,0.0,1.0,11.0
669,CT,2022-02-18,0.0,1.0,5.0,0.0,0.0,8.0
670,CT,2022-02-19,0.0,1.0,1.0,1.0,0.0,3.0
450,CT,2022-02-20,1.0,4.0,5.0,0.0,0.0,11.0
671,CT,2022-02-21,0.0,5.0,1.0,1.0,1.0,10.0
451,CT,2022-02-22,4.0,8.0,1.0,1.0,1.0,17.0
672,CT,2022-02-23,0.0,4.0,4.0,0.0,0.0,9.0
452,CT,2022-02-24,1.0,5.0,4.0,0.0,0.0,11.0
673,CT,2022-02-25,0.0,6.0,1.0,0.0,1.0,9.0
453,CT,2022-02-26,1.0,4.0,6.0,0.0,0.0,12.0
674,CT,2022-02-27,0.0,5.0,1.0,0.0,1.0,7.0
454,CT,2022-02-28,1.0,1.0,1.0,0.0,0.0,5.0
455,CT,2022-03-01,1.0,4.0,1.0,0.0,0.0,6.0
675,CT,2022-03-02,0.0,4.0,1.0,0.0,1.0,7.0
456,CT,2022-03-03,1.0,1.0,4.0,0.0,0.0,6.0
457,CT,2022-03-04,1.0,1.0,1.0,0.0,0.0,4.0
676,CT,2022-03-05,0.0,1.0,0.0,0.0,1.0,3.0
677,CT,2022-03-06,0.0,1.0,0.0,0.0,1.0,2.0
458,CT,2022-03-07,1.0,1.0,1.0,0.0,0.0,3.0
459,CT,2022-03-08,1.0,1.0,0.0,0.0,0.0,2.0
678,CT,2022-03-09,0.0,1.0,1.0,1.0,0.0,4.0
460,CT,2022-03-10,1.0,1.0,1.0,1.0,0.0,7.0
679,CT,2022-03-11,0.0,1.0,1.0,0.0,0.0,2.0
461,CT,2022-03-12,1.0,0.0,1.0,0.0,0.0,2.0
680,CT,2022-03-13,0.0,1.0,1.0,1.0,0.0,3.0
462,CT,2022-03-14,1.0,1.0,0.0,0.0,0.0,2.0
463,CT,2022-03-15,1.0,4.0,0.0,0.0,1.0,8.0
464,CT,2022-03-16,1.0,4.0,1.0,0.0,1.0,7.0
681,CT,2022-03-17,0.0,1.0,1.0,0.0,1.0,3.0
465,CT,2022-03-18,1.0,1.0,1.0,1.0,0.0,4.0
466,CT,2022-03-19,1.0,0.0,1.0,1.0,0.0,3.0
682,CT,2022-03-20,0.0,1.0,1.0,0.0,1.0,4.0
683,CT,2022-03-21,0.0,1.0,1.0,1.0,0.0,5.0
684,CT,2022-03-22,0.0,1.0,0.0,1.0,0.0,2.0
685,CT,2022-03-23,0.0,1.0,0.0,1.0,0.0,2.0
714,CT,2022-03-24,0.0,0.0,0.0,1.0,1.0,3.0
467,CT,2022-03-25,1.0,1.0,0.0,0.0,0.0,2.0
686,CT,2022-03-26,0.0,1.0,0.0,0.0,0.0,1.0
468,CT,2022-03-27,1.0,5.0,1.0,0.0,0.0,7.0
687,CT,2022-03-28,0.0,1.0,0.0,1.0,0.0,3.0
688,CT,2022-03-30,0.0,1.0,1.0,1.0,0.0,3.0
469,CT,2022-03-31,1.0,1.0,1.0,0.0,1.0,6.0
689,CT,2022-04-01,0.0,1.0,1.0,0.0,0.0,3.0
470,CT,2022-04-02,1.0,0.0,0.0,0.0,0.0,1.0
690,CT,2022-04-03,0.0,5.0,0.0,1.0,0.0,6.0
471,CT,2022-04-04,1.0,1.0,1.0,0.0,0.0,4.0
472,CT,2022-04-05,1.0,1.0,1.0,1.0,1.0,5.0
473,CT,2022-04-06,1.0,4.0,0.0,0.0,0.0,5.0
691,CT,2022-04-07,0.0,1.0,1.0,0.0,0.0,2.0
474,CT,2022-04-08,1.0,1.0,1.0,0.0,0.0,3.0
475,CT,2022-04-09,1.0,1.0,0.0,0.0,0.0,2.0
476,CT,2022-04-10,1.0,5.0,1.0,1.0,0.0,8.0
477,CT,2022-04-11,1.0,4.0,1.0,0.0,0.0,7.0
478,CT,2022-04-12,1.0,7.0,1.0,0.0,0.0,10.0
479,CT,2022-04-13,1.0,4.0,1.0,0.0,0.0,8.0
480,CT,2022-04-14,1.0,7.0,1.0,1.0,0.0,10.0
692,CT,2022-04-15,0.0,1.0,1.0,1.0,0.0,4.0
693,CT,2022-04-16,0.0,5.0,0.0,0.0,0.0,5.0
481,CT,2022-04-17,1.0,5.0,0.0,0.0,0.0,7.0
482,CT,2022-04-18,1.0,5.0,1.0,1.0,0.0,10.0
483,CT,2022-04-19,1.0,7.0,1.0,0.0,0.0,9.0
484,CT,2022-04-20,1.0,7.0,1.0,1.0,0.0,11.0
694,CT,2022-04-21,0.0,1.0,1.0,0.0,0.0,3.0
485,CT,2022-04-22,1.0,7.0,1.0,1.0,0.0,11.0
486,CT,2022-04-23,4.0,7.0,1.0,0.0,1.0,14.0
487,CT,2022-04-24,4.0,6.0,4.0,1.0,1.0,16.0
488,CT,2022-04-25,1.0,6.0,1.0,1.0,1.0,12.0
489,CT,2022-04-26,1.0,9.0,1.0,1.0,0.0,13.0
695,CT,2022-04-27,0.0,6.0,1.0,0.0,1.0,10.0
490,CT,2022-04-28,1.0,6.0,1.0,1.0,0.0,10.0
491,CT,2022-04-29,1.0,7.0,1.0,1.0,0.0,10.0
492,CT,2022-04-30,1.0,6.0,1.0,0.0,0.0,10.0
493,CT,2022-05-01,1.0,5.0,4.0,1.0,0.0,13.0
494,CT,2022-05-02,1.0,8.0,1.0,0.0,0.0,12.0
495,CT,2022-05-03,1.0,8.0,1.0,0.0,1.0,12.0
496,CT,2022-05-04,1.0,11.0,4.0,1.0,1.0,21.0
497,CT,2022-05-05,1.0,12.0,4.0,1.0,0.0,21.0
696,CT,2022-05-06,0.0,14.0,1.0,1.0,0.0,18.0
498,CT,2022-05-07,1.0,16.0,1.0,0.0,1.0,20.0
499,CT,2022-05-08,1.0,7.0,0.0,1.0,0.0,10.0
500,CT,2022-05-09,1.0,14.0,6.0,1.0,0.0,24.0
501,CT,2022-05-10,5.0,15.0,1.0,1.0,0.0,24.0
502,CT,2022-05-11,1.0,10.0,6.0,1.0,0.0,19.0
503,CT,2022-05-12,1.0,15.0,6.0,0.0,1.0,25.0
504,CT,2022-05-13,1.0,12.0,1.0,1.0,1.0,19.0
505,CT,2022-05-14,1.0,1.0,0.0,1.0,1.0,6.0
506,CT,2022-05-15,1.0,8.0,4.0,1.0,0.0,16.0
507,CT,2022-05-16,1.0,8.0,1.0,0.0,0.0,11.0
508,CT,2022-05-17,1.0,12.0,0.0,1.0,1.0,18.0
509,CT,2022-05-18,1.0,10.0,1.0,1.0,0.0,14.0
510,CT,2022-05-19,1.0,6.0,1.0,1.0,0.0,12.0
511,CT,2022-05-20,1.0,9.0,6.0,0.0,0.0,17.0
512,CT,2022-05-21,1.0,7.0,1.0,1.0,0.0,11.0
513,CT,2022-05-22,1.0,9.0,1.0,1.0,0.0,14.0
514,CT,2022-05-23,1.0,10.0,0.0,0.0,1.0,15.0
515,CT,2022-05-24,1.0,5.0,1.0,0.0,1.0,10.0
516,CT,2022-05-25,1.0,8.0,1.0,0.0,1.0,13.0
517,CT,2022-05-26,4.0,10.0,1.0,1.0,0.0,19.0
518,CT,2022-05-27,1.0,10.0,1.0,0.0,1.0,15.0
697,CT,2022-05-28,0.0,11.0,1.0,1.0,1.0,14.0
519,CT,2022-05-29,1.0,4.0,1.0,0.0,1.0,8.0
698,CT,2022-05-30,0.0,6.0,1.0,1.0,0.0,9.0
520,CT,2022-05-31,1.0,5.0,5.0,0.0,0.0,13.0
521,CT,2022-06-01,1.0,7.0,1.0,1.0,1.0,12.0
522,CT,2022-06-02,1.0,5.0,1.0,0.0,0.0,8.0
699,CT,2022-06-03,0.0,8.0,0.0,1.0,0.0,11.0
700,CT,2022-06-04,0.0,4.0,4.0,1.0,1.0,11.0
523,CT,2022-06-05,1.0,4.0,0.0,1.0,0.0,7.0
524,CT,2022-06-06,1.0,7.0,1.0,1.0,0.0,11.0
525,CT,2022-06-07,1.0,5.0,0.0,1.0,1.0,8.0
526,CT,2022-06-08,4.0,6.0,1.0,1.0,1.0,14.0
527,CT,2022-06-09,4.0,1.0,1.0,1.0,0.0,7.0
528,CT,2022-06-10,1.0,1.0,4.0,1.0,1.0,8.0
529,CT,2022-06-11,1.0,4.0,0.0,0.0,1.0,6.0
701,CT,2022-06-12,0.0,9.0,1.0,1.0,0.0,12.0
530,CT,2022-06-13,1.0,1.0,1.0,1.0,1.0,5.0
531,CT,2022-06-14,1.0,6.0,1.0,0.0,0.0,11.0
532,CT,2022-06-15,1.0,1.0,1.0,0.0,0.0,4.0
702,CT,2022-06-16,0.0,4.0,1.0,0.0,1.0,8.0
533,CT,2022-06-17,1.0,1.0,1.0,0.0,0.0,4.0
534,CT,2022-06-18,1.0,1.0,0.0,0.0,0.0,3.0
535,CT,2022-06-19,1.0,6.0,1.0,0.0,0.0,8.0
536,CT,2022-06-20,1.0,4.0,4.0,1.0,1.0,12.0
703,CT,2022-06-21,0.0,5.0,1.0,0.0,1.0,7.0
537,CT,2022-06-22,1.0,4.0,4.0,1.0,1.0,13.0
704,CT,2022-06-23,0.0,4.0,1.0,0.0,0.0,6.0
538,CT,2022-06-24,1.0,7.0,1.0,0.0,1.0,11.0
539,CT,2022-06-25,1.0,7.0,1.0,0.0,1.0,11.0
540,CT,2022-06-26,1.0,10.0,1.0,1.0,0.0,15.0
541,CT,2022-06-27,1.0,5.0,1.0,1.0,0.0,9.0
542,CT,2022-06-28,1.0,1.0,0.0,0.0,0.0,3.0
705,CT,2022-06-29,0.0,1.0,1.0,0.0,1.0,4.0
543,CT,2022-06-30,1.0,1.0,4.0,0.0,1.0,7.0
706,CT,2022-07-01,0.0,7.0,1.0,0.0,1.0,10.0
544,CT,2022-07-02,1.0,5.0,1.0,1.0,0.0,9.0
707,CT,2022-07-03,0.0,4.0,1.0,1.0,0.0,8.0
545,CT,2022-07-04,1.0,1.0,1.0,0.0,0.0,5.0
546,CT,2022-07-05,1.0,6.0,1.0,1.0,0.0,9.0
547,CT,2022-07-06,1.0,8.0,0.0,1.0,0.0,10.0
548,CT,2022-07-07,1.0,6.0,1.0,0.0,0.0,8.0
708,CT,2022-07-08,0.0,1.0,1.0,1.0,0.0,5.0
549,CT,2022-07-09,1.0,1.0,0.0,0.0,0.0,4.0
550,CT,2022-07-10,1.0,7.0,0.0,0.0,1.0,10.0
709,CT,2022-07-11,0.0,5.0,0.0,0.0,0.0,6.0
551,CT,2022-07-12,1.0,4.0,6.0,0.0,1.0,13.0
552,CT,2022-07-13,1.0,5.0,1.0,0.0,0.0,9.0
553,CT,2022-07-14,1.0,1.0,4.0,0.0,1.0,7.0
554,CT,2022-07-15,4.0,1.0,1.0,0.0,0.0,6.0
555,CT,2022-07-16,1.0,6.0,1.0,0.0,1.0,9.0
556,CT,2022-07-17,1.0,4.0,1.0,1.0,0.0,7.0
557,CT,2022-07-18,1.0,7.0,4.0,1.0,1.0,14.0
558,CT,2022-07-19,1.0,9.0,5.0,0.0,0.0,15.0
710,CT,2022-07-20,0.0,6.0,1.0,0.0,0.0,8.0
559,CT,2022-07-21,5.0,6.0,1.0,0.0,0.0,12.0
560,CT,2022-07-22,1.0,8.0,1.0,0.0,0.0,12.0
561,CT,2022-07-23,1.0,6.0,1.0,1.0,0.0,11.0
562,CT,2022-07-24,1.0,8.0,1.0,1.0,0.0,11.0
563,CT,2022-07-25,1.0,5.0,4.0,0.0,1.0,12.0
711,CT,2022-07-26,0.0,4.0,6.0,1.0,1.0,13.0
564,CT,2022-07-27,1.0,9.0,1.0,1.0,0.0,14.0
565,CT,2022-07-28,1.0,4.0,4.0,0.0,0.0,11.0
566,CT,2022-07-29,7.0,6.0,4.0,0.0,0.0,18.0
712,CT,2022-07-30,0.0,4.0,1.0,1.0,0.0,7.0
567,CT,2022-07-31,1.0,9.0,0.0,0.0,1.0,12.0
