,state,date,10001,10003,10005,total_cnts
629,DE,2022-03-28,0.0,5.0,0.0,5.0
390,DE,2022-03-30,1.0,1.0,0.0,2.0
630,DE,2022-03-31,0.0,1.0,0.0,1.0
631,DE,2022-04-01,0.0,1.0,1.0,2.0
632,DE,2022-04-03,0.0,1.0,1.0,2.0
713,DE,2022-04-04,0.0,0.0,1.0,1.0
391,DE,2022-04-05,1.0,0.0,0.0,1.0
633,DE,2022-04-06,0.0,1.0,1.0,2.0
634,DE,2022-04-07,0.0,1.0,0.0,1.0
635,DE,2022-04-08,0.0,4.0,4.0,8.0
636,DE,2022-04-09,0.0,1.0,1.0,2.0
637,DE,2022-04-10,0.0,1.0,0.0,1.0
638,DE,2022-04-11,0.0,1.0,4.0,5.0
639,DE,2022-04-12,0.0,1.0,0.0,1.0
640,DE,2022-04-13,0.0,1.0,1.0,2.0
641,DE,2022-04-14,0.0,1.0,1.0,2.0
642,DE,2022-04-15,0.0,1.0,0.0,1.0
643,DE,2022-04-16,0.0,1.0,0.0,1.0
644,DE,2022-04-17,0.0,4.0,1.0,5.0
392,DE,2022-04-19,1.0,4.0,0.0,5.0
645,DE,2022-04-20,0.0,1.0,1.0,2.0
646,DE,2022-04-21,0.0,1.0,0.0,1.0
647,DE,2022-04-22,0.0,1.0,0.0,1.0
393,DE,2022-04-23,1.0,1.0,0.0,2.0
648,DE,2022-04-24,0.0,7.0,0.0,7.0
649,DE,2022-04-25,0.0,1.0,1.0,2.0
394,DE,2022-04-26,1.0,4.0,0.0,5.0
650,DE,2022-04-27,0.0,4.0,1.0,5.0
651,DE,2022-04-28,0.0,1.0,1.0,2.0
652,DE,2022-04-29,0.0,6.0,0.0,6.0
653,DE,2022-04-30,0.0,6.0,0.0,6.0
654,DE,2022-05-01,0.0,1.0,0.0,1.0
655,DE,2022-05-02,0.0,1.0,1.0,2.0
656,DE,2022-05-03,0.0,9.0,1.0,10.0
395,DE,2022-05-04,1.0,4.0,1.0,6.0
657,DE,2022-05-05,0.0,1.0,1.0,2.0
396,DE,2022-05-06,1.0,6.0,1.0,8.0
658,DE,2022-05-07,0.0,1.0,1.0,2.0
397,DE,2022-05-08,1.0,6.0,0.0,7.0
659,DE,2022-05-09,0.0,1.0,5.0,6.0
660,DE,2022-05-10,0.0,4.0,1.0,5.0
661,DE,2022-05-11,0.0,6.0,1.0,7.0
398,DE,2022-05-12,1.0,1.0,0.0,2.0
662,DE,2022-05-13,0.0,9.0,1.0,10.0
663,DE,2022-05-14,0.0,4.0,1.0,5.0
664,DE,2022-05-15,0.0,7.0,1.0,8.0
665,DE,2022-05-16,0.0,10.0,1.0,11.0
399,DE,2022-05-17,1.0,8.0,1.0,10.0
666,DE,2022-05-18,0.0,4.0,1.0,5.0
400,DE,2022-05-19,1.0,10.0,0.0,11.0
667,DE,2022-05-20,0.0,5.0,1.0,6.0
668,DE,2022-05-21,0.0,5.0,1.0,6.0
401,DE,2022-05-22,1.0,1.0,0.0,2.0
669,DE,2022-05-23,0.0,10.0,0.0,10.0
670,DE,2022-05-24,0.0,7.0,0.0,7.0
402,DE,2022-05-25,1.0,7.0,1.0,9.0
671,DE,2022-05-26,0.0,11.0,1.0,12.0
403,DE,2022-05-27,1.0,4.0,1.0,6.0
672,DE,2022-05-28,0.0,6.0,1.0,7.0
673,DE,2022-05-29,0.0,6.0,0.0,6.0
674,DE,2022-05-30,0.0,9.0,1.0,10.0
404,DE,2022-05-31,1.0,6.0,0.0,7.0
405,DE,2022-06-01,1.0,4.0,1.0,6.0
675,DE,2022-06-02,0.0,1.0,0.0,1.0
676,DE,2022-06-03,0.0,9.0,0.0,9.0
406,DE,2022-06-04,1.0,1.0,0.0,2.0
407,DE,2022-06-05,1.0,4.0,0.0,5.0
677,DE,2022-06-06,0.0,4.0,0.0,4.0
408,DE,2022-06-07,1.0,7.0,1.0,9.0
409,DE,2022-06-08,1.0,5.0,1.0,7.0
678,DE,2022-06-09,0.0,1.0,0.0,1.0
679,DE,2022-06-10,0.0,6.0,0.0,6.0
410,DE,2022-06-11,1.0,4.0,0.0,5.0
411,DE,2022-06-12,1.0,1.0,0.0,2.0
412,DE,2022-06-13,1.0,9.0,0.0,10.0
680,DE,2022-06-14,0.0,10.0,1.0,11.0
413,DE,2022-06-15,1.0,1.0,0.0,2.0
414,DE,2022-06-16,1.0,7.0,1.0,9.0
681,DE,2022-06-17,0.0,1.0,0.0,1.0
682,DE,2022-06-18,0.0,1.0,0.0,1.0
415,DE,2022-06-19,1.0,7.0,0.0,8.0
683,DE,2022-06-20,0.0,1.0,1.0,2.0
684,DE,2022-06-21,0.0,5.0,0.0,5.0
685,DE,2022-06-22,0.0,5.0,1.0,6.0
686,DE,2022-06-23,0.0,4.0,1.0,5.0
687,DE,2022-06-24,0.0,4.0,1.0,5.0
688,DE,2022-06-25,0.0,5.0,0.0,5.0
689,DE,2022-06-26,0.0,7.0,0.0,7.0
690,DE,2022-06-27,0.0,1.0,1.0,2.0
691,DE,2022-06-28,0.0,6.0,1.0,7.0
416,DE,2022-06-29,1.0,8.0,1.0,10.0
692,DE,2022-06-30,0.0,1.0,1.0,2.0
417,DE,2022-07-01,1.0,5.0,1.0,7.0
693,DE,2022-07-02,0.0,1.0,1.0,2.0
694,DE,2022-07-03,0.0,6.0,0.0,6.0
695,DE,2022-07-04,0.0,5.0,0.0,5.0
696,DE,2022-07-05,0.0,1.0,1.0,2.0
697,DE,2022-07-06,0.0,4.0,1.0,5.0
698,DE,2022-07-07,0.0,6.0,0.0,6.0
418,DE,2022-07-08,1.0,6.0,0.0,7.0
419,DE,2022-07-09,1.0,5.0,1.0,7.0
699,DE,2022-07-10,0.0,1.0,1.0,2.0
420,DE,2022-07-11,1.0,1.0,1.0,3.0
700,DE,2022-07-12,0.0,10.0,1.0,11.0
701,DE,2022-07-13,0.0,8.0,1.0,9.0
421,DE,2022-07-14,1.0,4.0,0.0,5.0
702,DE,2022-07-15,0.0,1.0,1.0,2.0
703,DE,2022-07-16,0.0,5.0,1.0,6.0
422,DE,2022-07-17,1.0,7.0,0.0,8.0
423,DE,2022-07-18,1.0,9.0,0.0,10.0
704,DE,2022-07-19,0.0,7.0,0.0,7.0
424,DE,2022-07-20,1.0,4.0,0.0,5.0
425,DE,2022-07-21,1.0,8.0,0.0,9.0
426,DE,2022-07-22,1.0,6.0,1.0,8.0
427,DE,2022-07-23,1.0,5.0,1.0,7.0
705,DE,2022-07-24,0.0,5.0,1.0,6.0
428,DE,2022-07-25,1.0,7.0,1.0,9.0
429,DE,2022-07-26,1.0,9.0,1.0,11.0
430,DE,2022-07-27,1.0,1.0,1.0,3.0
706,DE,2022-07-28,0.0,6.0,0.0,6.0
707,DE,2022-07-29,0.0,5.0,1.0,6.0
708,DE,2022-07-30,0.0,4.0,0.0,4.0
709,DE,2022-07-31,0.0,4.0,1.0,5.0
