,state,date,26005,26017,26021,26025,26049,26075,26077,26081,26087,26093,26099,26115,26117,26121,26125,26139,26145,26147,26157,26161,26163,total_cnts
604,MI,2020-08-02,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,0.0,0.0,1.0,20.0
462,MI,2020-08-03,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,4.0,21.0
83,MI,2020-08-04,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,6.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,6.0,24.0
605,MI,2020-08-05,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,22.0
540,MI,2020-08-06,0.0,1.0,1.0,1.0,1.0,4.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,4.0,27.0
606,MI,2020-08-07,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,8.0,25.0
495,MI,2020-08-08,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,14.0
463,MI,2020-08-09,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,20.0
541,MI,2020-08-10,0.0,1.0,0.0,1.0,1.0,1.0,0.0,4.0,0.0,0.0,9.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,1.0,8.0,38.0
464,MI,2020-08-11,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,1.0,6.0,1.0,1.0,0.0,0.0,1.0,5.0,31.0
607,MI,2020-08-12,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,1.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,6.0,24.0
496,MI,2020-08-13,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0,23.0
447,MI,2020-08-14,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,11.0,1.0,0.0,0.0,5.0,1.0,1.0,0.0,1.0,0.0,13.0,47.0
608,MI,2020-08-15,0.0,0.0,1.0,0.0,1.0,1.0,0.0,7.0,0.0,1.0,6.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,9.0,36.0
84,MI,2020-08-16,1.0,1.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,1.0,1.0,0.0,0.0,7.0,28.0
542,MI,2020-08-17,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,9.0,22.0
543,MI,2020-08-18,0.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,1.0,7.0,30.0
544,MI,2020-08-19,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,8.0,28.0
545,MI,2020-08-20,0.0,1.0,1.0,0.0,1.0,1.0,0.0,5.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,6.0,27.0
546,MI,2020-08-21,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,16.0
547,MI,2020-08-22,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,1.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,10.0,29.0
548,MI,2020-08-23,0.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,17.0
609,MI,2020-08-24,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,8.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,19.0
549,MI,2020-08-25,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,17.0
550,MI,2020-08-26,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,7.0,25.0
85,MI,2020-08-27,1.0,1.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,24.0
610,MI,2020-08-28,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,9.0,21.0
551,MI,2020-08-29,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,6.0,0.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,10.0,30.0
611,MI,2020-08-30,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,1.0,1.0,1.0,0.0,6.0,19.0
612,MI,2020-08-31,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,1.0,5.0,0.0,0.0,1.0,0.0,1.0,1.0,22.0
448,MI,2020-09-01,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,9.0,27.0
645,MI,2020-09-02,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,18.0
497,MI,2020-09-03,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0,19.0
498,MI,2020-09-04,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,11.0,31.0
653,MI,2020-09-05,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,21.0
86,MI,2020-09-06,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,6.0,23.0
654,MI,2020-09-07,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,12.0
87,MI,2020-09-08,1.0,1.0,0.0,1.0,1.0,0.0,0.0,5.0,1.0,0.0,5.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,11.0,32.0
499,MI,2020-09-09,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,15.0
88,MI,2020-09-10,1.0,1.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,7.0,23.0
646,MI,2020-09-11,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,7.0,22.0
552,MI,2020-09-12,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,9.0,24.0
718,MI,2020-09-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,11.0,20.0
553,MI,2020-09-14,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,8.0,25.0
500,MI,2020-09-15,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,6.0,20.0
613,MI,2020-09-16,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,5.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,4.0,21.0
554,MI,2020-09-17,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,5.0,30.0
555,MI,2020-09-18,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,8.0,24.0
614,MI,2020-09-19,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,7.0,18.0
647,MI,2020-09-20,0.0,0.0,0.0,0.0,7.0,0.0,0.0,6.0,1.0,0.0,4.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,31.0
465,MI,2020-09-21,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,22.0
556,MI,2020-09-22,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,8.0,28.0
648,MI,2020-09-23,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,4.0,20.0
