,state,date,49011,49035,49049,49053,49057,total_cnts
101,UT,2021-08-28,1.0,5.0,1.0,1.0,1.0,14.0
625,UT,2021-08-29,0.0,4.0,1.0,1.0,1.0,7.0
258,UT,2021-08-30,0.0,5.0,1.0,1.0,1.0,9.0
259,UT,2021-08-31,1.0,4.0,4.0,1.0,1.0,13.0
260,UT,2021-09-01,1.0,9.0,1.0,1.0,1.0,17.0
485,UT,2021-09-02,1.0,1.0,1.0,0.0,1.0,5.0
102,UT,2021-09-03,1.0,6.0,1.0,1.0,5.0,18.0
261,UT,2021-09-04,1.0,6.0,0.0,1.0,1.0,10.0
262,UT,2021-09-05,0.0,1.0,1.0,0.0,1.0,6.0
263,UT,2021-09-06,0.0,4.0,1.0,1.0,1.0,10.0
103,UT,2021-09-07,5.0,5.0,1.0,1.0,5.0,22.0
264,UT,2021-09-08,1.0,9.0,4.0,1.0,1.0,23.0
265,UT,2021-09-09,1.0,8.0,1.0,1.0,0.0,15.0
486,UT,2021-09-10,1.0,7.0,1.0,1.0,1.0,13.0
487,UT,2021-09-11,1.0,1.0,1.0,1.0,1.0,8.0
488,UT,2021-09-12,6.0,4.0,1.0,1.0,1.0,14.0
104,UT,2021-09-13,4.0,1.0,1.0,1.0,1.0,13.0
105,UT,2021-09-14,5.0,0.0,1.0,4.0,1.0,14.0
106,UT,2021-09-15,1.0,7.0,1.0,1.0,1.0,15.0
107,UT,2021-09-16,1.0,4.0,1.0,1.0,1.0,12.0
266,UT,2021-09-17,1.0,1.0,0.0,1.0,1.0,8.0
489,UT,2021-09-18,1.0,11.0,1.0,1.0,1.0,17.0
490,UT,2021-09-19,1.0,7.0,0.0,1.0,1.0,14.0
108,UT,2021-09-20,1.0,5.0,1.0,4.0,1.0,20.0
109,UT,2021-09-21,1.0,5.0,1.0,4.0,1.0,15.0
267,UT,2021-09-22,0.0,6.0,1.0,1.0,0.0,10.0
110,UT,2021-09-23,1.0,6.0,1.0,1.0,1.0,15.0
491,UT,2021-09-24,1.0,5.0,1.0,1.0,1.0,12.0
350,UT,2021-09-25,1.0,5.0,1.0,1.0,4.0,17.0
268,UT,2021-09-26,1.0,8.0,1.0,1.0,1.0,16.0
269,UT,2021-09-27,1.0,4.0,1.0,1.0,1.0,11.0
555,UT,2021-09-28,0.0,7.0,1.0,0.0,1.0,11.0
492,UT,2021-09-29,1.0,6.0,0.0,1.0,1.0,12.0
493,UT,2021-09-30,1.0,1.0,1.0,0.0,0.0,3.0
270,UT,2021-10-01,1.0,4.0,1.0,1.0,1.0,11.0
111,UT,2021-10-02,1.0,5.0,0.0,0.0,1.0,9.0
271,UT,2021-10-03,0.0,1.0,1.0,0.0,1.0,6.0
272,UT,2021-10-04,0.0,6.0,1.0,1.0,1.0,13.0
112,UT,2021-10-05,4.0,5.0,4.0,1.0,1.0,17.0
113,UT,2021-10-06,4.0,6.0,1.0,1.0,0.0,19.0
114,UT,2021-10-07,1.0,6.0,1.0,1.0,1.0,16.0
115,UT,2021-10-08,4.0,1.0,1.0,1.0,0.0,10.0
273,UT,2021-10-09,1.0,1.0,5.0,1.0,1.0,11.0
274,UT,2021-10-10,1.0,1.0,1.0,1.0,0.0,9.0
116,UT,2021-10-11,1.0,8.0,1.0,1.0,1.0,15.0
117,UT,2021-10-12,1.0,5.0,1.0,0.0,1.0,12.0
118,UT,2021-10-13,1.0,6.0,4.0,1.0,1.0,18.0
119,UT,2021-10-14,1.0,5.0,1.0,1.0,1.0,13.0
120,UT,2021-10-15,1.0,1.0,1.0,1.0,0.0,9.0
351,UT,2021-10-16,1.0,6.0,1.0,1.0,1.0,14.0
121,UT,2021-10-17,1.0,6.0,6.0,1.0,1.0,20.0
122,UT,2021-10-18,1.0,8.0,1.0,0.0,4.0,17.0
275,UT,2021-10-19,1.0,9.0,4.0,1.0,6.0,23.0
276,UT,2021-10-20,1.0,8.0,1.0,1.0,1.0,14.0
123,UT,2021-10-21,1.0,4.0,4.0,0.0,1.0,17.0
124,UT,2021-10-22,1.0,7.0,1.0,1.0,1.0,17.0
125,UT,2021-10-23,1.0,8.0,5.0,4.0,1.0,23.0
352,UT,2021-10-24,4.0,9.0,1.0,1.0,1.0,21.0
494,UT,2021-10-25,1.0,1.0,1.0,4.0,1.0,10.0
126,UT,2021-10-26,1.0,6.0,1.0,1.0,6.0,20.0
277,UT,2021-10-27,0.0,7.0,1.0,1.0,4.0,16.0
361,UT,2021-10-28,1.0,4.0,0.0,1.0,1.0,9.0
127,UT,2021-10-29,1.0,5.0,1.0,1.0,1.0,14.0
128,UT,2021-10-30,1.0,4.0,1.0,1.0,1.0,13.0
129,UT,2021-10-31,1.0,5.0,0.0,0.0,1.0,9.0
130,UT,2021-11-01,1.0,8.0,4.0,1.0,4.0,22.0
278,UT,2021-11-02,4.0,10.0,1.0,1.0,1.0,23.0
131,UT,2021-11-03,1.0,5.0,1.0,4.0,4.0,19.0
279,UT,2021-11-04,1.0,5.0,1.0,1.0,1.0,13.0
280,UT,2021-11-05,1.0,8.0,0.0,1.0,5.0,17.0
281,UT,2021-11-06,1.0,1.0,1.0,1.0,1.0,8.0
626,UT,2021-11-07,0.0,4.0,1.0,0.0,1.0,6.0
282,UT,2021-11-08,1.0,5.0,0.0,1.0,1.0,10.0
283,UT,2021-11-09,1.0,4.0,1.0,1.0,1.0,10.0
353,UT,2021-11-10,4.0,4.0,1.0,1.0,1.0,12.0
132,UT,2021-11-11,1.0,4.0,1.0,4.0,1.0,15.0
284,UT,2021-11-12,0.0,1.0,1.0,1.0,1.0,7.0
285,UT,2021-11-13,1.0,1.0,1.0,4.0,1.0,9.0
133,UT,2021-11-14,1.0,1.0,1.0,1.0,1.0,8.0
134,UT,2021-11-15,1.0,8.0,1.0,4.0,0.0,17.0
627,UT,2021-11-16,0.0,7.0,1.0,1.0,1.0,10.0
495,UT,2021-11-17,1.0,9.0,1.0,4.0,6.0,21.0
135,UT,2021-11-18,1.0,6.0,0.0,1.0,4.0,14.0
136,UT,2021-11-19,0.0,10.0,5.0,1.0,1.0,20.0
286,UT,2021-11-20,1.0,5.0,1.0,1.0,1.0,12.0
137,UT,2021-11-21,4.0,7.0,0.0,1.0,1.0,16.0
496,UT,2021-11-22,1.0,7.0,1.0,1.0,1.0,12.0
497,UT,2021-11-23,1.0,5.0,0.0,1.0,1.0,12.0
287,UT,2021-11-24,1.0,7.0,1.0,1.0,1.0,15.0
138,UT,2021-11-25,1.0,1.0,1.0,0.0,1.0,6.0
139,UT,2021-11-26,1.0,1.0,0.0,1.0,1.0,8.0
140,UT,2021-11-27,1.0,4.0,1.0,0.0,1.0,9.0
556,UT,2021-11-28,0.0,5.0,1.0,1.0,1.0,10.0
141,UT,2021-11-29,1.0,6.0,4.0,0.0,1.0,15.0
142,UT,2021-11-30,1.0,9.0,1.0,0.0,1.0,15.0
143,UT,2021-12-01,1.0,13.0,1.0,1.0,1.0,22.0
144,UT,2021-12-02,1.0,10.0,5.0,1.0,0.0,20.0
145,UT,2021-12-03,0.0,6.0,1.0,1.0,1.0,12.0
146,UT,2021-12-04,1.0,7.0,1.0,1.0,0.0,13.0
288,UT,2021-12-05,1.0,4.0,1.0,1.0,1.0,13.0
147,UT,2021-12-06,1.0,9.0,1.0,6.0,1.0,21.0
148,UT,2021-12-07,1.0,11.0,1.0,1.0,4.0,20.0
149,UT,2021-12-08,1.0,7.0,5.0,1.0,0.0,15.0
150,UT,2021-12-09,0.0,7.0,5.0,1.0,1.0,17.0
151,UT,2021-12-10,0.0,5.0,1.0,4.0,1.0,13.0
557,UT,2021-12-11,0.0,8.0,1.0,1.0,0.0,11.0
152,UT,2021-12-12,1.0,4.0,1.0,1.0,0.0,9.0
153,UT,2021-12-13,4.0,1.0,0.0,1.0,0.0,10.0
498,UT,2021-12-14,1.0,7.0,1.0,1.0,0.0,11.0
289,UT,2021-12-15,1.0,1.0,1.0,4.0,1.0,11.0
290,UT,2021-12-16,0.0,6.0,0.0,0.0,1.0,9.0
154,UT,2021-12-17,1.0,1.0,1.0,0.0,0.0,5.0
291,UT,2021-12-18,1.0,4.0,1.0,1.0,0.0,11.0
499,UT,2021-12-19,1.0,1.0,5.0,1.0,1.0,9.0
292,UT,2021-12-20,1.0,4.0,1.0,1.0,1.0,13.0
500,UT,2021-12-21,1.0,1.0,5.0,1.0,1.0,11.0
293,UT,2021-12-22,1.0,6.0,1.0,1.0,1.0,13.0
294,UT,2021-12-23,1.0,1.0,1.0,1.0,1.0,8.0
295,UT,2021-12-24,1.0,5.0,1.0,1.0,1.0,12.0
501,UT,2021-12-25,1.0,4.0,1.0,1.0,1.0,9.0
296,UT,2021-12-26,0.0,0.0,1.0,1.0,1.0,4.0
155,UT,2021-12-27,1.0,1.0,1.0,1.0,1.0,7.0
156,UT,2021-12-28,1.0,1.0,0.0,1.0,0.0,6.0
297,UT,2021-12-29,1.0,1.0,5.0,1.0,1.0,11.0
157,UT,2021-12-30,1.0,4.0,4.0,0.0,1.0,14.0
298,UT,2021-12-31,1.0,1.0,1.0,0.0,1.0,6.0
158,UT,2022-01-01,1.0,1.0,6.0,5.0,1.0,17.0
299,UT,2022-01-02,1.0,1.0,1.0,5.0,1.0,11.0
300,UT,2022-01-03,4.0,10.0,5.0,1.0,1.0,23.0
301,UT,2022-01-04,4.0,1.0,1.0,1.0,4.0,13.0
502,UT,2022-01-05,1.0,1.0,4.0,1.0,4.0,12.0
302,UT,2022-01-06,1.0,8.0,1.0,1.0,1.0,14.0
303,UT,2022-01-07,0.0,13.0,4.0,5.0,1.0,25.0
304,UT,2022-01-08,1.0,1.0,1.0,1.0,1.0,8.0
305,UT,2022-01-09,1.0,1.0,1.0,1.0,0.0,5.0
503,UT,2022-01-10,1.0,12.0,1.0,1.0,4.0,21.0
504,UT,2022-01-11,1.0,14.0,6.0,1.0,1.0,26.0
159,UT,2022-01-12,1.0,8.0,7.0,7.0,1.0,27.0
160,UT,2022-01-13,5.0,11.0,5.0,1.0,1.0,24.0
306,UT,2022-01-14,1.0,6.0,7.0,1.0,1.0,20.0
505,UT,2022-01-15,1.0,8.0,1.0,1.0,1.0,13.0
506,UT,2022-01-16,1.0,7.0,1.0,1.0,1.0,11.0
307,UT,2022-01-17,4.0,12.0,5.0,4.0,1.0,28.0
507,UT,2022-01-18,1.0,6.0,5.0,1.0,1.0,15.0
308,UT,2022-01-19,1.0,10.0,1.0,4.0,1.0,21.0
161,UT,2022-01-20,1.0,13.0,5.0,5.0,1.0,29.0
162,UT,2022-01-21,1.0,12.0,5.0,4.0,1.0,26.0
309,UT,2022-01-22,1.0,8.0,5.0,1.0,0.0,17.0
163,UT,2022-01-23,4.0,16.0,1.0,4.0,1.0,30.0
310,UT,2022-01-24,1.0,9.0,0.0,5.0,4.0,20.0
508,UT,2022-01-25,4.0,10.0,1.0,7.0,4.0,26.0
164,UT,2022-01-26,1.0,16.0,5.0,8.0,1.0,34.0
165,UT,2022-01-27,0.0,12.0,6.0,1.0,7.0,29.0
166,UT,2022-01-28,1.0,13.0,1.0,1.0,1.0,19.0
311,UT,2022-01-29,4.0,1.0,1.0,1.0,1.0,10.0
167,UT,2022-01-30,1.0,1.0,1.0,1.0,1.0,7.0
312,UT,2022-01-31,4.0,7.0,4.0,1.0,6.0,24.0
168,UT,2022-02-01,1.0,7.0,1.0,4.0,1.0,17.0
169,UT,2022-02-02,1.0,4.0,1.0,1.0,4.0,13.0
170,UT,2022-02-03,0.0,8.0,4.0,1.0,1.0,20.0
171,UT,2022-02-04,1.0,5.0,1.0,0.0,1.0,13.0
313,UT,2022-02-05,0.0,4.0,1.0,1.0,0.0,7.0
509,UT,2022-02-06,1.0,4.0,1.0,0.0,0.0,6.0
172,UT,2022-02-07,1.0,1.0,1.0,1.0,0.0,9.0
510,UT,2022-02-08,4.0,5.0,1.0,1.0,1.0,15.0
173,UT,2022-02-09,1.0,5.0,5.0,1.0,0.0,14.0
511,UT,2022-02-10,1.0,9.0,1.0,1.0,1.0,13.0
314,UT,2022-02-11,1.0,1.0,1.0,1.0,1.0,7.0
174,UT,2022-02-12,1.0,1.0,0.0,0.0,0.0,4.0
512,UT,2022-02-13,1.0,1.0,0.0,1.0,1.0,4.0
513,UT,2022-02-14,1.0,6.0,0.0,0.0,0.0,7.0
315,UT,2022-02-15,1.0,4.0,0.0,0.0,0.0,6.0
175,UT,2022-02-16,1.0,1.0,1.0,1.0,1.0,7.0
176,UT,2022-02-17,0.0,4.0,1.0,1.0,0.0,9.0
316,UT,2022-02-18,0.0,1.0,0.0,1.0,1.0,7.0
354,UT,2022-02-19,1.0,1.0,0.0,1.0,0.0,8.0
628,UT,2022-02-20,0.0,1.0,1.0,1.0,0.0,4.0
317,UT,2022-02-21,1.0,1.0,1.0,0.0,1.0,5.0
177,UT,2022-02-22,0.0,1.0,0.0,0.0,0.0,2.0
514,UT,2022-02-23,1.0,1.0,0.0,1.0,1.0,5.0
515,UT,2022-02-24,1.0,1.0,0.0,0.0,1.0,3.0
516,UT,2022-02-25,1.0,1.0,0.0,0.0,0.0,2.0
629,UT,2022-02-26,0.0,1.0,0.0,0.0,1.0,2.0
630,UT,2022-02-27,0.0,1.0,0.0,0.0,0.0,1.0
631,UT,2022-02-28,0.0,1.0,0.0,0.0,0.0,1.0
318,UT,2022-03-01,0.0,1.0,0.0,1.0,1.0,5.0
632,UT,2022-03-02,0.0,5.0,0.0,0.0,0.0,5.0
633,UT,2022-03-03,0.0,1.0,0.0,0.0,0.0,1.0
178,UT,2022-03-04,0.0,1.0,0.0,1.0,0.0,3.0
634,UT,2022-03-05,0.0,1.0,0.0,0.0,0.0,1.0
635,UT,2022-03-06,0.0,1.0,0.0,0.0,0.0,1.0
636,UT,2022-03-07,0.0,1.0,1.0,0.0,1.0,3.0
637,UT,2022-03-08,0.0,1.0,0.0,1.0,0.0,2.0
698,UT,2022-03-09,0.0,0.0,0.0,0.0,1.0,1.0
638,UT,2022-03-11,0.0,1.0,0.0,0.0,0.0,1.0
319,UT,2022-03-12,0.0,0.0,0.0,0.0,0.0,1.0
639,UT,2022-03-14,0.0,1.0,1.0,0.0,0.0,2.0
179,UT,2022-03-16,0.0,1.0,0.0,0.0,0.0,2.0
682,UT,2022-03-17,0.0,0.0,1.0,0.0,0.0,1.0
640,UT,2022-03-18,0.0,1.0,0.0,0.0,0.0,1.0
641,UT,2022-03-23,0.0,1.0,0.0,0.0,0.0,1.0
689,UT,2022-03-24,0.0,0.0,0.0,1.0,0.0,1.0
517,UT,2022-03-25,1.0,1.0,0.0,0.0,0.0,2.0
642,UT,2022-03-27,0.0,1.0,0.0,0.0,0.0,1.0
699,UT,2022-03-28,0.0,0.0,0.0,0.0,1.0,1.0
643,UT,2022-03-30,0.0,1.0,0.0,0.0,0.0,1.0
644,UT,2022-03-31,0.0,1.0,0.0,0.0,0.0,1.0
518,UT,2022-04-01,1.0,1.0,0.0,0.0,0.0,2.0
519,UT,2022-04-02,1.0,0.0,0.0,0.0,0.0,1.0
320,UT,2022-04-04,0.0,0.0,0.0,0.0,0.0,1.0
180,UT,2022-04-05,0.0,0.0,0.0,0.0,0.0,1.0
181,UT,2022-04-06,0.0,0.0,0.0,0.0,1.0,2.0
321,UT,2022-04-08,0.0,1.0,0.0,0.0,0.0,3.0
683,UT,2022-04-10,0.0,0.0,1.0,0.0,0.0,1.0
645,UT,2022-04-12,0.0,1.0,0.0,0.0,0.0,1.0
700,UT,2022-04-14,0.0,0.0,0.0,0.0,1.0,1.0
545,UT,2022-04-15,0.0,1.0,0.0,0.0,0.0,2.0
520,UT,2022-04-16,1.0,0.0,0.0,0.0,0.0,1.0
701,UT,2022-04-18,0.0,0.0,0.0,0.0,1.0,1.0
702,UT,2022-04-19,0.0,0.0,0.0,0.0,1.0,1.0
322,UT,2022-04-20,0.0,0.0,0.0,0.0,0.0,1.0
646,UT,2022-04-21,0.0,1.0,0.0,0.0,1.0,2.0
647,UT,2022-04-23,0.0,1.0,0.0,0.0,0.0,1.0
521,UT,2022-04-25,1.0,1.0,0.0,0.0,0.0,2.0
648,UT,2022-04-27,0.0,7.0,0.0,1.0,0.0,8.0
649,UT,2022-04-28,0.0,1.0,0.0,0.0,0.0,1.0
650,UT,2022-04-29,0.0,1.0,0.0,0.0,0.0,1.0
651,UT,2022-04-30,0.0,1.0,0.0,0.0,0.0,1.0
652,UT,2022-05-02,0.0,1.0,0.0,0.0,0.0,1.0
653,UT,2022-05-03,0.0,1.0,0.0,1.0,0.0,2.0
690,UT,2022-05-04,0.0,0.0,0.0,1.0,0.0,1.0
654,UT,2022-05-05,0.0,4.0,0.0,0.0,0.0,4.0
691,UT,2022-05-06,0.0,0.0,0.0,1.0,0.0,1.0
655,UT,2022-05-07,0.0,1.0,1.0,0.0,1.0,4.0
182,UT,2022-05-09,0.0,0.0,0.0,0.0,0.0,1.0
183,UT,2022-05-10,0.0,1.0,0.0,0.0,0.0,2.0
184,UT,2022-05-11,0.0,0.0,0.0,0.0,0.0,1.0
692,UT,2022-05-12,0.0,0.0,0.0,1.0,0.0,1.0
542,UT,2022-05-13,0.0,1.0,0.0,0.0,1.0,3.0
656,UT,2022-05-14,0.0,1.0,0.0,0.0,0.0,1.0
323,UT,2022-05-15,0.0,0.0,0.0,0.0,1.0,2.0
522,UT,2022-05-16,1.0,0.0,0.0,1.0,0.0,2.0
657,UT,2022-05-17,0.0,1.0,0.0,1.0,1.0,3.0
523,UT,2022-05-18,1.0,1.0,0.0,0.0,1.0,3.0
687,UT,2022-05-19,0.0,0.0,0.0,1.0,0.0,2.0
684,UT,2022-05-20,0.0,0.0,1.0,0.0,0.0,1.0
658,UT,2022-05-21,0.0,1.0,0.0,0.0,0.0,1.0
524,UT,2022-05-22,1.0,1.0,1.0,0.0,0.0,3.0
659,UT,2022-05-23,0.0,1.0,1.0,0.0,0.0,2.0
185,UT,2022-05-24,0.0,1.0,1.0,0.0,0.0,3.0
660,UT,2022-05-25,0.0,1.0,1.0,0.0,1.0,4.0
661,UT,2022-05-26,0.0,1.0,0.0,0.0,0.0,1.0
525,UT,2022-05-27,1.0,0.0,1.0,0.0,1.0,3.0
526,UT,2022-05-28,1.0,1.0,0.0,0.0,0.0,2.0
527,UT,2022-05-29,1.0,1.0,0.0,0.0,1.0,3.0
324,UT,2022-05-30,1.0,4.0,0.0,0.0,0.0,6.0
662,UT,2022-05-31,0.0,1.0,1.0,0.0,0.0,2.0
663,UT,2022-06-01,0.0,1.0,0.0,0.0,0.0,1.0
355,UT,2022-06-02,0.0,1.0,1.0,0.0,0.0,3.0
356,UT,2022-06-03,0.0,1.0,0.0,0.0,0.0,2.0
357,UT,2022-06-04,0.0,1.0,0.0,0.0,0.0,2.0
358,UT,2022-06-05,0.0,1.0,1.0,0.0,0.0,3.0
325,UT,2022-06-06,0.0,4.0,1.0,0.0,0.0,7.0
664,UT,2022-06-07,0.0,1.0,0.0,0.0,1.0,2.0
528,UT,2022-06-08,1.0,1.0,0.0,0.0,0.0,2.0
543,UT,2022-06-09,0.0,1.0,0.0,0.0,0.0,3.0
326,UT,2022-06-10,0.0,1.0,0.0,0.0,1.0,3.0
327,UT,2022-06-11,1.0,1.0,0.0,0.0,0.0,5.0
529,UT,2022-06-12,1.0,1.0,0.0,0.0,0.0,2.0
530,UT,2022-06-13,1.0,1.0,0.0,1.0,0.0,4.0
665,UT,2022-06-14,0.0,1.0,1.0,1.0,1.0,4.0
328,UT,2022-06-15,1.0,1.0,1.0,1.0,1.0,6.0
531,UT,2022-06-16,1.0,0.0,0.0,0.0,1.0,3.0
532,UT,2022-06-17,1.0,1.0,0.0,0.0,0.0,3.0
558,UT,2022-06-18,0.0,1.0,0.0,0.0,0.0,3.0
685,UT,2022-06-19,0.0,0.0,1.0,0.0,0.0,1.0
666,UT,2022-06-20,0.0,1.0,0.0,0.0,1.0,3.0
533,UT,2022-06-21,1.0,0.0,0.0,0.0,0.0,1.0
534,UT,2022-06-22,1.0,1.0,1.0,1.0,1.0,7.0
535,UT,2022-06-23,1.0,1.0,0.0,0.0,0.0,2.0
693,UT,2022-06-24,0.0,0.0,0.0,1.0,0.0,1.0
329,UT,2022-06-25,0.0,0.0,1.0,0.0,0.0,2.0
667,UT,2022-06-26,0.0,1.0,0.0,1.0,1.0,3.0
536,UT,2022-06-27,1.0,1.0,0.0,0.0,0.0,2.0
186,UT,2022-06-28,0.0,0.0,0.0,4.0,1.0,7.0
668,UT,2022-06-29,0.0,1.0,1.0,0.0,0.0,2.0
330,UT,2022-06-30,0.0,1.0,4.0,1.0,0.0,7.0
331,UT,2022-07-01,0.0,0.0,0.0,1.0,1.0,3.0
537,UT,2022-07-02,1.0,1.0,0.0,1.0,0.0,3.0
669,UT,2022-07-03,0.0,1.0,0.0,1.0,0.0,2.0
332,UT,2022-07-04,0.0,1.0,0.0,0.0,0.0,2.0
670,UT,2022-07-05,0.0,1.0,1.0,1.0,0.0,4.0
671,UT,2022-07-06,0.0,1.0,1.0,0.0,0.0,2.0
672,UT,2022-07-07,0.0,4.0,0.0,0.0,0.0,4.0
538,UT,2022-07-08,1.0,1.0,0.0,0.0,0.0,2.0
673,UT,2022-07-09,0.0,1.0,1.0,1.0,0.0,3.0
359,UT,2022-07-10,1.0,0.0,1.0,0.0,0.0,3.0
674,UT,2022-07-11,0.0,1.0,0.0,1.0,1.0,3.0
686,UT,2022-07-12,0.0,0.0,1.0,0.0,0.0,1.0
675,UT,2022-07-13,0.0,4.0,0.0,1.0,1.0,7.0
676,UT,2022-07-14,0.0,1.0,0.0,0.0,0.0,1.0
539,UT,2022-07-15,1.0,0.0,0.0,1.0,0.0,2.0
677,UT,2022-07-17,0.0,1.0,0.0,1.0,0.0,2.0
678,UT,2022-07-18,0.0,1.0,0.0,0.0,0.0,1.0
333,UT,2022-07-19,0.0,1.0,0.0,1.0,4.0,7.0
334,UT,2022-07-20,0.0,1.0,0.0,0.0,0.0,2.0
559,UT,2022-07-22,0.0,1.0,0.0,0.0,0.0,2.0
335,UT,2022-07-23,0.0,0.0,1.0,0.0,0.0,3.0
694,UT,2022-07-24,0.0,0.0,0.0,1.0,0.0,1.0
336,UT,2022-07-25,0.0,0.0,1.0,1.0,0.0,4.0
337,UT,2022-07-26,0.0,1.0,0.0,1.0,0.0,3.0
679,UT,2022-07-27,0.0,1.0,0.0,0.0,0.0,1.0
695,UT,2022-07-28,0.0,0.0,0.0,1.0,0.0,1.0
680,UT,2022-07-29,0.0,1.0,0.0,0.0,0.0,1.0
338,UT,2022-07-30,0.0,1.0,0.0,0.0,0.0,2.0
681,UT,2022-07-31,0.0,1.0,0.0,1.0,0.0,3.0
