,state,date,36001,36005,36009,36027,36029,36047,36055,36059,36061,36063,36065,36067,36071,36081,36085,36087,36103,36119,total_cnts
460,NY,2020-08-02,0.0,1.0,1.0,0.0,1.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,1.0,18.0
0,NY,2020-08-03,1.0,7.0,0.0,1.0,1.0,10.0,0.0,4.0,5.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,6.0,1.0,42.0
461,NY,2020-08-04,0.0,9.0,0.0,0.0,1.0,15.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,35.0
462,NY,2020-08-05,0.0,9.0,0.0,0.0,1.0,11.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,9.0,1.0,0.0,8.0,1.0,46.0
463,NY,2020-08-06,0.0,11.0,0.0,0.0,5.0,9.0,0.0,1.0,14.0,1.0,0.0,0.0,0.0,6.0,1.0,1.0,1.0,1.0,53.0
464,NY,2020-08-07,0.0,6.0,0.0,0.0,1.0,11.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,7.0,1.0,1.0,1.0,4.0,43.0
465,NY,2020-08-08,0.0,5.0,0.0,0.0,1.0,5.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,5.0,28.0
466,NY,2020-08-09,0.0,1.0,0.0,0.0,1.0,5.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,1.0,0.0,5.0,1.0,25.0
1,NY,2020-08-10,1.0,7.0,0.0,0.0,7.0,8.0,0.0,4.0,9.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,5.0,5.0,54.0
2,NY,2020-08-11,1.0,4.0,0.0,1.0,6.0,13.0,0.0,4.0,16.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,4.0,1.0,63.0
3,NY,2020-08-12,1.0,4.0,0.0,0.0,1.0,6.0,0.0,1.0,6.0,1.0,0.0,1.0,1.0,6.0,0.0,1.0,4.0,1.0,38.0
4,NY,2020-08-13,1.0,5.0,0.0,0.0,5.0,4.0,0.0,1.0,6.0,0.0,1.0,0.0,1.0,6.0,1.0,1.0,4.0,4.0,42.0
467,NY,2020-08-14,0.0,5.0,0.0,0.0,1.0,9.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,4.0,0.0,40.0
468,NY,2020-08-15,0.0,7.0,0.0,0.0,4.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,23.0
469,NY,2020-08-16,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,9.0
5,NY,2020-08-17,1.0,1.0,0.0,0.0,1.0,5.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,1.0,0.0,25.0
6,NY,2020-08-18,1.0,9.0,0.0,0.0,4.0,15.0,0.0,1.0,6.0,0.0,1.0,0.0,0.0,6.0,0.0,1.0,4.0,1.0,54.0
7,NY,2020-08-19,1.0,1.0,0.0,0.0,1.0,4.0,0.0,1.0,5.0,0.0,1.0,1.0,1.0,7.0,1.0,0.0,5.0,0.0,33.0
470,NY,2020-08-20,0.0,4.0,0.0,0.0,5.0,5.0,1.0,0.0,6.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,7.0,1.0,36.0
471,NY,2020-08-21,0.0,7.0,0.0,1.0,4.0,1.0,0.0,4.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,38.0
472,NY,2020-08-22,0.0,5.0,0.0,0.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,0.0,6.0,1.0,0.0,5.0,0.0,32.0
473,NY,2020-08-23,0.0,5.0,0.0,0.0,1.0,6.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,23.0
8,NY,2020-08-24,1.0,8.0,1.0,0.0,1.0,6.0,1.0,0.0,7.0,1.0,1.0,0.0,1.0,11.0,1.0,0.0,1.0,1.0,44.0
474,NY,2020-08-25,0.0,7.0,0.0,0.0,4.0,6.0,0.0,5.0,4.0,1.0,1.0,0.0,0.0,7.0,1.0,0.0,1.0,1.0,39.0
9,NY,2020-08-26,1.0,5.0,1.0,0.0,1.0,5.0,0.0,1.0,8.0,0.0,1.0,1.0,0.0,8.0,1.0,0.0,5.0,1.0,41.0
10,NY,2020-08-27,1.0,6.0,1.0,0.0,4.0,4.0,1.0,1.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,28.0
475,NY,2020-08-28,0.0,1.0,1.0,0.0,1.0,5.0,0.0,0.0,5.0,1.0,0.0,0.0,1.0,8.0,1.0,1.0,1.0,0.0,26.0
11,NY,2020-08-29,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,10.0
476,NY,2020-08-30,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,8.0
12,NY,2020-08-31,1.0,7.0,0.0,1.0,1.0,9.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,6.0,4.0,0.0,1.0,0.0,36.0
13,NY,2020-09-01,1.0,4.0,0.0,0.0,1.0,1.0,0.0,1.0,4.0,1.0,0.0,0.0,1.0,11.0,0.0,1.0,1.0,1.0,31.0
477,NY,2020-09-02,0.0,4.0,0.0,0.0,1.0,5.0,0.0,4.0,6.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,5.0,1.0,32.0
478,NY,2020-09-03,0.0,6.0,1.0,0.0,0.0,6.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,6.0,1.0,0.0,1.0,1.0,27.0
