,state,date,13015,13021,13051,13057,13063,13067,13069,13089,13121,13135,13151,13245,13255,13295,13297,total_cnts
0,GA,2020-08-02,1.0,8.0,1.0,0.0,1.0,5.0,0.0,4.0,6.0,5.0,1.0,1.0,0.0,1.0,0.0,71.0
177,GA,2020-08-03,1.0,9.0,1.0,1.0,5.0,4.0,1.0,12.0,4.0,7.0,0.0,1.0,1.0,0.0,4.0,89.0
77,GA,2020-08-04,5.0,8.0,4.0,1.0,1.0,10.0,1.0,8.0,6.0,1.0,1.0,1.0,1.0,0.0,1.0,95.0
204,GA,2020-08-05,0.0,9.0,0.0,1.0,0.0,4.0,0.0,8.0,10.0,6.0,0.0,1.0,1.0,0.0,0.0,89.0
1,GA,2020-08-06,1.0,8.0,1.0,1.0,1.0,7.0,1.0,6.0,9.0,1.0,1.0,4.0,1.0,0.0,1.0,83.0
205,GA,2020-08-07,1.0,10.0,0.0,0.0,1.0,8.0,1.0,6.0,11.0,5.0,1.0,1.0,4.0,1.0,1.0,94.0
197,GA,2020-08-08,0.0,4.0,1.0,1.0,1.0,8.0,0.0,4.0,7.0,6.0,1.0,1.0,0.0,1.0,4.0,75.0
206,GA,2020-08-09,0.0,5.0,1.0,1.0,1.0,4.0,0.0,1.0,9.0,1.0,1.0,1.0,1.0,0.0,1.0,63.0
2,GA,2020-08-10,1.0,8.0,5.0,1.0,1.0,8.0,0.0,10.0,1.0,4.0,0.0,1.0,1.0,0.0,1.0,79.0
207,GA,2020-08-11,7.0,1.0,4.0,0.0,1.0,5.0,1.0,5.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,75.0
208,GA,2020-08-12,1.0,1.0,1.0,0.0,1.0,8.0,0.0,5.0,7.0,1.0,1.0,1.0,0.0,1.0,4.0,69.0
304,GA,2020-08-13,1.0,1.0,4.0,1.0,0.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,0.0,0.0,1.0,52.0
178,GA,2020-08-14,1.0,4.0,1.0,1.0,1.0,4.0,0.0,1.0,9.0,4.0,1.0,1.0,0.0,0.0,0.0,72.0
3,GA,2020-08-15,1.0,7.0,1.0,1.0,1.0,4.0,0.0,1.0,4.0,7.0,0.0,1.0,0.0,1.0,0.0,67.0
4,GA,2020-08-16,1.0,8.0,0.0,1.0,1.0,8.0,0.0,1.0,4.0,1.0,0.0,1.0,0.0,0.0,4.0,67.0
209,GA,2020-08-17,1.0,11.0,1.0,1.0,1.0,12.0,0.0,4.0,4.0,1.0,0.0,1.0,0.0,1.0,1.0,77.0
5,GA,2020-08-18,1.0,6.0,1.0,1.0,1.0,6.0,4.0,4.0,4.0,5.0,1.0,1.0,0.0,1.0,1.0,64.0
344,GA,2020-08-19,6.0,7.0,1.0,1.0,0.0,4.0,1.0,1.0,6.0,5.0,1.0,1.0,0.0,1.0,1.0,69.0
393,GA,2020-08-20,1.0,4.0,1.0,1.0,0.0,9.0,1.0,5.0,8.0,1.0,0.0,1.0,0.0,1.0,1.0,59.0
394,GA,2020-08-21,5.0,6.0,0.0,1.0,0.0,5.0,1.0,1.0,4.0,1.0,0.0,1.0,0.0,1.0,1.0,58.0
6,GA,2020-08-22,1.0,7.0,0.0,1.0,1.0,4.0,1.0,1.0,6.0,1.0,0.0,1.0,0.0,1.0,1.0,49.0
210,GA,2020-08-23,1.0,5.0,0.0,1.0,0.0,5.0,1.0,1.0,5.0,1.0,1.0,0.0,0.0,1.0,0.0,48.0
305,GA,2020-08-24,1.0,6.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,59.0
7,GA,2020-08-25,0.0,5.0,1.0,1.0,1.0,1.0,1.0,4.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,53.0
306,GA,2020-08-26,6.0,5.0,1.0,1.0,1.0,7.0,1.0,5.0,8.0,4.0,0.0,1.0,0.0,0.0,0.0,75.0
78,GA,2020-08-27,1.0,7.0,0.0,1.0,1.0,1.0,1.0,1.0,6.0,5.0,1.0,1.0,0.0,1.0,0.0,56.0
211,GA,2020-08-28,1.0,1.0,0.0,1.0,1.0,5.0,0.0,7.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0
212,GA,2020-08-29,1.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,8.0,1.0,0.0,1.0,1.0,0.0,1.0,52.0
213,GA,2020-08-30,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,34.0
214,GA,2020-08-31,0.0,6.0,6.0,1.0,1.0,6.0,1.0,9.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,65.0
8,GA,2020-09-01,0.0,1.0,0.0,1.0,4.0,1.0,1.0,7.0,1.0,4.0,0.0,1.0,0.0,1.0,0.0,53.0
395,GA,2020-09-02,1.0,1.0,1.0,1.0,1.0,7.0,1.0,5.0,4.0,5.0,0.0,0.0,0.0,1.0,0.0,58.0
79,GA,2020-09-03,1.0,1.0,1.0,1.0,1.0,1.0,4.0,7.0,1.0,5.0,0.0,1.0,1.0,1.0,0.0,51.0
9,GA,2020-09-04,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,46.0
179,GA,2020-09-05,0.0,1.0,0.0,0.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,35.0
10,GA,2020-09-06,1.0,4.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,40.0
215,GA,2020-09-07,0.0,1.0,1.0,0.0,1.0,4.0,1.0,5.0,1.0,4.0,1.0,0.0,1.0,0.0,0.0,47.0
11,GA,2020-09-08,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,4.0,7.0,1.0,1.0,0.0,1.0,0.0,48.0
216,GA,2020-09-09,1.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,0.0,0.0,0.0,1.0,1.0,47.0
12,GA,2020-09-10,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,42.0
80,GA,2020-09-11,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,6.0,4.0,0.0,0.0,0.0,1.0,1.0,43.0
601,GA,2020-09-12,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,6.0,5.0,0.0,1.0,0.0,1.0,1.0,38.0
217,GA,2020-09-13,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,35.0
218,GA,2020-09-14,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,5.0,1.0,1.0,0.0,1.0,1.0,0.0,38.0
219,GA,2020-09-15,1.0,0.0,1.0,1.0,0.0,1.0,1.0,5.0,6.0,1.0,1.0,0.0,1.0,1.0,0.0,51.0
13,GA,2020-09-16,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,41.0
345,GA,2020-09-17,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,43.0
346,GA,2020-09-18,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,31.0
220,GA,2020-09-19,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,4.0,1.0,0.0,1.0,1.0,0.0,1.0,42.0
396,GA,2020-09-20,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,26.0
221,GA,2020-09-21,1.0,4.0,1.0,0.0,0.0,4.0,0.0,1.0,7.0,1.0,1.0,1.0,0.0,0.0,1.0,50.0
222,GA,2020-09-22,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,41.0
223,GA,2020-09-23,5.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,1.0,1.0,42.0
224,GA,2020-09-24,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,1.0,31.0
180,GA,2020-09-25,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,4.0,1.0,1.0,1.0,0.0,0.0,1.0,36.0
347,GA,2020-09-26,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,31.0
225,GA,2020-09-27,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,30.0
226,GA,2020-09-28,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,32.0
397,GA,2020-09-29,1.0,0.0,0.0,0.0,1.0,5.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,32.0
227,GA,2020-09-30,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0
228,GA,2020-10-01,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,34.0
81,GA,2020-10-02,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,4.0,1.0,1.0,1.0,0.0,0.0,1.0,35.0
229,GA,2020-10-03,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,24.0
230,GA,2020-10-04,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,34.0
82,GA,2020-10-05,1.0,4.0,4.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,50.0
231,GA,2020-10-06,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,37.0
14,GA,2020-10-07,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,33.0
15,GA,2020-10-08,0.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,32.0
16,GA,2020-10-09,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,33.0
587,GA,2020-10-10,0.0,0.0,0.0,1.0,1.0,1.0,0.0,4.0,5.0,1.0,0.0,1.0,1.0,0.0,0.0,38.0
398,GA,2020-10-11,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,6.0,4.0,0.0,1.0,0.0,0.0,0.0,31.0
198,GA,2020-10-12,1.0,1.0,0.0,1.0,1.0,5.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,46.0
17,GA,2020-10-13,1.0,1.0,1.0,0.0,1.0,1.0,5.0,0.0,7.0,4.0,1.0,1.0,1.0,0.0,1.0,54.0
525,GA,2020-10-14,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,5.0,5.0,1.0,1.0,1.0,0.0,1.0,49.0
399,GA,2020-10-15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,0.0,0.0,1.0,51.0
307,GA,2020-10-16,0.0,1.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,36.0
400,GA,2020-10-17,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,21.0
401,GA,2020-10-18,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,34.0
308,GA,2020-10-19,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,0.0,1.0,0.0,1.0,45.0
18,GA,2020-10-20,1.0,0.0,1.0,0.0,1.0,1.0,1.0,5.0,4.0,1.0,1.0,0.0,1.0,1.0,1.0,45.0
402,GA,2020-10-21,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,0.0,0.0,1.0,36.0
83,GA,2020-10-22,1.0,0.0,1.0,0.0,1.0,4.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,0.0,1.0,49.0
309,GA,2020-10-23,1.0,1.0,1.0,0.0,1.0,1.0,1.0,6.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,41.0
526,GA,2020-10-24,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,1.0,0.0,1.0,1.0,1.0,1.0,35.0
232,GA,2020-10-25,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,5.0,0.0,0.0,1.0,0.0,1.0,1.0,34.0
403,GA,2020-10-26,1.0,1.0,4.0,1.0,0.0,1.0,1.0,7.0,5.0,1.0,4.0,1.0,0.0,1.0,0.0,44.0
233,GA,2020-10-27,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,37.0
19,GA,2020-10-28,1.0,1.0,0.0,1.0,1.0,6.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,40.0
84,GA,2020-10-29,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,6.0,0.0,1.0,0.0,0.0,1.0,0.0,39.0
348,GA,2020-10-30,0.0,0.0,1.0,0.0,1.0,1.0,0.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,37.0
527,GA,2020-10-31,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,5.0,0.0,1.0,0.0,1.0,1.0,1.0,40.0
404,GA,2020-11-01,1.0,0.0,1.0,1.0,0.0,4.0,1.0,1.0,5.0,1.0,1.0,1.0,0.0,1.0,0.0,44.0
20,GA,2020-11-02,0.0,0.0,1.0,0.0,1.0,1.0,0.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,32.0
85,GA,2020-11-03,1.0,0.0,0.0,1.0,1.0,6.0,0.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,41.0
619,GA,2020-11-04,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,30.0
86,GA,2020-11-05,0.0,0.0,4.0,1.0,5.0,1.0,0.0,1.0,10.0,1.0,1.0,1.0,0.0,1.0,1.0,56.0
349,GA,2020-11-06,1.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,6.0,1.0,1.0,0.0,0.0,1.0,0.0,45.0
234,GA,2020-11-07,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,6.0,1.0,0.0,0.0,1.0,1.0,0.0,38.0
405,GA,2020-11-08,1.0,0.0,1.0,1.0,1.0,6.0,1.0,4.0,8.0,0.0,1.0,0.0,0.0,1.0,0.0,47.0
87,GA,2020-11-09,1.0,1.0,0.0,1.0,1.0,4.0,1.0,4.0,7.0,6.0,1.0,1.0,1.0,0.0,1.0,56.0
406,GA,2020-11-10,1.0,0.0,1.0,1.0,5.0,8.0,4.0,1.0,9.0,1.0,1.0,1.0,0.0,0.0,0.0,63.0
407,GA,2020-11-11,1.0,0.0,1.0,1.0,1.0,4.0,4.0,1.0,8.0,1.0,0.0,1.0,1.0,1.0,0.0,53.0
21,GA,2020-11-12,1.0,0.0,1.0,1.0,1.0,7.0,1.0,1.0,9.0,7.0,1.0,0.0,1.0,1.0,0.0,56.0
88,GA,2020-11-13,5.0,1.0,1.0,1.0,1.0,7.0,1.0,6.0,11.0,6.0,1.0,0.0,1.0,1.0,1.0,72.0
235,GA,2020-11-14,0.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,1.0,1.0,0.0,0.0,1.0,0.0,39.0
519,GA,2020-11-15,0.0,1.0,1.0,0.0,1.0,4.0,1.0,1.0,6.0,1.0,0.0,0.0,0.0,4.0,0.0,46.0
236,GA,2020-11-16,0.0,1.0,1.0,1.0,1.0,4.0,1.0,6.0,8.0,7.0,0.0,0.0,1.0,1.0,1.0,63.0
22,GA,2020-11-17,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,4.0,1.0,1.0,1.0,1.0,0.0,50.0
408,GA,2020-11-18,1.0,1.0,1.0,1.0,1.0,6.0,1.0,5.0,5.0,7.0,1.0,1.0,1.0,4.0,1.0,66.0
350,GA,2020-11-19,1.0,1.0,0.0,1.0,1.0,4.0,1.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,53.0
89,GA,2020-11-20,1.0,1.0,1.0,1.0,0.0,6.0,1.0,4.0,7.0,1.0,1.0,1.0,0.0,1.0,1.0,55.0
237,GA,2020-11-21,1.0,1.0,0.0,1.0,1.0,5.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,5.0,1.0,61.0
90,GA,2020-11-22,1.0,1.0,0.0,1.0,1.0,4.0,4.0,6.0,4.0,7.0,1.0,1.0,0.0,4.0,1.0,64.0
310,GA,2020-11-23,1.0,1.0,0.0,1.0,1.0,7.0,1.0,7.0,6.0,4.0,1.0,1.0,1.0,1.0,1.0,61.0
351,GA,2020-11-24,1.0,4.0,1.0,1.0,1.0,4.0,1.0,4.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,58.0
23,GA,2020-11-25,1.0,1.0,0.0,1.0,0.0,6.0,1.0,6.0,7.0,7.0,1.0,1.0,1.0,1.0,0.0,63.0
409,GA,2020-11-26,1.0,1.0,0.0,0.0,1.0,1.0,1.0,5.0,5.0,6.0,0.0,1.0,0.0,1.0,1.0,53.0
352,GA,2020-11-27,4.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,51.0
311,GA,2020-11-28,1.0,1.0,1.0,1.0,4.0,4.0,1.0,4.0,9.0,1.0,1.0,1.0,1.0,1.0,0.0,68.0
312,GA,2020-11-29,1.0,1.0,1.0,1.0,4.0,1.0,0.0,1.0,8.0,4.0,1.0,0.0,1.0,0.0,1.0,59.0
181,GA,2020-11-30,1.0,1.0,1.0,1.0,1.0,8.0,4.0,5.0,12.0,5.0,1.0,0.0,1.0,0.0,1.0,78.0
24,GA,2020-12-01,1.0,1.0,1.0,1.0,1.0,6.0,1.0,11.0,9.0,10.0,1.0,0.0,0.0,1.0,1.0,81.0
313,GA,2020-12-02,1.0,0.0,1.0,0.0,1.0,7.0,1.0,5.0,5.0,4.0,5.0,0.0,1.0,1.0,1.0,68.0
91,GA,2020-12-03,4.0,0.0,1.0,1.0,1.0,4.0,1.0,10.0,14.0,4.0,1.0,0.0,0.0,1.0,1.0,81.0
353,GA,2020-12-04,4.0,1.0,1.0,1.0,5.0,5.0,4.0,1.0,9.0,11.0,1.0,1.0,0.0,0.0,1.0,84.0
92,GA,2020-12-05,1.0,1.0,1.0,1.0,4.0,1.0,1.0,6.0,6.0,4.0,1.0,0.0,1.0,0.0,1.0,66.0
93,GA,2020-12-06,6.0,1.0,1.0,1.0,1.0,4.0,1.0,7.0,7.0,4.0,1.0,1.0,1.0,1.0,1.0,76.0
25,GA,2020-12-07,1.0,5.0,1.0,1.0,1.0,8.0,5.0,6.0,10.0,10.0,1.0,1.0,1.0,0.0,1.0,101.0
314,GA,2020-12-08,6.0,0.0,5.0,1.0,0.0,8.0,1.0,5.0,10.0,4.0,1.0,1.0,1.0,1.0,7.0,92.0
94,GA,2020-12-09,1.0,1.0,1.0,1.0,1.0,4.0,1.0,5.0,12.0,8.0,0.0,1.0,1.0,1.0,1.0,90.0
354,GA,2020-12-10,1.0,7.0,1.0,6.0,1.0,6.0,5.0,5.0,9.0,4.0,6.0,1.0,1.0,1.0,4.0,99.0
95,GA,2020-12-11,1.0,1.0,1.0,4.0,1.0,7.0,4.0,4.0,13.0,12.0,1.0,1.0,1.0,1.0,1.0,102.0
238,GA,2020-12-12,5.0,1.0,1.0,1.0,4.0,6.0,0.0,9.0,10.0,9.0,1.0,5.0,1.0,0.0,5.0,102.0
96,GA,2020-12-13,1.0,4.0,1.0,1.0,1.0,6.0,6.0,6.0,15.0,1.0,4.0,1.0,1.0,1.0,5.0,105.0
26,GA,2020-12-14,1.0,4.0,5.0,1.0,1.0,10.0,7.0,12.0,11.0,6.0,4.0,5.0,1.0,1.0,1.0,121.0
410,GA,2020-12-15,1.0,4.0,5.0,1.0,1.0,4.0,5.0,11.0,12.0,7.0,1.0,1.0,1.0,1.0,1.0,110.0
97,GA,2020-12-16,1.0,4.0,5.0,5.0,1.0,6.0,4.0,7.0,13.0,5.0,1.0,4.0,6.0,1.0,1.0,114.0
27,GA,2020-12-17,0.0,1.0,1.0,5.0,0.0,1.0,5.0,4.0,12.0,11.0,1.0,1.0,1.0,1.0,1.0,106.0
98,GA,2020-12-18,1.0,4.0,4.0,1.0,6.0,1.0,1.0,11.0,13.0,4.0,1.0,0.0,1.0,1.0,1.0,102.0
239,GA,2020-12-19,1.0,1.0,4.0,5.0,6.0,1.0,6.0,7.0,12.0,7.0,1.0,1.0,0.0,1.0,1.0,102.0
28,GA,2020-12-20,1.0,1.0,1.0,1.0,0.0,1.0,5.0,10.0,10.0,5.0,6.0,1.0,6.0,1.0,1.0,105.0
99,GA,2020-12-21,1.0,5.0,1.0,1.0,1.0,12.0,1.0,7.0,15.0,9.0,1.0,1.0,1.0,0.0,6.0,140.0
355,GA,2020-12-22,1.0,1.0,1.0,1.0,1.0,7.0,4.0,8.0,17.0,8.0,1.0,1.0,1.0,0.0,4.0,110.0
100,GA,2020-12-23,1.0,1.0,1.0,5.0,0.0,8.0,4.0,14.0,13.0,9.0,4.0,1.0,4.0,1.0,4.0,142.0
29,GA,2020-12-24,1.0,1.0,5.0,1.0,0.0,1.0,5.0,6.0,15.0,5.0,5.0,1.0,4.0,0.0,1.0,98.0
30,GA,2020-12-25,1.0,1.0,1.0,5.0,1.0,7.0,1.0,11.0,18.0,7.0,1.0,1.0,1.0,0.0,1.0,110.0
31,GA,2020-12-26,5.0,1.0,1.0,4.0,1.0,8.0,1.0,12.0,15.0,8.0,4.0,1.0,5.0,1.0,1.0,114.0
101,GA,2020-12-27,4.0,4.0,1.0,1.0,1.0,10.0,6.0,11.0,12.0,8.0,1.0,1.0,1.0,1.0,5.0,124.0
411,GA,2020-12-28,7.0,6.0,5.0,7.0,5.0,8.0,1.0,7.0,18.0,6.0,6.0,1.0,6.0,1.0,1.0,152.0
102,GA,2020-12-29,1.0,5.0,7.0,5.0,1.0,13.0,1.0,8.0,16.0,12.0,4.0,1.0,4.0,0.0,6.0,149.0
356,GA,2020-12-30,5.0,4.0,8.0,10.0,4.0,8.0,1.0,16.0,25.0,8.0,1.0,1.0,4.0,1.0,4.0,165.0
240,GA,2020-12-31,5.0,6.0,6.0,4.0,1.0,9.0,1.0,14.0,23.0,10.0,5.0,1.0,5.0,1.0,4.0,159.0
103,GA,2021-01-01,0.0,6.0,9.0,4.0,1.0,8.0,8.0,18.0,15.0,9.0,4.0,1.0,9.0,1.0,1.0,175.0
241,GA,2021-01-02,6.0,5.0,6.0,4.0,1.0,16.0,6.0,19.0,16.0,7.0,5.0,5.0,1.0,1.0,1.0,177.0
242,GA,2021-01-03,1.0,10.0,9.0,4.0,1.0,15.0,1.0,13.0,21.0,10.0,1.0,5.0,5.0,1.0,4.0,160.0
32,GA,2021-01-04,1.0,14.0,6.0,1.0,1.0,9.0,1.0,10.0,21.0,16.0,1.0,1.0,5.0,1.0,1.0,178.0
33,GA,2021-01-05,1.0,12.0,1.0,8.0,5.0,10.0,5.0,8.0,21.0,10.0,4.0,1.0,5.0,1.0,1.0,174.0
182,GA,2021-01-06,10.0,11.0,4.0,1.0,1.0,14.0,8.0,14.0,16.0,12.0,1.0,1.0,5.0,0.0,7.0,181.0
243,GA,2021-01-07,4.0,8.0,1.0,4.0,6.0,13.0,4.0,14.0,19.0,8.0,1.0,5.0,8.0,1.0,1.0,183.0
104,GA,2021-01-08,5.0,10.0,6.0,4.0,9.0,18.0,5.0,19.0,18.0,18.0,8.0,5.0,6.0,1.0,1.0,247.0
244,GA,2021-01-09,4.0,11.0,0.0,1.0,4.0,12.0,1.0,13.0,23.0,9.0,1.0,7.0,8.0,1.0,1.0,182.0
105,GA,2021-01-10,1.0,5.0,5.0,1.0,1.0,9.0,4.0,16.0,16.0,5.0,4.0,1.0,11.0,1.0,1.0,137.0
245,GA,2021-01-11,12.0,6.0,7.0,4.0,7.0,7.0,1.0,13.0,24.0,13.0,4.0,1.0,1.0,0.0,7.0,191.0
183,GA,2021-01-12,11.0,7.0,1.0,5.0,5.0,17.0,5.0,11.0,15.0,12.0,5.0,1.0,7.0,1.0,1.0,196.0
34,GA,2021-01-13,6.0,9.0,5.0,1.0,1.0,13.0,1.0,17.0,12.0,15.0,7.0,1.0,5.0,1.0,5.0,190.0
106,GA,2021-01-14,1.0,5.0,7.0,1.0,1.0,17.0,4.0,11.0,12.0,12.0,6.0,5.0,4.0,1.0,5.0,181.0
35,GA,2021-01-15,1.0,6.0,1.0,4.0,6.0,17.0,1.0,18.0,19.0,11.0,5.0,4.0,7.0,1.0,4.0,180.0
246,GA,2021-01-16,4.0,1.0,1.0,7.0,0.0,16.0,1.0,11.0,17.0,10.0,4.0,5.0,1.0,1.0,1.0,135.0
357,GA,2021-01-17,1.0,9.0,1.0,1.0,1.0,13.0,4.0,14.0,13.0,8.0,1.0,5.0,1.0,1.0,6.0,138.0
107,GA,2021-01-18,9.0,8.0,1.0,9.0,1.0,11.0,0.0,14.0,19.0,7.0,7.0,8.0,10.0,1.0,7.0,215.0
247,GA,2021-01-19,1.0,1.0,1.0,0.0,1.0,6.0,1.0,10.0,20.0,8.0,6.0,4.0,4.0,1.0,7.0,144.0
108,GA,2021-01-20,8.0,1.0,8.0,4.0,0.0,10.0,1.0,11.0,13.0,11.0,4.0,1.0,7.0,1.0,4.0,166.0
199,GA,2021-01-21,1.0,5.0,1.0,5.0,9.0,10.0,1.0,9.0,22.0,12.0,1.0,1.0,6.0,1.0,1.0,149.0
248,GA,2021-01-22,1.0,5.0,4.0,0.0,6.0,11.0,1.0,13.0,15.0,13.0,1.0,4.0,4.0,1.0,4.0,146.0
109,GA,2021-01-23,1.0,6.0,1.0,1.0,8.0,9.0,1.0,11.0,12.0,12.0,1.0,1.0,1.0,0.0,1.0,121.0
110,GA,2021-01-24,1.0,1.0,4.0,1.0,1.0,8.0,1.0,7.0,13.0,6.0,4.0,1.0,5.0,0.0,1.0,102.0
200,GA,2021-01-25,5.0,5.0,1.0,4.0,6.0,6.0,1.0,10.0,14.0,12.0,1.0,1.0,1.0,1.0,8.0,137.0
249,GA,2021-01-26,4.0,4.0,8.0,1.0,5.0,9.0,1.0,12.0,20.0,7.0,6.0,5.0,5.0,0.0,1.0,166.0
250,GA,2021-01-27,1.0,6.0,1.0,1.0,4.0,13.0,0.0,8.0,12.0,11.0,1.0,6.0,1.0,1.0,4.0,137.0
184,GA,2021-01-28,4.0,4.0,1.0,1.0,5.0,8.0,0.0,10.0,14.0,6.0,1.0,5.0,1.0,0.0,4.0,118.0
251,GA,2021-01-29,1.0,4.0,1.0,6.0,1.0,8.0,0.0,14.0,13.0,8.0,1.0,1.0,1.0,1.0,1.0,111.0
111,GA,2021-01-30,0.0,8.0,1.0,1.0,1.0,6.0,0.0,8.0,14.0,8.0,1.0,4.0,1.0,0.0,1.0,94.0
412,GA,2021-01-31,1.0,6.0,4.0,1.0,4.0,8.0,1.0,7.0,14.0,6.0,1.0,1.0,0.0,1.0,1.0,95.0
