,loc,datetime,450058,450213,450237,450388,450697,670055,total_cnts
138,TX_SAN ANTONIO,2020-07-10,0.0,259.0,0.0,528.0,0.0,106.0,992.0
0,TX_SAN ANTONIO,2020-07-17,259.0,883.0,567.0,1804.0,144.0,334.0,4301.0
1,TX_SAN ANTONIO,2020-07-24,1895.0,834.0,915.0,1415.0,427.0,225.0,5984.0
2,TX_SAN ANTONIO,2020-07-31,1566.0,893.0,829.0,1363.0,432.0,233.0,5585.0
3,TX_SAN ANTONIO,2020-08-07,1411.0,750.0,663.0,1163.0,409.0,176.0,4885.0
4,TX_SAN ANTONIO,2020-08-14,779.0,675.0,403.0,1178.0,336.0,181.0,3708.0
5,TX_SAN ANTONIO,2020-08-21,633.0,582.0,368.0,808.0,205.0,91.0,2840.0
6,TX_SAN ANTONIO,2020-08-28,484.0,438.0,153.0,882.0,135.0,39.0,2263.0
7,TX_SAN ANTONIO,2020-09-04,388.0,429.0,206.0,672.0,87.0,26.0,1916.0
8,TX_SAN ANTONIO,2020-09-11,283.0,305.0,171.0,564.0,65.0,15.0,1516.0
9,TX_SAN ANTONIO,2020-09-18,302.0,243.0,178.0,520.0,77.0,14.0,1365.0
10,TX_SAN ANTONIO,2020-09-25,287.0,249.0,142.0,527.0,81.0,0.0,1464.0
11,TX_SAN ANTONIO,2020-10-02,289.0,243.0,142.0,433.0,67.0,0.0,1323.0
12,TX_SAN ANTONIO,2020-10-09,276.0,232.0,151.0,386.0,81.0,10.0,1273.0
13,TX_SAN ANTONIO,2020-10-16,245.0,196.0,150.0,431.0,87.0,4.0,1244.0
14,TX_SAN ANTONIO,2020-10-23,280.0,190.0,202.0,535.0,100.0,7.0,1503.0
15,TX_SAN ANTONIO,2020-10-30,420.0,188.0,174.0,514.0,73.0,6.0,1615.0
16,TX_SAN ANTONIO,2020-11-06,578.0,210.0,144.0,611.0,85.0,14.0,1868.0
17,TX_SAN ANTONIO,2020-11-13,649.0,271.0,242.0,764.0,165.0,0.0,2348.0
18,TX_SAN ANTONIO,2020-11-20,814.0,334.0,268.0,992.0,182.0,80.0,3118.0
19,TX_SAN ANTONIO,2020-11-27,870.0,345.0,377.0,1146.0,200.0,182.0,3569.0
20,TX_SAN ANTONIO,2020-12-04,1014.0,361.0,420.0,1182.0,205.0,254.0,4051.0
21,TX_SAN ANTONIO,2020-12-11,1203.0,441.0,573.0,1398.0,269.0,283.0,5002.0
22,TX_SAN ANTONIO,2020-12-18,1398.0,591.0,693.0,1653.0,273.0,339.0,5751.0
23,TX_SAN ANTONIO,2020-12-25,1659.0,704.0,805.0,1769.0,338.0,363.0,6396.0
24,TX_SAN ANTONIO,2021-01-01,2177.0,891.0,815.0,2181.0,334.0,487.0,7700.0
25,TX_SAN ANTONIO,2021-01-08,2364.0,987.0,905.0,2439.0,427.0,583.0,8487.0
26,TX_SAN ANTONIO,2021-01-15,2514.0,970.0,986.0,2641.0,405.0,538.0,8860.0
27,TX_SAN ANTONIO,2021-01-22,2544.0,939.0,974.0,2532.0,469.0,517.0,8760.0
28,TX_SAN ANTONIO,2021-01-29,1952.0,842.0,885.0,2184.0,354.0,469.0,7485.0
29,TX_SAN ANTONIO,2021-02-05,1424.0,756.0,665.0,1945.0,255.0,383.0,6196.0
30,TX_SAN ANTONIO,2021-02-12,1087.0,596.0,534.0,1783.0,156.0,316.0,5139.0
31,TX_SAN ANTONIO,2021-02-19,948.0,518.0,455.0,1556.0,179.0,144.0,4449.0
32,TX_SAN ANTONIO,2021-02-26,709.0,415.0,337.0,1090.0,178.0,96.0,3329.0
33,TX_SAN ANTONIO,2021-03-05,518.0,271.0,277.0,833.0,116.0,43.0,2451.0
34,TX_SAN ANTONIO,2021-03-12,346.0,284.0,270.0,702.0,47.0,42.0,2022.0
35,TX_SAN ANTONIO,2021-03-19,249.0,213.0,229.0,607.0,51.0,52.0,1624.0
36,TX_SAN ANTONIO,2021-03-26,286.0,207.0,145.0,571.0,46.0,38.0,1389.0
37,TX_SAN ANTONIO,2021-04-02,299.0,193.0,175.0,560.0,52.0,27.0,1359.0
38,TX_SAN ANTONIO,2021-04-09,313.0,194.0,227.0,575.0,39.0,10.0,1408.0
39,TX_SAN ANTONIO,2021-04-16,413.0,187.0,246.0,531.0,42.0,10.0,1489.0
40,TX_SAN ANTONIO,2021-04-23,402.0,223.0,248.0,528.0,35.0,10.0,1489.0
41,TX_SAN ANTONIO,2021-04-30,387.0,226.0,178.0,478.0,35.0,9.0,1337.0
42,TX_SAN ANTONIO,2021-05-07,340.0,184.0,177.0,434.0,42.0,8.0,1197.0
43,TX_SAN ANTONIO,2021-05-14,255.0,212.0,148.0,424.0,28.0,23.0,1119.0
44,TX_SAN ANTONIO,2021-05-21,180.0,153.0,169.0,356.0,30.0,13.0,907.0
45,TX_SAN ANTONIO,2021-05-28,151.0,133.0,155.0,383.0,35.0,17.0,874.0
46,TX_SAN ANTONIO,2021-06-04,130.0,121.0,137.0,341.0,40.0,15.0,784.0
47,TX_SAN ANTONIO,2021-06-11,185.0,127.0,147.0,343.0,36.0,18.0,893.0
