,loc,datetime,330019,330056,330194,330196,330202,330221,330233,330236,330396,total_cnts
37,NY_BROOKLYN,2021-04-16,209.0,127.0,605.0,351.0,330.0,224.0,456.0,472.0,175.0,3421.0
38,NY_BROOKLYN,2021-04-23,150.0,87.0,511.0,285.0,303.0,193.0,387.0,389.0,156.0,2868.0
39,NY_BROOKLYN,2021-04-30,119.0,52.0,398.0,290.0,231.0,157.0,350.0,316.0,123.0,2398.0
40,NY_BROOKLYN,2021-05-07,125.0,59.0,308.0,240.0,176.0,113.0,232.0,260.0,98.0,1856.0
41,NY_BROOKLYN,2021-05-14,76.0,78.0,247.0,180.0,96.0,108.0,206.0,198.0,72.0,1450.0
42,NY_BROOKLYN,2021-05-21,59.0,42.0,192.0,108.0,82.0,62.0,127.0,194.0,37.0,1034.0
43,NY_BROOKLYN,2021-05-28,40.0,25.0,130.0,82.0,88.0,66.0,62.0,125.0,13.0,719.0
44,NY_BROOKLYN,2021-06-04,27.0,18.0,106.0,56.0,76.0,26.0,40.0,75.0,19.0,527.0
45,NY_BROOKLYN,2021-06-11,29.0,21.0,96.0,41.0,61.0,9.0,59.0,87.0,16.0,460.0
46,NY_BROOKLYN,2021-06-18,10.0,0.0,66.0,45.0,57.0,7.0,25.0,78.0,19.0,339.0
47,NY_BROOKLYN,2021-06-25,44.0,6.0,50.0,54.0,56.0,14.0,10.0,72.0,6.0,338.0
48,NY_BROOKLYN,2021-07-02,10.0,4.0,53.0,43.0,56.0,7.0,15.0,51.0,11.0,273.0
49,NY_BROOKLYN,2021-07-09,13.0,15.0,54.0,46.0,51.0,16.0,19.0,43.0,8.0,300.0
50,NY_BROOKLYN,2021-07-16,24.0,23.0,61.0,45.0,64.0,0.0,31.0,75.0,0.0,365.0
51,NY_BROOKLYN,2021-07-23,62.0,20.0,104.0,72.0,90.0,20.0,37.0,105.0,17.0,564.0
52,NY_BROOKLYN,2021-07-30,40.0,38.0,116.0,108.0,76.0,63.0,65.0,109.0,12.0,697.0
53,NY_BROOKLYN,2021-08-06,37.0,52.0,120.0,118.0,142.0,84.0,96.0,155.0,20.0,952.0
54,NY_BROOKLYN,2021-08-13,76.0,38.0,211.0,149.0,211.0,103.0,137.0,234.0,47.0,1403.0
55,NY_BROOKLYN,2021-08-20,96.0,41.0,175.0,97.0,159.0,141.0,219.0,243.0,37.0,1403.0
56,NY_BROOKLYN,2021-08-27,130.0,69.0,183.0,172.0,238.0,103.0,223.0,194.0,76.0,1577.0
57,NY_BROOKLYN,2021-09-03,133.0,69.0,222.0,144.0,216.0,101.0,197.0,214.0,63.0,1532.0
58,NY_BROOKLYN,2021-09-10,88.0,74.0,226.0,133.0,161.0,147.0,142.0,195.0,50.0,1361.0
59,NY_BROOKLYN,2021-09-17,101.0,55.0,213.0,132.0,145.0,87.0,123.0,193.0,31.0,1205.0
60,NY_BROOKLYN,2021-09-24,72.0,63.0,230.0,127.0,125.0,81.0,132.0,178.0,57.0,1189.0
61,NY_BROOKLYN,2021-10-01,113.0,53.0,220.0,91.0,112.0,62.0,108.0,193.0,53.0,1103.0
62,NY_BROOKLYN,2021-10-08,96.0,38.0,162.0,99.0,101.0,63.0,126.0,181.0,48.0,995.0
63,NY_BROOKLYN,2021-10-15,69.0,21.0,137.0,79.0,80.0,65.0,140.0,215.0,42.0,934.0
64,NY_BROOKLYN,2021-10-22,59.0,22.0,109.0,91.0,74.0,50.0,138.0,152.0,41.0,816.0
65,NY_BROOKLYN,2021-10-29,76.0,24.0,113.0,97.0,71.0,64.0,103.0,121.0,52.0,785.0
66,NY_BROOKLYN,2021-11-05,70.0,15.0,120.0,85.0,71.0,51.0,105.0,109.0,23.0,704.0
67,NY_BROOKLYN,2021-11-12,114.0,39.0,114.0,92.0,77.0,60.0,86.0,124.0,26.0,782.0
68,NY_BROOKLYN,2021-11-19,127.0,38.0,109.0,110.0,85.0,71.0,56.0,159.0,30.0,854.0
69,NY_BROOKLYN,2021-11-26,121.0,39.0,122.0,141.0,78.0,70.0,90.0,195.0,49.0,977.0
70,NY_BROOKLYN,2021-12-03,149.0,51.0,174.0,177.0,58.0,71.0,101.0,174.0,46.0,1088.0
71,NY_BROOKLYN,2021-12-10,175.0,84.0,197.0,232.0,93.0,139.0,114.0,160.0,86.0,1375.0
72,NY_BROOKLYN,2021-12-17,227.0,91.0,316.0,252.0,149.0,176.0,229.0,371.0,129.0,2084.0
73,NY_BROOKLYN,2021-12-24,293.0,204.0,603.0,388.0,371.0,427.0,532.0,772.0,294.0,4240.0
74,NY_BROOKLYN,2021-12-31,424.0,417.0,1174.0,735.0,867.0,636.0,1061.0,1322.0,555.0,7770.0
75,NY_BROOKLYN,2022-01-07,492.0,628.0,1507.0,1089.0,1064.0,597.0,1131.0,1266.0,688.0,9027.0
76,NY_BROOKLYN,2022-01-14,572.0,566.0,1605.0,1291.0,863.0,517.0,996.0,1136.0,569.0,8583.0
77,NY_BROOKLYN,2022-01-21,492.0,465.0,1323.0,1073.0,584.0,396.0,875.0,837.0,388.0,6742.0
78,NY_BROOKLYN,2022-01-28,340.0,289.0,1041.0,660.0,224.0,234.0,493.0,615.0,213.0,4306.0
79,NY_BROOKLYN,2022-02-04,216.0,111.0,694.0,427.0,163.0,143.0,272.0,373.0,177.0,2695.0
80,NY_BROOKLYN,2022-02-11,124.0,83.0,433.0,281.0,138.0,107.0,171.0,229.0,165.0,1806.0
81,NY_BROOKLYN,2022-02-18,95.0,72.0,307.0,218.0,90.0,61.0,105.0,162.0,89.0,1261.0
82,NY_BROOKLYN,2022-02-25,29.0,52.0,252.0,129.0,55.0,29.0,93.0,138.0,49.0,881.0
83,NY_BROOKLYN,2022-03-04,43.0,28.0,188.0,90.0,26.0,33.0,87.0,80.0,17.0,609.0
84,NY_BROOKLYN,2022-03-11,21.0,34.0,117.0,50.0,39.0,22.0,74.0,45.0,10.0,412.0
85,NY_BROOKLYN,2022-03-18,17.0,20.0,73.0,32.0,22.0,21.0,51.0,27.0,10.0,277.0
86,NY_BROOKLYN,2022-03-25,13.0,14.0,90.0,19.0,16.0,8.0,33.0,32.0,23.0,258.0
87,NY_BROOKLYN,2022-04-01,13.0,7.0,77.0,32.0,0.0,12.0,55.0,48.0,10.0,264.0
88,NY_BROOKLYN,2022-04-08,38.0,27.0,73.0,39.0,24.0,29.0,86.0,111.0,5.0,449.0
89,NY_BROOKLYN,2022-04-15,22.0,31.0,92.0,52.0,24.0,20.0,64.0,152.0,13.0,492.0
90,NY_BROOKLYN,2022-04-22,27.0,45.0,94.0,57.0,33.0,31.0,13.0,114.0,15.0,448.0
91,NY_BROOKLYN,2022-04-29,35.0,35.0,148.0,67.0,33.0,42.0,38.0,114.0,25.0,556.0
92,NY_BROOKLYN,2022-05-06,22.0,43.0,182.0,101.0,33.0,51.0,46.0,165.0,29.0,694.0
93,NY_BROOKLYN,2022-05-13,61.0,55.0,188.0,117.0,70.0,43.0,95.0,204.0,42.0,911.0
94,NY_BROOKLYN,2022-05-20,65.0,87.0,194.0,101.0,62.0,47.0,58.0,199.0,65.0,915.0
95,NY_BROOKLYN,2022-05-27,58.0,65.0,189.0,121.0,62.0,55.0,66.0,183.0,47.0,875.0
96,NY_BROOKLYN,2022-06-03,37.0,82.0,204.0,115.0,63.0,47.0,45.0,150.0,38.0,818.0
97,NY_BROOKLYN,2022-06-10,69.0,79.0,168.0,96.0,83.0,73.0,83.0,165.0,49.0,980.0
98,NY_BROOKLYN,2022-06-17,55.0,57.0,160.0,132.0,107.0,57.0,78.0,200.0,52.0,1027.0
99,NY_BROOKLYN,2022-06-24,72.0,70.0,191.0,152.0,94.0,53.0,102.0,241.0,51.0,1158.0
100,NY_BROOKLYN,2022-07-01,79.0,60.0,184.0,126.0,58.0,85.0,127.0,204.0,33.0,1093.0
101,NY_BROOKLYN,2022-07-08,77.0,80.0,271.0,123.0,64.0,94.0,107.0,160.0,80.0,1211.0
102,NY_BROOKLYN,2022-07-15,98.0,100.0,311.0,131.0,86.0,76.0,116.0,242.0,129.0,1457.0
103,NY_BROOKLYN,2022-07-22,99.0,91.0,299.0,106.0,164.0,67.0,148.0,319.0,150.0,1626.0
104,NY_BROOKLYN,2022-07-29,101.0,65.0,303.0,111.0,158.0,83.0,89.0,308.0,123.0,1513.0
105,NY_BROOKLYN,2022-08-05,114.0,51.0,270.0,116.0,192.0,101.0,161.0,301.0,93.0,1610.0
106,NY_BROOKLYN,2022-08-12,92.0,49.0,309.0,160.0,139.0,104.0,114.0,245.0,79.0,1517.0
107,NY_BROOKLYN,2022-08-19,130.0,54.0,257.0,145.0,178.0,110.0,115.0,243.0,103.0,1538.0
108,NY_BROOKLYN,2022-08-26,117.0,63.0,280.0,119.0,236.0,118.0,74.0,244.0,104.0,1567.0
109,NY_BROOKLYN,2022-09-02,93.0,47.0,247.0,124.0,193.0,117.0,91.0,190.0,77.0,1372.0
110,NY_BROOKLYN,2022-09-09,96.0,71.0,220.0,154.0,117.0,103.0,68.0,161.0,63.0,1222.0
111,NY_BROOKLYN,2022-09-16,121.0,51.0,211.0,160.0,58.0,42.0,71.0,164.0,61.0,1103.0
112,NY_BROOKLYN,2022-09-23,47.0,39.0,245.0,132.0,52.0,41.0,84.0,172.0,52.0,1021.0
113,NY_BROOKLYN,2022-09-30,85.0,67.0,258.0,121.0,96.0,68.0,86.0,166.0,76.0,1155.0
114,NY_BROOKLYN,2022-10-07,128.0,55.0,220.0,124.0,83.0,92.0,67.0,209.0,63.0,1160.0
115,NY_BROOKLYN,2022-10-14,70.0,68.0,219.0,168.0,47.0,76.0,80.0,233.0,81.0,1205.0
116,NY_BROOKLYN,2022-10-21,45.0,72.0,258.0,161.0,58.0,57.0,103.0,266.0,84.0,1237.0
117,NY_BROOKLYN,2022-10-28,98.0,66.0,260.0,149.0,145.0,69.0,195.0,259.0,64.0,1450.0
118,NY_BROOKLYN,2022-11-04,117.0,63.0,268.0,146.0,174.0,79.0,180.0,297.0,61.0,1570.0
119,NY_BROOKLYN,2022-11-11,74.0,77.0,261.0,143.0,146.0,95.0,143.0,256.0,54.0,1436.0
120,NY_BROOKLYN,2022-11-18,103.0,79.0,352.0,148.0,88.0,119.0,20.0,305.0,59.0,1400.0
121,NY_BROOKLYN,2022-11-25,137.0,76.0,365.0,188.0,100.0,146.0,0.0,362.0,79.0,1550.0
122,NY_BROOKLYN,2022-12-02,149.0,83.0,350.0,220.0,178.0,176.0,0.0,386.0,105.0,1776.0
123,NY_BROOKLYN,2022-12-09,134.0,91.0,302.0,248.0,190.0,156.0,41.0,335.0,86.0,1687.0
124,NY_BROOKLYN,2022-12-16,128.0,117.0,346.0,258.0,143.0,130.0,272.0,0.0,132.0,1666.0
125,NY_BROOKLYN,2022-12-23,159.0,75.0,416.0,325.0,200.0,146.0,255.0,0.0,118.0,1827.0
126,NY_BROOKLYN,2022-12-30,140.0,109.0,437.0,291.0,283.0,145.0,308.0,0.0,129.0,2016.0
127,NY_BROOKLYN,2023-01-06,130.0,182.0,451.0,303.0,253.0,125.0,334.0,0.0,164.0,2044.0
128,NY_BROOKLYN,2023-01-13,142.0,115.0,375.0,198.0,149.0,159.0,291.0,0.0,154.0,1681.0
129,NY_BROOKLYN,2023-01-20,119.0,73.0,286.0,99.0,115.0,100.0,281.0,0.0,80.0,1217.0
130,NY_BROOKLYN,2023-01-27,112.0,57.0,295.0,159.0,71.0,65.0,235.0,0.0,47.0,1107.0
131,NY_BROOKLYN,2023-02-03,89.0,66.0,253.0,146.0,70.0,45.0,179.0,0.0,72.0,985.0
132,NY_BROOKLYN,2023-02-10,62.0,43.0,195.0,163.0,99.0,23.0,136.0,0.0,48.0,844.0
133,NY_BROOKLYN,2023-02-17,45.0,48.0,137.0,89.0,67.0,15.0,162.0,0.0,35.0,649.0
134,NY_BROOKLYN,2023-02-24,26.0,50.0,99.0,59.0,42.0,34.0,111.0,0.0,39.0,504.0
137,NY_BROOKLYN,2023-03-03,0.0,14.0,30.0,9.0,0.0,27.0,33.0,0.0,0.0,136.0
