,loc,datetime,050038,050125,050380,050604,total_cnts
138,CA_SAN JOSE,2020-04-03,0.0,148.0,23.0,85.0,256.0
139,CA_SAN JOSE,2020-04-10,0.0,194.0,23.0,180.0,397.0
141,CA_SAN JOSE,2020-04-17,0.0,0.0,0.0,106.0,106.0
140,CA_SAN JOSE,2020-07-10,0.0,58.0,25.0,19.0,102.0
0,CA_SAN JOSE,2020-07-17,55.0,179.0,91.0,46.0,371.0
1,CA_SAN JOSE,2020-07-24,310.0,212.0,80.0,162.0,764.0
2,CA_SAN JOSE,2020-07-31,319.0,233.0,55.0,118.0,725.0
3,CA_SAN JOSE,2020-08-07,358.0,225.0,65.0,122.0,770.0
4,CA_SAN JOSE,2020-08-14,311.0,227.0,101.0,101.0,740.0
5,CA_SAN JOSE,2020-08-21,303.0,191.0,80.0,124.0,698.0
6,CA_SAN JOSE,2020-08-28,236.0,178.0,71.0,116.0,601.0
7,CA_SAN JOSE,2020-09-04,245.0,219.0,47.0,74.0,585.0
8,CA_SAN JOSE,2020-09-11,188.0,210.0,49.0,59.0,506.0
9,CA_SAN JOSE,2020-09-18,206.0,180.0,65.0,76.0,527.0
10,CA_SAN JOSE,2020-09-25,179.0,177.0,51.0,76.0,483.0
11,CA_SAN JOSE,2020-10-02,132.0,152.0,31.0,53.0,368.0
12,CA_SAN JOSE,2020-10-09,158.0,141.0,11.0,65.0,375.0
13,CA_SAN JOSE,2020-10-16,177.0,147.0,43.0,79.0,446.0
14,CA_SAN JOSE,2020-10-23,153.0,126.0,22.0,69.0,370.0
15,CA_SAN JOSE,2020-10-30,152.0,125.0,49.0,72.0,398.0
16,CA_SAN JOSE,2020-11-06,206.0,155.0,64.0,96.0,521.0
17,CA_SAN JOSE,2020-11-13,238.0,252.0,87.0,138.0,715.0
18,CA_SAN JOSE,2020-11-20,354.0,297.0,123.0,193.0,967.0
19,CA_SAN JOSE,2020-11-27,334.0,405.0,173.0,281.0,1193.0
20,CA_SAN JOSE,2020-12-04,448.0,412.0,218.0,374.0,1452.0
21,CA_SAN JOSE,2020-12-11,481.0,526.0,283.0,443.0,1733.0
22,CA_SAN JOSE,2020-12-18,615.0,629.0,305.0,504.0,2053.0
23,CA_SAN JOSE,2020-12-25,527.0,731.0,401.0,580.0,2239.0
24,CA_SAN JOSE,2021-01-01,525.0,820.0,443.0,627.0,2415.0
25,CA_SAN JOSE,2021-01-08,860.0,758.0,421.0,584.0,2623.0
26,CA_SAN JOSE,2021-01-15,802.0,703.0,431.0,477.0,2413.0
27,CA_SAN JOSE,2021-01-22,863.0,666.0,294.0,382.0,2205.0
28,CA_SAN JOSE,2021-01-29,742.0,585.0,228.0,312.0,1867.0
29,CA_SAN JOSE,2021-02-05,488.0,502.0,188.0,222.0,1400.0
30,CA_SAN JOSE,2021-02-12,374.0,351.0,122.0,192.0,1039.0
31,CA_SAN JOSE,2021-02-19,298.0,244.0,71.0,200.0,813.0
32,CA_SAN JOSE,2021-02-26,227.0,218.0,78.0,191.0,714.0
33,CA_SAN JOSE,2021-03-05,156.0,165.0,70.0,147.0,538.0
34,CA_SAN JOSE,2021-03-12,134.0,141.0,65.0,167.0,507.0
35,CA_SAN JOSE,2021-03-19,99.0,126.0,46.0,127.0,398.0
36,CA_SAN JOSE,2021-03-26,92.0,86.0,72.0,101.0,351.0
37,CA_SAN JOSE,2021-04-02,83.0,72.0,43.0,85.0,283.0
38,CA_SAN JOSE,2021-04-09,66.0,63.0,62.0,86.0,277.0
39,CA_SAN JOSE,2021-04-16,56.0,51.0,56.0,63.0,226.0
40,CA_SAN JOSE,2021-04-23,45.0,36.0,62.0,50.0,193.0
41,CA_SAN JOSE,2021-04-30,70.0,17.0,64.0,50.0,201.0
42,CA_SAN JOSE,2021-05-07,76.0,25.0,59.0,19.0,179.0
43,CA_SAN JOSE,2021-05-14,60.0,15.0,58.0,32.0,165.0
44,CA_SAN JOSE,2021-05-21,51.0,17.0,34.0,44.0,146.0
