,loc,datetime,450056,450124,450431,450713,450809,total_cnts
0,TX_AUSTIN,2020-07-10,264.0,173.0,116.0,150.0,70.0,773.0
1,TX_AUSTIN,2020-07-17,703.0,646.0,373.0,429.0,179.0,2338.0
2,TX_AUSTIN,2020-07-24,485.0,597.0,339.0,373.0,111.0,1971.0
3,TX_AUSTIN,2020-07-31,389.0,580.0,340.0,437.0,171.0,1975.0
4,TX_AUSTIN,2020-08-07,287.0,605.0,255.0,442.0,148.0,1868.0
5,TX_AUSTIN,2020-08-14,248.0,420.0,190.0,365.0,187.0,1464.0
6,TX_AUSTIN,2020-08-21,158.0,360.0,152.0,112.0,127.0,1020.0
7,TX_AUSTIN,2020-08-28,98.0,295.0,88.0,127.0,135.0,777.0
8,TX_AUSTIN,2020-09-04,95.0,314.0,75.0,99.0,91.0,701.0
9,TX_AUSTIN,2020-09-11,61.0,208.0,61.0,73.0,49.0,486.0
10,TX_AUSTIN,2020-09-18,46.0,214.0,34.0,77.0,73.0,474.0
11,TX_AUSTIN,2020-09-25,26.0,229.0,42.0,78.0,63.0,465.0
12,TX_AUSTIN,2020-10-02,37.0,185.0,35.0,81.0,79.0,445.0
13,TX_AUSTIN,2020-10-09,36.0,226.0,55.0,72.0,62.0,479.0
14,TX_AUSTIN,2020-10-16,41.0,244.0,86.0,113.0,114.0,626.0
15,TX_AUSTIN,2020-10-23,42.0,223.0,102.0,128.0,168.0,690.0
16,TX_AUSTIN,2020-10-30,57.0,212.0,63.0,140.0,155.0,648.0
17,TX_AUSTIN,2020-11-06,110.0,203.0,82.0,128.0,146.0,697.0
18,TX_AUSTIN,2020-11-13,108.0,258.0,134.0,189.0,225.0,939.0
19,TX_AUSTIN,2020-11-20,105.0,299.0,218.0,227.0,258.0,1132.0
20,TX_AUSTIN,2020-11-27,138.0,300.0,188.0,207.0,179.0,1043.0
21,TX_AUSTIN,2020-12-04,186.0,299.0,204.0,268.0,292.0,1286.0
22,TX_AUSTIN,2020-12-11,225.0,316.0,227.0,305.0,404.0,1508.0
23,TX_AUSTIN,2020-12-18,276.0,344.0,213.0,400.0,413.0,1676.0
24,TX_AUSTIN,2020-12-25,344.0,418.0,316.0,417.0,525.0,2057.0
25,TX_AUSTIN,2021-01-01,489.0,511.0,396.0,477.0,553.0,2557.0
26,TX_AUSTIN,2021-01-08,599.0,525.0,439.0,514.0,740.0,3019.0
27,TX_AUSTIN,2021-01-15,602.0,510.0,444.0,496.0,723.0,3008.0
28,TX_AUSTIN,2021-01-22,583.0,472.0,447.0,473.0,344.0,2478.0
29,TX_AUSTIN,2021-01-29,506.0,378.0,395.0,407.0,273.0,2028.0
30,TX_AUSTIN,2021-02-05,470.0,335.0,358.0,311.0,273.0,1833.0
31,TX_AUSTIN,2021-02-12,324.0,225.0,345.0,241.0,250.0,1634.0
