,loc,datetime,420018,420026,420086,total_cnts
0,SC_COLUMBIA,2020-07-10,109.0,35.0,35.0,179.0
1,SC_COLUMBIA,2020-07-17,326.0,121.0,86.0,543.0
2,SC_COLUMBIA,2020-07-24,330.0,144.0,136.0,615.0
3,SC_COLUMBIA,2020-07-31,348.0,164.0,136.0,657.0
4,SC_COLUMBIA,2020-08-07,494.0,137.0,163.0,818.0
5,SC_COLUMBIA,2020-08-14,240.0,95.0,83.0,427.0
6,SC_COLUMBIA,2020-08-21,201.0,99.0,87.0,399.0
7,SC_COLUMBIA,2020-08-28,225.0,96.0,85.0,435.0
8,SC_COLUMBIA,2020-09-04,164.0,95.0,76.0,342.0
9,SC_COLUMBIA,2020-09-11,155.0,69.0,106.0,330.0
10,SC_COLUMBIA,2020-09-18,156.0,53.0,124.0,341.0
11,SC_COLUMBIA,2020-09-25,146.0,55.0,113.0,320.0
12,SC_COLUMBIA,2020-10-02,162.0,62.0,81.0,324.0
13,SC_COLUMBIA,2020-10-09,139.0,69.0,104.0,319.0
14,SC_COLUMBIA,2020-10-16,124.0,60.0,63.0,257.0
15,SC_COLUMBIA,2020-10-23,132.0,46.0,61.0,251.0
16,SC_COLUMBIA,2020-10-30,125.0,50.0,59.0,252.0
17,SC_COLUMBIA,2020-11-06,142.0,82.0,87.0,340.0
18,SC_COLUMBIA,2020-11-13,188.0,65.0,117.0,407.0
19,SC_COLUMBIA,2020-11-20,186.0,70.0,125.0,403.0
20,SC_COLUMBIA,2020-11-27,188.0,58.0,97.0,359.0
21,SC_COLUMBIA,2020-12-04,170.0,58.0,91.0,343.0
22,SC_COLUMBIA,2020-12-11,232.0,76.0,142.0,496.0
23,SC_COLUMBIA,2020-12-18,283.0,82.0,166.0,576.0
24,SC_COLUMBIA,2020-12-25,311.0,125.0,202.0,674.0
25,SC_COLUMBIA,2021-01-01,438.0,199.0,235.0,936.0
26,SC_COLUMBIA,2021-01-08,494.0,179.0,253.0,1031.0
27,SC_COLUMBIA,2021-01-15,491.0,147.0,226.0,949.0
28,SC_COLUMBIA,2021-01-22,432.0,122.0,255.0,887.0
29,SC_COLUMBIA,2021-01-29,282.0,117.0,216.0,684.0
30,SC_COLUMBIA,2021-02-05,219.0,111.0,202.0,573.0
31,SC_COLUMBIA,2021-02-12,146.0,88.0,141.0,410.0
32,SC_COLUMBIA,2021-02-19,148.0,98.0,137.0,404.0
33,SC_COLUMBIA,2021-02-26,120.0,91.0,67.0,296.0
34,SC_COLUMBIA,2021-03-05,143.0,57.0,59.0,280.0
35,SC_COLUMBIA,2021-03-12,168.0,42.0,80.0,315.0
36,SC_COLUMBIA,2021-03-19,109.0,27.0,45.0,200.0
37,SC_COLUMBIA,2021-03-26,89.0,71.0,50.0,229.0
38,SC_COLUMBIA,2021-04-02,93.0,91.0,50.0,246.0
39,SC_COLUMBIA,2021-04-09,129.0,72.0,79.0,305.0
40,SC_COLUMBIA,2021-04-16,85.0,56.0,57.0,227.0
41,SC_COLUMBIA,2021-04-23,87.0,53.0,29.0,197.0
42,SC_COLUMBIA,2021-04-30,61.0,39.0,52.0,172.0
43,SC_COLUMBIA,2021-05-07,72.0,29.0,58.0,186.0
44,SC_COLUMBIA,2021-05-14,59.0,23.0,45.0,146.0
45,SC_COLUMBIA,2021-05-21,32.0,10.0,30.0,82.0
138,SC_COLUMBIA,2021-05-28,0.0,8.0,7.0,19.0
46,SC_COLUMBIA,2021-06-04,17.0,4.0,6.0,27.0
47,SC_COLUMBIA,2021-06-11,10.0,6.0,6.0,28.0
48,SC_COLUMBIA,2021-06-18,32.0,17.0,14.0,68.0
49,SC_COLUMBIA,2021-06-25,18.0,11.0,0.0,29.0
50,SC_COLUMBIA,2021-07-02,26.0,16.0,4.0,55.0
51,SC_COLUMBIA,2021-07-09,40.0,36.0,12.0,94.0
52,SC_COLUMBIA,2021-07-16,71.0,25.0,33.0,150.0
53,SC_COLUMBIA,2021-07-23,122.0,63.0,49.0,259.0
54,SC_COLUMBIA,2021-07-30,251.0,105.0,97.0,502.0
55,SC_COLUMBIA,2021-08-06,356.0,147.0,129.0,755.0
56,SC_COLUMBIA,2021-08-13,384.0,167.0,166.0,877.0
57,SC_COLUMBIA,2021-08-20,354.0,139.0,211.0,857.0
58,SC_COLUMBIA,2021-08-27,444.0,154.0,192.0,985.0
59,SC_COLUMBIA,2021-09-03,577.0,178.0,212.0,1144.0
60,SC_COLUMBIA,2021-09-10,473.0,169.0,206.0,989.0
61,SC_COLUMBIA,2021-09-17,381.0,164.0,158.0,802.0
62,SC_COLUMBIA,2021-09-24,289.0,147.0,127.0,652.0
63,SC_COLUMBIA,2021-10-01,260.0,115.0,129.0,582.0
64,SC_COLUMBIA,2021-10-08,203.0,93.0,73.0,434.0
65,SC_COLUMBIA,2021-10-15,166.0,68.0,48.0,326.0
66,SC_COLUMBIA,2021-10-22,122.0,39.0,31.0,246.0
67,SC_COLUMBIA,2021-10-29,83.0,43.0,19.0,201.0
68,SC_COLUMBIA,2021-11-05,47.0,37.0,32.0,141.0
69,SC_COLUMBIA,2021-11-12,48.0,22.0,59.0,146.0
70,SC_COLUMBIA,2021-11-19,55.0,30.0,31.0,131.0
71,SC_COLUMBIA,2021-11-26,40.0,32.0,22.0,109.0
