,loc,datetime,010011,010033,010056,010103,010104,010139,total_cnts
0,AL_BIRMINGHAM,2020-07-10,73.0,178.0,86.0,50.0,61.0,17.0,475.0
1,AL_BIRMINGHAM,2020-07-17,273.0,709.0,213.0,131.0,207.0,76.0,1636.0
2,AL_BIRMINGHAM,2020-07-24,297.0,784.0,302.0,168.0,233.0,99.0,1887.0
3,AL_BIRMINGHAM,2020-07-31,280.0,836.0,300.0,173.0,285.0,84.0,1969.0
4,AL_BIRMINGHAM,2020-08-07,337.0,715.0,268.0,244.0,207.0,92.0,1883.0
5,AL_BIRMINGHAM,2020-08-14,282.0,595.0,289.0,257.0,199.0,95.0,1717.0
6,AL_BIRMINGHAM,2020-08-21,262.0,511.0,234.0,203.0,183.0,76.0,1469.0
7,AL_BIRMINGHAM,2020-08-28,210.0,433.0,203.0,185.0,171.0,89.0,1291.0
8,AL_BIRMINGHAM,2020-09-04,195.0,448.0,189.0,168.0,136.0,86.0,1222.0
9,AL_BIRMINGHAM,2020-09-11,179.0,433.0,169.0,132.0,158.0,58.0,1129.0
10,AL_BIRMINGHAM,2020-09-18,181.0,460.0,163.0,105.0,120.0,56.0,1085.0
11,AL_BIRMINGHAM,2020-09-25,131.0,433.0,143.0,122.0,83.0,43.0,955.0
12,AL_BIRMINGHAM,2020-10-02,78.0,427.0,184.0,147.0,119.0,44.0,999.0
13,AL_BIRMINGHAM,2020-10-09,128.0,448.0,162.0,133.0,135.0,72.0,1078.0
14,AL_BIRMINGHAM,2020-10-16,115.0,538.0,178.0,147.0,165.0,105.0,1248.0
15,AL_BIRMINGHAM,2020-10-23,121.0,510.0,198.0,161.0,230.0,157.0,1377.0
16,AL_BIRMINGHAM,2020-10-30,169.0,536.0,214.0,206.0,219.0,138.0,1482.0
17,AL_BIRMINGHAM,2020-11-06,225.0,601.0,236.0,221.0,222.0,172.0,1682.0
18,AL_BIRMINGHAM,2020-11-13,287.0,651.0,213.0,237.0,199.0,165.0,1771.0
19,AL_BIRMINGHAM,2020-11-20,304.0,662.0,243.0,243.0,223.0,166.0,1851.0
20,AL_BIRMINGHAM,2020-11-27,361.0,826.0,352.0,325.0,319.0,246.0,2433.0
21,AL_BIRMINGHAM,2020-12-04,447.0,1002.0,450.0,370.0,383.0,288.0,2940.0
22,AL_BIRMINGHAM,2020-12-11,451.0,1196.0,532.0,388.0,446.0,317.0,3337.0
23,AL_BIRMINGHAM,2020-12-18,494.0,1309.0,569.0,421.0,456.0,317.0,3580.0
24,AL_BIRMINGHAM,2020-12-25,543.0,1420.0,628.0,483.0,497.0,325.0,3910.0
25,AL_BIRMINGHAM,2021-01-01,497.0,1475.0,671.0,420.0,579.0,423.0,4079.0
26,AL_BIRMINGHAM,2021-01-08,563.0,1384.0,717.0,494.0,592.0,432.0,4196.0
27,AL_BIRMINGHAM,2021-01-15,501.0,1282.0,615.0,435.0,549.0,363.0,3759.0
28,AL_BIRMINGHAM,2021-01-22,410.0,929.0,578.0,409.0,542.0,270.0,3154.0
29,AL_BIRMINGHAM,2021-01-29,295.0,755.0,385.0,294.0,422.0,226.0,2395.0
30,AL_BIRMINGHAM,2021-02-05,196.0,637.0,303.0,286.0,267.0,156.0,1859.0
31,AL_BIRMINGHAM,2021-02-12,112.0,520.0,192.0,242.0,207.0,100.0,1387.0
32,AL_BIRMINGHAM,2021-02-19,103.0,468.0,160.0,200.0,168.0,91.0,1204.0
33,AL_BIRMINGHAM,2021-02-26,80.0,334.0,135.0,173.0,151.0,62.0,949.0
34,AL_BIRMINGHAM,2021-03-05,95.0,304.0,86.0,116.0,114.0,70.0,792.0
35,AL_BIRMINGHAM,2021-03-12,105.0,222.0,64.0,117.0,124.0,63.0,700.0
36,AL_BIRMINGHAM,2021-03-19,95.0,225.0,66.0,120.0,130.0,85.0,721.0
37,AL_BIRMINGHAM,2021-03-26,101.0,252.0,55.0,112.0,127.0,102.0,749.0
38,AL_BIRMINGHAM,2021-04-02,60.0,216.0,46.0,130.0,102.0,72.0,626.0
39,AL_BIRMINGHAM,2021-04-09,45.0,216.0,49.0,95.0,57.0,45.0,507.0
40,AL_BIRMINGHAM,2021-04-16,41.0,232.0,61.0,96.0,73.0,45.0,548.0
41,AL_BIRMINGHAM,2021-04-23,29.0,207.0,60.0,80.0,50.0,37.0,463.0
42,AL_BIRMINGHAM,2021-04-30,63.0,198.0,66.0,107.0,64.0,45.0,543.0
43,AL_BIRMINGHAM,2021-05-07,71.0,203.0,70.0,112.0,87.0,62.0,605.0
44,AL_BIRMINGHAM,2021-05-14,62.0,179.0,79.0,132.0,88.0,53.0,593.0
45,AL_BIRMINGHAM,2021-05-21,50.0,159.0,59.0,99.0,79.0,76.0,522.0
46,AL_BIRMINGHAM,2021-05-28,64.0,140.0,30.0,96.0,79.0,49.0,458.0
47,AL_BIRMINGHAM,2021-06-04,41.0,121.0,26.0,75.0,59.0,14.0,336.0
48,AL_BIRMINGHAM,2021-06-11,58.0,90.0,45.0,81.0,41.0,8.0,323.0
49,AL_BIRMINGHAM,2021-06-18,33.0,58.0,40.0,72.0,33.0,11.0,247.0
50,AL_BIRMINGHAM,2021-06-25,5.0,65.0,42.0,59.0,30.0,12.0,213.0
51,AL_BIRMINGHAM,2021-07-02,26.0,156.0,77.0,59.0,49.0,24.0,391.0
52,AL_BIRMINGHAM,2021-07-09,35.0,177.0,37.0,68.0,52.0,47.0,416.0
53,AL_BIRMINGHAM,2021-07-16,108.0,267.0,49.0,92.0,127.0,86.0,729.0
54,AL_BIRMINGHAM,2021-07-23,210.0,399.0,97.0,153.0,242.0,120.0,1221.0
55,AL_BIRMINGHAM,2021-07-30,213.0,592.0,242.0,263.0,298.0,215.0,1823.0
56,AL_BIRMINGHAM,2021-08-06,284.0,833.0,342.0,246.0,382.0,247.0,2334.0
57,AL_BIRMINGHAM,2021-08-13,429.0,1159.0,439.0,316.0,430.0,184.0,2957.0
58,AL_BIRMINGHAM,2021-08-20,495.0,1312.0,352.0,286.0,503.0,234.0,3182.0
59,AL_BIRMINGHAM,2021-08-27,470.0,1247.0,397.0,376.0,547.0,270.0,3314.0
60,AL_BIRMINGHAM,2021-09-03,417.0,1238.0,395.0,377.0,504.0,323.0,3261.0
61,AL_BIRMINGHAM,2021-09-10,363.0,1042.0,375.0,327.0,397.0,282.0,2793.0
62,AL_BIRMINGHAM,2021-09-17,256.0,785.0,279.0,283.0,349.0,257.0,2216.0
63,AL_BIRMINGHAM,2021-09-24,294.0,510.0,246.0,232.0,317.0,133.0,1739.0
64,AL_BIRMINGHAM,2021-10-01,160.0,474.0,215.0,200.0,212.0,47.0,1312.0
65,AL_BIRMINGHAM,2021-10-08,93.0,389.0,130.0,153.0,174.0,46.0,985.0
66,AL_BIRMINGHAM,2021-10-15,71.0,281.0,97.0,136.0,146.0,46.0,777.0
67,AL_BIRMINGHAM,2021-10-22,36.0,206.0,58.0,116.0,114.0,56.0,586.0
68,AL_BIRMINGHAM,2021-10-29,41.0,121.0,66.0,122.0,82.0,34.0,466.0
69,AL_BIRMINGHAM,2021-11-05,33.0,133.0,54.0,95.0,54.0,9.0,378.0
70,AL_BIRMINGHAM,2021-11-12,56.0,128.0,27.0,90.0,46.0,14.0,361.0
71,AL_BIRMINGHAM,2021-11-19,26.0,148.0,40.0,65.0,49.0,30.0,358.0
72,AL_BIRMINGHAM,2021-11-26,29.0,190.0,30.0,63.0,81.0,36.0,429.0
73,AL_BIRMINGHAM,2021-12-03,24.0,197.0,18.0,57.0,58.0,18.0,372.0
74,AL_BIRMINGHAM,2021-12-10,47.0,126.0,46.0,68.0,66.0,31.0,384.0
75,AL_BIRMINGHAM,2021-12-17,84.0,238.0,66.0,74.0,86.0,30.0,578.0
76,AL_BIRMINGHAM,2021-12-24,94.0,391.0,104.0,119.0,160.0,46.0,914.0
77,AL_BIRMINGHAM,2021-12-31,165.0,820.0,191.0,238.0,266.0,100.0,1780.0
78,AL_BIRMINGHAM,2022-01-07,310.0,1361.0,394.0,282.0,369.0,175.0,2891.0
79,AL_BIRMINGHAM,2022-01-14,421.0,1674.0,436.0,343.0,430.0,211.0,3528.0
80,AL_BIRMINGHAM,2022-01-21,470.0,1840.0,462.0,370.0,532.0,257.0,3942.0
81,AL_BIRMINGHAM,2022-01-28,432.0,1519.0,428.0,430.0,526.0,257.0,3601.0
82,AL_BIRMINGHAM,2022-02-04,379.0,1143.0,322.0,341.0,397.0,137.0,2726.0
83,AL_BIRMINGHAM,2022-02-11,213.0,753.0,261.0,270.0,345.0,85.0,1934.0
84,AL_BIRMINGHAM,2022-02-18,128.0,598.0,198.0,157.0,280.0,89.0,1457.0
85,AL_BIRMINGHAM,2022-02-25,100.0,326.0,91.0,148.0,166.0,34.0,872.0
86,AL_BIRMINGHAM,2022-03-04,67.0,298.0,49.0,81.0,101.0,24.0,627.0
87,AL_BIRMINGHAM,2022-03-11,29.0,215.0,12.0,63.0,49.0,14.0,389.0
88,AL_BIRMINGHAM,2022-03-18,16.0,146.0,8.0,30.0,33.0,9.0,249.0
89,AL_BIRMINGHAM,2022-03-25,7.0,140.0,17.0,27.0,7.0,0.0,198.0
90,AL_BIRMINGHAM,2022-04-01,6.0,64.0,10.0,19.0,7.0,5.0,111.0
91,AL_BIRMINGHAM,2022-04-08,12.0,57.0,10.0,10.0,4.0,0.0,93.0
92,AL_BIRMINGHAM,2022-04-15,6.0,65.0,11.0,8.0,0.0,8.0,98.0
93,AL_BIRMINGHAM,2022-04-22,7.0,37.0,10.0,7.0,0.0,0.0,61.0
138,AL_BIRMINGHAM,2022-04-29,0.0,44.0,7.0,8.0,0.0,0.0,59.0
94,AL_BIRMINGHAM,2022-05-06,5.0,32.0,7.0,8.0,11.0,6.0,69.0
95,AL_BIRMINGHAM,2022-05-13,25.0,43.0,6.0,15.0,22.0,0.0,111.0
96,AL_BIRMINGHAM,2022-05-20,15.0,39.0,20.0,34.0,54.0,0.0,162.0
97,AL_BIRMINGHAM,2022-05-27,68.0,61.0,48.0,48.0,83.0,24.0,332.0
98,AL_BIRMINGHAM,2022-06-03,101.0,94.0,40.0,44.0,20.0,62.0,361.0
99,AL_BIRMINGHAM,2022-06-10,53.0,130.0,62.0,42.0,23.0,56.0,366.0
100,AL_BIRMINGHAM,2022-06-17,48.0,176.0,84.0,59.0,34.0,40.0,441.0
101,AL_BIRMINGHAM,2022-06-24,68.0,215.0,87.0,67.0,71.0,54.0,562.0
102,AL_BIRMINGHAM,2022-07-01,75.0,236.0,103.0,108.0,89.0,48.0,659.0
103,AL_BIRMINGHAM,2022-07-08,107.0,332.0,122.0,174.0,142.0,51.0,928.0
104,AL_BIRMINGHAM,2022-07-15,96.0,333.0,135.0,156.0,139.0,46.0,905.0
105,AL_BIRMINGHAM,2022-07-22,94.0,322.0,123.0,151.0,156.0,67.0,913.0
106,AL_BIRMINGHAM,2022-07-29,95.0,369.0,88.0,112.0,108.0,77.0,849.0
107,AL_BIRMINGHAM,2022-08-05,98.0,385.0,135.0,141.0,99.0,88.0,946.0
108,AL_BIRMINGHAM,2022-08-12,106.0,444.0,155.0,137.0,67.0,97.0,1013.0
109,AL_BIRMINGHAM,2022-08-19,106.0,399.0,147.0,137.0,51.0,42.0,889.0
110,AL_BIRMINGHAM,2022-08-26,117.0,328.0,115.0,150.0,120.0,88.0,925.0
111,AL_BIRMINGHAM,2022-09-02,101.0,338.0,110.0,118.0,123.0,57.0,854.0
112,AL_BIRMINGHAM,2022-09-09,77.0,250.0,74.0,143.0,111.0,65.0,720.0
113,AL_BIRMINGHAM,2022-09-16,25.0,200.0,81.0,112.0,109.0,55.0,582.0
114,AL_BIRMINGHAM,2022-09-23,18.0,188.0,57.0,91.0,68.0,46.0,475.0
115,AL_BIRMINGHAM,2022-09-30,16.0,144.0,84.0,76.0,73.0,38.0,438.0
116,AL_BIRMINGHAM,2022-10-07,31.0,103.0,57.0,65.0,63.0,14.0,333.0
117,AL_BIRMINGHAM,2022-10-14,42.0,90.0,76.0,32.0,40.0,19.0,299.0
118,AL_BIRMINGHAM,2022-10-21,43.0,66.0,80.0,48.0,29.0,27.0,293.0
119,AL_BIRMINGHAM,2022-10-28,28.0,97.0,71.0,32.0,36.0,39.0,303.0
120,AL_BIRMINGHAM,2022-11-04,31.0,167.0,64.0,41.0,55.0,15.0,373.0
121,AL_BIRMINGHAM,2022-11-11,33.0,127.0,52.0,41.0,57.0,16.0,326.0
122,AL_BIRMINGHAM,2022-11-18,53.0,86.0,54.0,59.0,62.0,27.0,341.0
123,AL_BIRMINGHAM,2022-11-25,38.0,118.0,46.0,61.0,58.0,28.0,349.0
124,AL_BIRMINGHAM,2022-12-02,39.0,180.0,87.0,46.0,63.0,29.0,444.0
125,AL_BIRMINGHAM,2022-12-09,73.0,197.0,87.0,27.0,61.0,47.0,492.0
126,AL_BIRMINGHAM,2022-12-16,62.0,198.0,94.0,25.0,70.0,48.0,497.0
127,AL_BIRMINGHAM,2022-12-23,99.0,295.0,83.0,45.0,102.0,22.0,646.0
128,AL_BIRMINGHAM,2022-12-30,121.0,289.0,121.0,88.0,118.0,35.0,772.0
129,AL_BIRMINGHAM,2023-01-06,136.0,277.0,130.0,109.0,107.0,43.0,806.0
130,AL_BIRMINGHAM,2023-01-13,105.0,335.0,105.0,85.0,132.0,50.0,812.0
131,AL_BIRMINGHAM,2023-01-20,69.0,291.0,98.0,111.0,128.0,40.0,737.0
132,AL_BIRMINGHAM,2023-01-27,55.0,216.0,54.0,102.0,136.0,49.0,624.0
133,AL_BIRMINGHAM,2023-02-03,58.0,231.0,80.0,86.0,86.0,38.0,585.0
134,AL_BIRMINGHAM,2023-02-10,31.0,228.0,77.0,47.0,65.0,67.0,515.0
135,AL_BIRMINGHAM,2023-02-17,24.0,188.0,70.0,55.0,92.0,24.0,453.0
136,AL_BIRMINGHAM,2023-02-24,32.0,222.0,75.0,57.0,83.0,21.0,490.0
137,AL_BIRMINGHAM,2023-03-03,12.0,77.0,21.0,29.0,37.0,18.0,194.0
