,loc,datetime,050017,050108,050425,050590,050599,050674,total_cnts
139,CA_SACRAMENTO,2020-04-03,0.0,0.0,23.0,0.0,0.0,35.0,58.0
140,CA_SACRAMENTO,2020-04-10,0.0,0.0,60.0,0.0,0.0,63.0,123.0
141,CA_SACRAMENTO,2020-04-17,0.0,0.0,28.0,0.0,0.0,22.0,50.0
142,CA_SACRAMENTO,2020-04-24,0.0,0.0,0.0,0.0,27.0,0.0,27.0
143,CA_SACRAMENTO,2020-05-01,0.0,0.0,0.0,0.0,12.0,0.0,12.0
144,CA_SACRAMENTO,2020-06-19,0.0,0.0,0.0,0.0,12.0,0.0,12.0
145,CA_SACRAMENTO,2020-06-26,0.0,0.0,0.0,0.0,36.0,0.0,36.0
146,CA_SACRAMENTO,2020-07-03,0.0,0.0,0.0,0.0,19.0,0.0,19.0
0,CA_SACRAMENTO,2020-07-10,30.0,86.0,19.0,29.0,100.0,45.0,309.0
1,CA_SACRAMENTO,2020-07-17,142.0,276.0,58.0,120.0,180.0,119.0,895.0
2,CA_SACRAMENTO,2020-07-24,147.0,375.0,179.0,141.0,278.0,414.0,1534.0
3,CA_SACRAMENTO,2020-07-31,152.0,307.0,169.0,147.0,290.0,316.0,1381.0
4,CA_SACRAMENTO,2020-08-07,106.0,298.0,219.0,137.0,276.0,392.0,1428.0
5,CA_SACRAMENTO,2020-08-14,77.0,234.0,201.0,164.0,219.0,381.0,1276.0
6,CA_SACRAMENTO,2020-08-21,86.0,208.0,192.0,103.0,252.0,375.0,1216.0
7,CA_SACRAMENTO,2020-08-28,79.0,190.0,169.0,84.0,231.0,306.0,1059.0
8,CA_SACRAMENTO,2020-09-04,75.0,152.0,142.0,54.0,138.0,233.0,794.0
9,CA_SACRAMENTO,2020-09-11,25.0,135.0,95.0,25.0,121.0,178.0,579.0
10,CA_SACRAMENTO,2020-09-18,62.0,134.0,82.0,49.0,152.0,213.0,692.0
11,CA_SACRAMENTO,2020-09-25,46.0,146.0,95.0,53.0,130.0,214.0,684.0
12,CA_SACRAMENTO,2020-10-02,31.0,110.0,63.0,52.0,78.0,126.0,460.0
13,CA_SACRAMENTO,2020-10-09,38.0,96.0,64.0,63.0,62.0,122.0,445.0
14,CA_SACRAMENTO,2020-10-16,40.0,80.0,70.0,68.0,78.0,134.0,470.0
15,CA_SACRAMENTO,2020-10-23,39.0,73.0,110.0,35.0,64.0,150.0,471.0
16,CA_SACRAMENTO,2020-10-30,55.0,88.0,77.0,69.0,65.0,112.0,466.0
17,CA_SACRAMENTO,2020-11-06,68.0,136.0,140.0,105.0,155.0,166.0,770.0
