,loc,datetime,290003,290007,290021,290039,290041,290047,290053,290054,total_cnts
23,NV_LAS VEGAS,2020-11-20,748.0,684.0,487.0,651.0,423.0,310.0,280.0,539.0,5300.0
24,NV_LAS VEGAS,2020-11-27,840.0,816.0,546.0,746.0,580.0,491.0,343.0,577.0,6381.0
25,NV_LAS VEGAS,2020-12-04,1034.0,794.0,616.0,860.0,709.0,473.0,362.0,660.0,7205.0
26,NV_LAS VEGAS,2020-12-11,1165.0,901.0,645.0,910.0,780.0,504.0,362.0,751.0,7747.0
27,NV_LAS VEGAS,2020-12-18,1181.0,914.0,689.0,977.0,804.0,522.0,436.0,698.0,7834.0
28,NV_LAS VEGAS,2020-12-25,1177.0,841.0,650.0,938.0,844.0,515.0,420.0,714.0,7802.0
29,NV_LAS VEGAS,2021-01-01,1328.0,697.0,734.0,981.0,858.0,546.0,437.0,796.0,8036.0
30,NV_LAS VEGAS,2021-01-08,1313.0,651.0,710.0,1015.0,879.0,512.0,453.0,786.0,7777.0
31,NV_LAS VEGAS,2021-01-15,1206.0,705.0,618.0,925.0,763.0,446.0,440.0,615.0,7228.0
32,NV_LAS VEGAS,2021-01-22,1038.0,587.0,577.0,737.0,652.0,423.0,366.0,543.0,6291.0
33,NV_LAS VEGAS,2021-01-29,857.0,413.0,453.0,642.0,522.0,329.0,306.0,455.0,5224.0
34,NV_LAS VEGAS,2021-02-05,625.0,283.0,418.0,586.0,373.0,306.0,223.0,365.0,4119.0
35,NV_LAS VEGAS,2021-02-12,552.0,239.0,353.0,507.0,325.0,198.0,199.0,300.0,3484.0
36,NV_LAS VEGAS,2021-02-19,352.0,218.0,285.0,395.0,191.0,125.0,172.0,252.0,2630.0
37,NV_LAS VEGAS,2021-02-26,325.0,223.0,237.0,291.0,132.0,108.0,97.0,132.0,2032.0
38,NV_LAS VEGAS,2021-03-05,239.0,159.0,188.0,231.0,120.0,81.0,56.0,86.0,1494.0
39,NV_LAS VEGAS,2021-03-12,219.0,124.0,141.0,162.0,129.0,82.0,50.0,94.0,1277.0
40,NV_LAS VEGAS,2021-03-19,188.0,95.0,120.0,210.0,118.0,57.0,66.0,76.0,1228.0
41,NV_LAS VEGAS,2021-03-26,215.0,104.0,99.0,137.0,120.0,49.0,81.0,55.0,1095.0
42,NV_LAS VEGAS,2021-04-02,214.0,133.0,126.0,119.0,119.0,68.0,103.0,71.0,1181.0
43,NV_LAS VEGAS,2021-04-09,233.0,189.0,91.0,121.0,76.0,81.0,57.0,92.0,1173.0
44,NV_LAS VEGAS,2021-04-16,300.0,225.0,89.0,187.0,109.0,102.0,79.0,104.0,1481.0
45,NV_LAS VEGAS,2021-04-23,239.0,169.0,131.0,179.0,135.0,71.0,72.0,113.0,1366.0
46,NV_LAS VEGAS,2021-04-30,285.0,186.0,140.0,136.0,107.0,68.0,58.0,82.0,1339.0
47,NV_LAS VEGAS,2021-05-07,331.0,126.0,119.0,170.0,86.0,65.0,44.0,86.0,1352.0
48,NV_LAS VEGAS,2021-05-14,333.0,116.0,95.0,146.0,92.0,50.0,39.0,89.0,1219.0
49,NV_LAS VEGAS,2021-05-21,302.0,79.0,75.0,88.0,76.0,51.0,49.0,71.0,1039.0
50,NV_LAS VEGAS,2021-05-28,258.0,77.0,60.0,98.0,50.0,60.0,38.0,78.0,912.0
51,NV_LAS VEGAS,2021-06-04,200.0,146.0,59.0,93.0,56.0,73.0,28.0,68.0,915.0
52,NV_LAS VEGAS,2021-06-11,180.0,139.0,51.0,83.0,75.0,54.0,43.0,75.0,917.0
53,NV_LAS VEGAS,2021-06-18,220.0,124.0,75.0,139.0,101.0,87.0,76.0,72.0,1137.0
54,NV_LAS VEGAS,2021-06-25,354.0,228.0,94.0,158.0,167.0,82.0,96.0,159.0,1649.0
55,NV_LAS VEGAS,2021-07-02,451.0,328.0,111.0,257.0,258.0,193.0,115.0,271.0,2474.0
56,NV_LAS VEGAS,2021-07-09,577.0,428.0,222.0,348.0,384.0,241.0,173.0,385.0,3447.0
57,NV_LAS VEGAS,2021-07-16,696.0,494.0,280.0,551.0,489.0,330.0,223.0,401.0,4389.0
58,NV_LAS VEGAS,2021-07-23,930.0,582.0,330.0,649.0,551.0,347.0,299.0,523.0,5195.0
59,NV_LAS VEGAS,2021-07-30,990.0,632.0,366.0,730.0,529.0,381.0,312.0,555.0,5586.0
60,NV_LAS VEGAS,2021-08-06,1009.0,496.0,391.0,700.0,603.0,367.0,350.0,619.0,5711.0
61,NV_LAS VEGAS,2021-08-13,962.0,593.0,421.0,621.0,575.0,420.0,348.0,502.0,5551.0
62,NV_LAS VEGAS,2021-08-20,898.0,571.0,415.0,625.0,516.0,414.0,365.0,470.0,5333.0
63,NV_LAS VEGAS,2021-08-27,866.0,426.0,372.0,642.0,475.0,362.0,268.0,442.0,4931.0
64,NV_LAS VEGAS,2021-09-03,828.0,395.0,318.0,639.0,438.0,354.0,250.0,417.0,4615.0
65,NV_LAS VEGAS,2021-09-10,738.0,336.0,304.0,597.0,399.0,231.0,258.0,368.0,4132.0
66,NV_LAS VEGAS,2021-09-17,594.0,386.0,266.0,497.0,338.0,204.0,208.0,322.0,3729.0
67,NV_LAS VEGAS,2021-09-24,569.0,324.0,286.0,456.0,282.0,215.0,173.0,287.0,3397.0
68,NV_LAS VEGAS,2021-10-01,528.0,274.0,267.0,425.0,260.0,197.0,186.0,352.0,3240.0
69,NV_LAS VEGAS,2021-10-08,488.0,214.0,281.0,427.0,300.0,191.0,152.0,295.0,2975.0
70,NV_LAS VEGAS,2021-10-15,467.0,262.0,238.0,401.0,271.0,192.0,140.0,259.0,2764.0
71,NV_LAS VEGAS,2021-10-22,489.0,216.0,166.0,319.0,170.0,193.0,124.0,223.0,2403.0
72,NV_LAS VEGAS,2021-10-29,436.0,244.0,179.0,342.0,183.0,198.0,97.0,235.0,2409.0
73,NV_LAS VEGAS,2021-11-05,484.0,292.0,234.0,383.0,178.0,171.0,106.0,287.0,2630.0
74,NV_LAS VEGAS,2021-11-12,501.0,300.0,221.0,406.0,191.0,218.0,129.0,270.0,2760.0
75,NV_LAS VEGAS,2021-11-19,480.0,287.0,188.0,341.0,263.0,219.0,151.0,267.0,2838.0
76,NV_LAS VEGAS,2021-11-26,517.0,306.0,185.0,351.0,252.0,159.0,139.0,270.0,2784.0
77,NV_LAS VEGAS,2021-12-03,513.0,325.0,184.0,295.0,255.0,123.0,156.0,202.0,2693.0
78,NV_LAS VEGAS,2021-12-10,509.0,291.0,198.0,304.0,277.0,162.0,167.0,240.0,2827.0
79,NV_LAS VEGAS,2021-12-17,559.0,296.0,215.0,338.0,308.0,187.0,224.0,231.0,2993.0
80,NV_LAS VEGAS,2021-12-24,595.0,442.0,226.0,344.0,379.0,240.0,256.0,250.0,3443.0
81,NV_LAS VEGAS,2021-12-31,906.0,735.0,300.0,584.0,494.0,349.0,266.0,321.0,4864.0
82,NV_LAS VEGAS,2022-01-07,1347.0,965.0,453.0,929.0,634.0,605.0,325.0,630.0,7268.0
83,NV_LAS VEGAS,2022-01-14,1485.0,1077.0,666.0,1077.0,810.0,644.0,411.0,694.0,8616.0
84,NV_LAS VEGAS,2022-01-21,1571.0,1031.0,767.0,1125.0,857.0,500.0,453.0,625.0,8575.0
85,NV_LAS VEGAS,2022-01-28,1242.0,774.0,686.0,1002.0,695.0,514.0,373.0,503.0,7093.0
86,NV_LAS VEGAS,2022-02-04,950.0,528.0,542.0,777.0,481.0,362.0,305.0,357.0,5369.0
87,NV_LAS VEGAS,2022-02-11,632.0,273.0,415.0,560.0,292.0,267.0,228.0,191.0,3536.0
88,NV_LAS VEGAS,2022-02-18,509.0,168.0,295.0,365.0,175.0,187.0,117.0,76.0,2319.0
89,NV_LAS VEGAS,2022-02-25,351.0,172.0,227.0,208.0,66.0,116.0,111.0,53.0,1578.0
90,NV_LAS VEGAS,2022-03-04,254.0,106.0,155.0,160.0,68.0,38.0,93.0,43.0,1078.0
91,NV_LAS VEGAS,2022-03-11,197.0,102.0,93.0,130.0,41.0,40.0,76.0,52.0,846.0
92,NV_LAS VEGAS,2022-03-18,172.0,83.0,67.0,140.0,20.0,27.0,40.0,29.0,656.0
93,NV_LAS VEGAS,2022-03-25,186.0,67.0,20.0,106.0,9.0,21.0,47.0,9.0,537.0
94,NV_LAS VEGAS,2022-04-01,189.0,36.0,17.0,94.0,17.0,19.0,24.0,18.0,472.0
95,NV_LAS VEGAS,2022-04-08,128.0,33.0,18.0,60.0,24.0,14.0,17.0,10.0,362.0
96,NV_LAS VEGAS,2022-04-15,87.0,37.0,16.0,66.0,21.0,22.0,27.0,23.0,359.0
97,NV_LAS VEGAS,2022-04-22,74.0,63.0,20.0,63.0,49.0,8.0,39.0,21.0,408.0
98,NV_LAS VEGAS,2022-04-29,89.0,67.0,44.0,70.0,48.0,22.0,20.0,11.0,449.0
99,NV_LAS VEGAS,2022-05-06,93.0,60.0,59.0,99.0,56.0,28.0,23.0,30.0,542.0
100,NV_LAS VEGAS,2022-05-13,130.0,47.0,56.0,119.0,65.0,30.0,36.0,44.0,640.0
101,NV_LAS VEGAS,2022-05-20,135.0,75.0,80.0,109.0,76.0,57.0,70.0,78.0,859.0
102,NV_LAS VEGAS,2022-05-27,171.0,93.0,105.0,186.0,98.0,53.0,53.0,115.0,1084.0
103,NV_LAS VEGAS,2022-06-03,253.0,143.0,123.0,251.0,118.0,63.0,63.0,135.0,1428.0
104,NV_LAS VEGAS,2022-06-10,309.0,183.0,158.0,269.0,163.0,115.0,67.0,119.0,1697.0
105,NV_LAS VEGAS,2022-06-17,302.0,181.0,160.0,239.0,183.0,101.0,100.0,117.0,1696.0
106,NV_LAS VEGAS,2022-06-24,386.0,200.0,208.0,209.0,165.0,133.0,95.0,122.0,1917.0
107,NV_LAS VEGAS,2022-07-01,524.0,166.0,207.0,217.0,176.0,137.0,118.0,151.0,2152.0
108,NV_LAS VEGAS,2022-07-08,510.0,194.0,177.0,236.0,175.0,142.0,119.0,196.0,2232.0
109,NV_LAS VEGAS,2022-07-15,495.0,188.0,183.0,202.0,136.0,136.0,106.0,156.0,1966.0
110,NV_LAS VEGAS,2022-07-22,431.0,181.0,203.0,169.0,123.0,141.0,87.0,110.0,1735.0
111,NV_LAS VEGAS,2022-07-29,368.0,102.0,155.0,171.0,95.0,90.0,48.0,61.0,1245.0
112,NV_LAS VEGAS,2022-08-05,290.0,79.0,192.0,139.0,57.0,69.0,37.0,54.0,1043.0
113,NV_LAS VEGAS,2022-08-12,249.0,66.0,88.0,128.0,47.0,53.0,34.0,36.0,809.0
114,NV_LAS VEGAS,2022-08-19,217.0,67.0,74.0,121.0,74.0,45.0,31.0,30.0,782.0
115,NV_LAS VEGAS,2022-08-26,178.0,83.0,80.0,83.0,54.0,62.0,32.0,25.0,685.0
116,NV_LAS VEGAS,2022-09-02,171.0,64.0,53.0,62.0,34.0,41.0,19.0,18.0,546.0
117,NV_LAS VEGAS,2022-09-09,109.0,42.0,37.0,50.0,27.0,29.0,8.0,10.0,394.0
118,NV_LAS VEGAS,2022-09-16,99.0,7.0,41.0,49.0,38.0,25.0,11.0,16.0,350.0
119,NV_LAS VEGAS,2022-09-23,81.0,14.0,49.0,40.0,38.0,21.0,15.0,34.0,389.0
120,NV_LAS VEGAS,2022-09-30,77.0,52.0,67.0,48.0,59.0,27.0,17.0,40.0,477.0
121,NV_LAS VEGAS,2022-10-07,60.0,63.0,41.0,35.0,70.0,16.0,19.0,49.0,468.0
122,NV_LAS VEGAS,2022-10-14,66.0,70.0,35.0,49.0,60.0,12.0,31.0,42.0,482.0
123,NV_LAS VEGAS,2022-10-21,47.0,52.0,73.0,78.0,53.0,50.0,36.0,27.0,514.0
124,NV_LAS VEGAS,2022-10-28,63.0,75.0,82.0,51.0,57.0,47.0,27.0,52.0,662.0
125,NV_LAS VEGAS,2022-11-04,190.0,134.0,97.0,94.0,46.0,54.0,16.0,65.0,910.0
126,NV_LAS VEGAS,2022-11-11,253.0,151.0,94.0,97.0,58.0,77.0,12.0,82.0,1044.0
127,NV_LAS VEGAS,2022-11-18,288.0,157.0,85.0,110.0,87.0,65.0,70.0,82.0,1102.0
128,NV_LAS VEGAS,2022-11-25,329.0,175.0,168.0,105.0,94.0,83.0,65.0,96.0,1312.0
129,NV_LAS VEGAS,2022-12-02,371.0,157.0,143.0,152.0,120.0,102.0,74.0,109.0,1473.0
130,NV_LAS VEGAS,2022-12-09,295.0,139.0,127.0,173.0,126.0,98.0,91.0,70.0,1395.0
131,NV_LAS VEGAS,2022-12-16,286.0,122.0,145.0,177.0,91.0,38.0,61.0,68.0,1210.0
132,NV_LAS VEGAS,2022-12-23,238.0,117.0,145.0,128.0,98.0,73.0,88.0,41.0,1137.0
133,NV_LAS VEGAS,2022-12-30,249.0,123.0,136.0,118.0,125.0,96.0,95.0,39.0,1194.0
134,NV_LAS VEGAS,2023-01-06,237.0,101.0,80.0,160.0,101.0,103.0,81.0,68.0,1139.0
135,NV_LAS VEGAS,2023-01-13,214.0,84.0,78.0,125.0,61.0,70.0,60.0,53.0,866.0
136,NV_LAS VEGAS,2023-01-20,546.0,58.0,75.0,124.0,29.0,45.0,19.0,31.0,1028.0
137,NV_LAS VEGAS,2023-01-27,150.0,62.0,72.0,114.0,35.0,42.0,7.0,26.0,567.0
138,NV_LAS VEGAS,2023-02-03,122.0,53.0,100.0,89.0,58.0,29.0,29.0,35.0,562.0
139,NV_LAS VEGAS,2023-02-10,116.0,48.0,96.0,86.0,65.0,47.0,15.0,40.0,579.0
140,NV_LAS VEGAS,2023-02-17,82.0,41.0,87.0,83.0,68.0,32.0,5.0,58.0,500.0
141,NV_LAS VEGAS,2023-02-24,84.0,50.0,59.0,87.0,63.0,52.0,15.0,74.0,527.0
142,NV_LAS VEGAS,2023-03-03,51.0,0.0,0.0,50.0,0.0,29.0,0.0,0.0,130.0
