,loc,datetime,260020,260032,260077,260105,260180,total_cnts
0,MO_SAINT LOUIS,2020-07-10,36.0,72.0,39.0,21.0,23.0,191.0
1,MO_SAINT LOUIS,2020-07-17,96.0,300.0,102.0,115.0,155.0,784.0
2,MO_SAINT LOUIS,2020-07-24,141.0,271.0,158.0,135.0,129.0,895.0
3,MO_SAINT LOUIS,2020-07-31,231.0,286.0,168.0,118.0,141.0,1011.0
4,MO_SAINT LOUIS,2020-08-07,189.0,292.0,224.0,110.0,163.0,1012.0
5,MO_SAINT LOUIS,2020-08-14,220.0,335.0,182.0,86.0,151.0,987.0
6,MO_SAINT LOUIS,2020-08-21,229.0,298.0,194.0,74.0,163.0,962.0
7,MO_SAINT LOUIS,2020-08-28,287.0,284.0,218.0,67.0,197.0,1053.0
8,MO_SAINT LOUIS,2020-09-04,256.0,241.0,181.0,59.0,137.0,874.0
9,MO_SAINT LOUIS,2020-09-11,243.0,256.0,208.0,67.0,102.0,876.0
10,MO_SAINT LOUIS,2020-09-18,290.0,268.0,214.0,60.0,109.0,941.0
11,MO_SAINT LOUIS,2020-09-25,278.0,244.0,245.0,37.0,74.0,882.0
12,MO_SAINT LOUIS,2020-10-02,235.0,246.0,217.0,40.0,69.0,819.0
13,MO_SAINT LOUIS,2020-10-09,258.0,298.0,205.0,54.0,123.0,946.0
14,MO_SAINT LOUIS,2020-10-16,279.0,340.0,231.0,70.0,148.0,1082.0
15,MO_SAINT LOUIS,2020-10-23,329.0,372.0,250.0,125.0,160.0,1247.0
16,MO_SAINT LOUIS,2020-10-30,305.0,456.0,276.0,107.0,211.0,1398.0
17,MO_SAINT LOUIS,2020-11-06,419.0,594.0,424.0,113.0,230.0,1819.0
18,MO_SAINT LOUIS,2020-11-13,503.0,778.0,594.0,154.0,332.0,2424.0
19,MO_SAINT LOUIS,2020-11-20,583.0,848.0,695.0,211.0,352.0,2740.0
20,MO_SAINT LOUIS,2020-11-27,552.0,1085.0,741.0,190.0,374.0,2974.0
21,MO_SAINT LOUIS,2020-12-04,633.0,1088.0,718.0,165.0,391.0,3059.0
22,MO_SAINT LOUIS,2020-12-11,669.0,1053.0,685.0,174.0,395.0,3105.0
23,MO_SAINT LOUIS,2020-12-18,721.0,1087.0,736.0,227.0,352.0,3247.0
24,MO_SAINT LOUIS,2020-12-25,730.0,1070.0,665.0,285.0,320.0,3210.0
25,MO_SAINT LOUIS,2021-01-01,704.0,1096.0,649.0,329.0,383.0,3274.0
26,MO_SAINT LOUIS,2021-01-08,728.0,1034.0,635.0,325.0,381.0,3145.0
27,MO_SAINT LOUIS,2021-01-15,655.0,1003.0,613.0,282.0,409.0,3041.0
28,MO_SAINT LOUIS,2021-01-22,505.0,883.0,519.0,252.0,364.0,2565.0
29,MO_SAINT LOUIS,2021-01-29,413.0,761.0,459.0,284.0,257.0,2211.0
30,MO_SAINT LOUIS,2021-02-05,439.0,658.0,394.0,228.0,214.0,1952.0
31,MO_SAINT LOUIS,2021-02-12,351.0,600.0,326.0,231.0,202.0,1728.0
32,MO_SAINT LOUIS,2021-02-19,340.0,511.0,262.0,191.0,181.0,1507.0
33,MO_SAINT LOUIS,2021-02-26,285.0,461.0,211.0,129.0,130.0,1224.0
34,MO_SAINT LOUIS,2021-03-05,290.0,384.0,156.0,111.0,110.0,1051.0
35,MO_SAINT LOUIS,2021-03-12,250.0,426.0,158.0,128.0,126.0,1094.0
36,MO_SAINT LOUIS,2021-03-19,255.0,397.0,130.0,109.0,141.0,1042.0
37,MO_SAINT LOUIS,2021-03-26,319.0,357.0,127.0,125.0,134.0,1067.0
38,MO_SAINT LOUIS,2021-04-02,251.0,332.0,178.0,123.0,134.0,1023.0
39,MO_SAINT LOUIS,2021-04-09,261.0,334.0,183.0,103.0,149.0,1041.0
40,MO_SAINT LOUIS,2021-04-16,236.0,356.0,158.0,90.0,116.0,966.0
41,MO_SAINT LOUIS,2021-04-23,251.0,391.0,156.0,135.0,97.0,1034.0
42,MO_SAINT LOUIS,2021-04-30,195.0,349.0,176.0,120.0,112.0,956.0
43,MO_SAINT LOUIS,2021-05-07,155.0,351.0,165.0,119.0,116.0,914.0
44,MO_SAINT LOUIS,2021-05-14,152.0,280.0,112.0,127.0,52.0,728.0
45,MO_SAINT LOUIS,2021-05-21,151.0,287.0,113.0,118.0,76.0,757.0
46,MO_SAINT LOUIS,2021-05-28,131.0,310.0,91.0,106.0,83.0,734.0
47,MO_SAINT LOUIS,2021-06-04,115.0,243.0,73.0,63.0,90.0,597.0
48,MO_SAINT LOUIS,2021-06-11,175.0,237.0,78.0,70.0,102.0,662.0
49,MO_SAINT LOUIS,2021-06-18,144.0,214.0,66.0,45.0,81.0,554.0
50,MO_SAINT LOUIS,2021-06-25,157.0,263.0,66.0,60.0,65.0,611.0
51,MO_SAINT LOUIS,2021-07-02,128.0,385.0,76.0,55.0,75.0,719.0
52,MO_SAINT LOUIS,2021-07-09,151.0,469.0,100.0,70.0,94.0,953.0
53,MO_SAINT LOUIS,2021-07-16,204.0,458.0,166.0,98.0,91.0,1063.0
54,MO_SAINT LOUIS,2021-07-23,306.0,468.0,201.0,108.0,137.0,1248.0
55,MO_SAINT LOUIS,2021-07-30,337.0,543.0,249.0,137.0,219.0,1539.0
56,MO_SAINT LOUIS,2021-08-06,421.0,613.0,290.0,174.0,280.0,1831.0
57,MO_SAINT LOUIS,2021-08-13,500.0,655.0,306.0,203.0,322.0,2044.0
