,loc,datetime,260020,260032,260077,260105,260180,total_cnts
58,MO_SAINT LOUIS,2021-08-20,506.0,675.0,344.0,211.0,272.0,2098.0
59,MO_SAINT LOUIS,2021-08-27,524.0,547.0,285.0,214.0,295.0,1957.0
60,MO_SAINT LOUIS,2021-09-03,504.0,581.0,316.0,278.0,282.0,2052.0
61,MO_SAINT LOUIS,2021-09-10,489.0,612.0,325.0,166.0,279.0,1946.0
62,MO_SAINT LOUIS,2021-09-17,415.0,543.0,264.0,162.0,258.0,1709.0
63,MO_SAINT LOUIS,2021-09-24,353.0,535.0,291.0,163.0,217.0,1609.0
64,MO_SAINT LOUIS,2021-10-01,331.0,537.0,301.0,140.0,207.0,1551.0
65,MO_SAINT LOUIS,2021-10-08,253.0,457.0,287.0,94.0,118.0,1252.0
66,MO_SAINT LOUIS,2021-10-15,247.0,435.0,284.0,99.0,114.0,1217.0
67,MO_SAINT LOUIS,2021-10-22,271.0,412.0,266.0,112.0,107.0,1192.0
68,MO_SAINT LOUIS,2021-10-29,254.0,446.0,257.0,92.0,136.0,1206.0
69,MO_SAINT LOUIS,2021-11-05,220.0,435.0,211.0,54.0,132.0,1081.0
70,MO_SAINT LOUIS,2021-11-12,248.0,437.0,218.0,50.0,105.0,1083.0
71,MO_SAINT LOUIS,2021-11-19,315.0,415.0,275.0,84.0,106.0,1221.0
72,MO_SAINT LOUIS,2021-11-26,369.0,477.0,313.0,111.0,162.0,1466.0
73,MO_SAINT LOUIS,2021-12-03,445.0,567.0,327.0,130.0,237.0,1769.0
74,MO_SAINT LOUIS,2021-12-10,465.0,645.0,414.0,128.0,218.0,1988.0
75,MO_SAINT LOUIS,2021-12-17,456.0,668.0,404.0,228.0,217.0,2058.0
76,MO_SAINT LOUIS,2021-12-24,499.0,745.0,411.0,305.0,251.0,2275.0
77,MO_SAINT LOUIS,2021-12-31,807.0,1155.0,578.0,397.0,467.0,3520.0
78,MO_SAINT LOUIS,2022-01-07,1128.0,1839.0,817.0,526.0,644.0,5120.0
79,MO_SAINT LOUIS,2022-01-14,1164.0,2107.0,982.0,579.0,652.0,5595.0
80,MO_SAINT LOUIS,2022-01-21,1057.0,2133.0,1043.0,572.0,618.0,5508.0
81,MO_SAINT LOUIS,2022-01-28,847.0,1809.0,840.0,530.0,541.0,4615.0
82,MO_SAINT LOUIS,2022-02-04,602.0,1534.0,797.0,474.0,505.0,3975.0
83,MO_SAINT LOUIS,2022-02-11,377.0,1308.0,692.0,363.0,324.0,3108.0
84,MO_SAINT LOUIS,2022-02-18,271.0,999.0,528.0,294.0,210.0,2335.0
85,MO_SAINT LOUIS,2022-02-25,227.0,808.0,342.0,208.0,163.0,1767.0
86,MO_SAINT LOUIS,2022-03-04,171.0,581.0,230.0,145.0,137.0,1276.0
87,MO_SAINT LOUIS,2022-03-11,130.0,522.0,179.0,134.0,101.0,1074.0
88,MO_SAINT LOUIS,2022-03-18,97.0,399.0,124.0,82.0,72.0,781.0
89,MO_SAINT LOUIS,2022-03-25,78.0,386.0,112.0,40.0,89.0,718.0
90,MO_SAINT LOUIS,2022-04-01,93.0,296.0,97.0,24.0,77.0,594.0
91,MO_SAINT LOUIS,2022-04-08,52.0,241.0,125.0,18.0,59.0,513.0
92,MO_SAINT LOUIS,2022-04-15,53.0,195.0,122.0,25.0,29.0,438.0
93,MO_SAINT LOUIS,2022-04-22,91.0,185.0,97.0,37.0,37.0,461.0
94,MO_SAINT LOUIS,2022-04-29,94.0,195.0,90.0,20.0,39.0,451.0
95,MO_SAINT LOUIS,2022-05-06,80.0,230.0,86.0,6.0,38.0,447.0
96,MO_SAINT LOUIS,2022-05-13,123.0,236.0,83.0,31.0,57.0,537.0
97,MO_SAINT LOUIS,2022-05-20,133.0,260.0,86.0,31.0,89.0,605.0
98,MO_SAINT LOUIS,2022-05-27,181.0,346.0,76.0,72.0,82.0,762.0
99,MO_SAINT LOUIS,2022-06-03,204.0,411.0,114.0,92.0,79.0,919.0
100,MO_SAINT LOUIS,2022-06-10,206.0,430.0,201.0,69.0,116.0,1042.0
101,MO_SAINT LOUIS,2022-06-17,228.0,494.0,226.0,92.0,118.0,1185.0
102,MO_SAINT LOUIS,2022-06-24,273.0,474.0,233.0,95.0,119.0,1225.0
103,MO_SAINT LOUIS,2022-07-01,210.0,436.0,212.0,112.0,135.0,1122.0
104,MO_SAINT LOUIS,2022-07-08,214.0,546.0,237.0,159.0,115.0,1291.0
105,MO_SAINT LOUIS,2022-07-15,251.0,568.0,295.0,140.0,149.0,1435.0
106,MO_SAINT LOUIS,2022-07-22,279.0,642.0,241.0,136.0,200.0,1528.0
107,MO_SAINT LOUIS,2022-07-29,249.0,680.0,228.0,106.0,180.0,1475.0
108,MO_SAINT LOUIS,2022-08-05,202.0,647.0,169.0,148.0,174.0,1374.0
109,MO_SAINT LOUIS,2022-08-12,198.0,673.0,202.0,139.0,169.0,1404.0
110,MO_SAINT LOUIS,2022-08-19,230.0,558.0,189.0,120.0,159.0,1290.0
111,MO_SAINT LOUIS,2022-08-26,224.0,525.0,201.0,142.0,129.0,1248.0
112,MO_SAINT LOUIS,2022-09-02,206.0,516.0,214.0,150.0,129.0,1236.0
113,MO_SAINT LOUIS,2022-09-09,196.0,596.0,166.0,114.0,156.0,1259.0
114,MO_SAINT LOUIS,2022-09-16,198.0,546.0,196.0,94.0,139.0,1207.0
115,MO_SAINT LOUIS,2022-09-23,179.0,555.0,265.0,73.0,143.0,1238.0
116,MO_SAINT LOUIS,2022-09-30,153.0,497.0,180.0,94.0,102.0,1034.0
117,MO_SAINT LOUIS,2022-10-07,174.0,468.0,217.0,53.0,75.0,1001.0
118,MO_SAINT LOUIS,2022-10-14,178.0,477.0,127.0,56.0,78.0,930.0
119,MO_SAINT LOUIS,2022-10-21,189.0,448.0,159.0,87.0,93.0,980.0
120,MO_SAINT LOUIS,2022-10-28,219.0,458.0,182.0,80.0,94.0,1037.0
121,MO_SAINT LOUIS,2022-11-04,238.0,470.0,93.0,58.0,132.0,996.0
122,MO_SAINT LOUIS,2022-11-11,214.0,384.0,118.0,54.0,129.0,907.0
123,MO_SAINT LOUIS,2022-11-18,199.0,396.0,188.0,43.0,117.0,984.0
124,MO_SAINT LOUIS,2022-11-25,269.0,421.0,225.0,89.0,105.0,1150.0
125,MO_SAINT LOUIS,2022-12-02,295.0,405.0,254.0,143.0,145.0,1289.0
126,MO_SAINT LOUIS,2022-12-09,282.0,500.0,243.0,154.0,151.0,1386.0
127,MO_SAINT LOUIS,2022-12-16,314.0,583.0,287.0,156.0,193.0,1576.0
128,MO_SAINT LOUIS,2022-12-23,293.0,661.0,283.0,147.0,165.0,1579.0
129,MO_SAINT LOUIS,2022-12-30,295.0,682.0,260.0,160.0,198.0,1625.0
130,MO_SAINT LOUIS,2023-01-06,298.0,655.0,242.0,152.0,182.0,1555.0
131,MO_SAINT LOUIS,2023-01-13,281.0,678.0,235.0,141.0,154.0,1506.0
132,MO_SAINT LOUIS,2023-01-20,190.0,521.0,187.0,66.0,175.0,1146.0
133,MO_SAINT LOUIS,2023-01-27,176.0,423.0,118.0,71.0,121.0,909.0
134,MO_SAINT LOUIS,2023-02-03,168.0,396.0,121.0,66.0,123.0,874.0
135,MO_SAINT LOUIS,2023-02-10,147.0,459.0,120.0,61.0,105.0,910.0
136,MO_SAINT LOUIS,2023-02-17,122.0,469.0,139.0,61.0,87.0,902.0
137,MO_SAINT LOUIS,2023-02-24,116.0,437.0,153.0,70.0,91.0,878.0
138,MO_SAINT LOUIS,2023-03-03,14.0,67.0,18.0,0.0,16.0,115.0
