,loc,datetime,010087,010090,010113,010144,total_cnts
0,AL_MOBILE,2020-07-10,55.0,83.0,148.0,71.0,357.0
1,AL_MOBILE,2020-07-17,150.0,295.0,552.0,194.0,1191.0
2,AL_MOBILE,2020-07-24,143.0,228.0,633.0,247.0,1251.0
3,AL_MOBILE,2020-07-31,85.0,272.0,518.0,217.0,1092.0
4,AL_MOBILE,2020-08-07,122.0,245.0,494.0,200.0,1061.0
5,AL_MOBILE,2020-08-14,115.0,250.0,418.0,172.0,955.0
6,AL_MOBILE,2020-08-21,108.0,225.0,388.0,155.0,876.0
7,AL_MOBILE,2020-08-28,70.0,176.0,390.0,113.0,749.0
8,AL_MOBILE,2020-09-04,47.0,120.0,347.0,98.0,612.0
9,AL_MOBILE,2020-09-11,49.0,90.0,336.0,66.0,541.0
10,AL_MOBILE,2020-09-18,44.0,108.0,234.0,68.0,454.0
11,AL_MOBILE,2020-09-25,34.0,128.0,246.0,99.0,507.0
12,AL_MOBILE,2020-10-02,24.0,165.0,276.0,78.0,543.0
13,AL_MOBILE,2020-10-09,32.0,119.0,276.0,94.0,521.0
14,AL_MOBILE,2020-10-16,34.0,125.0,249.0,84.0,492.0
15,AL_MOBILE,2020-10-23,43.0,152.0,222.0,112.0,529.0
16,AL_MOBILE,2020-10-30,22.0,178.0,274.0,101.0,575.0
17,AL_MOBILE,2020-11-06,28.0,186.0,251.0,116.0,581.0
18,AL_MOBILE,2020-11-13,50.0,226.0,229.0,130.0,635.0
19,AL_MOBILE,2020-11-20,73.0,262.0,279.0,156.0,770.0
20,AL_MOBILE,2020-11-27,79.0,275.0,293.0,161.0,808.0
21,AL_MOBILE,2020-12-04,42.0,245.0,350.0,156.0,793.0
22,AL_MOBILE,2020-12-11,43.0,273.0,430.0,243.0,989.0
23,AL_MOBILE,2020-12-18,51.0,291.0,481.0,214.0,1037.0
24,AL_MOBILE,2020-12-25,85.0,370.0,491.0,247.0,1193.0
