,loc,datetime,370013,370028,370037,370093,370106,total_cnts
0,OK_OKLAHOMA CITY,2020-03-27,40.0,0.0,19.0,7.0,63.0,143.0
1,OK_OKLAHOMA CITY,2020-04-03,54.0,0.0,6.0,0.0,0.0,65.0
2,OK_OKLAHOMA CITY,2020-04-10,37.0,0.0,40.0,0.0,0.0,77.0
143,OK_OKLAHOMA CITY,2020-04-17,0.0,0.0,9.0,0.0,0.0,9.0
142,OK_OKLAHOMA CITY,2020-04-24,0.0,14.0,10.0,0.0,6.0,34.0
146,OK_OKLAHOMA CITY,2020-05-01,0.0,0.0,0.0,0.0,0.0,5.0
147,OK_OKLAHOMA CITY,2020-05-08,0.0,0.0,0.0,0.0,0.0,0.0
144,OK_OKLAHOMA CITY,2020-05-15,0.0,0.0,0.0,0.0,0.0,0.0
148,OK_OKLAHOMA CITY,2020-05-22,0.0,0.0,0.0,0.0,0.0,0.0
149,OK_OKLAHOMA CITY,2020-05-29,0.0,0.0,0.0,0.0,0.0,0.0
150,OK_OKLAHOMA CITY,2020-06-05,0.0,0.0,0.0,0.0,0.0,0.0
145,OK_OKLAHOMA CITY,2020-06-12,0.0,0.0,0.0,0.0,0.0,0.0
151,OK_OKLAHOMA CITY,2020-06-19,0.0,0.0,0.0,0.0,0.0,0.0
152,OK_OKLAHOMA CITY,2020-06-26,0.0,0.0,0.0,0.0,0.0,0.0
153,OK_OKLAHOMA CITY,2020-07-03,0.0,0.0,0.0,0.0,0.0,0.0
3,OK_OKLAHOMA CITY,2020-07-10,67.0,85.0,64.0,49.0,85.0,350.0
4,OK_OKLAHOMA CITY,2020-07-17,247.0,246.0,212.0,123.0,176.0,1004.0
5,OK_OKLAHOMA CITY,2020-07-24,232.0,225.0,250.0,102.0,196.0,1027.0
6,OK_OKLAHOMA CITY,2020-07-31,226.0,251.0,189.0,176.0,145.0,994.0
7,OK_OKLAHOMA CITY,2020-08-07,202.0,212.0,162.0,149.0,113.0,838.0
8,OK_OKLAHOMA CITY,2020-08-14,162.0,280.0,203.0,84.0,123.0,852.0
9,OK_OKLAHOMA CITY,2020-08-21,167.0,276.0,254.0,135.0,107.0,949.0
10,OK_OKLAHOMA CITY,2020-08-28,198.0,251.0,207.0,177.0,68.0,915.0
11,OK_OKLAHOMA CITY,2020-09-04,171.0,255.0,147.0,159.0,73.0,825.0
12,OK_OKLAHOMA CITY,2020-09-11,135.0,251.0,143.0,147.0,51.0,773.0
13,OK_OKLAHOMA CITY,2020-09-18,166.0,227.0,187.0,171.0,66.0,841.0
14,OK_OKLAHOMA CITY,2020-09-25,219.0,278.0,230.0,161.0,94.0,998.0
15,OK_OKLAHOMA CITY,2020-10-02,217.0,257.0,241.0,126.0,86.0,936.0
16,OK_OKLAHOMA CITY,2020-10-09,272.0,202.0,247.0,145.0,97.0,1015.0
17,OK_OKLAHOMA CITY,2020-10-16,343.0,256.0,268.0,159.0,120.0,1219.0
18,OK_OKLAHOMA CITY,2020-10-23,428.0,251.0,223.0,277.0,125.0,1376.0
19,OK_OKLAHOMA CITY,2020-10-30,422.0,321.0,240.0,442.0,152.0,1656.0
20,OK_OKLAHOMA CITY,2020-11-06,426.0,412.0,366.0,438.0,188.0,1909.0
21,OK_OKLAHOMA CITY,2020-11-13,598.0,421.0,365.0,457.0,225.0,2174.0
22,OK_OKLAHOMA CITY,2020-11-20,717.0,462.0,440.0,418.0,288.0,2433.0
23,OK_OKLAHOMA CITY,2020-11-27,776.0,543.0,450.0,549.0,336.0,2781.0
24,OK_OKLAHOMA CITY,2020-12-04,780.0,560.0,481.0,653.0,310.0,2937.0
25,OK_OKLAHOMA CITY,2020-12-11,739.0,558.0,547.0,687.0,331.0,3009.0
26,OK_OKLAHOMA CITY,2020-12-18,846.0,557.0,799.0,780.0,357.0,3543.0
27,OK_OKLAHOMA CITY,2020-12-25,801.0,645.0,793.0,847.0,358.0,3671.0
28,OK_OKLAHOMA CITY,2021-01-01,869.0,689.0,715.0,860.0,310.0,3693.0
29,OK_OKLAHOMA CITY,2021-01-08,838.0,567.0,647.0,899.0,304.0,3539.0
30,OK_OKLAHOMA CITY,2021-01-15,825.0,381.0,599.0,767.0,205.0,3008.0
31,OK_OKLAHOMA CITY,2021-01-22,711.0,446.0,573.0,625.0,203.0,2746.0
32,OK_OKLAHOMA CITY,2021-01-29,591.0,378.0,506.0,465.0,166.0,2273.0
33,OK_OKLAHOMA CITY,2021-02-05,560.0,403.0,429.0,405.0,144.0,2080.0
34,OK_OKLAHOMA CITY,2021-02-12,413.0,327.0,421.0,302.0,112.0,1707.0
35,OK_OKLAHOMA CITY,2021-02-19,363.0,299.0,347.0,251.0,84.0,1456.0
36,OK_OKLAHOMA CITY,2021-02-26,232.0,189.0,293.0,214.0,78.0,1088.0
37,OK_OKLAHOMA CITY,2021-03-05,143.0,138.0,237.0,164.0,48.0,804.0
38,OK_OKLAHOMA CITY,2021-03-12,141.0,121.0,180.0,117.0,25.0,657.0
39,OK_OKLAHOMA CITY,2021-03-19,150.0,126.0,159.0,150.0,34.0,661.0
40,OK_OKLAHOMA CITY,2021-03-26,147.0,80.0,113.0,177.0,39.0,591.0
41,OK_OKLAHOMA CITY,2021-04-02,156.0,72.0,95.0,145.0,59.0,561.0
42,OK_OKLAHOMA CITY,2021-04-09,149.0,59.0,117.0,101.0,103.0,571.0
43,OK_OKLAHOMA CITY,2021-04-16,112.0,60.0,91.0,89.0,49.0,429.0
44,OK_OKLAHOMA CITY,2021-04-23,99.0,83.0,118.0,81.0,23.0,432.0
45,OK_OKLAHOMA CITY,2021-04-30,109.0,65.0,89.0,81.0,30.0,400.0
46,OK_OKLAHOMA CITY,2021-05-07,77.0,47.0,81.0,88.0,22.0,346.0
47,OK_OKLAHOMA CITY,2021-05-14,68.0,56.0,80.0,70.0,32.0,341.0
48,OK_OKLAHOMA CITY,2021-05-21,103.0,77.0,52.0,67.0,29.0,342.0
49,OK_OKLAHOMA CITY,2021-05-28,76.0,58.0,47.0,40.0,12.0,253.0
50,OK_OKLAHOMA CITY,2021-06-04,73.0,41.0,32.0,43.0,5.0,212.0
51,OK_OKLAHOMA CITY,2021-06-11,74.0,45.0,26.0,33.0,19.0,217.0
52,OK_OKLAHOMA CITY,2021-06-18,50.0,43.0,40.0,36.0,10.0,190.0
53,OK_OKLAHOMA CITY,2021-06-25,46.0,68.0,36.0,60.0,0.0,224.0
54,OK_OKLAHOMA CITY,2021-07-02,87.0,45.0,45.0,71.0,4.0,267.0
55,OK_OKLAHOMA CITY,2021-07-09,112.0,62.0,63.0,112.0,8.0,377.0
56,OK_OKLAHOMA CITY,2021-07-16,104.0,59.0,104.0,116.0,52.0,450.0
57,OK_OKLAHOMA CITY,2021-07-23,195.0,82.0,144.0,114.0,117.0,685.0
58,OK_OKLAHOMA CITY,2021-07-30,292.0,167.0,247.0,127.0,138.0,1017.0
59,OK_OKLAHOMA CITY,2021-08-06,405.0,258.0,300.0,274.0,194.0,1510.0
60,OK_OKLAHOMA CITY,2021-08-13,451.0,364.0,371.0,349.0,254.0,1909.0
61,OK_OKLAHOMA CITY,2021-08-20,529.0,436.0,479.0,434.0,356.0,2397.0
62,OK_OKLAHOMA CITY,2021-08-27,525.0,402.0,515.0,320.0,413.0,2368.0
63,OK_OKLAHOMA CITY,2021-09-03,550.0,428.0,523.0,354.0,331.0,2350.0
64,OK_OKLAHOMA CITY,2021-09-10,504.0,367.0,512.0,211.0,293.0,2057.0
65,OK_OKLAHOMA CITY,2021-09-17,408.0,325.0,425.0,211.0,287.0,1788.0
66,OK_OKLAHOMA CITY,2021-09-24,436.0,251.0,389.0,189.0,206.0,1572.0
67,OK_OKLAHOMA CITY,2021-10-01,336.0,251.0,326.0,142.0,161.0,1333.0
68,OK_OKLAHOMA CITY,2021-10-08,326.0,195.0,318.0,96.0,156.0,1204.0
69,OK_OKLAHOMA CITY,2021-10-15,288.0,179.0,246.0,84.0,98.0,988.0
70,OK_OKLAHOMA CITY,2021-10-22,189.0,159.0,204.0,55.0,94.0,758.0
