,loc,datetime,260027,260048,260062,260085,260102,260138,total_cnts
79,MO_KANSAS CITY,2022-01-14,657.0,741.0,273.0,185.0,172.0,800.0,2854.0
80,MO_KANSAS CITY,2022-01-21,709.0,732.0,251.0,164.0,157.0,767.0,2806.0
81,MO_KANSAS CITY,2022-01-28,584.0,620.0,213.0,112.0,112.0,694.0,2341.0
82,MO_KANSAS CITY,2022-02-04,455.0,490.0,189.0,77.0,88.0,551.0,1850.0
83,MO_KANSAS CITY,2022-02-11,347.0,342.0,152.0,40.0,103.0,479.0,1468.0
84,MO_KANSAS CITY,2022-02-18,276.0,336.0,135.0,30.0,82.0,297.0,1156.0
85,MO_KANSAS CITY,2022-02-25,199.0,306.0,94.0,18.0,59.0,220.0,896.0
86,MO_KANSAS CITY,2022-03-04,116.0,267.0,40.0,17.0,34.0,176.0,650.0
87,MO_KANSAS CITY,2022-03-11,73.0,213.0,38.0,11.0,27.0,149.0,511.0
88,MO_KANSAS CITY,2022-03-18,37.0,147.0,17.0,12.0,14.0,141.0,368.0
89,MO_KANSAS CITY,2022-03-25,21.0,125.0,21.0,7.0,24.0,64.0,262.0
90,MO_KANSAS CITY,2022-04-01,12.0,104.0,13.0,8.0,16.0,47.0,200.0
91,MO_KANSAS CITY,2022-04-08,17.0,87.0,6.0,9.0,18.0,60.0,197.0
137,MO_KANSAS CITY,2022-04-15,0.0,88.0,4.0,9.0,27.0,33.0,161.0
138,MO_KANSAS CITY,2022-04-22,0.0,94.0,0.0,7.0,13.0,12.0,126.0
92,MO_KANSAS CITY,2022-04-29,8.0,75.0,0.0,13.0,10.0,15.0,121.0
93,MO_KANSAS CITY,2022-05-06,25.0,64.0,0.0,5.0,16.0,38.0,148.0
94,MO_KANSAS CITY,2022-05-13,38.0,61.0,7.0,24.0,23.0,53.0,206.0
95,MO_KANSAS CITY,2022-05-20,45.0,61.0,8.0,12.0,15.0,47.0,188.0
96,MO_KANSAS CITY,2022-05-27,46.0,56.0,27.0,17.0,16.0,49.0,211.0
97,MO_KANSAS CITY,2022-06-03,38.0,44.0,18.0,28.0,15.0,61.0,204.0
98,MO_KANSAS CITY,2022-06-10,58.0,86.0,14.0,36.0,13.0,73.0,280.0
99,MO_KANSAS CITY,2022-06-17,72.0,55.0,20.0,29.0,10.0,116.0,302.0
100,MO_KANSAS CITY,2022-06-24,86.0,75.0,25.0,31.0,14.0,142.0,373.0
101,MO_KANSAS CITY,2022-07-01,41.0,101.0,17.0,44.0,12.0,142.0,357.0
102,MO_KANSAS CITY,2022-07-08,49.0,137.0,40.0,31.0,17.0,133.0,407.0
103,MO_KANSAS CITY,2022-07-15,83.0,163.0,43.0,32.0,27.0,125.0,473.0
104,MO_KANSAS CITY,2022-07-22,79.0,184.0,41.0,23.0,43.0,154.0,524.0
105,MO_KANSAS CITY,2022-07-29,79.0,154.0,60.0,47.0,35.0,134.0,509.0
106,MO_KANSAS CITY,2022-08-05,111.0,126.0,79.0,32.0,14.0,138.0,500.0
107,MO_KANSAS CITY,2022-08-12,99.0,103.0,56.0,48.0,31.0,173.0,516.0
108,MO_KANSAS CITY,2022-08-19,114.0,129.0,52.0,16.0,22.0,153.0,490.0
109,MO_KANSAS CITY,2022-08-26,91.0,177.0,49.0,27.0,12.0,142.0,498.0
110,MO_KANSAS CITY,2022-09-02,77.0,185.0,66.0,20.0,7.0,130.0,485.0
111,MO_KANSAS CITY,2022-09-09,70.0,189.0,48.0,32.0,24.0,113.0,487.0
112,MO_KANSAS CITY,2022-09-16,71.0,163.0,36.0,23.0,18.0,68.0,379.0
113,MO_KANSAS CITY,2022-09-23,94.0,113.0,33.0,23.0,16.0,77.0,356.0
114,MO_KANSAS CITY,2022-09-30,75.0,103.0,35.0,10.0,8.0,89.0,320.0
115,MO_KANSAS CITY,2022-10-07,65.0,98.0,36.0,8.0,15.0,97.0,319.0
116,MO_KANSAS CITY,2022-10-14,60.0,66.0,21.0,11.0,8.0,105.0,271.0
117,MO_KANSAS CITY,2022-10-21,52.0,95.0,60.0,21.0,15.0,106.0,349.0
118,MO_KANSAS CITY,2022-10-28,68.0,77.0,46.0,27.0,4.0,93.0,315.0
119,MO_KANSAS CITY,2022-11-04,76.0,78.0,45.0,34.0,13.0,111.0,364.0
120,MO_KANSAS CITY,2022-11-11,88.0,104.0,47.0,14.0,14.0,101.0,368.0
121,MO_KANSAS CITY,2022-11-18,70.0,99.0,52.0,19.0,15.0,133.0,388.0
122,MO_KANSAS CITY,2022-11-25,93.0,94.0,78.0,25.0,18.0,120.0,428.0
123,MO_KANSAS CITY,2022-12-02,98.0,116.0,41.0,47.0,14.0,112.0,428.0
124,MO_KANSAS CITY,2022-12-09,95.0,153.0,48.0,58.0,32.0,125.0,511.0
125,MO_KANSAS CITY,2022-12-16,81.0,188.0,33.0,62.0,23.0,160.0,553.0
126,MO_KANSAS CITY,2022-12-23,82.0,150.0,45.0,58.0,20.0,198.0,553.0
127,MO_KANSAS CITY,2022-12-30,105.0,223.0,63.0,21.0,24.0,177.0,613.0
128,MO_KANSAS CITY,2023-01-06,110.0,247.0,75.0,34.0,18.0,139.0,627.0
129,MO_KANSAS CITY,2023-01-13,88.0,207.0,42.0,29.0,16.0,135.0,517.0
130,MO_KANSAS CITY,2023-01-20,61.0,168.0,50.0,23.0,7.0,143.0,452.0
131,MO_KANSAS CITY,2023-01-27,48.0,168.0,30.0,17.0,14.0,129.0,410.0
132,MO_KANSAS CITY,2023-02-03,43.0,145.0,30.0,15.0,4.0,113.0,350.0
133,MO_KANSAS CITY,2023-02-10,54.0,136.0,25.0,8.0,8.0,107.0,338.0
134,MO_KANSAS CITY,2023-02-17,48.0,141.0,25.0,6.0,21.0,107.0,348.0
135,MO_KANSAS CITY,2023-02-24,59.0,116.0,33.0,12.0,5.0,125.0,350.0
136,MO_KANSAS CITY,2023-03-03,24.0,55.0,24.0,0.0,0.0,64.0,167.0
