,loc,datetime,260027,260048,260062,260085,260102,260138,total_cnts
0,MO_KANSAS CITY,2020-07-10,89.0,46.0,5.0,27.0,5.0,0.0,172.0
1,MO_KANSAS CITY,2020-07-17,294.0,181.0,32.0,110.0,34.0,0.0,651.0
2,MO_KANSAS CITY,2020-07-24,295.0,186.0,39.0,105.0,30.0,0.0,661.0
3,MO_KANSAS CITY,2020-07-31,329.0,140.0,38.0,116.0,26.0,0.0,649.0
4,MO_KANSAS CITY,2020-08-07,354.0,167.0,34.0,172.0,19.0,0.0,746.0
5,MO_KANSAS CITY,2020-08-14,371.0,132.0,31.0,142.0,15.0,0.0,691.0
6,MO_KANSAS CITY,2020-08-21,315.0,99.0,27.0,108.0,8.0,0.0,557.0
7,MO_KANSAS CITY,2020-08-28,330.0,125.0,38.0,74.0,15.0,0.0,582.0
8,MO_KANSAS CITY,2020-09-04,359.0,139.0,44.0,59.0,39.0,125.0,765.0
9,MO_KANSAS CITY,2020-09-11,376.0,146.0,58.0,69.0,56.0,122.0,831.0
10,MO_KANSAS CITY,2020-09-18,334.0,135.0,99.0,74.0,46.0,152.0,840.0
11,MO_KANSAS CITY,2020-09-25,291.0,157.0,82.0,70.0,67.0,162.0,829.0
12,MO_KANSAS CITY,2020-10-02,320.0,131.0,109.0,91.0,72.0,177.0,900.0
13,MO_KANSAS CITY,2020-10-09,364.0,139.0,131.0,156.0,50.0,177.0,1017.0
14,MO_KANSAS CITY,2020-10-16,424.0,107.0,99.0,87.0,42.0,194.0,960.0
15,MO_KANSAS CITY,2020-10-23,504.0,115.0,136.0,87.0,35.0,205.0,1107.0
16,MO_KANSAS CITY,2020-10-30,541.0,129.0,107.0,98.0,30.0,322.0,1267.0
17,MO_KANSAS CITY,2020-11-06,684.0,161.0,134.0,152.0,51.0,410.0,1599.0
18,MO_KANSAS CITY,2020-11-13,805.0,188.0,143.0,180.0,80.0,491.0,1934.0
19,MO_KANSAS CITY,2020-11-20,749.0,188.0,163.0,179.0,51.0,538.0,1939.0
20,MO_KANSAS CITY,2020-11-27,723.0,179.0,151.0,183.0,82.0,543.0,1927.0
21,MO_KANSAS CITY,2020-12-04,879.0,161.0,156.0,176.0,72.0,595.0,2091.0
22,MO_KANSAS CITY,2020-12-11,914.0,167.0,177.0,181.0,69.0,527.0,2092.0
23,MO_KANSAS CITY,2020-12-18,833.0,251.0,167.0,208.0,66.0,503.0,2109.0
24,MO_KANSAS CITY,2020-12-25,698.0,193.0,184.0,215.0,93.0,490.0,1946.0
25,MO_KANSAS CITY,2021-01-01,669.0,254.0,210.0,173.0,89.0,493.0,1944.0
26,MO_KANSAS CITY,2021-01-08,587.0,231.0,196.0,161.0,67.0,490.0,1732.0
27,MO_KANSAS CITY,2021-01-15,567.0,199.0,194.0,152.0,64.0,402.0,1578.0
28,MO_KANSAS CITY,2021-01-22,479.0,137.0,148.0,116.0,67.0,337.0,1284.0
29,MO_KANSAS CITY,2021-01-29,402.0,154.0,94.0,90.0,49.0,318.0,1107.0
30,MO_KANSAS CITY,2021-02-05,339.0,116.0,71.0,87.0,45.0,314.0,972.0
31,MO_KANSAS CITY,2021-02-12,287.0,127.0,79.0,89.0,23.0,249.0,854.0
32,MO_KANSAS CITY,2021-02-19,195.0,117.0,82.0,46.0,10.0,218.0,672.0
33,MO_KANSAS CITY,2021-02-26,169.0,88.0,59.0,47.0,15.0,229.0,607.0
34,MO_KANSAS CITY,2021-03-05,155.0,66.0,40.0,24.0,8.0,207.0,500.0
35,MO_KANSAS CITY,2021-03-12,152.0,80.0,54.0,16.0,9.0,131.0,442.0
36,MO_KANSAS CITY,2021-03-19,129.0,62.0,36.0,5.0,12.0,120.0,364.0
37,MO_KANSAS CITY,2021-03-26,105.0,52.0,39.0,17.0,6.0,101.0,320.0
38,MO_KANSAS CITY,2021-04-02,142.0,67.0,21.0,21.0,12.0,118.0,381.0
39,MO_KANSAS CITY,2021-04-09,150.0,98.0,25.0,38.0,10.0,133.0,454.0
40,MO_KANSAS CITY,2021-04-16,134.0,95.0,21.0,30.0,9.0,135.0,429.0
41,MO_KANSAS CITY,2021-04-23,166.0,97.0,12.0,23.0,21.0,165.0,491.0
42,MO_KANSAS CITY,2021-04-30,210.0,76.0,11.0,10.0,19.0,202.0,532.0
43,MO_KANSAS CITY,2021-05-07,164.0,107.0,20.0,9.0,52.0,168.0,520.0
44,MO_KANSAS CITY,2021-05-14,131.0,84.0,37.0,14.0,36.0,150.0,452.0
45,MO_KANSAS CITY,2021-05-21,95.0,76.0,32.0,11.0,28.0,134.0,376.0
46,MO_KANSAS CITY,2021-05-28,109.0,73.0,40.0,11.0,15.0,132.0,380.0
47,MO_KANSAS CITY,2021-06-04,127.0,43.0,70.0,9.0,10.0,102.0,361.0
48,MO_KANSAS CITY,2021-06-11,86.0,70.0,53.0,6.0,6.0,143.0,371.0
49,MO_KANSAS CITY,2021-06-18,75.0,75.0,35.0,10.0,13.0,147.0,361.0
50,MO_KANSAS CITY,2021-06-25,63.0,47.0,43.0,19.0,48.0,125.0,345.0
51,MO_KANSAS CITY,2021-07-02,73.0,55.0,73.0,6.0,63.0,148.0,418.0
52,MO_KANSAS CITY,2021-07-09,130.0,103.0,61.0,24.0,33.0,177.0,528.0
53,MO_KANSAS CITY,2021-07-16,200.0,184.0,90.0,60.0,50.0,232.0,824.0
54,MO_KANSAS CITY,2021-07-23,249.0,217.0,73.0,112.0,58.0,265.0,980.0
55,MO_KANSAS CITY,2021-07-30,293.0,277.0,105.0,105.0,92.0,368.0,1240.0
56,MO_KANSAS CITY,2021-08-06,310.0,286.0,125.0,140.0,107.0,423.0,1391.0
57,MO_KANSAS CITY,2021-08-13,390.0,258.0,170.0,156.0,104.0,473.0,1551.0
58,MO_KANSAS CITY,2021-08-20,399.0,251.0,214.0,165.0,140.0,496.0,1675.0
59,MO_KANSAS CITY,2021-08-27,301.0,261.0,191.0,140.0,148.0,451.0,1500.0
60,MO_KANSAS CITY,2021-09-03,258.0,306.0,130.0,134.0,101.0,343.0,1280.0
61,MO_KANSAS CITY,2021-09-10,204.0,255.0,120.0,172.0,84.0,328.0,1170.0
62,MO_KANSAS CITY,2021-09-17,173.0,265.0,69.0,106.0,65.0,294.0,979.0
63,MO_KANSAS CITY,2021-09-24,169.0,205.0,59.0,58.0,67.0,274.0,832.0
64,MO_KANSAS CITY,2021-10-01,167.0,136.0,58.0,40.0,51.0,256.0,708.0
65,MO_KANSAS CITY,2021-10-08,193.0,103.0,72.0,37.0,24.0,235.0,664.0
66,MO_KANSAS CITY,2021-10-15,184.0,120.0,35.0,26.0,58.0,233.0,656.0
67,MO_KANSAS CITY,2021-10-22,165.0,112.0,59.0,37.0,36.0,231.0,640.0
68,MO_KANSAS CITY,2021-10-29,150.0,74.0,71.0,43.0,28.0,204.0,570.0
69,MO_KANSAS CITY,2021-11-05,134.0,72.0,81.0,55.0,32.0,203.0,577.0
70,MO_KANSAS CITY,2021-11-12,144.0,69.0,65.0,34.0,38.0,220.0,570.0
71,MO_KANSAS CITY,2021-11-19,206.0,122.0,70.0,55.0,44.0,214.0,717.0
72,MO_KANSAS CITY,2021-11-26,200.0,174.0,102.0,59.0,43.0,213.0,791.0
73,MO_KANSAS CITY,2021-12-03,213.0,178.0,135.0,63.0,70.0,256.0,915.0
74,MO_KANSAS CITY,2021-12-10,201.0,307.0,115.0,89.0,114.0,337.0,1170.0
75,MO_KANSAS CITY,2021-12-17,208.0,322.0,126.0,110.0,114.0,405.0,1285.0
76,MO_KANSAS CITY,2021-12-24,231.0,358.0,119.0,132.0,160.0,444.0,1451.0
77,MO_KANSAS CITY,2021-12-31,353.0,416.0,194.0,121.0,190.0,531.0,1831.0
78,MO_KANSAS CITY,2022-01-07,447.0,551.0,220.0,158.0,170.0,613.0,2179.0
