,loc,datetime,230024,230053,230104,230165,230273,total_cnts
138,MI_DETROIT,2020-07-10,0.0,0.0,0.0,0.0,0.0,0.0
0,MI_DETROIT,2020-07-17,8.0,11.0,9.0,16.0,5.0,49.0
1,MI_DETROIT,2020-07-24,45.0,64.0,56.0,65.0,57.0,287.0
2,MI_DETROIT,2020-07-31,43.0,94.0,75.0,51.0,56.0,319.0
3,MI_DETROIT,2020-08-07,49.0,119.0,61.0,33.0,60.0,329.0
4,MI_DETROIT,2020-08-14,40.0,101.0,68.0,34.0,42.0,293.0
5,MI_DETROIT,2020-08-21,24.0,123.0,88.0,35.0,60.0,337.0
6,MI_DETROIT,2020-08-28,30.0,110.0,76.0,24.0,37.0,277.0
7,MI_DETROIT,2020-09-04,39.0,133.0,60.0,20.0,53.0,305.0
8,MI_DETROIT,2020-09-11,54.0,137.0,62.0,22.0,52.0,332.0
9,MI_DETROIT,2020-09-18,33.0,67.0,53.0,29.0,25.0,207.0
10,MI_DETROIT,2020-09-25,53.0,84.0,45.0,21.0,15.0,218.0
11,MI_DETROIT,2020-10-02,55.0,104.0,46.0,6.0,39.0,250.0
12,MI_DETROIT,2020-10-09,51.0,119.0,75.0,24.0,57.0,326.0
13,MI_DETROIT,2020-10-16,30.0,137.0,66.0,84.0,64.0,381.0
14,MI_DETROIT,2020-10-23,32.0,171.0,59.0,159.0,63.0,488.0
15,MI_DETROIT,2020-10-30,42.0,224.0,76.0,172.0,72.0,599.0
16,MI_DETROIT,2020-11-06,64.0,323.0,113.0,225.0,106.0,841.0
17,MI_DETROIT,2020-11-13,88.0,454.0,130.0,251.0,140.0,1073.0
18,MI_DETROIT,2020-11-20,97.0,493.0,136.0,405.0,149.0,1287.0
19,MI_DETROIT,2020-11-27,149.0,601.0,167.0,426.0,216.0,1566.0
20,MI_DETROIT,2020-12-04,128.0,596.0,175.0,437.0,220.0,1572.0
21,MI_DETROIT,2020-12-11,108.0,503.0,181.0,480.0,258.0,1557.0
22,MI_DETROIT,2020-12-18,135.0,466.0,186.0,406.0,250.0,1454.0
23,MI_DETROIT,2020-12-25,219.0,383.0,153.0,345.0,209.0,1316.0
24,MI_DETROIT,2021-01-01,152.0,332.0,159.0,265.0,205.0,1130.0
25,MI_DETROIT,2021-01-08,120.0,338.0,139.0,259.0,180.0,1052.0
26,MI_DETROIT,2021-01-15,85.0,341.0,158.0,254.0,206.0,1057.0
27,MI_DETROIT,2021-01-22,79.0,351.0,139.0,195.0,179.0,954.0
28,MI_DETROIT,2021-01-29,64.0,310.0,99.0,138.0,161.0,776.0
29,MI_DETROIT,2021-02-05,83.0,241.0,95.0,127.0,121.0,667.0
30,MI_DETROIT,2021-02-12,85.0,183.0,82.0,76.0,108.0,534.0
31,MI_DETROIT,2021-02-19,66.0,157.0,78.0,53.0,109.0,463.0
32,MI_DETROIT,2021-02-26,34.0,184.0,106.0,95.0,95.0,518.0
33,MI_DETROIT,2021-03-05,24.0,230.0,98.0,87.0,59.0,505.0
34,MI_DETROIT,2021-03-12,42.0,251.0,98.0,112.0,61.0,564.0
35,MI_DETROIT,2021-03-19,97.0,343.0,120.0,171.0,72.0,803.0
36,MI_DETROIT,2021-03-26,154.0,509.0,142.0,303.0,127.0,1235.0
37,MI_DETROIT,2021-04-02,228.0,693.0,220.0,501.0,187.0,1851.0
38,MI_DETROIT,2021-04-09,458.0,1016.0,295.0,622.0,255.0,2675.0
39,MI_DETROIT,2021-04-16,437.0,1068.0,351.0,760.0,353.0,2996.0
40,MI_DETROIT,2021-04-23,517.0,964.0,350.0,625.0,357.0,2832.0
41,MI_DETROIT,2021-04-30,401.0,882.0,235.0,528.0,311.0,2367.0
42,MI_DETROIT,2021-05-07,334.0,658.0,274.0,404.0,303.0,2003.0
43,MI_DETROIT,2021-05-14,272.0,524.0,223.0,283.0,298.0,1629.0
44,MI_DETROIT,2021-05-21,209.0,390.0,192.0,236.0,191.0,1233.0
45,MI_DETROIT,2021-05-28,126.0,254.0,163.0,174.0,142.0,866.0
46,MI_DETROIT,2021-06-04,107.0,203.0,138.0,100.0,99.0,654.0
47,MI_DETROIT,2021-06-11,85.0,166.0,77.0,64.0,92.0,491.0
48,MI_DETROIT,2021-06-18,58.0,149.0,40.0,31.0,90.0,378.0
49,MI_DETROIT,2021-06-25,30.0,139.0,25.0,31.0,44.0,275.0
50,MI_DETROIT,2021-07-02,25.0,130.0,20.0,28.0,33.0,236.0
51,MI_DETROIT,2021-07-09,38.0,96.0,25.0,12.0,15.0,191.0
52,MI_DETROIT,2021-07-16,39.0,83.0,24.0,13.0,20.0,179.0
53,MI_DETROIT,2021-07-23,35.0,66.0,27.0,20.0,23.0,171.0
54,MI_DETROIT,2021-07-30,41.0,47.0,32.0,63.0,28.0,211.0
55,MI_DETROIT,2021-08-06,60.0,139.0,35.0,76.0,36.0,346.0
56,MI_DETROIT,2021-08-13,63.0,146.0,46.0,99.0,59.0,413.0
57,MI_DETROIT,2021-08-20,68.0,229.0,57.0,89.0,103.0,546.0
58,MI_DETROIT,2021-08-27,76.0,260.0,60.0,93.0,87.0,576.0
59,MI_DETROIT,2021-09-03,68.0,260.0,52.0,104.0,52.0,542.0
60,MI_DETROIT,2021-09-10,62.0,237.0,50.0,97.0,60.0,513.0
61,MI_DETROIT,2021-09-17,88.0,186.0,73.0,102.0,56.0,512.0
62,MI_DETROIT,2021-09-24,89.0,257.0,83.0,109.0,69.0,614.0
63,MI_DETROIT,2021-10-01,87.0,268.0,76.0,152.0,115.0,705.0
