,loc,datetime,170176,170182,170185,total_cnts
132,KS_OVERLAND PARK,2020-07-10,0.0,0.0,0.0,0.0
0,KS_OVERLAND PARK,2020-07-17,5.0,0.0,0.0,5.0
1,KS_OVERLAND PARK,2020-07-24,7.0,0.0,0.0,7.0
2,KS_OVERLAND PARK,2020-07-31,6.0,4.0,0.0,10.0
3,KS_OVERLAND PARK,2020-08-07,4.0,10.0,0.0,14.0
133,KS_OVERLAND PARK,2020-08-14,0.0,13.0,0.0,13.0
134,KS_OVERLAND PARK,2020-08-21,0.0,12.0,0.0,12.0
4,KS_OVERLAND PARK,2020-08-28,7.0,0.0,0.0,7.0
5,KS_OVERLAND PARK,2020-09-04,12.0,0.0,0.0,12.0
6,KS_OVERLAND PARK,2020-09-11,11.0,0.0,0.0,11.0
7,KS_OVERLAND PARK,2020-09-18,11.0,13.0,7.0,31.0
8,KS_OVERLAND PARK,2020-09-25,14.0,13.0,33.0,60.0
9,KS_OVERLAND PARK,2020-10-02,12.0,11.0,45.0,68.0
10,KS_OVERLAND PARK,2020-10-09,12.0,17.0,69.0,98.0
11,KS_OVERLAND PARK,2020-10-16,7.0,20.0,100.0,127.0
12,KS_OVERLAND PARK,2020-10-23,7.0,38.0,94.0,139.0
13,KS_OVERLAND PARK,2020-10-30,8.0,25.0,111.0,144.0
14,KS_OVERLAND PARK,2020-11-06,15.0,61.0,154.0,230.0
15,KS_OVERLAND PARK,2020-11-13,21.0,59.0,187.0,267.0
16,KS_OVERLAND PARK,2020-11-20,12.0,41.0,212.0,265.0
17,KS_OVERLAND PARK,2020-11-27,5.0,39.0,239.0,283.0
18,KS_OVERLAND PARK,2020-12-04,17.0,43.0,200.0,260.0
19,KS_OVERLAND PARK,2020-12-11,27.0,64.0,201.0,292.0
20,KS_OVERLAND PARK,2020-12-18,17.0,40.0,220.0,277.0
21,KS_OVERLAND PARK,2020-12-25,28.0,62.0,233.0,323.0
22,KS_OVERLAND PARK,2021-01-01,41.0,79.0,177.0,297.0
23,KS_OVERLAND PARK,2021-01-08,33.0,49.0,214.0,296.0
24,KS_OVERLAND PARK,2021-01-15,19.0,16.0,190.0,225.0
25,KS_OVERLAND PARK,2021-01-22,26.0,16.0,158.0,200.0
26,KS_OVERLAND PARK,2021-01-29,44.0,28.0,150.0,222.0
27,KS_OVERLAND PARK,2021-02-05,26.0,15.0,132.0,173.0
28,KS_OVERLAND PARK,2021-02-12,43.0,4.0,111.0,158.0
29,KS_OVERLAND PARK,2021-02-19,20.0,11.0,74.0,105.0
30,KS_OVERLAND PARK,2021-02-26,12.0,24.0,66.0,102.0
