,loc,datetime,360059,360077,360137,360180,total_cnts
0,OH_CLEVELAND,2020-07-10,32.0,0.0,0.0,0.0,42.0
1,OH_CLEVELAND,2020-07-17,115.0,46.0,113.0,78.0,384.0
2,OH_CLEVELAND,2020-07-24,79.0,268.0,221.0,197.0,783.0
3,OH_CLEVELAND,2020-07-31,76.0,205.0,218.0,248.0,768.0
4,OH_CLEVELAND,2020-08-07,78.0,211.0,180.0,211.0,699.0
5,OH_CLEVELAND,2020-08-14,79.0,166.0,129.0,206.0,599.0
6,OH_CLEVELAND,2020-08-21,62.0,117.0,108.0,171.0,466.0
7,OH_CLEVELAND,2020-08-28,58.0,109.0,92.0,146.0,405.0
8,OH_CLEVELAND,2020-09-04,52.0,118.0,76.0,154.0,400.0
9,OH_CLEVELAND,2020-09-11,35.0,116.0,64.0,113.0,328.0
110,OH_CLEVELAND,2020-09-18,12.0,110.0,64.0,100.0,286.0
10,OH_CLEVELAND,2020-09-25,18.0,96.0,45.0,94.0,253.0
11,OH_CLEVELAND,2020-10-02,6.0,84.0,60.0,92.0,246.0
12,OH_CLEVELAND,2020-10-09,32.0,121.0,71.0,96.0,328.0
13,OH_CLEVELAND,2020-10-16,40.0,97.0,87.0,152.0,391.0
14,OH_CLEVELAND,2020-10-23,55.0,202.0,81.0,134.0,487.0
111,OH_CLEVELAND,2020-10-30,123.0,226.0,115.0,214.0,678.0
15,OH_CLEVELAND,2020-11-06,125.0,311.0,247.0,270.0,964.0
16,OH_CLEVELAND,2020-11-13,184.0,446.0,324.0,398.0,1388.0
17,OH_CLEVELAND,2020-11-20,247.0,563.0,362.0,516.0,1720.0
18,OH_CLEVELAND,2020-11-27,374.0,684.0,493.0,730.0,2339.0
19,OH_CLEVELAND,2020-12-04,501.0,662.0,527.0,861.0,2628.0
20,OH_CLEVELAND,2020-12-11,533.0,659.0,500.0,932.0,2686.0
21,OH_CLEVELAND,2020-12-18,525.0,649.0,508.0,845.0,2592.0
22,OH_CLEVELAND,2020-12-25,466.0,587.0,494.0,701.0,2324.0
23,OH_CLEVELAND,2021-01-01,494.0,533.0,463.0,649.0,2214.0
24,OH_CLEVELAND,2021-01-08,455.0,496.0,369.0,573.0,1944.0
25,OH_CLEVELAND,2021-01-15,361.0,430.0,387.0,552.0,1796.0
26,OH_CLEVELAND,2021-01-22,361.0,387.0,356.0,503.0,1647.0
27,OH_CLEVELAND,2021-01-29,327.0,284.0,247.0,388.0,1284.0
28,OH_CLEVELAND,2021-02-05,268.0,240.0,231.0,385.0,1166.0
29,OH_CLEVELAND,2021-02-12,209.0,274.0,257.0,329.0,1103.0
30,OH_CLEVELAND,2021-02-19,180.0,248.0,294.0,314.0,1056.0
31,OH_CLEVELAND,2021-02-26,113.0,152.0,280.0,216.0,781.0
32,OH_CLEVELAND,2021-03-05,166.0,108.0,192.0,168.0,672.0
33,OH_CLEVELAND,2021-03-12,93.0,125.0,155.0,200.0,601.0
34,OH_CLEVELAND,2021-03-19,78.0,99.0,131.0,198.0,511.0
35,OH_CLEVELAND,2021-03-26,121.0,153.0,118.0,181.0,580.0
36,OH_CLEVELAND,2021-04-02,174.0,197.0,158.0,134.0,679.0
37,OH_CLEVELAND,2021-04-09,232.0,176.0,209.0,211.0,859.0
38,OH_CLEVELAND,2021-04-16,265.0,171.0,196.0,342.0,1003.0
39,OH_CLEVELAND,2021-04-23,223.0,144.0,254.0,342.0,976.0
40,OH_CLEVELAND,2021-04-30,161.0,190.0,251.0,323.0,968.0
41,OH_CLEVELAND,2021-05-07,170.0,175.0,219.0,266.0,862.0
42,OH_CLEVELAND,2021-05-14,136.0,97.0,173.0,231.0,666.0
43,OH_CLEVELAND,2021-05-21,147.0,108.0,193.0,156.0,624.0
44,OH_CLEVELAND,2021-05-28,90.0,105.0,183.0,140.0,532.0
112,OH_CLEVELAND,2021-06-04,81.0,55.0,113.0,127.0,376.0
45,OH_CLEVELAND,2021-06-11,41.0,34.0,109.0,155.0,339.0
46,OH_CLEVELAND,2021-06-18,49.0,50.0,112.0,99.0,310.0
47,OH_CLEVELAND,2021-06-25,51.0,41.0,131.0,68.0,291.0
48,OH_CLEVELAND,2021-07-02,32.0,7.0,104.0,26.0,169.0
49,OH_CLEVELAND,2021-07-09,20.0,0.0,77.0,15.0,112.0
50,OH_CLEVELAND,2021-07-16,33.0,13.0,64.0,19.0,129.0
51,OH_CLEVELAND,2021-07-23,30.0,33.0,66.0,49.0,178.0
52,OH_CLEVELAND,2021-07-30,62.0,52.0,75.0,92.0,281.0
53,OH_CLEVELAND,2021-08-06,102.0,149.0,113.0,128.0,492.0
54,OH_CLEVELAND,2021-08-13,106.0,159.0,154.0,153.0,572.0
113,OH_CLEVELAND,2021-08-20,177.0,191.0,158.0,242.0,768.0
55,OH_CLEVELAND,2021-08-27,161.0,197.0,200.0,313.0,885.0
56,OH_CLEVELAND,2021-09-03,196.0,291.0,237.0,361.0,1111.0
57,OH_CLEVELAND,2021-09-10,185.0,327.0,347.0,417.0,1304.0
58,OH_CLEVELAND,2021-09-17,273.0,338.0,316.0,538.0,1493.0
59,OH_CLEVELAND,2021-09-24,270.0,305.0,289.0,526.0,1438.0
60,OH_CLEVELAND,2021-10-01,276.0,288.0,302.0,442.0,1353.0
61,OH_CLEVELAND,2021-10-08,263.0,292.0,327.0,420.0,1348.0
62,OH_CLEVELAND,2021-10-15,197.0,225.0,268.0,421.0,1147.0
63,OH_CLEVELAND,2021-10-22,177.0,183.0,246.0,338.0,983.0
64,OH_CLEVELAND,2021-10-29,250.0,200.0,215.0,304.0,1012.0
65,OH_CLEVELAND,2021-11-05,207.0,218.0,247.0,313.0,1008.0
66,OH_CLEVELAND,2021-11-12,316.0,310.0,327.0,440.0,1403.0
67,OH_CLEVELAND,2021-11-19,409.0,412.0,377.0,554.0,1774.0
68,OH_CLEVELAND,2021-11-26,407.0,464.0,432.0,666.0,1993.0
69,OH_CLEVELAND,2021-12-03,524.0,506.0,553.0,777.0,2384.0
70,OH_CLEVELAND,2021-12-10,701.0,572.0,630.0,874.0,2858.0
71,OH_CLEVELAND,2021-12-17,850.0,604.0,767.0,979.0,3328.0
72,OH_CLEVELAND,2021-12-24,982.0,704.0,1127.0,1364.0,4310.0
73,OH_CLEVELAND,2021-12-31,1035.0,985.0,1374.0,1839.0,5390.0
74,OH_CLEVELAND,2022-01-07,911.0,918.0,1388.0,1701.0,5006.0
75,OH_CLEVELAND,2022-01-14,692.0,701.0,1128.0,1278.0,3889.0
76,OH_CLEVELAND,2022-01-21,584.0,409.0,847.0,780.0,2668.0
77,OH_CLEVELAND,2022-01-28,341.0,259.0,696.0,637.0,1975.0
114,OH_CLEVELAND,2022-02-04,264.0,164.0,556.0,479.0,1509.0
78,OH_CLEVELAND,2022-02-11,169.0,114.0,519.0,371.0,1187.0
79,OH_CLEVELAND,2022-02-18,92.0,124.0,402.0,308.0,933.0
80,OH_CLEVELAND,2022-02-25,61.0,80.0,295.0,219.0,655.0
81,OH_CLEVELAND,2022-03-04,63.0,70.0,244.0,168.0,551.0
82,OH_CLEVELAND,2022-03-11,45.0,67.0,190.0,137.0,439.0
83,OH_CLEVELAND,2022-03-18,46.0,38.0,181.0,64.0,329.0
84,OH_CLEVELAND,2022-03-25,51.0,16.0,177.0,106.0,350.0
85,OH_CLEVELAND,2022-04-01,28.0,32.0,193.0,124.0,377.0
86,OH_CLEVELAND,2022-04-08,38.0,34.0,165.0,92.0,329.0
87,OH_CLEVELAND,2022-04-15,47.0,48.0,170.0,72.0,337.0
88,OH_CLEVELAND,2022-04-22,47.0,60.0,180.0,91.0,384.0
89,OH_CLEVELAND,2022-04-29,41.0,52.0,186.0,97.0,386.0
90,OH_CLEVELAND,2022-05-06,55.0,97.0,197.0,124.0,484.0
91,OH_CLEVELAND,2022-05-13,105.0,84.0,191.0,195.0,580.0
92,OH_CLEVELAND,2022-05-20,71.0,93.0,195.0,234.0,604.0
115,OH_CLEVELAND,2022-05-27,72.0,124.0,223.0,146.0,579.0
116,OH_CLEVELAND,2022-06-03,79.0,107.0,214.0,198.0,609.0
93,OH_CLEVELAND,2022-06-10,90.0,72.0,168.0,216.0,560.0
94,OH_CLEVELAND,2022-06-17,60.0,101.0,230.0,178.0,569.0
95,OH_CLEVELAND,2022-06-24,106.0,84.0,276.0,203.0,675.0
117,OH_CLEVELAND,2022-07-01,61.0,98.0,239.0,197.0,606.0
96,OH_CLEVELAND,2022-07-08,66.0,94.0,166.0,316.0,693.0
97,OH_CLEVELAND,2022-07-15,89.0,127.0,218.0,298.0,786.0
118,OH_CLEVELAND,2022-07-22,71.0,140.0,239.0,240.0,714.0
119,OH_CLEVELAND,2022-07-29,102.0,131.0,274.0,191.0,713.0
98,OH_CLEVELAND,2022-08-05,131.0,138.0,290.0,256.0,827.0
99,OH_CLEVELAND,2022-08-12,103.0,134.0,338.0,294.0,883.0
100,OH_CLEVELAND,2022-08-19,108.0,97.0,298.0,361.0,897.0
101,OH_CLEVELAND,2022-08-26,141.0,113.0,294.0,371.0,943.0
102,OH_CLEVELAND,2022-09-02,149.0,160.0,271.0,353.0,967.0
103,OH_CLEVELAND,2022-09-09,105.0,163.0,281.0,281.0,892.0
104,OH_CLEVELAND,2022-09-16,83.0,138.0,267.0,258.0,791.0
105,OH_CLEVELAND,2022-09-23,54.0,120.0,240.0,227.0,690.0
120,OH_CLEVELAND,2022-09-30,67.0,82.0,215.0,234.0,621.0
121,OH_CLEVELAND,2022-10-07,81.0,113.0,232.0,210.0,643.0
106,OH_CLEVELAND,2022-10-14,95.0,111.0,214.0,264.0,699.0
107,OH_CLEVELAND,2022-10-21,97.0,173.0,223.0,291.0,795.0
108,OH_CLEVELAND,2022-10-28,101.0,177.0,279.0,312.0,905.0
122,OH_CLEVELAND,2022-11-04,106.0,137.0,279.0,278.0,831.0
