,loc,datetime,100069,100075,100128,100173,100206,total_cnts
136,FL_TAMPA,2020-07-10,0.0,416.0,148.0,0.0,25.0,601.0
0,FL_TAMPA,2020-07-17,66.0,1615.0,535.0,80.0,111.0,2523.0
1,FL_TAMPA,2020-07-24,215.0,1499.0,636.0,584.0,70.0,3121.0
2,FL_TAMPA,2020-07-31,177.0,1212.0,559.0,593.0,94.0,2705.0
3,FL_TAMPA,2020-08-07,113.0,825.0,376.0,444.0,64.0,1876.0
4,FL_TAMPA,2020-08-14,97.0,676.0,355.0,416.0,53.0,1638.0
5,FL_TAMPA,2020-08-21,88.0,607.0,354.0,289.0,32.0,1376.0
6,FL_TAMPA,2020-08-28,45.0,544.0,266.0,190.0,18.0,1063.0
7,FL_TAMPA,2020-09-04,36.0,487.0,231.0,217.0,22.0,993.0
8,FL_TAMPA,2020-09-11,30.0,461.0,210.0,136.0,19.0,856.0
9,FL_TAMPA,2020-09-18,39.0,417.0,192.0,102.0,26.0,813.0
10,FL_TAMPA,2020-09-25,33.0,456.0,189.0,107.0,12.0,832.0
11,FL_TAMPA,2020-10-02,25.0,431.0,152.0,162.0,10.0,788.0
12,FL_TAMPA,2020-10-09,45.0,417.0,164.0,166.0,15.0,813.0
13,FL_TAMPA,2020-10-16,53.0,390.0,142.0,126.0,8.0,719.0
14,FL_TAMPA,2020-10-23,15.0,483.0,217.0,118.0,34.0,873.0
15,FL_TAMPA,2020-10-30,32.0,525.0,222.0,130.0,61.0,980.0
16,FL_TAMPA,2020-11-06,39.0,560.0,259.0,174.0,50.0,1082.0
17,FL_TAMPA,2020-11-13,60.0,630.0,295.0,115.0,32.0,1151.0
18,FL_TAMPA,2020-11-20,51.0,755.0,315.0,153.0,26.0,1327.0
19,FL_TAMPA,2020-11-27,82.0,757.0,300.0,223.0,46.0,1419.0
20,FL_TAMPA,2020-12-04,89.0,843.0,261.0,204.0,47.0,1444.0
21,FL_TAMPA,2020-12-11,129.0,846.0,333.0,273.0,48.0,1639.0
22,FL_TAMPA,2020-12-18,156.0,827.0,400.0,327.0,53.0,1771.0
23,FL_TAMPA,2020-12-25,174.0,892.0,459.0,324.0,118.0,2000.0
24,FL_TAMPA,2021-01-01,181.0,943.0,514.0,406.0,107.0,2189.0
25,FL_TAMPA,2021-01-08,159.0,1168.0,486.0,380.0,89.0,2325.0
26,FL_TAMPA,2021-01-15,131.0,1134.0,450.0,345.0,104.0,2216.0
27,FL_TAMPA,2021-01-22,114.0,974.0,417.0,306.0,67.0,1892.0
28,FL_TAMPA,2021-01-29,107.0,948.0,397.0,315.0,55.0,1864.0
29,FL_TAMPA,2021-02-05,78.0,854.0,286.0,333.0,37.0,1617.0
30,FL_TAMPA,2021-02-12,85.0,712.0,193.0,271.0,21.0,1299.0
31,FL_TAMPA,2021-02-19,86.0,525.0,287.0,244.0,15.0,1180.0
32,FL_TAMPA,2021-02-26,92.0,548.0,306.0,216.0,8.0,1208.0
33,FL_TAMPA,2021-03-05,73.0,499.0,215.0,154.0,24.0,1012.0
34,FL_TAMPA,2021-03-12,69.0,508.0,246.0,135.0,13.0,986.0
35,FL_TAMPA,2021-03-19,54.0,554.0,220.0,127.0,27.0,995.0
36,FL_TAMPA,2021-03-26,117.0,596.0,271.0,140.0,39.0,1180.0
37,FL_TAMPA,2021-04-02,110.0,594.0,259.0,107.0,45.0,1126.0
38,FL_TAMPA,2021-04-09,83.0,671.0,328.0,98.0,29.0,1222.0
39,FL_TAMPA,2021-04-16,81.0,691.0,318.0,132.0,47.0,1278.0
40,FL_TAMPA,2021-04-23,114.0,735.0,301.0,142.0,26.0,1336.0
41,FL_TAMPA,2021-04-30,128.0,713.0,314.0,117.0,34.0,1314.0
42,FL_TAMPA,2021-05-07,62.0,602.0,315.0,103.0,24.0,1113.0
43,FL_TAMPA,2021-05-14,41.0,548.0,269.0,105.0,29.0,1008.0
44,FL_TAMPA,2021-05-21,52.0,440.0,229.0,86.0,33.0,860.0
45,FL_TAMPA,2021-05-28,69.0,436.0,186.0,130.0,26.0,872.0
46,FL_TAMPA,2021-06-04,46.0,335.0,147.0,89.0,17.0,650.0
47,FL_TAMPA,2021-06-11,32.0,358.0,134.0,103.0,17.0,662.0
48,FL_TAMPA,2021-06-18,24.0,407.0,158.0,78.0,13.0,706.0
49,FL_TAMPA,2021-06-25,43.0,418.0,166.0,45.0,11.0,683.0
50,FL_TAMPA,2021-07-02,53.0,385.0,148.0,94.0,7.0,691.0
51,FL_TAMPA,2021-07-09,97.0,420.0,225.0,101.0,12.0,865.0
52,FL_TAMPA,2021-07-16,132.0,551.0,365.0,164.0,49.0,1274.0
53,FL_TAMPA,2021-07-23,145.0,918.0,555.0,326.0,112.0,2076.0
54,FL_TAMPA,2021-07-30,225.0,1397.0,825.0,603.0,127.0,3209.0
55,FL_TAMPA,2021-08-06,306.0,2071.0,1260.0,776.0,147.0,4600.0
56,FL_TAMPA,2021-08-13,339.0,2227.0,1655.0,843.0,166.0,5299.0
57,FL_TAMPA,2021-08-20,321.0,2362.0,1731.0,818.0,153.0,5441.0
58,FL_TAMPA,2021-08-27,315.0,2272.0,1609.0,805.0,102.0,5146.0
59,FL_TAMPA,2021-09-03,241.0,1956.0,1491.0,779.0,133.0,4636.0
60,FL_TAMPA,2021-09-10,220.0,1676.0,1300.0,585.0,158.0,3964.0
61,FL_TAMPA,2021-09-17,178.0,1169.0,1024.0,486.0,92.0,2977.0
62,FL_TAMPA,2021-09-24,110.0,851.0,714.0,387.0,63.0,2170.0
63,FL_TAMPA,2021-10-01,53.0,687.0,406.0,324.0,58.0,1558.0
64,FL_TAMPA,2021-10-08,44.0,519.0,283.0,222.0,47.0,1136.0
65,FL_TAMPA,2021-10-15,28.0,379.0,206.0,135.0,31.0,791.0
66,FL_TAMPA,2021-10-22,17.0,380.0,217.0,84.0,28.0,730.0
67,FL_TAMPA,2021-10-29,22.0,211.0,217.0,68.0,13.0,531.0
68,FL_TAMPA,2021-11-05,20.0,150.0,217.0,30.0,40.0,457.0
69,FL_TAMPA,2021-11-12,22.0,152.0,147.0,41.0,44.0,406.0
70,FL_TAMPA,2021-11-19,20.0,117.0,147.0,54.0,43.0,381.0
71,FL_TAMPA,2021-11-26,25.0,105.0,147.0,63.0,30.0,374.0
72,FL_TAMPA,2021-12-03,18.0,99.0,142.0,125.0,13.0,397.0
73,FL_TAMPA,2021-12-10,33.0,113.0,107.0,69.0,7.0,329.0
74,FL_TAMPA,2021-12-17,31.0,172.0,184.0,102.0,14.0,503.0
75,FL_TAMPA,2021-12-24,43.0,335.0,364.0,212.0,27.0,1002.0
76,FL_TAMPA,2021-12-31,114.0,852.0,845.0,474.0,75.0,2417.0
77,FL_TAMPA,2022-01-07,201.0,1212.0,1090.0,693.0,166.0,3422.0
78,FL_TAMPA,2022-01-14,220.0,565.0,1206.0,623.0,213.0,2947.0
79,FL_TAMPA,2022-01-21,157.0,443.0,1200.0,536.0,156.0,2646.0
80,FL_TAMPA,2022-01-28,125.0,407.0,1008.0,451.0,125.0,2228.0
81,FL_TAMPA,2022-02-04,121.0,294.0,735.0,303.0,84.0,1662.0
82,FL_TAMPA,2022-02-11,45.0,203.0,544.0,221.0,69.0,1189.0
83,FL_TAMPA,2022-02-18,28.0,127.0,422.0,155.0,36.0,860.0
84,FL_TAMPA,2022-02-25,36.0,94.0,312.0,135.0,22.0,661.0
85,FL_TAMPA,2022-03-04,37.0,57.0,229.0,88.0,24.0,465.0
86,FL_TAMPA,2022-03-11,7.0,110.0,152.0,35.0,30.0,364.0
87,FL_TAMPA,2022-03-18,17.0,167.0,150.0,28.0,29.0,405.0
88,FL_TAMPA,2022-03-25,14.0,155.0,144.0,51.0,11.0,380.0
89,FL_TAMPA,2022-04-01,13.0,130.0,98.0,49.0,6.0,309.0
90,FL_TAMPA,2022-04-08,18.0,93.0,112.0,56.0,18.0,297.0
137,FL_TAMPA,2022-04-15,0.0,85.0,133.0,46.0,10.0,281.0
91,FL_TAMPA,2022-04-22,8.0,98.0,114.0,28.0,0.0,260.0
92,FL_TAMPA,2022-04-29,8.0,89.0,107.0,24.0,13.0,257.0
93,FL_TAMPA,2022-05-06,22.0,124.0,137.0,76.0,7.0,380.0
94,FL_TAMPA,2022-05-13,22.0,171.0,244.0,115.0,21.0,595.0
95,FL_TAMPA,2022-05-20,27.0,215.0,251.0,191.0,31.0,738.0
96,FL_TAMPA,2022-05-27,37.0,261.0,254.0,193.0,31.0,805.0
97,FL_TAMPA,2022-06-03,51.0,342.0,344.0,159.0,25.0,944.0
98,FL_TAMPA,2022-06-10,48.0,401.0,373.0,185.0,30.0,1082.0
99,FL_TAMPA,2022-06-17,34.0,391.0,346.0,243.0,21.0,1053.0
100,FL_TAMPA,2022-06-24,47.0,531.0,395.0,322.0,47.0,1373.0
101,FL_TAMPA,2022-07-01,62.0,509.0,423.0,307.0,36.0,1382.0
102,FL_TAMPA,2022-07-08,49.0,460.0,502.0,363.0,8.0,1447.0
103,FL_TAMPA,2022-07-15,88.0,576.0,492.0,358.0,39.0,1636.0
104,FL_TAMPA,2022-07-22,39.0,608.0,418.0,289.0,59.0,1516.0
105,FL_TAMPA,2022-07-29,65.0,600.0,397.0,262.0,53.0,1465.0
106,FL_TAMPA,2022-08-05,81.0,630.0,370.0,276.0,21.0,1448.0
107,FL_TAMPA,2022-08-12,49.0,620.0,371.0,258.0,14.0,1379.0
108,FL_TAMPA,2022-08-19,52.0,503.0,403.0,252.0,29.0,1316.0
109,FL_TAMPA,2022-08-26,41.0,519.0,312.0,185.0,21.0,1127.0
110,FL_TAMPA,2022-09-02,76.0,418.0,273.0,151.0,24.0,995.0
111,FL_TAMPA,2022-09-09,35.0,351.0,274.0,135.0,18.0,858.0
112,FL_TAMPA,2022-09-16,31.0,311.0,230.0,93.0,26.0,726.0
138,FL_TAMPA,2022-09-23,0.0,228.0,139.0,131.0,6.0,536.0
113,FL_TAMPA,2022-09-30,12.0,239.0,144.0,163.0,20.0,604.0
114,FL_TAMPA,2022-10-07,8.0,207.0,122.0,110.0,24.0,499.0
115,FL_TAMPA,2022-10-14,10.0,185.0,109.0,104.0,12.0,447.0
116,FL_TAMPA,2022-10-21,5.0,147.0,84.0,77.0,11.0,345.0
117,FL_TAMPA,2022-10-28,5.0,115.0,74.0,95.0,0.0,311.0
118,FL_TAMPA,2022-11-04,13.0,111.0,104.0,94.0,14.0,352.0
119,FL_TAMPA,2022-11-11,7.0,159.0,124.0,79.0,13.0,402.0
120,FL_TAMPA,2022-11-18,11.0,102.0,127.0,96.0,11.0,365.0
121,FL_TAMPA,2022-11-25,7.0,140.0,162.0,85.0,13.0,421.0
122,FL_TAMPA,2022-12-02,20.0,178.0,170.0,69.0,14.0,475.0
123,FL_TAMPA,2022-12-09,29.0,279.0,185.0,99.0,18.0,632.0
124,FL_TAMPA,2022-12-16,39.0,265.0,212.0,110.0,39.0,690.0
125,FL_TAMPA,2022-12-23,37.0,246.0,221.0,127.0,37.0,692.0
126,FL_TAMPA,2022-12-30,43.0,315.0,301.0,152.0,30.0,866.0
127,FL_TAMPA,2023-01-06,72.0,371.0,293.0,158.0,12.0,929.0
128,FL_TAMPA,2023-01-13,39.0,326.0,257.0,131.0,21.0,794.0
129,FL_TAMPA,2023-01-20,36.0,387.0,189.0,131.0,18.0,786.0
130,FL_TAMPA,2023-01-27,56.0,314.0,198.0,141.0,19.0,758.0
131,FL_TAMPA,2023-02-03,28.0,295.0,215.0,104.0,11.0,674.0
132,FL_TAMPA,2023-02-10,39.0,275.0,220.0,88.0,13.0,642.0
133,FL_TAMPA,2023-02-17,26.0,236.0,185.0,89.0,26.0,576.0
134,FL_TAMPA,2023-02-24,13.0,180.0,155.0,95.0,20.0,468.0
135,FL_TAMPA,2023-03-03,19.0,94.0,57.0,53.0,12.0,242.0
