,loc,datetime,100001,100040,100088,100151,100179,100307,total_cnts
0,FL_JACKSONVILLE,2020-07-10,243.0,258.0,78.0,60.0,137.0,46.0,822.0
1,FL_JACKSONVILLE,2020-07-17,851.0,772.0,632.0,209.0,533.0,194.0,3191.0
2,FL_JACKSONVILLE,2020-07-24,836.0,738.0,810.0,199.0,502.0,227.0,3312.0
3,FL_JACKSONVILLE,2020-07-31,814.0,652.0,845.0,131.0,467.0,147.0,3056.0
4,FL_JACKSONVILLE,2020-08-07,730.0,521.0,663.0,155.0,379.0,180.0,2628.0
5,FL_JACKSONVILLE,2020-08-14,679.0,344.0,435.0,135.0,382.0,175.0,2150.0
6,FL_JACKSONVILLE,2020-08-21,544.0,298.0,420.0,110.0,315.0,156.0,1843.0
7,FL_JACKSONVILLE,2020-08-28,453.0,220.0,339.0,87.0,273.0,116.0,1488.0
8,FL_JACKSONVILLE,2020-09-04,382.0,171.0,299.0,76.0,229.0,108.0,1265.0
9,FL_JACKSONVILLE,2020-09-11,286.0,205.0,271.0,68.0,184.0,92.0,1106.0
10,FL_JACKSONVILLE,2020-09-18,221.0,172.0,233.0,65.0,205.0,60.0,956.0
11,FL_JACKSONVILLE,2020-09-25,218.0,129.0,253.0,78.0,194.0,44.0,916.0
12,FL_JACKSONVILLE,2020-10-02,219.0,99.0,212.0,98.0,229.0,69.0,926.0
13,FL_JACKSONVILLE,2020-10-09,242.0,96.0,226.0,79.0,187.0,72.0,902.0
14,FL_JACKSONVILLE,2020-10-16,231.0,104.0,180.0,99.0,197.0,79.0,890.0
15,FL_JACKSONVILLE,2020-10-23,199.0,116.0,222.0,103.0,165.0,81.0,886.0
16,FL_JACKSONVILLE,2020-10-30,181.0,141.0,309.0,135.0,145.0,96.0,1007.0
17,FL_JACKSONVILLE,2020-11-06,232.0,186.0,332.0,145.0,155.0,95.0,1145.0
18,FL_JACKSONVILLE,2020-11-13,196.0,210.0,351.0,145.0,197.0,94.0,1193.0
19,FL_JACKSONVILLE,2020-11-20,191.0,280.0,400.0,127.0,161.0,114.0,1292.0
20,FL_JACKSONVILLE,2020-11-27,274.0,262.0,412.0,128.0,157.0,131.0,1385.0
21,FL_JACKSONVILLE,2020-12-04,305.0,352.0,437.0,132.0,155.0,146.0,1536.0
22,FL_JACKSONVILLE,2020-12-11,324.0,349.0,508.0,134.0,199.0,152.0,1666.0
23,FL_JACKSONVILLE,2020-12-18,393.0,324.0,547.0,181.0,304.0,149.0,1935.0
24,FL_JACKSONVILLE,2020-12-25,577.0,420.0,663.0,204.0,343.0,174.0,2438.0
25,FL_JACKSONVILLE,2021-01-01,711.0,507.0,803.0,314.0,496.0,255.0,3142.0
26,FL_JACKSONVILLE,2021-01-08,795.0,566.0,888.0,374.0,493.0,308.0,3485.0
27,FL_JACKSONVILLE,2021-01-15,785.0,521.0,884.0,296.0,437.0,206.0,3192.0
28,FL_JACKSONVILLE,2021-01-22,706.0,566.0,820.0,189.0,405.0,196.0,2942.0
29,FL_JACKSONVILLE,2021-01-29,581.0,523.0,743.0,164.0,437.0,161.0,2651.0
30,FL_JACKSONVILLE,2021-02-05,512.0,437.0,673.0,139.0,337.0,139.0,2262.0
31,FL_JACKSONVILLE,2021-02-12,328.0,309.0,534.0,129.0,321.0,117.0,1766.0
32,FL_JACKSONVILLE,2021-02-19,282.0,229.0,430.0,92.0,244.0,43.0,1356.0
33,FL_JACKSONVILLE,2021-02-26,279.0,170.0,372.0,92.0,217.0,44.0,1224.0
34,FL_JACKSONVILLE,2021-03-05,250.0,159.0,330.0,84.0,149.0,53.0,1047.0
35,FL_JACKSONVILLE,2021-03-12,215.0,121.0,268.0,86.0,131.0,35.0,883.0
36,FL_JACKSONVILLE,2021-03-19,195.0,122.0,243.0,85.0,94.0,55.0,815.0
37,FL_JACKSONVILLE,2021-03-26,208.0,112.0,240.0,70.0,59.0,66.0,776.0
38,FL_JACKSONVILLE,2021-04-02,190.0,92.0,235.0,81.0,80.0,95.0,792.0
39,FL_JACKSONVILLE,2021-04-09,142.0,89.0,273.0,61.0,104.0,53.0,736.0
40,FL_JACKSONVILLE,2021-04-16,137.0,83.0,302.0,76.0,99.0,66.0,777.0
41,FL_JACKSONVILLE,2021-04-23,173.0,91.0,275.0,71.0,81.0,57.0,762.0
42,FL_JACKSONVILLE,2021-04-30,160.0,120.0,275.0,76.0,80.0,58.0,783.0
43,FL_JACKSONVILLE,2021-05-07,207.0,82.0,266.0,106.0,71.0,63.0,809.0
44,FL_JACKSONVILLE,2021-05-14,208.0,73.0,267.0,53.0,42.0,38.0,695.0
45,FL_JACKSONVILLE,2021-05-21,168.0,54.0,240.0,53.0,39.0,49.0,625.0
46,FL_JACKSONVILLE,2021-05-28,165.0,62.0,251.0,60.0,53.0,22.0,641.0
47,FL_JACKSONVILLE,2021-06-04,122.0,80.0,238.0,56.0,60.0,41.0,625.0
48,FL_JACKSONVILLE,2021-06-11,113.0,71.0,204.0,56.0,67.0,33.0,572.0
49,FL_JACKSONVILLE,2021-06-18,117.0,84.0,317.0,65.0,89.0,38.0,738.0
50,FL_JACKSONVILLE,2021-06-25,212.0,151.0,404.0,79.0,143.0,66.0,1083.0
51,FL_JACKSONVILLE,2021-07-02,284.0,211.0,479.0,165.0,180.0,69.0,1416.0
52,FL_JACKSONVILLE,2021-07-09,414.0,401.0,605.0,239.0,241.0,161.0,2089.0
53,FL_JACKSONVILLE,2021-07-16,757.0,574.0,930.0,275.0,398.0,270.0,3232.0
54,FL_JACKSONVILLE,2021-07-23,1189.0,793.0,1874.0,468.0,604.0,457.0,5413.0
55,FL_JACKSONVILLE,2021-07-30,1565.0,1166.0,2486.0,671.0,706.0,656.0,7278.0
56,FL_JACKSONVILLE,2021-08-06,1767.0,1386.0,2916.0,682.0,858.0,731.0,8368.0
57,FL_JACKSONVILLE,2021-08-13,1576.0,1320.0,2695.0,550.0,854.0,667.0,7690.0
58,FL_JACKSONVILLE,2021-08-20,1348.0,1023.0,2583.0,521.0,865.0,601.0,6969.0
59,FL_JACKSONVILLE,2021-08-27,1005.0,834.0,2021.0,457.0,770.0,497.0,5612.0
