,loc,datetime,100032,100067,100126,100180,100238,total_cnts
0,FL_SAINT PETERSBURG,2020-07-10,97.0,162.0,74.0,77.0,73.0,487.0
1,FL_SAINT PETERSBURG,2020-07-17,342.0,547.0,318.0,277.0,243.0,1727.0
2,FL_SAINT PETERSBURG,2020-07-24,363.0,525.0,253.0,274.0,206.0,1621.0
3,FL_SAINT PETERSBURG,2020-07-31,300.0,449.0,224.0,189.0,178.0,1340.0
4,FL_SAINT PETERSBURG,2020-08-07,236.0,463.0,138.0,94.0,185.0,1116.0
5,FL_SAINT PETERSBURG,2020-08-14,177.0,391.0,69.0,56.0,142.0,835.0
6,FL_SAINT PETERSBURG,2020-08-21,150.0,294.0,52.0,21.0,110.0,627.0
7,FL_SAINT PETERSBURG,2020-08-28,114.0,250.0,54.0,25.0,47.0,490.0
8,FL_SAINT PETERSBURG,2020-09-04,83.0,236.0,44.0,23.0,77.0,463.0
9,FL_SAINT PETERSBURG,2020-09-11,71.0,193.0,19.0,14.0,59.0,356.0
10,FL_SAINT PETERSBURG,2020-09-18,75.0,222.0,11.0,18.0,58.0,384.0
11,FL_SAINT PETERSBURG,2020-09-25,58.0,209.0,18.0,22.0,61.0,368.0
12,FL_SAINT PETERSBURG,2020-10-02,56.0,153.0,8.0,17.0,56.0,290.0
13,FL_SAINT PETERSBURG,2020-10-09,77.0,163.0,20.0,34.0,70.0,364.0
14,FL_SAINT PETERSBURG,2020-10-16,48.0,158.0,20.0,48.0,74.0,362.0
15,FL_SAINT PETERSBURG,2020-10-23,43.0,157.0,32.0,45.0,65.0,342.0
16,FL_SAINT PETERSBURG,2020-10-30,50.0,212.0,19.0,48.0,68.0,397.0
17,FL_SAINT PETERSBURG,2020-11-06,62.0,236.0,22.0,43.0,65.0,428.0
18,FL_SAINT PETERSBURG,2020-11-13,66.0,218.0,22.0,41.0,89.0,436.0
19,FL_SAINT PETERSBURG,2020-11-20,53.0,239.0,23.0,44.0,65.0,424.0
20,FL_SAINT PETERSBURG,2020-11-27,46.0,226.0,32.0,62.0,64.0,430.0
21,FL_SAINT PETERSBURG,2020-12-04,53.0,177.0,72.0,49.0,89.0,440.0
22,FL_SAINT PETERSBURG,2020-12-11,72.0,205.0,65.0,31.0,118.0,491.0
23,FL_SAINT PETERSBURG,2020-12-18,105.0,258.0,74.0,72.0,100.0,609.0
24,FL_SAINT PETERSBURG,2020-12-25,102.0,247.0,100.0,79.0,97.0,625.0
25,FL_SAINT PETERSBURG,2021-01-01,164.0,335.0,153.0,118.0,198.0,968.0
26,FL_SAINT PETERSBURG,2021-01-08,197.0,389.0,131.0,113.0,226.0,1056.0
27,FL_SAINT PETERSBURG,2021-01-15,154.0,420.0,85.0,108.0,242.0,1009.0
28,FL_SAINT PETERSBURG,2021-01-22,131.0,377.0,75.0,113.0,198.0,894.0
29,FL_SAINT PETERSBURG,2021-01-29,138.0,332.0,79.0,96.0,135.0,780.0
30,FL_SAINT PETERSBURG,2021-02-05,103.0,257.0,67.0,49.0,117.0,593.0
31,FL_SAINT PETERSBURG,2021-02-12,91.0,264.0,48.0,74.0,102.0,579.0
32,FL_SAINT PETERSBURG,2021-02-19,97.0,230.0,23.0,25.0,93.0,468.0
33,FL_SAINT PETERSBURG,2021-02-26,69.0,192.0,33.0,45.0,95.0,434.0
34,FL_SAINT PETERSBURG,2021-03-05,70.0,189.0,21.0,31.0,71.0,382.0
35,FL_SAINT PETERSBURG,2021-03-12,92.0,195.0,26.0,43.0,76.0,432.0
36,FL_SAINT PETERSBURG,2021-03-19,62.0,178.0,41.0,37.0,81.0,399.0
37,FL_SAINT PETERSBURG,2021-03-26,86.0,208.0,40.0,26.0,56.0,416.0
38,FL_SAINT PETERSBURG,2021-04-02,89.0,198.0,24.0,32.0,48.0,391.0
39,FL_SAINT PETERSBURG,2021-04-09,48.0,168.0,46.0,21.0,82.0,365.0
40,FL_SAINT PETERSBURG,2021-04-16,64.0,199.0,34.0,38.0,79.0,414.0
41,FL_SAINT PETERSBURG,2021-04-23,58.0,162.0,27.0,49.0,65.0,361.0
42,FL_SAINT PETERSBURG,2021-04-30,67.0,178.0,23.0,39.0,33.0,340.0
43,FL_SAINT PETERSBURG,2021-05-07,44.0,160.0,6.0,35.0,28.0,273.0
44,FL_SAINT PETERSBURG,2021-05-14,24.0,165.0,10.0,37.0,75.0,311.0
45,FL_SAINT PETERSBURG,2021-05-21,45.0,163.0,6.0,46.0,28.0,288.0
46,FL_SAINT PETERSBURG,2021-05-28,44.0,125.0,17.0,24.0,23.0,233.0
47,FL_SAINT PETERSBURG,2021-06-04,33.0,114.0,11.0,31.0,0.0,189.0
48,FL_SAINT PETERSBURG,2021-06-11,26.0,155.0,9.0,36.0,20.0,246.0
49,FL_SAINT PETERSBURG,2021-06-18,13.0,147.0,8.0,4.0,14.0,186.0
50,FL_SAINT PETERSBURG,2021-06-25,11.0,111.0,7.0,21.0,11.0,161.0
51,FL_SAINT PETERSBURG,2021-07-02,16.0,104.0,7.0,10.0,12.0,149.0
52,FL_SAINT PETERSBURG,2021-07-09,36.0,134.0,21.0,18.0,46.0,255.0
53,FL_SAINT PETERSBURG,2021-07-16,79.0,187.0,41.0,51.0,69.0,427.0
54,FL_SAINT PETERSBURG,2021-07-23,170.0,228.0,55.0,79.0,136.0,668.0
55,FL_SAINT PETERSBURG,2021-07-30,239.0,355.0,97.0,130.0,187.0,1008.0
56,FL_SAINT PETERSBURG,2021-08-06,325.0,563.0,150.0,218.0,241.0,1497.0
57,FL_SAINT PETERSBURG,2021-08-13,403.0,705.0,144.0,266.0,266.0,1784.0
58,FL_SAINT PETERSBURG,2021-08-20,451.0,766.0,166.0,217.0,250.0,1860.0
59,FL_SAINT PETERSBURG,2021-08-27,409.0,741.0,181.0,162.0,248.0,1762.0
60,FL_SAINT PETERSBURG,2021-09-03,392.0,661.0,141.0,150.0,217.0,1580.0
61,FL_SAINT PETERSBURG,2021-09-10,340.0,551.0,148.0,159.0,160.0,1368.0
62,FL_SAINT PETERSBURG,2021-09-17,272.0,442.0,102.0,122.0,154.0,1092.0
63,FL_SAINT PETERSBURG,2021-09-24,201.0,347.0,62.0,101.0,162.0,873.0
64,FL_SAINT PETERSBURG,2021-10-01,144.0,213.0,84.0,58.0,145.0,648.0
65,FL_SAINT PETERSBURG,2021-10-08,106.0,182.0,46.0,49.0,66.0,449.0
66,FL_SAINT PETERSBURG,2021-10-15,86.0,155.0,24.0,31.0,53.0,349.0
67,FL_SAINT PETERSBURG,2021-10-22,72.0,112.0,21.0,20.0,40.0,265.0
68,FL_SAINT PETERSBURG,2021-10-29,48.0,163.0,23.0,12.0,38.0,284.0
69,FL_SAINT PETERSBURG,2021-11-05,37.0,101.0,21.0,20.0,31.0,210.0
70,FL_SAINT PETERSBURG,2021-11-12,65.0,47.0,10.0,16.0,17.0,155.0
71,FL_SAINT PETERSBURG,2021-11-19,55.0,49.0,4.0,28.0,32.0,168.0
