,loc,datetime,100032,100067,100126,100180,100238,total_cnts
72,FL_SAINT PETERSBURG,2021-11-26,50.0,38.0,7.0,20.0,28.0,143.0
73,FL_SAINT PETERSBURG,2021-12-03,17.0,32.0,4.0,17.0,20.0,90.0
74,FL_SAINT PETERSBURG,2021-12-10,21.0,40.0,0.0,16.0,25.0,102.0
75,FL_SAINT PETERSBURG,2021-12-17,30.0,65.0,6.0,9.0,19.0,129.0
76,FL_SAINT PETERSBURG,2021-12-24,74.0,130.0,24.0,29.0,12.0,269.0
77,FL_SAINT PETERSBURG,2021-12-31,179.0,287.0,27.0,88.0,107.0,692.0
78,FL_SAINT PETERSBURG,2022-01-07,370.0,408.0,91.0,122.0,200.0,1201.0
79,FL_SAINT PETERSBURG,2022-01-14,391.0,188.0,154.0,163.0,265.0,1167.0
80,FL_SAINT PETERSBURG,2022-01-21,354.0,200.0,128.0,154.0,257.0,1111.0
81,FL_SAINT PETERSBURG,2022-01-28,271.0,149.0,153.0,143.0,206.0,933.0
82,FL_SAINT PETERSBURG,2022-02-04,212.0,109.0,149.0,110.0,174.0,754.0
83,FL_SAINT PETERSBURG,2022-02-11,176.0,85.0,122.0,43.0,118.0,550.0
84,FL_SAINT PETERSBURG,2022-02-18,146.0,69.0,96.0,23.0,94.0,438.0
85,FL_SAINT PETERSBURG,2022-02-25,106.0,32.0,73.0,26.0,60.0,297.0
86,FL_SAINT PETERSBURG,2022-03-04,70.0,29.0,55.0,14.0,37.0,205.0
87,FL_SAINT PETERSBURG,2022-03-11,71.0,54.0,23.0,0.0,26.0,174.0
88,FL_SAINT PETERSBURG,2022-03-18,51.0,78.0,11.0,4.0,16.0,160.0
89,FL_SAINT PETERSBURG,2022-03-25,33.0,28.0,0.0,7.0,11.0,79.0
90,FL_SAINT PETERSBURG,2022-04-01,31.0,25.0,0.0,0.0,16.0,72.0
91,FL_SAINT PETERSBURG,2022-04-08,19.0,41.0,9.0,4.0,16.0,89.0
92,FL_SAINT PETERSBURG,2022-04-15,20.0,25.0,16.0,16.0,29.0,106.0
93,FL_SAINT PETERSBURG,2022-04-22,38.0,23.0,8.0,15.0,17.0,101.0
94,FL_SAINT PETERSBURG,2022-04-29,50.0,57.0,0.0,6.0,11.0,124.0
95,FL_SAINT PETERSBURG,2022-05-06,49.0,71.0,8.0,10.0,13.0,151.0
96,FL_SAINT PETERSBURG,2022-05-13,70.0,115.0,12.0,7.0,16.0,220.0
97,FL_SAINT PETERSBURG,2022-05-20,103.0,150.0,7.0,22.0,46.0,328.0
98,FL_SAINT PETERSBURG,2022-05-27,76.0,157.0,7.0,11.0,54.0,309.0
99,FL_SAINT PETERSBURG,2022-06-03,106.0,229.0,14.0,26.0,62.0,444.0
100,FL_SAINT PETERSBURG,2022-06-10,156.0,264.0,23.0,53.0,85.0,581.0
101,FL_SAINT PETERSBURG,2022-06-17,191.0,205.0,29.0,45.0,86.0,556.0
102,FL_SAINT PETERSBURG,2022-06-24,151.0,166.0,38.0,32.0,97.0,484.0
103,FL_SAINT PETERSBURG,2022-07-01,108.0,230.0,50.0,43.0,96.0,527.0
104,FL_SAINT PETERSBURG,2022-07-08,108.0,268.0,74.0,47.0,89.0,586.0
105,FL_SAINT PETERSBURG,2022-07-15,108.0,256.0,75.0,56.0,88.0,583.0
106,FL_SAINT PETERSBURG,2022-07-22,129.0,285.0,39.0,80.0,93.0,626.0
107,FL_SAINT PETERSBURG,2022-07-29,98.0,266.0,37.0,43.0,107.0,551.0
108,FL_SAINT PETERSBURG,2022-08-05,124.0,305.0,48.0,36.0,94.0,612.0
109,FL_SAINT PETERSBURG,2022-08-12,81.0,280.0,40.0,25.0,84.0,517.0
110,FL_SAINT PETERSBURG,2022-08-19,87.0,254.0,23.0,40.0,99.0,503.0
111,FL_SAINT PETERSBURG,2022-08-26,114.0,247.0,17.0,26.0,79.0,483.0
112,FL_SAINT PETERSBURG,2022-09-02,89.0,224.0,17.0,17.0,76.0,423.0
113,FL_SAINT PETERSBURG,2022-09-09,76.0,188.0,13.0,24.0,41.0,342.0
114,FL_SAINT PETERSBURG,2022-09-16,53.0,124.0,27.0,41.0,38.0,283.0
115,FL_SAINT PETERSBURG,2022-09-23,38.0,150.0,16.0,23.0,48.0,275.0
116,FL_SAINT PETERSBURG,2022-09-30,29.0,173.0,19.0,21.0,34.0,276.0
117,FL_SAINT PETERSBURG,2022-10-07,52.0,132.0,15.0,24.0,36.0,259.0
118,FL_SAINT PETERSBURG,2022-10-14,55.0,125.0,11.0,29.0,36.0,256.0
119,FL_SAINT PETERSBURG,2022-10-21,28.0,108.0,9.0,7.0,25.0,177.0
120,FL_SAINT PETERSBURG,2022-10-28,28.0,112.0,7.0,5.0,43.0,195.0
121,FL_SAINT PETERSBURG,2022-11-04,19.0,53.0,7.0,11.0,37.0,127.0
122,FL_SAINT PETERSBURG,2022-11-11,26.0,68.0,5.0,17.0,37.0,153.0
123,FL_SAINT PETERSBURG,2022-11-18,35.0,85.0,22.0,28.0,28.0,198.0
124,FL_SAINT PETERSBURG,2022-11-25,79.0,93.0,35.0,17.0,29.0,253.0
125,FL_SAINT PETERSBURG,2022-12-02,77.0,89.0,12.0,12.0,19.0,209.0
126,FL_SAINT PETERSBURG,2022-12-09,45.0,108.0,14.0,8.0,30.0,205.0
127,FL_SAINT PETERSBURG,2022-12-16,38.0,146.0,15.0,23.0,33.0,255.0
128,FL_SAINT PETERSBURG,2022-12-23,53.0,134.0,19.0,25.0,37.0,268.0
129,FL_SAINT PETERSBURG,2022-12-30,65.0,176.0,19.0,34.0,48.0,342.0
130,FL_SAINT PETERSBURG,2023-01-06,105.0,155.0,26.0,31.0,30.0,347.0
131,FL_SAINT PETERSBURG,2023-01-13,74.0,139.0,46.0,35.0,29.0,323.0
132,FL_SAINT PETERSBURG,2023-01-20,28.0,125.0,60.0,25.0,18.0,256.0
133,FL_SAINT PETERSBURG,2023-01-27,15.0,127.0,40.0,19.0,65.0,266.0
134,FL_SAINT PETERSBURG,2023-02-03,24.0,93.0,32.0,21.0,51.0,221.0
135,FL_SAINT PETERSBURG,2023-02-10,41.0,120.0,19.0,7.0,39.0,226.0
136,FL_SAINT PETERSBURG,2023-02-17,36.0,87.0,18.0,11.0,64.0,216.0
137,FL_SAINT PETERSBURG,2023-02-24,31.0,45.0,16.0,8.0,48.0,148.0
138,FL_SAINT PETERSBURG,2023-03-03,8.0,29.0,17.0,6.0,17.0,77.0
