,state,date,32003,32031,total_cnts
212,NV,2020-12-30,64.0,5.0,71.0
213,NV,2020-12-31,52.0,5.0,63.0
214,NV,2021-01-01,158.0,5.0,168.0
215,NV,2021-01-02,63.0,5.0,75.0
5,NV,2021-01-03,52.0,1.0,56.0
216,NV,2021-01-04,54.0,5.0,61.0
217,NV,2021-01-05,63.0,5.0,72.0
218,NV,2021-01-06,58.0,1.0,62.0
219,NV,2021-01-07,56.0,4.0,62.0
6,NV,2021-01-08,60.0,4.0,68.0
220,NV,2021-01-09,54.0,1.0,62.0
221,NV,2021-01-10,54.0,6.0,63.0
7,NV,2021-01-11,67.0,5.0,79.0
8,NV,2021-01-12,54.0,1.0,60.0
222,NV,2021-01-13,53.0,6.0,60.0
9,NV,2021-01-14,48.0,9.0,61.0
223,NV,2021-01-15,50.0,1.0,55.0
224,NV,2021-01-16,58.0,4.0,64.0
225,NV,2021-01-17,54.0,5.0,62.0
226,NV,2021-01-18,66.0,1.0,70.0
10,NV,2021-01-19,36.0,4.0,41.0
11,NV,2021-01-20,60.0,5.0,67.0
227,NV,2021-01-21,53.0,4.0,60.0
228,NV,2021-01-22,51.0,6.0,60.0
229,NV,2021-01-23,50.0,7.0,59.0
230,NV,2021-01-24,42.0,1.0,44.0
231,NV,2021-01-25,40.0,1.0,43.0
232,NV,2021-01-26,40.0,5.0,47.0
233,NV,2021-01-27,30.0,0.0,32.0
234,NV,2021-01-28,34.0,1.0,37.0
235,NV,2021-01-29,36.0,1.0,39.0
236,NV,2021-01-30,45.0,0.0,47.0
237,NV,2021-01-31,30.0,0.0,32.0
238,NV,2021-02-01,56.0,1.0,61.0
12,NV,2021-02-02,39.0,6.0,48.0
239,NV,2021-02-03,30.0,4.0,36.0
240,NV,2021-02-04,33.0,1.0,37.0
241,NV,2021-02-05,27.0,1.0,31.0
242,NV,2021-02-06,22.0,1.0,23.0
243,NV,2021-02-07,17.0,0.0,17.0
244,NV,2021-02-08,29.0,1.0,32.0
245,NV,2021-02-09,31.0,1.0,36.0
246,NV,2021-02-10,36.0,0.0,39.0
247,NV,2021-02-11,28.0,1.0,29.0
248,NV,2021-02-12,17.0,4.0,22.0
249,NV,2021-02-13,18.0,5.0,23.0
250,NV,2021-02-14,19.0,1.0,21.0
251,NV,2021-02-15,20.0,1.0,22.0
252,NV,2021-02-16,17.0,1.0,19.0
253,NV,2021-02-17,16.0,1.0,19.0
254,NV,2021-02-18,13.0,0.0,15.0
255,NV,2021-02-19,22.0,1.0,25.0
256,NV,2021-02-20,12.0,0.0,13.0
257,NV,2021-02-21,8.0,1.0,10.0
258,NV,2021-02-22,23.0,1.0,25.0
259,NV,2021-02-23,14.0,1.0,17.0
260,NV,2021-02-24,21.0,1.0,23.0
261,NV,2021-02-25,11.0,0.0,14.0
262,NV,2021-02-26,15.0,0.0,16.0
263,NV,2021-02-27,11.0,0.0,11.0
264,NV,2021-02-28,13.0,0.0,14.0
265,NV,2021-03-01,24.0,0.0,28.0
266,NV,2021-03-02,19.0,1.0,22.0
267,NV,2021-03-03,16.0,0.0,17.0
268,NV,2021-03-04,12.0,0.0,13.0
269,NV,2021-03-05,13.0,1.0,15.0
270,NV,2021-03-06,12.0,1.0,15.0
271,NV,2021-03-07,9.0,1.0,11.0
272,NV,2021-03-08,10.0,0.0,10.0
273,NV,2021-03-09,13.0,1.0,14.0
274,NV,2021-03-10,10.0,0.0,11.0
275,NV,2021-03-11,10.0,1.0,13.0
276,NV,2021-03-12,17.0,0.0,19.0
277,NV,2021-03-13,10.0,0.0,11.0
278,NV,2021-03-14,6.0,0.0,6.0
279,NV,2021-03-15,16.0,0.0,19.0
280,NV,2021-03-16,14.0,0.0,15.0
281,NV,2021-03-17,8.0,1.0,9.0
282,NV,2021-03-18,14.0,1.0,16.0
283,NV,2021-03-19,14.0,0.0,14.0
284,NV,2021-03-20,14.0,0.0,15.0
285,NV,2021-03-21,6.0,0.0,6.0
13,NV,2021-03-22,11.0,0.0,13.0
286,NV,2021-03-23,15.0,1.0,17.0
287,NV,2021-03-24,10.0,1.0,12.0
288,NV,2021-03-25,6.0,1.0,8.0
289,NV,2021-03-26,7.0,0.0,8.0
290,NV,2021-03-27,11.0,1.0,13.0
291,NV,2021-03-28,16.0,0.0,16.0
292,NV,2021-03-29,19.0,0.0,20.0
293,NV,2021-03-30,7.0,1.0,9.0
294,NV,2021-03-31,19.0,0.0,20.0
295,NV,2021-04-01,20.0,0.0,20.0
14,NV,2021-04-02,13.0,0.0,16.0
296,NV,2021-04-03,10.0,1.0,11.0
297,NV,2021-04-04,11.0,0.0,11.0
15,NV,2021-04-05,18.0,1.0,21.0
298,NV,2021-04-06,10.0,0.0,10.0
299,NV,2021-04-07,6.0,1.0,7.0
16,NV,2021-04-08,9.0,0.0,10.0
300,NV,2021-04-09,16.0,1.0,19.0
301,NV,2021-04-10,11.0,0.0,11.0
302,NV,2021-04-11,11.0,0.0,11.0
303,NV,2021-04-12,18.0,1.0,19.0
304,NV,2021-04-13,17.0,1.0,19.0
305,NV,2021-04-14,20.0,0.0,22.0
306,NV,2021-04-15,11.0,0.0,11.0
307,NV,2021-04-16,8.0,0.0,8.0
308,NV,2021-04-17,16.0,1.0,17.0
309,NV,2021-04-18,12.0,0.0,13.0
310,NV,2021-04-19,16.0,1.0,18.0
311,NV,2021-04-20,18.0,0.0,20.0
312,NV,2021-04-21,24.0,0.0,24.0
313,NV,2021-04-22,15.0,1.0,16.0
17,NV,2021-04-23,16.0,1.0,20.0
314,NV,2021-04-24,13.0,0.0,13.0
315,NV,2021-04-25,11.0,0.0,12.0
316,NV,2021-04-26,17.0,0.0,18.0
317,NV,2021-04-27,11.0,0.0,12.0
318,NV,2021-04-28,18.0,0.0,19.0
319,NV,2021-04-29,11.0,1.0,12.0
320,NV,2021-04-30,12.0,1.0,14.0
321,NV,2021-05-01,15.0,1.0,17.0
322,NV,2021-05-02,16.0,0.0,16.0
323,NV,2021-05-03,10.0,0.0,10.0
324,NV,2021-05-04,16.0,0.0,16.0
325,NV,2021-05-05,13.0,1.0,14.0
326,NV,2021-05-06,9.0,0.0,9.0
18,NV,2021-05-07,16.0,0.0,18.0
19,NV,2021-05-08,11.0,0.0,12.0
327,NV,2021-05-09,14.0,0.0,14.0
328,NV,2021-05-10,13.0,0.0,14.0
329,NV,2021-05-11,14.0,0.0,14.0
330,NV,2021-05-12,16.0,1.0,17.0
331,NV,2021-05-13,6.0,1.0,8.0
332,NV,2021-05-14,12.0,0.0,12.0
333,NV,2021-05-15,12.0,1.0,14.0
334,NV,2021-05-16,14.0,1.0,15.0
335,NV,2021-05-17,13.0,0.0,13.0
336,NV,2021-05-18,11.0,1.0,13.0
337,NV,2021-05-19,13.0,0.0,14.0
338,NV,2021-05-20,9.0,1.0,10.0
339,NV,2021-05-21,6.0,0.0,6.0
340,NV,2021-05-22,6.0,0.0,6.0
341,NV,2021-05-23,8.0,0.0,8.0
342,NV,2021-05-24,9.0,0.0,9.0
343,NV,2021-05-25,7.0,0.0,7.0
344,NV,2021-05-26,13.0,0.0,14.0
345,NV,2021-05-27,13.0,0.0,16.0
346,NV,2021-05-28,13.0,1.0,15.0
347,NV,2021-05-29,10.0,0.0,10.0
348,NV,2021-05-30,1.0,0.0,1.0
349,NV,2021-05-31,9.0,0.0,9.0
350,NV,2021-06-01,18.0,0.0,18.0
351,NV,2021-06-02,8.0,0.0,9.0
352,NV,2021-06-03,13.0,0.0,13.0
353,NV,2021-06-04,11.0,0.0,11.0
354,NV,2021-06-05,7.0,1.0,8.0
355,NV,2021-06-06,8.0,0.0,9.0
356,NV,2021-06-07,10.0,0.0,11.0
20,NV,2021-06-08,6.0,1.0,8.0
357,NV,2021-06-09,9.0,1.0,10.0
358,NV,2021-06-10,9.0,0.0,10.0
21,NV,2021-06-11,9.0,0.0,10.0
359,NV,2021-06-12,6.0,1.0,8.0
360,NV,2021-06-13,6.0,0.0,6.0
361,NV,2021-06-14,6.0,1.0,7.0
362,NV,2021-06-15,12.0,1.0,14.0
363,NV,2021-06-16,8.0,1.0,9.0
364,NV,2021-06-17,9.0,0.0,9.0
365,NV,2021-06-18,13.0,0.0,14.0
22,NV,2021-06-19,11.0,0.0,12.0
366,NV,2021-06-20,5.0,0.0,6.0
367,NV,2021-06-21,16.0,1.0,17.0
368,NV,2021-06-22,14.0,1.0,15.0
369,NV,2021-06-23,19.0,0.0,20.0
370,NV,2021-06-24,21.0,0.0,22.0
371,NV,2021-06-25,8.0,1.0,10.0
372,NV,2021-06-26,12.0,0.0,13.0
373,NV,2021-06-27,14.0,0.0,14.0
374,NV,2021-06-28,26.0,0.0,26.0
375,NV,2021-06-29,24.0,0.0,25.0
376,NV,2021-06-30,27.0,0.0,27.0
377,NV,2021-07-01,36.0,1.0,38.0
378,NV,2021-07-02,34.0,1.0,35.0
379,NV,2021-07-03,38.0,0.0,38.0
380,NV,2021-07-04,23.0,0.0,23.0
381,NV,2021-07-05,31.0,1.0,32.0
382,NV,2021-07-06,23.0,0.0,23.0
383,NV,2021-07-07,32.0,1.0,33.0
384,NV,2021-07-08,36.0,1.0,38.0
385,NV,2021-07-09,40.0,0.0,42.0
386,NV,2021-07-10,44.0,1.0,45.0
387,NV,2021-07-11,46.0,1.0,47.0
388,NV,2021-07-12,49.0,0.0,50.0
389,NV,2021-07-13,30.0,1.0,31.0
390,NV,2021-07-14,45.0,1.0,47.0
391,NV,2021-07-15,34.0,1.0,36.0
392,NV,2021-07-16,51.0,1.0,52.0
393,NV,2021-07-17,38.0,0.0,39.0
394,NV,2021-07-18,56.0,1.0,57.0
395,NV,2021-07-19,56.0,1.0,58.0
396,NV,2021-07-20,58.0,1.0,60.0
397,NV,2021-07-21,55.0,1.0,57.0
398,NV,2021-07-22,53.0,1.0,55.0
399,NV,2021-07-23,50.0,0.0,51.0
400,NV,2021-07-24,53.0,0.0,56.0
401,NV,2021-07-25,67.0,1.0,68.0
402,NV,2021-07-26,50.0,1.0,52.0
403,NV,2021-07-27,58.0,1.0,61.0
404,NV,2021-07-28,55.0,5.0,61.0
405,NV,2021-07-29,35.0,1.0,38.0
406,NV,2021-07-30,52.0,1.0,54.0
407,NV,2021-07-31,40.0,1.0,43.0
408,NV,2021-08-01,49.0,1.0,52.0
409,NV,2021-08-02,55.0,0.0,57.0
410,NV,2021-08-03,50.0,8.0,60.0
411,NV,2021-08-04,36.0,5.0,42.0
412,NV,2021-08-05,57.0,6.0,66.0
413,NV,2021-08-06,53.0,4.0,59.0
414,NV,2021-08-07,50.0,1.0,52.0
415,NV,2021-08-08,48.0,5.0,56.0
416,NV,2021-08-09,58.0,1.0,60.0
417,NV,2021-08-10,36.0,1.0,40.0
418,NV,2021-08-11,49.0,1.0,53.0
419,NV,2021-08-12,45.0,5.0,52.0
420,NV,2021-08-13,48.0,4.0,53.0
421,NV,2021-08-14,25.0,1.0,27.0
422,NV,2021-08-15,36.0,1.0,40.0
423,NV,2021-08-16,37.0,1.0,41.0
424,NV,2021-08-17,44.0,1.0,47.0
425,NV,2021-08-18,44.0,1.0,49.0
426,NV,2021-08-19,39.0,1.0,42.0
427,NV,2021-08-20,45.0,7.0,54.0
428,NV,2021-08-21,39.0,4.0,46.0
429,NV,2021-08-22,34.0,0.0,37.0
430,NV,2021-08-23,42.0,1.0,46.0
431,NV,2021-08-24,31.0,4.0,40.0
432,NV,2021-08-25,38.0,1.0,43.0
433,NV,2021-08-26,37.0,4.0,44.0
434,NV,2021-08-27,44.0,1.0,49.0
435,NV,2021-08-28,30.0,4.0,37.0
436,NV,2021-08-29,36.0,1.0,43.0
437,NV,2021-08-30,43.0,9.0,53.0
438,NV,2021-08-31,39.0,8.0,49.0
439,NV,2021-09-01,32.0,10.0,45.0
440,NV,2021-09-02,36.0,5.0,42.0
441,NV,2021-09-03,30.0,7.0,39.0
23,NV,2021-09-04,30.0,1.0,35.0
24,NV,2021-09-05,26.0,4.0,33.0
442,NV,2021-09-06,25.0,1.0,30.0
443,NV,2021-09-07,25.0,5.0,32.0
25,NV,2021-09-08,22.0,1.0,28.0
26,NV,2021-09-09,22.0,5.0,32.0
444,NV,2021-09-10,23.0,6.0,31.0
27,NV,2021-09-11,26.0,4.0,37.0
28,NV,2021-09-12,23.0,6.0,32.0
445,NV,2021-09-13,32.0,7.0,43.0
446,NV,2021-09-14,24.0,1.0,28.0
447,NV,2021-09-15,27.0,7.0,42.0
448,NV,2021-09-16,28.0,4.0,35.0
449,NV,2021-09-17,25.0,6.0,35.0
450,NV,2021-09-18,16.0,6.0,25.0
451,NV,2021-09-19,26.0,7.0,37.0
452,NV,2021-09-20,22.0,7.0,37.0
453,NV,2021-09-21,26.0,4.0,34.0
454,NV,2021-09-22,21.0,7.0,31.0
29,NV,2021-09-23,15.0,7.0,27.0
455,NV,2021-09-24,14.0,12.0,29.0
30,NV,2021-09-25,16.0,6.0,24.0
456,NV,2021-09-26,19.0,1.0,21.0
31,NV,2021-09-27,16.0,8.0,27.0
457,NV,2021-09-28,17.0,4.0,26.0
458,NV,2021-09-29,19.0,11.0,33.0
459,NV,2021-09-30,16.0,9.0,28.0
460,NV,2021-10-01,23.0,7.0,33.0
461,NV,2021-10-02,17.0,1.0,18.0
462,NV,2021-10-03,16.0,6.0,25.0
463,NV,2021-10-04,23.0,8.0,34.0
464,NV,2021-10-05,21.0,9.0,37.0
32,NV,2021-10-06,19.0,7.0,28.0
33,NV,2021-10-07,12.0,1.0,17.0
465,NV,2021-10-08,17.0,4.0,21.0
34,NV,2021-10-09,22.0,4.0,29.0
466,NV,2021-10-10,13.0,7.0,22.0
467,NV,2021-10-11,21.0,5.0,29.0
468,NV,2021-10-12,14.0,6.0,21.0
35,NV,2021-10-13,28.0,6.0,38.0
36,NV,2021-10-14,14.0,7.0,26.0
469,NV,2021-10-15,16.0,4.0,23.0
470,NV,2021-10-16,23.0,1.0,26.0
471,NV,2021-10-17,20.0,1.0,22.0
37,NV,2021-10-18,18.0,8.0,30.0
472,NV,2021-10-19,13.0,1.0,17.0
473,NV,2021-10-20,10.0,5.0,16.0
474,NV,2021-10-21,13.0,4.0,17.0
475,NV,2021-10-22,23.0,6.0,31.0
38,NV,2021-10-23,21.0,4.0,27.0
476,NV,2021-10-24,19.0,1.0,22.0
477,NV,2021-10-25,17.0,7.0,26.0
478,NV,2021-10-26,14.0,5.0,21.0
479,NV,2021-10-27,17.0,4.0,24.0
480,NV,2021-10-28,19.0,4.0,25.0
481,NV,2021-10-29,21.0,5.0,29.0
482,NV,2021-10-30,13.0,1.0,19.0
39,NV,2021-10-31,20.0,5.0,27.0
483,NV,2021-11-01,21.0,5.0,29.0
484,NV,2021-11-02,33.0,9.0,43.0
485,NV,2021-11-03,23.0,11.0,36.0
486,NV,2021-11-04,21.0,11.0,35.0
487,NV,2021-11-05,28.0,9.0,39.0
488,NV,2021-11-06,24.0,1.0,25.0
489,NV,2021-11-07,19.0,7.0,27.0
490,NV,2021-11-08,23.0,1.0,26.0
491,NV,2021-11-09,19.0,4.0,24.0
40,NV,2021-11-10,18.0,9.0,29.0
41,NV,2021-11-11,20.0,5.0,30.0
492,NV,2021-11-12,12.0,7.0,22.0
493,NV,2021-11-13,17.0,1.0,19.0
494,NV,2021-11-14,16.0,6.0,23.0
42,NV,2021-11-15,19.0,1.0,21.0
495,NV,2021-11-16,15.0,1.0,17.0
496,NV,2021-11-17,20.0,4.0,26.0
497,NV,2021-11-18,19.0,5.0,26.0
498,NV,2021-11-19,22.0,1.0,25.0
499,NV,2021-11-20,20.0,1.0,22.0
500,NV,2021-11-21,18.0,1.0,20.0
501,NV,2021-11-22,29.0,1.0,34.0
502,NV,2021-11-23,19.0,1.0,20.0
503,NV,2021-11-24,20.0,1.0,22.0
504,NV,2021-11-25,18.0,1.0,20.0
505,NV,2021-11-26,25.0,1.0,28.0
506,NV,2021-11-27,25.0,1.0,28.0
507,NV,2021-11-28,26.0,6.0,35.0
43,NV,2021-11-29,24.0,4.0,31.0
508,NV,2021-11-30,18.0,1.0,21.0
509,NV,2021-12-01,22.0,1.0,26.0
44,NV,2021-12-02,26.0,1.0,29.0
510,NV,2021-12-03,23.0,0.0,25.0
45,NV,2021-12-04,24.0,1.0,27.0
46,NV,2021-12-05,18.0,1.0,21.0
47,NV,2021-12-06,33.0,0.0,35.0
511,NV,2021-12-07,20.0,1.0,26.0
512,NV,2021-12-08,21.0,1.0,24.0
513,NV,2021-12-09,17.0,5.0,25.0
514,NV,2021-12-10,15.0,1.0,22.0
515,NV,2021-12-11,17.0,1.0,24.0
516,NV,2021-12-12,17.0,0.0,22.0
517,NV,2021-12-13,24.0,1.0,29.0
518,NV,2021-12-14,25.0,1.0,28.0
519,NV,2021-12-15,30.0,1.0,35.0
48,NV,2021-12-16,21.0,5.0,31.0
49,NV,2021-12-17,20.0,4.0,28.0
520,NV,2021-12-18,19.0,1.0,22.0
521,NV,2021-12-19,21.0,0.0,24.0
50,NV,2021-12-20,17.0,1.0,26.0
51,NV,2021-12-21,21.0,1.0,25.0
522,NV,2021-12-22,32.0,0.0,34.0
52,NV,2021-12-23,21.0,1.0,27.0
523,NV,2021-12-24,23.0,5.0,30.0
524,NV,2021-12-25,24.0,1.0,29.0
53,NV,2021-12-26,17.0,1.0,23.0
525,NV,2021-12-27,31.0,1.0,37.0
526,NV,2021-12-28,38.0,1.0,40.0
527,NV,2021-12-29,31.0,1.0,34.0
54,NV,2021-12-30,32.0,1.0,37.0
528,NV,2021-12-31,49.0,6.0,58.0
55,NV,2022-01-01,76.0,1.0,84.0
529,NV,2022-01-02,48.0,1.0,53.0
530,NV,2022-01-03,53.0,6.0,61.0
531,NV,2022-01-04,58.0,9.0,70.0
532,NV,2022-01-05,52.0,8.0,64.0
533,NV,2022-01-06,48.0,6.0,56.0
534,NV,2022-01-07,41.0,7.0,51.0
535,NV,2022-01-08,45.0,7.0,58.0
536,NV,2022-01-09,40.0,1.0,41.0
537,NV,2022-01-10,68.0,10.0,80.0
538,NV,2022-01-11,50.0,8.0,61.0
539,NV,2022-01-12,57.0,6.0,66.0
540,NV,2022-01-13,52.0,8.0,62.0
56,NV,2022-01-14,50.0,6.0,60.0
541,NV,2022-01-15,43.0,6.0,52.0
542,NV,2022-01-16,42.0,5.0,49.0
57,NV,2022-01-17,55.0,11.0,69.0
543,NV,2022-01-18,60.0,11.0,73.0
544,NV,2022-01-19,48.0,8.0,58.0
545,NV,2022-01-20,59.0,8.0,73.0
546,NV,2022-01-21,49.0,10.0,62.0
547,NV,2022-01-22,57.0,9.0,69.0
548,NV,2022-01-23,45.0,1.0,49.0
549,NV,2022-01-24,46.0,5.0,55.0
550,NV,2022-01-25,49.0,9.0,60.0
58,NV,2022-01-26,55.0,8.0,67.0
551,NV,2022-01-27,48.0,8.0,60.0
59,NV,2022-01-28,41.0,4.0,49.0
552,NV,2022-01-29,36.0,1.0,40.0
553,NV,2022-01-30,31.0,4.0,37.0
60,NV,2022-01-31,43.0,5.0,53.0
554,NV,2022-02-01,44.0,9.0,55.0
555,NV,2022-02-02,34.0,5.0,39.0
556,NV,2022-02-03,33.0,17.0,54.0
557,NV,2022-02-04,30.0,10.0,43.0
558,NV,2022-02-05,20.0,7.0,29.0
559,NV,2022-02-06,17.0,1.0,18.0
560,NV,2022-02-07,24.0,8.0,36.0
561,NV,2022-02-08,21.0,10.0,34.0
562,NV,2022-02-09,30.0,7.0,39.0
563,NV,2022-02-10,25.0,13.0,41.0
564,NV,2022-02-11,26.0,8.0,36.0
565,NV,2022-02-12,24.0,0.0,26.0
566,NV,2022-02-13,21.0,1.0,25.0
567,NV,2022-02-14,23.0,1.0,26.0
568,NV,2022-02-15,25.0,4.0,31.0
569,NV,2022-02-16,21.0,4.0,28.0
570,NV,2022-02-17,17.0,5.0,24.0
571,NV,2022-02-18,15.0,4.0,20.0
572,NV,2022-02-19,12.0,5.0,20.0
573,NV,2022-02-20,11.0,1.0,14.0
574,NV,2022-02-21,20.0,1.0,24.0
61,NV,2022-02-22,21.0,1.0,25.0
575,NV,2022-02-23,20.0,1.0,22.0
576,NV,2022-02-24,8.0,4.0,15.0
577,NV,2022-02-25,6.0,4.0,11.0
578,NV,2022-02-26,8.0,1.0,9.0
579,NV,2022-02-27,5.0,1.0,7.0
62,NV,2022-02-28,11.0,1.0,15.0
580,NV,2022-03-01,10.0,1.0,11.0
581,NV,2022-03-02,11.0,5.0,17.0
582,NV,2022-03-03,5.0,1.0,8.0
63,NV,2022-03-04,1.0,1.0,4.0
583,NV,2022-03-05,7.0,1.0,9.0
