,state,date,12001,12005,12009,12011,12015,12017,12019,12021,12023,12031,12033,12035,12053,12055,12057,12061,12069,12071,12073,12081,12083,12085,12086,12091,12095,12097,12099,12101,12103,12105,12109,12111,12115,12117,12119,12127,total_cnts
445,FL,2020-10-03,0.0,1.0,1.0,18.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,15.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,22,1.0,10.0,4.0,5.0,7.0,4.0,5.0,1.0,1.0,0.0,0.0,5.0,1.0,114.0
446,FL,2020-10-04,0.0,1.0,8.0,12.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,1.0,1.0,0.0,16.0,9.0,0.0,0.0,0.0,0.0,5.0,0.0,21,0.0,10.0,6.0,4.0,4.0,4.0,1.0,1.0,5.0,0.0,1.0,1.0,5.0,124.0
41,FL,2020-10-05,1.0,0.0,5.0,22.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,4.0,0.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,28,0.0,8.0,7.0,12.0,1.0,1.0,4.0,1.0,4.0,0.0,1.0,1.0,1.0,131.0
42,FL,2020-10-06,1.0,0.0,7.0,19.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,4.0,0.0,14.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,20,0.0,6.0,1.0,8.0,7.0,4.0,7.0,1.0,1.0,0.0,1.0,1.0,1.0,120.0
43,FL,2020-10-07,1.0,1.0,5.0,15.0,1.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,1.0,0.0,12.0,1.0,4.0,1.0,1.0,1.0,7.0,1.0,24,1.0,6.0,0.0,9.0,8.0,5.0,4.0,1.0,4.0,0.0,1.0,5.0,6.0,143.0
44,FL,2020-10-08,1.0,1.0,5.0,14.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,4.0,0.0,11.0,8.0,4.0,1.0,1.0,1.0,4.0,0.0,10,1.0,8.0,1.0,12.0,5.0,7.0,6.0,0.0,1.0,0.0,0.0,1.0,6.0,127.0
45,FL,2020-10-09,1.0,1.0,8.0,19.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,13.0,9.0,6.0,1.0,1.0,1.0,0.0,1.0,26,1.0,1.0,7.0,12.0,6.0,9.0,5.0,0.0,1.0,0.0,1.0,4.0,1.0,152.0
46,FL,2020-10-10,1.0,1.0,7.0,6.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,1.0,1.0,0.0,10.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,23,1.0,4.0,1.0,7.0,5.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,8.0,99.0
582,FL,2020-10-11,0.0,0.0,1.0,8.0,1.0,1.0,0.0,0.0,1.0,5.0,1.0,0.0,1.0,1.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,22,1.0,5.0,1.0,10.0,1.0,7.0,6.0,0.0,0.0,1.0,1.0,0.0,1.0,109.0
47,FL,2020-10-12,1.0,0.0,7.0,17.0,0.0,0.0,0.0,4.0,1.0,4.0,0.0,0.0,1.0,0.0,20.0,5.0,1.0,4.0,1.0,0.0,0.0,1.0,23,1.0,1.0,4.0,15.0,7.0,7.0,5.0,1.0,1.0,7.0,1.0,1.0,4.0,153.0
48,FL,2020-10-13,1.0,1.0,11.0,9.0,1.0,1.0,0.0,0.0,1.0,8.0,1.0,1.0,1.0,0.0,13.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,18,1.0,6.0,1.0,6.0,6.0,8.0,6.0,4.0,1.0,1.0,1.0,0.0,1.0,122.0
49,FL,2020-10-14,1.0,0.0,5.0,10.0,1.0,1.0,0.0,0.0,1.0,7.0,0.0,0.0,1.0,0.0,13.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,33,1.0,6.0,6.0,13.0,1.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,130.0
50,FL,2020-10-15,1.0,0.0,7.0,9.0,1.0,1.0,1.0,0.0,1.0,8.0,0.0,0.0,0.0,1.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,22,1.0,8.0,6.0,9.0,5.0,8.0,0.0,1.0,4.0,1.0,1.0,0.0,4.0,129.0
51,FL,2020-10-16,1.0,0.0,10.0,12.0,1.0,1.0,0.0,1.0,0.0,8.0,0.0,1.0,0.0,1.0,23.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,28,1.0,1.0,1.0,12.0,1.0,5.0,1.0,0.0,4.0,1.0,1.0,1.0,4.0,140.0
583,FL,2020-10-17,0.0,0.0,1.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,12.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,23,1.0,1.0,1.0,8.0,1.0,6.0,1.0,1.0,5.0,1.0,1.0,1.0,6.0,100.0
584,FL,2020-10-18,0.0,0.0,4.0,8.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,17.0,1.0,1.0,7.0,0.0,1.0,1.0,1.0,26,1.0,8.0,6.0,7.0,4.0,5.0,5.0,0.0,1.0,0.0,1.0,1.0,1.0,119.0
574,FL,2020-10-19,0.0,0.0,8.0,11.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,30,0.0,11.0,4.0,9.0,5.0,6.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,127.0
52,FL,2020-10-20,1.0,1.0,5.0,13.0,0.0,1.0,1.0,1.0,1.0,5.0,1.0,0.0,0.0,0.0,15.0,5.0,1.0,6.0,0.0,1.0,1.0,1.0,23,1.0,5.0,1.0,8.0,7.0,6.0,7.0,1.0,5.0,1.0,0.0,1.0,4.0,138.0
447,FL,2020-10-21,0.0,1.0,1.0,15.0,0.0,0.0,0.0,1.0,1.0,5.0,1.0,1.0,0.0,1.0,18.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,18,0.0,6.0,5.0,9.0,0.0,7.0,7.0,0.0,1.0,1.0,1.0,0.0,0.0,119.0
585,FL,2020-10-22,0.0,0.0,7.0,14.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,5.0,1.0,22.0,8.0,0.0,5.0,4.0,1.0,1.0,1.0,26,0.0,9.0,5.0,13.0,1.0,7.0,9.0,0.0,4.0,1.0,1.0,1.0,5.0,161.0
586,FL,2020-10-23,0.0,0.0,1.0,16.0,0.0,1.0,1.0,6.0,0.0,4.0,1.0,0.0,1.0,0.0,22.0,9.0,1.0,7.0,5.0,1.0,1.0,1.0,30,0.0,9.0,1.0,6.0,5.0,7.0,4.0,0.0,4.0,1.0,0.0,1.0,1.0,153.0
53,FL,2020-10-24,1.0,0.0,6.0,17.0,1.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0,1.0,1.0,7.0,12.0,1.0,1.0,1.0,1.0,1.0,0.0,25,0.0,6.0,6.0,11.0,1.0,8.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,127.0
