,state,date,55009,55025,55027,55059,55079,55087,55101,55131,55133,55139,total_cnts
143,WI,2020-08-24,1.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,1.0,1.0,17.0
468,WI,2020-08-25,0.0,1.0,1.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,16.0
144,WI,2020-08-26,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,11.0
145,WI,2020-08-27,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,11.0
524,WI,2020-08-28,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,15.0
146,WI,2020-08-29,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.0
686,WI,2020-08-30,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0
550,WI,2020-08-31,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,4.0,0.0,16.0
147,WI,2020-09-01,1.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,1.0,1.0,15.0
551,WI,2020-09-02,0.0,1.0,1.0,0.0,5.0,1.0,0.0,0.0,1.0,1.0,17.0
638,WI,2020-09-03,0.0,0.0,1.0,0.0,5.0,1.0,0.0,0.0,1.0,1.0,12.0
21,WI,2020-09-04,0.0,0.0,0.0,1.0,4.0,1.0,0.0,1.0,0.0,0.0,12.0
148,WI,2020-09-05,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,15.0
149,WI,2020-09-06,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,10.0
639,WI,2020-09-07,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,6.0
150,WI,2020-09-08,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,11.0
640,WI,2020-09-09,0.0,0.0,1.0,1.0,5.0,1.0,0.0,0.0,0.0,1.0,18.0
1,WI,2020-09-10,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,16.0
151,WI,2020-09-11,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,14.0
152,WI,2020-09-12,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,13.0
153,WI,2020-09-13,1.0,1.0,1.0,1.0,4.0,1.0,0.0,1.0,1.0,0.0,16.0
154,WI,2020-09-14,1.0,0.0,0.0,1.0,6.0,1.0,0.0,1.0,0.0,0.0,17.0
641,WI,2020-09-15,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,14.0
457,WI,2020-09-16,0.0,0.0,1.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,14.0
155,WI,2020-09-17,1.0,0.0,0.0,1.0,6.0,4.0,0.0,1.0,0.0,0.0,23.0
2,WI,2020-09-18,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,16.0
642,WI,2020-09-19,0.0,0.0,1.0,1.0,4.0,1.0,1.0,0.0,1.0,1.0,16.0
552,WI,2020-09-20,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,9.0
156,WI,2020-09-21,1.0,0.0,1.0,1.0,4.0,1.0,1.0,0.0,0.0,1.0,25.0
157,WI,2020-09-22,4.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,18.0
158,WI,2020-09-23,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,0.0,22.0
159,WI,2020-09-24,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,20.0
160,WI,2020-09-25,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,22.0
161,WI,2020-09-26,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,17.0
162,WI,2020-09-27,5.0,0.0,0.0,0.0,5.0,1.0,1.0,1.0,1.0,1.0,23.0
163,WI,2020-09-28,1.0,0.0,0.0,0.0,5.0,1.0,1.0,1.0,1.0,1.0,29.0
164,WI,2020-09-29,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,24.0
22,WI,2020-09-30,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,24.0
165,WI,2020-10-01,1.0,0.0,1.0,0.0,6.0,1.0,1.0,0.0,6.0,1.0,36.0
166,WI,2020-10-02,4.0,4.0,1.0,1.0,6.0,1.0,1.0,0.0,4.0,1.0,45.0
167,WI,2020-10-03,1.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0,1.0,0.0,22.0
168,WI,2020-10-04,4.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,4.0,26.0
169,WI,2020-10-05,1.0,1.0,1.0,0.0,8.0,5.0,4.0,1.0,1.0,1.0,40.0
170,WI,2020-10-06,1.0,0.0,1.0,0.0,6.0,5.0,1.0,1.0,5.0,1.0,40.0
171,WI,2020-10-07,1.0,1.0,1.0,0.0,5.0,4.0,1.0,1.0,5.0,5.0,36.0
172,WI,2020-10-08,4.0,1.0,4.0,0.0,11.0,1.0,0.0,1.0,1.0,1.0,43.0
173,WI,2020-10-09,8.0,0.0,1.0,0.0,17.0,1.0,1.0,0.0,1.0,1.0,44.0
174,WI,2020-10-10,1.0,0.0,5.0,0.0,7.0,4.0,1.0,0.0,1.0,4.0,36.0
44,WI,2020-10-11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,7.0,29.0
175,WI,2020-10-12,1.0,0.0,1.0,1.0,11.0,5.0,1.0,1.0,7.0,5.0,52.0
3,WI,2020-10-13,4.0,1.0,1.0,1.0,5.0,4.0,7.0,0.0,4.0,1.0,47.0
45,WI,2020-10-14,1.0,0.0,4.0,1.0,8.0,10.0,1.0,0.0,1.0,1.0,46.0
176,WI,2020-10-15,5.0,4.0,1.0,1.0,6.0,5.0,4.0,1.0,6.0,5.0,62.0
46,WI,2020-10-16,4.0,6.0,1.0,1.0,9.0,4.0,1.0,0.0,4.0,4.0,60.0
177,WI,2020-10-17,1.0,1.0,1.0,1.0,6.0,7.0,1.0,0.0,6.0,1.0,44.0
178,WI,2020-10-18,1.0,1.0,1.0,1.0,5.0,1.0,4.0,1.0,7.0,1.0,41.0
47,WI,2020-10-19,4.0,1.0,4.0,0.0,7.0,5.0,4.0,0.0,1.0,1.0,48.0
48,WI,2020-10-20,1.0,1.0,1.0,1.0,6.0,1.0,5.0,1.0,5.0,1.0,45.0
49,WI,2020-10-21,1.0,4.0,7.0,1.0,15.0,1.0,5.0,1.0,8.0,1.0,68.0
23,WI,2020-10-22,1.0,1.0,5.0,1.0,12.0,4.0,7.0,0.0,5.0,1.0,63.0
4,WI,2020-10-23,1.0,1.0,1.0,4.0,6.0,4.0,6.0,1.0,7.0,1.0,51.0
50,WI,2020-10-24,1.0,1.0,1.0,1.0,12.0,1.0,4.0,1.0,4.0,0.0,43.0
179,WI,2020-10-25,1.0,4.0,1.0,0.0,10.0,1.0,1.0,1.0,1.0,4.0,40.0
180,WI,2020-10-26,1.0,0.0,4.0,1.0,7.0,6.0,6.0,1.0,8.0,1.0,57.0
51,WI,2020-10-27,6.0,1.0,1.0,0.0,13.0,4.0,5.0,1.0,4.0,1.0,52.0
52,WI,2020-10-28,1.0,1.0,1.0,1.0,19.0,1.0,4.0,1.0,4.0,1.0,69.0
53,WI,2020-10-29,4.0,1.0,1.0,4.0,10.0,5.0,1.0,7.0,1.0,1.0,62.0
181,WI,2020-10-30,6.0,1.0,1.0,1.0,9.0,0.0,1.0,1.0,9.0,1.0,52.0
182,WI,2020-10-31,1.0,1.0,1.0,1.0,9.0,1.0,1.0,0.0,4.0,5.0,52.0
131,WI,2020-11-01,0.0,1.0,1.0,1.0,9.0,1.0,1.0,0.0,8.0,1.0,47.0
5,WI,2020-11-02,1.0,1.0,6.0,1.0,13.0,1.0,5.0,1.0,7.0,6.0,77.0
54,WI,2020-11-03,4.0,0.0,1.0,1.0,20.0,1.0,1.0,1.0,9.0,1.0,64.0
183,WI,2020-11-04,1.0,8.0,6.0,1.0,13.0,1.0,4.0,1.0,9.0,8.0,82.0
24,WI,2020-11-05,0.0,6.0,5.0,4.0,20.0,0.0,4.0,1.0,5.0,5.0,79.0
55,WI,2020-11-06,1.0,1.0,5.0,6.0,11.0,4.0,6.0,1.0,9.0,6.0,85.0
25,WI,2020-11-07,0.0,0.0,5.0,4.0,11.0,1.0,1.0,1.0,5.0,4.0,55.0
184,WI,2020-11-08,1.0,1.0,4.0,1.0,17.0,1.0,1.0,1.0,10.0,5.0,78.0
56,WI,2020-11-09,4.0,1.0,8.0,1.0,22.0,1.0,9.0,5.0,10.0,1.0,96.0
57,WI,2020-11-10,4.0,5.0,4.0,1.0,15.0,1.0,11.0,1.0,8.0,1.0,83.0
58,WI,2020-11-11,4.0,4.0,4.0,4.0,18.0,4.0,7.0,1.0,9.0,7.0,88.0
59,WI,2020-11-12,4.0,1.0,5.0,8.0,25.0,1.0,7.0,1.0,16.0,4.0,109.0
185,WI,2020-11-13,1.0,1.0,4.0,5.0,28.0,4.0,7.0,6.0,6.0,6.0,103.0
186,WI,2020-11-14,1.0,1.0,1.0,4.0,14.0,4.0,1.0,4.0,8.0,1.0,67.0
26,WI,2020-11-15,6.0,0.0,1.0,0.0,19.0,1.0,4.0,5.0,8.0,1.0,81.0
60,WI,2020-11-16,7.0,1.0,6.0,1.0,20.0,1.0,4.0,4.0,9.0,1.0,85.0
187,WI,2020-11-17,1.0,1.0,1.0,5.0,20.0,1.0,6.0,6.0,9.0,4.0,92.0
188,WI,2020-11-18,1.0,1.0,4.0,5.0,15.0,7.0,7.0,5.0,13.0,5.0,90.0
61,WI,2020-11-19,7.0,1.0,1.0,4.0,24.0,1.0,7.0,8.0,17.0,1.0,104.0
189,WI,2020-11-20,1.0,0.0,4.0,1.0,22.0,1.0,6.0,1.0,6.0,1.0,64.0
455,WI,2020-11-21,0.0,1.0,1.0,1.0,11.0,1.0,1.0,1.0,8.0,1.0,50.0
62,WI,2020-11-22,1.0,0.0,1.0,7.0,16.0,0.0,4.0,1.0,4.0,1.0,58.0
190,WI,2020-11-23,1.0,1.0,5.0,1.0,21.0,1.0,7.0,1.0,6.0,1.0,79.0
63,WI,2020-11-24,1.0,1.0,1.0,5.0,11.0,1.0,6.0,1.0,8.0,1.0,72.0
64,WI,2020-11-25,1.0,1.0,4.0,1.0,15.0,1.0,1.0,1.0,11.0,1.0,60.0
65,WI,2020-11-26,4.0,1.0,4.0,1.0,14.0,0.0,5.0,4.0,4.0,1.0,59.0
66,WI,2020-11-27,5.0,1.0,1.0,1.0,11.0,1.0,4.0,4.0,1.0,1.0,62.0
6,WI,2020-11-28,1.0,4.0,1.0,1.0,17.0,1.0,1.0,1.0,7.0,1.0,59.0
67,WI,2020-11-29,1.0,4.0,0.0,1.0,14.0,1.0,1.0,1.0,4.0,1.0,50.0
191,WI,2020-11-30,5.0,1.0,0.0,7.0,21.0,1.0,1.0,1.0,4.0,5.0,66.0
68,WI,2020-12-01,4.0,1.0,5.0,1.0,21.0,1.0,1.0,1.0,7.0,4.0,72.0
192,WI,2020-12-02,4.0,5.0,1.0,1.0,14.0,4.0,4.0,1.0,14.0,5.0,72.0
193,WI,2020-12-03,1.0,1.0,1.0,1.0,21.0,4.0,6.0,1.0,12.0,1.0,78.0
69,WI,2020-12-04,1.0,1.0,1.0,5.0,18.0,5.0,1.0,1.0,9.0,1.0,69.0
70,WI,2020-12-05,1.0,0.0,1.0,5.0,9.0,1.0,0.0,0.0,1.0,4.0,43.0
194,WI,2020-12-06,5.0,1.0,1.0,0.0,10.0,0.0,1.0,0.0,4.0,1.0,43.0
195,WI,2020-12-07,1.0,1.0,1.0,1.0,27.0,0.0,6.0,1.0,15.0,4.0,82.0
196,WI,2020-12-08,1.0,1.0,1.0,4.0,9.0,1.0,1.0,1.0,6.0,1.0,49.0
71,WI,2020-12-09,1.0,1.0,5.0,4.0,12.0,1.0,4.0,1.0,10.0,1.0,72.0
197,WI,2020-12-10,1.0,1.0,1.0,1.0,14.0,1.0,6.0,1.0,12.0,1.0,59.0
72,WI,2020-12-11,1.0,0.0,1.0,1.0,17.0,4.0,6.0,1.0,7.0,1.0,54.0
198,WI,2020-12-12,1.0,0.0,1.0,1.0,15.0,1.0,4.0,1.0,4.0,1.0,45.0
199,WI,2020-12-13,1.0,1.0,1.0,5.0,8.0,1.0,4.0,4.0,1.0,4.0,44.0
73,WI,2020-12-14,5.0,1.0,1.0,1.0,21.0,1.0,1.0,1.0,8.0,4.0,61.0
200,WI,2020-12-15,4.0,1.0,5.0,4.0,18.0,1.0,4.0,5.0,1.0,1.0,59.0
201,WI,2020-12-16,5.0,1.0,5.0,1.0,17.0,1.0,7.0,4.0,7.0,1.0,68.0
202,WI,2020-12-17,1.0,1.0,1.0,1.0,18.0,1.0,4.0,1.0,7.0,4.0,61.0
74,WI,2020-12-18,1.0,1.0,1.0,1.0,15.0,7.0,4.0,1.0,4.0,1.0,61.0
27,WI,2020-12-19,1.0,0.0,4.0,1.0,13.0,1.0,1.0,1.0,1.0,1.0,40.0
203,WI,2020-12-20,1.0,1.0,1.0,1.0,13.0,1.0,1.0,0.0,5.0,1.0,41.0
204,WI,2020-12-21,1.0,1.0,1.0,1.0,19.0,4.0,1.0,0.0,1.0,1.0,54.0
205,WI,2020-12-22,1.0,1.0,1.0,4.0,14.0,1.0,1.0,1.0,4.0,1.0,44.0
206,WI,2020-12-23,1.0,4.0,0.0,1.0,9.0,1.0,1.0,0.0,1.0,1.0,39.0
207,WI,2020-12-24,1.0,0.0,1.0,1.0,6.0,1.0,7.0,1.0,1.0,1.0,36.0
208,WI,2020-12-25,1.0,0.0,1.0,0.0,11.0,1.0,1.0,1.0,5.0,1.0,31.0
209,WI,2020-12-26,1.0,1.0,0.0,1.0,13.0,1.0,6.0,1.0,1.0,1.0,42.0
210,WI,2020-12-27,1.0,1.0,1.0,0.0,8.0,1.0,1.0,1.0,1.0,0.0,27.0
211,WI,2020-12-28,5.0,0.0,1.0,1.0,12.0,0.0,7.0,1.0,1.0,1.0,42.0
212,WI,2020-12-29,1.0,1.0,1.0,1.0,22.0,1.0,1.0,4.0,1.0,1.0,56.0
213,WI,2020-12-30,1.0,1.0,0.0,1.0,13.0,0.0,6.0,4.0,6.0,1.0,50.0
28,WI,2020-12-31,1.0,1.0,1.0,0.0,16.0,1.0,4.0,1.0,6.0,1.0,47.0
132,WI,2021-01-01,5.0,0.0,0.0,4.0,12.0,1.0,4.0,1.0,1.0,1.0,44.0
7,WI,2021-01-02,1.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,6.0,1.0,35.0
214,WI,2021-01-03,1.0,1.0,0.0,1.0,8.0,1.0,1.0,1.0,5.0,1.0,36.0
29,WI,2021-01-04,4.0,1.0,0.0,1.0,15.0,1.0,8.0,1.0,6.0,0.0,54.0
75,WI,2021-01-05,1.0,4.0,0.0,0.0,11.0,1.0,0.0,4.0,5.0,0.0,43.0
469,WI,2021-01-06,0.0,1.0,1.0,1.0,13.0,0.0,8.0,1.0,4.0,0.0,45.0
76,WI,2021-01-07,5.0,0.0,1.0,1.0,12.0,1.0,1.0,1.0,5.0,0.0,43.0
215,WI,2021-01-08,1.0,0.0,1.0,1.0,10.0,1.0,4.0,4.0,4.0,0.0,44.0
216,WI,2021-01-09,1.0,1.0,1.0,1.0,8.0,0.0,1.0,5.0,1.0,1.0,38.0
217,WI,2021-01-10,1.0,1.0,0.0,0.0,5.0,1.0,1.0,1.0,1.0,1.0,25.0
218,WI,2021-01-11,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,0.0,30.0
219,WI,2021-01-12,1.0,5.0,1.0,4.0,14.0,1.0,1.0,1.0,9.0,0.0,49.0
498,WI,2021-01-13,0.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,7.0,1.0,41.0
220,WI,2021-01-14,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,4.0,1.0,31.0
221,WI,2021-01-15,1.0,0.0,1.0,1.0,11.0,1.0,5.0,1.0,1.0,1.0,32.0
133,WI,2021-01-16,0.0,1.0,1.0,0.0,6.0,5.0,1.0,1.0,1.0,0.0,30.0
222,WI,2021-01-17,1.0,1.0,0.0,1.0,6.0,1.0,1.0,1.0,4.0,1.0,30.0
223,WI,2021-01-18,1.0,0.0,1.0,1.0,7.0,1.0,1.0,1.0,5.0,1.0,29.0
30,WI,2021-01-19,1.0,0.0,1.0,1.0,12.0,1.0,1.0,1.0,1.0,1.0,35.0
77,WI,2021-01-20,0.0,5.0,0.0,1.0,5.0,1.0,1.0,1.0,1.0,0.0,30.0
134,WI,2021-01-21,1.0,4.0,1.0,4.0,9.0,1.0,1.0,1.0,1.0,1.0,36.0
78,WI,2021-01-22,1.0,1.0,1.0,1.0,6.0,0.0,1.0,1.0,1.0,1.0,32.0
224,WI,2021-01-23,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.0
553,WI,2021-01-24,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18.0
225,WI,2021-01-25,1.0,1.0,0.0,4.0,9.0,0.0,1.0,5.0,1.0,0.0,37.0
499,WI,2021-01-26,0.0,6.0,0.0,1.0,10.0,1.0,1.0,4.0,4.0,1.0,41.0
79,WI,2021-01-27,1.0,4.0,1.0,1.0,9.0,1.0,1.0,1.0,4.0,0.0,42.0
226,WI,2021-01-28,1.0,1.0,4.0,0.0,7.0,1.0,1.0,1.0,1.0,1.0,35.0
227,WI,2021-01-29,1.0,1.0,1.0,1.0,5.0,0.0,0.0,1.0,4.0,1.0,29.0
228,WI,2021-01-30,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,22.0
470,WI,2021-01-31,0.0,1.0,0.0,1.0,4.0,0.0,1.0,1.0,0.0,1.0,21.0
229,WI,2021-02-01,1.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,9.0,1.0,32.0
230,WI,2021-02-02,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,18.0
231,WI,2021-02-03,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,5.0,0.0,27.0
554,WI,2021-02-04,0.0,1.0,1.0,0.0,1.0,4.0,0.0,1.0,7.0,0.0,26.0
513,WI,2021-02-05,0.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0,1.0,0.0,21.0
232,WI,2021-02-06,1.0,1.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,13.0
555,WI,2021-02-07,0.0,1.0,0.0,0.0,7.0,4.0,0.0,0.0,1.0,0.0,19.0
233,WI,2021-02-08,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,13.0
135,WI,2021-02-09,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,14.0
234,WI,2021-02-10,1.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,14.0
556,WI,2021-02-11,0.0,1.0,0.0,0.0,4.0,0.0,1.0,1.0,1.0,0.0,15.0
557,WI,2021-02-12,0.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,7.0,0.0,20.0
558,WI,2021-02-13,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,1.0,13.0
559,WI,2021-02-14,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,7.0
235,WI,2021-02-15,1.0,0.0,1.0,1.0,4.0,1.0,1.0,0.0,1.0,0.0,20.0
514,WI,2021-02-16,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,8.0
515,WI,2021-02-17,0.0,1.0,0.0,1.0,5.0,0.0,1.0,0.0,1.0,0.0,14.0
80,WI,2021-02-18,0.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,13.0
8,WI,2021-02-19,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,1.0,19.0
560,WI,2021-02-20,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,8.0
643,WI,2021-02-21,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,6.0
236,WI,2021-02-22,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,12.0
237,WI,2021-02-23,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,13.0
666,WI,2021-02-24,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,11.0
238,WI,2021-02-25,1.0,1.0,1.0,1.0,6.0,1.0,0.0,0.0,1.0,0.0,19.0
658,WI,2021-02-26,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,10.0
239,WI,2021-02-27,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,11.0
671,WI,2021-02-28,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
240,WI,2021-03-01,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,9.0
516,WI,2021-03-02,0.0,0.0,1.0,0.0,6.0,0.0,1.0,0.0,1.0,1.0,14.0
500,WI,2021-03-03,0.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,15.0
241,WI,2021-03-04,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,11.0
525,WI,2021-03-05,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,1.0,12.0
526,WI,2021-03-06,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0
527,WI,2021-03-07,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,6.0
242,WI,2021-03-08,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,9.0
243,WI,2021-03-09,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,12.0
501,WI,2021-03-10,0.0,0.0,1.0,1.0,4.0,1.0,0.0,0.0,1.0,1.0,14.0
244,WI,2021-03-11,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,13.0
245,WI,2021-03-12,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0
81,WI,2021-03-13,0.0,0.0,1.0,0.0,4.0,1.0,1.0,0.0,1.0,1.0,13.0
246,WI,2021-03-14,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,8.0
561,WI,2021-03-15,0.0,1.0,1.0,1.0,5.0,1.0,0.0,0.0,1.0,0.0,11.0
562,WI,2021-03-16,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,9.0
247,WI,2021-03-17,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,7.0
667,WI,2021-03-18,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,4.0,0.0,12.0
668,WI,2021-03-19,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,7.0
248,WI,2021-03-20,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,7.0
249,WI,2021-03-21,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0
250,WI,2021-03-22,1.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,1.0,1.0,14.0
563,WI,2021-03-23,0.0,1.0,0.0,1.0,6.0,0.0,1.0,0.0,4.0,0.0,20.0
251,WI,2021-03-24,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,10.0
528,WI,2021-03-25,0.0,0.0,0.0,0.0,6.0,1.0,1.0,0.0,1.0,0.0,13.0
529,WI,2021-03-26,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,6.0
530,WI,2021-03-27,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,9.0
252,WI,2021-03-28,1.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,10.0
253,WI,2021-03-29,1.0,1.0,0.0,1.0,8.0,0.0,0.0,0.0,1.0,0.0,15.0
254,WI,2021-03-30,1.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,1.0,1.0,14.0
693,WI,2021-03-31,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,7.0
82,WI,2021-04-01,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,15.0
255,WI,2021-04-02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.0
531,WI,2021-04-03,0.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,10.0
532,WI,2021-04-04,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,8.0
256,WI,2021-04-05,1.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,18.0
257,WI,2021-04-06,1.0,1.0,1.0,1.0,5.0,1.0,0.0,0.0,1.0,1.0,18.0
