,state,date,20091,20173,20209,total_cnts
548,KS,2021-03-21,1.0,0.0,1.0,3.0
404,KS,2021-03-22,1.0,0.0,0.0,4.0
260,KS,2021-03-23,1.0,0.0,0.0,4.0
575,KS,2021-03-24,1.0,0.0,0.0,2.0
576,KS,2021-03-25,1.0,0.0,1.0,2.0
577,KS,2021-03-26,1.0,0.0,0.0,1.0
578,KS,2021-03-27,1.0,1.0,0.0,2.0
173,KS,2021-03-28,0.0,1.0,0.0,2.0
231,KS,2021-03-30,1.0,0.0,0.0,4.0
203,KS,2021-03-31,0.0,1.0,0.0,3.0
204,KS,2021-04-01,1.0,1.0,0.0,4.0
579,KS,2021-04-02,1.0,1.0,0.0,2.0
580,KS,2021-04-03,1.0,0.0,0.0,2.0
581,KS,2021-04-04,1.0,0.0,1.0,3.0
700,KS,2021-04-05,0.0,1.0,1.0,2.0
509,KS,2021-04-06,1.0,0.0,1.0,4.0
495,KS,2021-04-07,0.0,1.0,4.0,7.0
696,KS,2021-04-08,0.0,0.0,1.0,3.0
582,KS,2021-04-09,1.0,0.0,1.0,3.0
583,KS,2021-04-10,1.0,0.0,1.0,4.0
111,KS,2021-04-11,1.0,0.0,0.0,5.0
584,KS,2021-04-12,1.0,0.0,1.0,4.0
585,KS,2021-04-13,1.0,1.0,1.0,4.0
405,KS,2021-04-14,1.0,0.0,1.0,6.0
499,KS,2021-04-15,1.0,1.0,1.0,5.0
496,KS,2021-04-16,1.0,0.0,1.0,5.0
586,KS,2021-04-17,1.0,1.0,1.0,4.0
713,KS,2021-04-18,0.0,0.0,1.0,1.0
587,KS,2021-04-19,1.0,1.0,1.0,4.0
261,KS,2021-04-20,0.0,0.0,1.0,3.0
588,KS,2021-04-21,1.0,1.0,1.0,5.0
81,KS,2021-04-22,1.0,1.0,1.0,5.0
262,KS,2021-04-23,1.0,1.0,1.0,4.0
522,KS,2021-04-24,1.0,0.0,1.0,3.0
312,KS,2021-04-25,1.0,1.0,1.0,4.0
589,KS,2021-04-26,1.0,1.0,1.0,5.0
685,KS,2021-04-27,0.0,1.0,4.0,7.0
332,KS,2021-04-28,1.0,1.0,1.0,8.0
263,KS,2021-04-29,0.0,0.0,4.0,6.0
500,KS,2021-04-30,1.0,1.0,4.0,8.0
701,KS,2021-05-01,0.0,1.0,1.0,2.0
501,KS,2021-05-02,1.0,6.0,1.0,9.0
590,KS,2021-05-03,1.0,1.0,4.0,9.0
503,KS,2021-05-04,1.0,1.0,1.0,6.0
591,KS,2021-05-05,1.0,1.0,1.0,3.0
592,KS,2021-05-06,4.0,1.0,1.0,7.0
593,KS,2021-05-07,4.0,1.0,1.0,6.0
688,KS,2021-05-08,0.0,1.0,1.0,3.0
714,KS,2021-05-09,0.0,0.0,1.0,1.0
447,KS,2021-05-10,4.0,0.0,1.0,8.0
510,KS,2021-05-11,1.0,1.0,1.0,4.0
448,KS,2021-05-12,1.0,1.0,1.0,4.0
594,KS,2021-05-13,1.0,1.0,1.0,5.0
488,KS,2021-05-14,1.0,0.0,1.0,3.0
595,KS,2021-05-15,1.0,0.0,1.0,4.0
596,KS,2021-05-16,1.0,0.0,1.0,2.0
597,KS,2021-05-17,1.0,1.0,1.0,4.0
545,KS,2021-05-18,4.0,1.0,1.0,7.0
598,KS,2021-05-19,1.0,1.0,1.0,5.0
599,KS,2021-05-20,1.0,0.0,1.0,3.0
264,KS,2021-05-21,1.0,1.0,0.0,5.0
600,KS,2021-05-22,1.0,0.0,1.0,3.0
333,KS,2021-05-23,1.0,1.0,0.0,3.0
82,KS,2021-05-24,4.0,1.0,1.0,9.0
601,KS,2021-05-25,4.0,1.0,1.0,6.0
83,KS,2021-05-26,4.0,1.0,1.0,8.0
602,KS,2021-05-27,1.0,1.0,1.0,4.0
449,KS,2021-05-28,5.0,1.0,1.0,9.0
603,KS,2021-05-29,1.0,0.0,1.0,4.0
504,KS,2021-05-30,1.0,1.0,1.0,5.0
604,KS,2021-05-31,1.0,0.0,1.0,2.0
605,KS,2021-06-01,1.0,1.0,1.0,5.0
606,KS,2021-06-02,1.0,0.0,1.0,5.0
523,KS,2021-06-03,1.0,1.0,0.0,3.0
524,KS,2021-06-04,1.0,1.0,0.0,3.0
607,KS,2021-06-05,1.0,0.0,0.0,2.0
525,KS,2021-06-06,1.0,0.0,0.0,2.0
526,KS,2021-06-07,1.0,0.0,0.0,2.0
527,KS,2021-06-08,1.0,0.0,0.0,3.0
406,KS,2021-06-09,1.0,1.0,0.0,3.0
407,KS,2021-06-10,1.0,0.0,0.0,2.0
528,KS,2021-06-11,1.0,1.0,1.0,4.0
471,KS,2021-06-12,1.0,0.0,0.0,3.0
472,KS,2021-06-13,1.0,1.0,0.0,3.0
529,KS,2021-06-14,1.0,1.0,0.0,3.0
530,KS,2021-06-15,1.0,0.0,0.0,2.0
265,KS,2021-06-16,1.0,1.0,0.0,5.0
608,KS,2021-06-17,1.0,0.0,1.0,2.0
334,KS,2021-06-18,1.0,0.0,0.0,4.0
609,KS,2021-06-19,1.0,1.0,1.0,3.0
335,KS,2021-06-20,0.0,0.0,1.0,3.0
450,KS,2021-06-21,1.0,0.0,0.0,4.0
473,KS,2021-06-22,0.0,1.0,0.0,3.0
336,KS,2021-06-23,1.0,0.0,0.0,5.0
337,KS,2021-06-24,1.0,1.0,1.0,5.0
338,KS,2021-06-25,5.0,1.0,1.0,11.0
339,KS,2021-06-26,1.0,0.0,1.0,4.0
340,KS,2021-06-27,1.0,0.0,1.0,6.0
341,KS,2021-06-28,1.0,1.0,1.0,6.0
342,KS,2021-06-29,1.0,0.0,1.0,6.0
343,KS,2021-06-30,4.0,0.0,1.0,7.0
344,KS,2021-07-01,1.0,1.0,1.0,5.0
345,KS,2021-07-02,0.0,1.0,1.0,4.0
481,KS,2021-07-03,0.0,0.0,1.0,2.0
346,KS,2021-07-04,0.0,0.0,1.0,3.0
347,KS,2021-07-05,1.0,0.0,1.0,3.0
112,KS,2021-07-06,1.0,0.0,1.0,6.0
348,KS,2021-07-07,0.0,1.0,1.0,7.0
349,KS,2021-07-08,1.0,1.0,1.0,4.0
31,KS,2021-07-09,1.0,0.0,1.0,7.0
266,KS,2021-07-10,1.0,0.0,1.0,7.0
482,KS,2021-07-11,1.0,0.0,1.0,3.0
451,KS,2021-07-12,1.0,1.0,1.0,4.0
113,KS,2021-07-13,4.0,1.0,1.0,13.0
610,KS,2021-07-14,4.0,0.0,1.0,6.0
611,KS,2021-07-15,1.0,1.0,1.0,3.0
174,KS,2021-07-16,1.0,4.0,1.0,15.0
483,KS,2021-07-17,1.0,1.0,1.0,8.0
612,KS,2021-07-18,1.0,5.0,1.0,8.0
350,KS,2021-07-19,1.0,0.0,1.0,8.0
32,KS,2021-07-20,4.0,1.0,1.0,9.0
452,KS,2021-07-21,5.0,1.0,1.0,12.0
205,KS,2021-07-22,4.0,1.0,1.0,10.0
114,KS,2021-07-23,4.0,1.0,1.0,13.0
115,KS,2021-07-24,1.0,0.0,1.0,8.0
206,KS,2021-07-25,5.0,1.0,4.0,19.0
453,KS,2021-07-26,1.0,1.0,1.0,8.0
207,KS,2021-07-27,1.0,0.0,1.0,6.0
84,KS,2021-07-28,5.0,6.0,4.0,19.0
140,KS,2021-07-29,4.0,1.0,1.0,14.0
116,KS,2021-07-30,1.0,1.0,1.0,12.0
117,KS,2021-07-31,1.0,1.0,1.0,8.0
408,KS,2021-08-01,6.0,4.0,1.0,17.0
33,KS,2021-08-02,1.0,1.0,1.0,10.0
267,KS,2021-08-03,1.0,1.0,1.0,11.0
268,KS,2021-08-04,1.0,1.0,1.0,9.0
208,KS,2021-08-05,7.0,1.0,4.0,23.0
389,KS,2021-08-06,7.0,1.0,1.0,16.0
269,KS,2021-08-07,5.0,7.0,1.0,18.0
351,KS,2021-08-08,1.0,5.0,0.0,13.0
118,KS,2021-08-09,7.0,0.0,1.0,15.0
85,KS,2021-08-10,4.0,6.0,1.0,21.0
175,KS,2021-08-11,7.0,4.0,4.0,25.0
119,KS,2021-08-12,5.0,8.0,1.0,23.0
270,KS,2021-08-13,6.0,4.0,1.0,14.0
209,KS,2021-08-14,6.0,1.0,1.0,13.0
141,KS,2021-08-15,1.0,1.0,4.0,16.0
271,KS,2021-08-16,7.0,8.0,4.0,23.0
120,KS,2021-08-17,1.0,5.0,4.0,20.0
142,KS,2021-08-18,4.0,1.0,4.0,17.0
121,KS,2021-08-19,6.0,1.0,5.0,26.0
272,KS,2021-08-20,6.0,1.0,5.0,17.0
613,KS,2021-08-21,1.0,1.0,1.0,3.0
377,KS,2021-08-22,4.0,1.0,1.0,15.0
210,KS,2021-08-23,4.0,6.0,4.0,23.0
176,KS,2021-08-24,1.0,7.0,6.0,24.0
454,KS,2021-08-25,4.0,4.0,6.0,22.0
177,KS,2021-08-26,1.0,5.0,5.0,19.0
122,KS,2021-08-27,1.0,6.0,6.0,25.0
374,KS,2021-08-28,1.0,7.0,5.0,17.0
409,KS,2021-08-29,1.0,5.0,4.0,16.0
211,KS,2021-08-30,4.0,7.0,7.0,28.0
212,KS,2021-08-31,6.0,1.0,1.0,20.0
213,KS,2021-09-01,1.0,8.0,4.0,19.0
214,KS,2021-09-02,4.0,1.0,1.0,12.0
273,KS,2021-09-03,1.0,1.0,5.0,14.0
274,KS,2021-09-04,1.0,8.0,1.0,15.0
215,KS,2021-09-05,0.0,4.0,4.0,16.0
34,KS,2021-09-06,1.0,13.0,1.0,20.0
614,KS,2021-09-07,1.0,4.0,1.0,9.0
615,KS,2021-09-08,1.0,4.0,1.0,9.0
143,KS,2021-09-09,6.0,5.0,1.0,21.0
35,KS,2021-09-10,4.0,4.0,1.0,19.0
275,KS,2021-09-11,1.0,1.0,1.0,9.0
352,KS,2021-09-12,1.0,1.0,1.0,9.0
276,KS,2021-09-13,5.0,6.0,1.0,20.0
277,KS,2021-09-14,4.0,4.0,5.0,18.0
353,KS,2021-09-15,4.0,1.0,4.0,15.0
550,KS,2021-09-16,5.0,4.0,1.0,16.0
216,KS,2021-09-17,9.0,4.0,1.0,20.0
178,KS,2021-09-18,1.0,5.0,1.0,15.0
86,KS,2021-09-19,1.0,1.0,1.0,11.0
410,KS,2021-09-20,7.0,7.0,1.0,23.0
36,KS,2021-09-21,5.0,4.0,1.0,19.0
179,KS,2021-09-22,1.0,4.0,1.0,14.0
354,KS,2021-09-23,1.0,5.0,1.0,12.0
278,KS,2021-09-24,1.0,7.0,4.0,21.0
489,KS,2021-09-25,1.0,1.0,1.0,7.0
378,KS,2021-09-26,1.0,1.0,1.0,6.0
87,KS,2021-09-27,1.0,1.0,1.0,9.0
279,KS,2021-09-28,1.0,6.0,5.0,19.0
180,KS,2021-09-29,4.0,5.0,1.0,15.0
455,KS,2021-09-30,1.0,9.0,4.0,18.0
456,KS,2021-10-01,1.0,1.0,1.0,10.0
355,KS,2021-10-02,1.0,1.0,1.0,11.0
280,KS,2021-10-03,1.0,6.0,1.0,17.0
144,KS,2021-10-04,1.0,4.0,1.0,16.0
123,KS,2021-10-05,1.0,1.0,1.0,11.0
511,KS,2021-10-06,1.0,1.0,1.0,9.0
181,KS,2021-10-07,1.0,1.0,1.0,10.0
145,KS,2021-10-08,5.0,4.0,1.0,18.0
281,KS,2021-10-09,5.0,4.0,0.0,15.0
282,KS,2021-10-10,1.0,1.0,1.0,10.0
232,KS,2021-10-11,1.0,1.0,1.0,10.0
88,KS,2021-10-12,1.0,1.0,1.0,12.0
474,KS,2021-10-13,1.0,1.0,1.0,8.0
89,KS,2021-10-14,5.0,1.0,1.0,14.0
124,KS,2021-10-15,5.0,1.0,0.0,12.0
379,KS,2021-10-16,7.0,1.0,0.0,11.0
146,KS,2021-10-17,1.0,4.0,0.0,10.0
147,KS,2021-10-18,1.0,1.0,0.0,9.0
148,KS,2021-10-19,1.0,1.0,0.0,14.0
283,KS,2021-10-20,4.0,1.0,0.0,11.0
125,KS,2021-10-21,4.0,4.0,0.0,19.0
149,KS,2021-10-22,4.0,1.0,0.0,10.0
150,KS,2021-10-23,4.0,1.0,0.0,15.0
505,KS,2021-10-24,1.0,1.0,0.0,7.0
457,KS,2021-10-25,6.0,4.0,0.0,19.0
411,KS,2021-10-26,4.0,1.0,0.0,10.0
539,KS,2021-10-27,1.0,4.0,0.0,9.0
502,KS,2021-10-28,1.0,1.0,0.0,10.0
182,KS,2021-10-29,1.0,4.0,0.0,12.0
497,KS,2021-10-30,1.0,1.0,0.0,12.0
533,KS,2021-10-31,1.0,1.0,0.0,8.0
284,KS,2021-11-01,1.0,1.0,0.0,12.0
313,KS,2021-11-02,1.0,1.0,0.0,8.0
183,KS,2021-11-03,1.0,0.0,1.0,12.0
37,KS,2021-11-04,1.0,0.0,0.0,7.0
38,KS,2021-11-05,1.0,1.0,0.0,13.0
217,KS,2021-11-06,1.0,1.0,0.0,11.0
506,KS,2021-11-07,0.0,1.0,0.0,5.0
39,KS,2021-11-08,1.0,1.0,1.0,14.0
233,KS,2021-11-09,1.0,0.0,0.0,6.0
40,KS,2021-11-10,1.0,1.0,0.0,7.0
184,KS,2021-11-11,1.0,1.0,1.0,9.0
458,KS,2021-11-12,1.0,1.0,0.0,7.0
185,KS,2021-11-13,4.0,4.0,0.0,12.0
90,KS,2021-11-14,1.0,0.0,1.0,12.0
372,KS,2021-11-15,6.0,1.0,0.0,18.0
186,KS,2021-11-16,1.0,1.0,0.0,11.0
41,KS,2021-11-17,1.0,9.0,1.0,20.0
126,KS,2021-11-18,1.0,5.0,0.0,14.0
42,KS,2021-11-19,1.0,1.0,0.0,13.0
151,KS,2021-11-20,0.0,5.0,1.0,11.0
356,KS,2021-11-21,1.0,1.0,1.0,9.0
187,KS,2021-11-22,1.0,1.0,0.0,15.0
152,KS,2021-11-23,1.0,1.0,0.0,11.0
380,KS,2021-11-24,0.0,8.0,0.0,17.0
218,KS,2021-11-25,1.0,1.0,0.0,7.0
188,KS,2021-11-26,1.0,1.0,1.0,9.0
43,KS,2021-11-27,1.0,5.0,1.0,13.0
412,KS,2021-11-28,1.0,4.0,1.0,12.0
44,KS,2021-11-29,1.0,4.0,0.0,13.0
470,KS,2021-11-30,4.0,1.0,0.0,11.0
127,KS,2021-12-01,1.0,6.0,1.0,16.0
492,KS,2021-12-02,5.0,8.0,0.0,20.0
357,KS,2021-12-03,1.0,1.0,1.0,8.0
189,KS,2021-12-04,0.0,9.0,0.0,18.0
285,KS,2021-12-05,1.0,1.0,1.0,15.0
45,KS,2021-12-06,1.0,1.0,1.0,11.0
46,KS,2021-12-07,1.0,5.0,0.0,19.0
493,KS,2021-12-08,0.0,7.0,1.0,15.0
47,KS,2021-12-09,1.0,7.0,1.0,18.0
48,KS,2021-12-10,1.0,4.0,4.0,22.0
49,KS,2021-12-11,1.0,5.0,1.0,13.0
128,KS,2021-12-12,1.0,7.0,1.0,14.0
129,KS,2021-12-13,5.0,4.0,1.0,15.0
