,state,date,01015,01033,01043,01071,01073,01077,01083,01089,01097,01101,01103,01117,01121,01125,01127,total_cnts
240,AL,2021-01-31,7.0,1.0,0.0,1.0,6.0,0.0,4.0,12.0,1.0,1.0,0.0,4.0,1.0,1.0,1.0,57.0
71,AL,2021-02-01,11.0,0.0,1.0,6.0,8.0,1.0,5.0,21.0,1.0,1.0,4.0,1.0,1.0,0.0,1.0,84.0
241,AL,2021-02-02,6.0,0.0,1.0,1.0,12.0,1.0,5.0,19.0,7.0,1.0,4.0,1.0,1.0,0.0,1.0,76.0
72,AL,2021-02-03,5.0,1.0,0.0,0.0,7.0,1.0,5.0,11.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,62.0
73,AL,2021-02-04,4.0,1.0,0.0,1.0,9.0,1.0,0.0,16.0,5.0,0.0,1.0,1.0,0.0,1.0,0.0,62.0
428,AL,2021-02-05,1.0,1.0,0.0,1.0,7.0,1.0,1.0,13.0,6.0,1.0,1.0,0.0,0.0,1.0,4.0,51.0
74,AL,2021-02-06,1.0,1.0,1.0,0.0,1.0,0.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0
75,AL,2021-02-07,1.0,1.0,1.0,0.0,4.0,0.0,1.0,7.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,33.0
76,AL,2021-02-08,1.0,5.0,1.0,0.0,12.0,1.0,4.0,9.0,1.0,1.0,4.0,1.0,1.0,1.0,5.0,58.0
77,AL,2021-02-09,1.0,1.0,1.0,1.0,14.0,1.0,5.0,14.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,55.0
78,AL,2021-02-10,5.0,1.0,1.0,1.0,9.0,1.0,4.0,9.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,53.0
242,AL,2021-02-11,4.0,1.0,0.0,1.0,7.0,0.0,6.0,10.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,43.0
79,AL,2021-02-12,1.0,5.0,1.0,1.0,5.0,0.0,6.0,8.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,39.0
80,AL,2021-02-13,4.0,1.0,1.0,0.0,4.0,1.0,1.0,9.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,35.0
500,AL,2021-02-14,1.0,0.0,1.0,0.0,7.0,1.0,1.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,29.0
243,AL,2021-02-15,6.0,1.0,0.0,0.0,6.0,1.0,1.0,9.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,38.0
501,AL,2021-02-16,4.0,1.0,1.0,0.0,4.0,1.0,1.0,8.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,29.0
502,AL,2021-02-17,1.0,0.0,1.0,0.0,4.0,1.0,4.0,16.0,1.0,1.0,0.0,1.0,4.0,1.0,1.0,49.0
81,AL,2021-02-18,1.0,1.0,0.0,1.0,7.0,0.0,1.0,11.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,43.0
244,AL,2021-02-19,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,31.0
503,AL,2021-02-20,8.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,33.0
245,AL,2021-02-21,1.0,0.0,0.0,1.0,1.0,0.0,4.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,21.0
82,AL,2021-02-22,4.0,1.0,0.0,1.0,4.0,0.0,1.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.0
246,AL,2021-02-23,1.0,0.0,0.0,0.0,7.0,0.0,1.0,7.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,31.0
247,AL,2021-02-24,0.0,0.0,0.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,25.0
83,AL,2021-02-25,0.0,0.0,0.0,0.0,9.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,29.0
84,AL,2021-02-26,1.0,0.0,1.0,1.0,4.0,1.0,1.0,6.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,29.0
85,AL,2021-02-27,1.0,1.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,19.0
504,AL,2021-02-28,1.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,18.0
86,AL,2021-03-01,1.0,1.0,0.0,0.0,5.0,1.0,1.0,9.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,30.0
248,AL,2021-03-02,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,15.0
505,AL,2021-03-03,4.0,0.0,0.0,0.0,9.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,24.0
249,AL,2021-03-04,4.0,0.0,0.0,0.0,1.0,1.0,1.0,6.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,26.0
612,AL,2021-03-05,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,12.0
506,AL,2021-03-06,1.0,1.0,1.0,1.0,1.0,0.0,0.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,17.0
507,AL,2021-03-07,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,14.0
470,AL,2021-03-08,1.0,0.0,1.0,1.0,1.0,0.0,1.0,7.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,20.0
508,AL,2021-03-09,1.0,0.0,1.0,0.0,1.0,1.0,0.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,17.0
250,AL,2021-03-10,1.0,1.0,1.0,1.0,1.0,0.0,1.0,6.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,18.0
251,AL,2021-03-11,1.0,0.0,0.0,1.0,6.0,0.0,1.0,5.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,19.0
252,AL,2021-03-12,1.0,0.0,0.0,1.0,5.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,19.0
253,AL,2021-03-13,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,9.0
254,AL,2021-03-14,0.0,1.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,13.0
509,AL,2021-03-15,1.0,0.0,1.0,0.0,8.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,17.0
510,AL,2021-03-16,1.0,0.0,0.0,0.0,6.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,22.0
429,AL,2021-03-17,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,11.0
255,AL,2021-03-18,1.0,1.0,0.0,1.0,6.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,18.0
641,AL,2021-03-19,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,8.0
511,AL,2021-03-20,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,9.0
512,AL,2021-03-21,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,8.0
513,AL,2021-03-22,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,13.0
256,AL,2021-03-23,0.0,0.0,1.0,0.0,4.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,17.0
642,AL,2021-03-24,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,11.0
87,AL,2021-03-25,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,16.0
514,AL,2021-03-26,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
515,AL,2021-03-27,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,12.0
679,AL,2021-03-28,0.0,0.0,0.0,0.0,4.0,0.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,13.0
257,AL,2021-03-29,1.0,0.0,0.0,0.0,4.0,1.0,1.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,14.0
430,AL,2021-03-30,1.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,13.0
258,AL,2021-03-31,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,10.0
88,AL,2021-04-01,0.0,0.0,0.0,1.0,4.0,1.0,1.0,5.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,20.0
89,AL,2021-04-02,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,9.0
259,AL,2021-04-03,0.0,0.0,1.0,0.0,5.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,17.0
90,AL,2021-04-04,0.0,1.0,1.0,0.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
516,AL,2021-04-05,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,11.0
617,AL,2021-04-06,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,12.0
517,AL,2021-04-07,1.0,1.0,0.0,0.0,0.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,17.0
518,AL,2021-04-08,4.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0
519,AL,2021-04-09,1.0,1.0,1.0,1.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,17.0
91,AL,2021-04-10,1.0,1.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,15.0
695,AL,2021-04-11,0.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
520,AL,2021-04-12,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,7.0
672,AL,2021-04-13,0.0,0.0,0.0,1.0,1.0,0.0,1.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0
521,AL,2021-04-14,1.0,0.0,0.0,1.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,15.0
260,AL,2021-04-15,0.0,0.0,0.0,1.0,1.0,1.0,1.0,10.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,20.0
522,AL,2021-04-16,1.0,0.0,0.0,0.0,1.0,0.0,5.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0
261,AL,2021-04-17,1.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17.0
523,AL,2021-04-18,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
524,AL,2021-04-19,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,11.0
390,AL,2021-04-20,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,13.0
525,AL,2021-04-21,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
262,AL,2021-04-22,1.0,0.0,1.0,1.0,4.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,25.0
526,AL,2021-04-23,1.0,0.0,0.0,0.0,5.0,1.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,18.0
466,AL,2021-04-24,1.0,1.0,0.0,0.0,1.0,0.0,0.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,19.0
527,AL,2021-04-25,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
528,AL,2021-04-26,1.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13.0
618,AL,2021-04-27,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,11.0
669,AL,2021-04-28,0.0,0.0,0.0,1.0,5.0,0.0,0.0,5.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,17.0
619,AL,2021-04-29,0.0,1.0,0.0,0.0,1.0,1.0,1.0,5.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,16.0
407,AL,2021-04-30,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,11.0
263,AL,2021-05-01,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,9.0
680,AL,2021-05-02,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0
529,AL,2021-05-03,1.0,1.0,1.0,1.0,1.0,0.0,1.0,7.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,25.0
471,AL,2021-05-04,0.0,0.0,0.0,1.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,14.0
675,AL,2021-05-05,0.0,0.0,0.0,0.0,1.0,0.0,1.0,10.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,17.0
264,AL,2021-05-06,1.0,1.0,0.0,0.0,4.0,0.0,1.0,9.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,24.0
265,AL,2021-05-07,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,12.0
92,AL,2021-05-08,1.0,1.0,0.0,0.0,1.0,1.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,18.0
681,AL,2021-05-09,0.0,0.0,0.0,0.0,1.0,0.0,4.0,5.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,15.0
93,AL,2021-05-10,1.0,0.0,1.0,0.0,4.0,0.0,1.0,5.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,20.0
94,AL,2021-05-11,1.0,0.0,0.0,0.0,1.0,0.0,1.0,8.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,18.0
530,AL,2021-05-12,1.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,18.0
635,AL,2021-05-13,0.0,0.0,1.0,1.0,6.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,19.0
630,AL,2021-05-14,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,11.0
631,AL,2021-05-15,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,12.0
266,AL,2021-05-16,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0
431,AL,2021-05-17,1.0,0.0,0.0,1.0,4.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,15.0
432,AL,2021-05-18,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7.0
433,AL,2021-05-19,0.0,0.0,1.0,1.0,1.0,0.0,1.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,14.0
434,AL,2021-05-20,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0
267,AL,2021-05-21,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,12.0
658,AL,2021-05-22,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0
687,AL,2021-05-23,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0
659,AL,2021-05-24,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,7.0
643,AL,2021-05-25,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,9.0
268,AL,2021-05-26,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,10.0
531,AL,2021-05-27,1.0,0.0,1.0,1.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,15.0
269,AL,2021-05-28,1.0,0.0,0.0,1.0,7.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,18.0
613,AL,2021-05-29,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
532,AL,2021-05-30,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0
435,AL,2021-05-31,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,11.0
95,AL,2021-06-01,1.0,1.0,1.0,1.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,16.0
667,AL,2021-06-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,8.0
636,AL,2021-06-03,0.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,14.0
533,AL,2021-06-04,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
696,AL,2021-06-05,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0
623,AL,2021-06-06,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,12.0
96,AL,2021-06-07,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,9.0
97,AL,2021-06-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
653,AL,2021-06-09,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,13.0
534,AL,2021-06-10,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,8.0
270,AL,2021-06-11,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,11.0
436,AL,2021-06-12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0
271,AL,2021-06-13,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0
535,AL,2021-06-14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
437,AL,2021-06-15,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,11.0
272,AL,2021-06-16,0.0,1.0,0.0,1.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0
678,AL,2021-06-17,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0
98,AL,2021-06-18,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
273,AL,2021-06-19,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0
274,AL,2021-06-20,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0
275,AL,2021-06-21,1.0,0.0,0.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,16.0
536,AL,2021-06-22,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0
276,AL,2021-06-23,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
537,AL,2021-06-24,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0
688,AL,2021-06-25,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0
277,AL,2021-06-26,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
644,AL,2021-06-27,0.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0
538,AL,2021-06-28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0
99,AL,2021-06-29,0.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0
278,AL,2021-06-30,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,7.0
539,AL,2021-07-01,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0
279,AL,2021-07-02,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
280,AL,2021-07-03,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0
673,AL,2021-07-04,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0
540,AL,2021-07-05,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0
281,AL,2021-07-06,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,11.0
541,AL,2021-07-07,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0
282,AL,2021-07-08,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,11.0
674,AL,2021-07-09,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0
283,AL,2021-07-10,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,11.0
391,AL,2021-07-11,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0
392,AL,2021-07-12,0.0,1.0,0.0,1.0,0.0,1.0,1.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,18.0
284,AL,2021-07-13,0.0,0.0,1.0,0.0,4.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,20.0
285,AL,2021-07-14,1.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,20.0
542,AL,2021-07-15,1.0,0.0,1.0,1.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,22.0
286,AL,2021-07-16,0.0,0.0,0.0,1.0,1.0,1.0,1.0,8.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,26.0
287,AL,2021-07-17,1.0,1.0,0.0,0.0,5.0,1.0,1.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,21.0
543,AL,2021-07-18,1.0,1.0,1.0,1.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,16.0
288,AL,2021-07-19,1.0,0.0,1.0,1.0,1.0,0.0,1.0,6.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,27.0
438,AL,2021-07-20,4.0,0.0,1.0,4.0,4.0,0.0,0.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,32.0
289,AL,2021-07-21,1.0,1.0,1.0,0.0,1.0,0.0,6.0,7.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,31.0
290,AL,2021-07-22,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,6.0,1.0,0.0,1.0,1.0,1.0,1.0,31.0
291,AL,2021-07-23,4.0,1.0,1.0,1.0,4.0,1.0,6.0,7.0,4.0,1.0,1.0,1.0,1.0,0.0,1.0,49.0
544,AL,2021-07-24,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,35.0
292,AL,2021-07-25,1.0,1.0,1.0,5.0,1.0,1.0,1.0,14.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,43.0
293,AL,2021-07-26,6.0,0.0,0.0,1.0,1.0,0.0,4.0,9.0,9.0,1.0,1.0,1.0,1.0,1.0,4.0,53.0
294,AL,2021-07-27,4.0,1.0,1.0,1.0,6.0,4.0,6.0,10.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,67.0
408,AL,2021-07-28,1.0,1.0,1.0,1.0,4.0,1.0,6.0,9.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,46.0
295,AL,2021-07-29,1.0,1.0,0.0,1.0,9.0,1.0,5.0,14.0,1.0,0.0,1.0,6.0,1.0,5.0,0.0,60.0
296,AL,2021-07-30,7.0,1.0,4.0,1.0,10.0,1.0,1.0,10.0,10.0,1.0,1.0,6.0,1.0,1.0,0.0,71.0
297,AL,2021-07-31,1.0,1.0,4.0,1.0,12.0,1.0,1.0,15.0,4.0,0.0,4.0,5.0,1.0,1.0,1.0,66.0
298,AL,2021-08-01,4.0,1.0,0.0,1.0,6.0,1.0,8.0,21.0,8.0,0.0,1.0,1.0,1.0,4.0,1.0,79.0
