,state,date,31055,31109,31141,31153,total_cnts
139,NE,2021-11-25,1.0,0.0,1.0,1.0,14.0
271,NE,2021-11-26,5.0,1.0,6.0,0.0,28.0
132,NE,2021-11-27,1.0,1.0,1.0,1.0,17.0
37,NE,2021-11-28,6.0,1.0,1.0,1.0,18.0
71,NE,2021-11-29,5.0,5.0,1.0,1.0,28.0
322,NE,2021-11-30,7.0,1.0,1.0,1.0,23.0
398,NE,2021-12-01,11.0,1.0,1.0,1.0,30.0
272,NE,2021-12-02,8.0,5.0,1.0,1.0,34.0
273,NE,2021-12-03,20.0,5.0,1.0,1.0,40.0
274,NE,2021-12-04,13.0,8.0,1.0,1.0,35.0
275,NE,2021-12-05,8.0,1.0,4.0,1.0,29.0
38,NE,2021-12-06,5.0,6.0,1.0,0.0,30.0
276,NE,2021-12-07,7.0,7.0,1.0,4.0,30.0
39,NE,2021-12-08,5.0,1.0,1.0,1.0,22.0
40,NE,2021-12-09,11.0,4.0,1.0,1.0,29.0
99,NE,2021-12-10,14.0,5.0,1.0,1.0,40.0
277,NE,2021-12-11,7.0,10.0,1.0,1.0,27.0
278,NE,2021-12-12,11.0,7.0,1.0,1.0,29.0
41,NE,2021-12-13,9.0,5.0,1.0,1.0,26.0
369,NE,2021-12-14,4.0,1.0,1.0,1.0,18.0
100,NE,2021-12-15,7.0,6.0,1.0,1.0,24.0
607,NE,2021-12-16,5.0,6.0,1.0,1.0,21.0
370,NE,2021-12-17,4.0,4.0,1.0,1.0,19.0
279,NE,2021-12-18,7.0,6.0,4.0,1.0,24.0
488,NE,2021-12-19,4.0,1.0,1.0,1.0,17.0
280,NE,2021-12-20,1.0,1.0,1.0,1.0,10.0
608,NE,2021-12-21,6.0,4.0,4.0,1.0,26.0
42,NE,2021-12-22,1.0,4.0,1.0,0.0,17.0
43,NE,2021-12-23,9.0,1.0,1.0,0.0,18.0
281,NE,2021-12-24,8.0,4.0,1.0,1.0,19.0
44,NE,2021-12-25,7.0,7.0,0.0,1.0,28.0
282,NE,2021-12-26,7.0,1.0,1.0,1.0,21.0
335,NE,2021-12-27,8.0,1.0,0.0,1.0,22.0
283,NE,2021-12-28,6.0,4.0,1.0,1.0,22.0
45,NE,2021-12-29,7.0,1.0,6.0,1.0,24.0
46,NE,2021-12-30,5.0,6.0,1.0,1.0,27.0
284,NE,2021-12-31,6.0,1.0,0.0,1.0,16.0
511,NE,2022-01-01,10.0,5.0,4.0,6.0,33.0
285,NE,2022-01-02,1.0,1.0,1.0,1.0,13.0
101,NE,2022-01-03,7.0,10.0,1.0,1.0,35.0
286,NE,2022-01-04,10.0,8.0,1.0,4.0,35.0
287,NE,2022-01-05,9.0,1.0,1.0,1.0,22.0
102,NE,2022-01-06,10.0,4.0,1.0,1.0,24.0
47,NE,2022-01-07,20.0,4.0,1.0,8.0,48.0
48,NE,2022-01-08,4.0,5.0,4.0,0.0,23.0
399,NE,2022-01-09,9.0,7.0,1.0,1.0,30.0
79,NE,2022-01-10,5.0,10.0,5.0,1.0,35.0
336,NE,2022-01-11,12.0,5.0,1.0,1.0,31.0
288,NE,2022-01-12,11.0,1.0,11.0,1.0,35.0
323,NE,2022-01-13,9.0,6.0,9.0,0.0,36.0
289,NE,2022-01-14,10.0,10.0,5.0,1.0,37.0
609,NE,2022-01-15,5.0,5.0,1.0,1.0,15.0
133,NE,2022-01-16,10.0,1.0,6.0,1.0,30.0
290,NE,2022-01-17,7.0,8.0,6.0,4.0,41.0
49,NE,2022-01-18,11.0,8.0,1.0,1.0,36.0
50,NE,2022-01-19,9.0,5.0,4.0,1.0,33.0
134,NE,2022-01-20,8.0,8.0,1.0,4.0,37.0
51,NE,2022-01-21,6.0,7.0,1.0,1.0,33.0
291,NE,2022-01-22,1.0,5.0,1.0,1.0,18.0
413,NE,2022-01-23,7.0,5.0,4.0,1.0,29.0
52,NE,2022-01-24,6.0,5.0,1.0,1.0,27.0
147,NE,2022-01-25,4.0,5.0,0.0,1.0,21.0
337,NE,2022-01-26,5.0,5.0,1.0,0.0,24.0
53,NE,2022-01-27,8.0,6.0,0.0,0.0,30.0
292,NE,2022-01-28,11.0,1.0,1.0,1.0,30.0
428,NE,2022-01-29,5.0,0.0,5.0,1.0,18.0
293,NE,2022-01-30,1.0,6.0,4.0,0.0,30.0
294,NE,2022-01-31,5.0,1.0,1.0,1.0,20.0
295,NE,2022-02-01,1.0,7.0,1.0,1.0,25.0
54,NE,2022-02-02,5.0,1.0,1.0,1.0,20.0
55,NE,2022-02-03,1.0,1.0,1.0,0.0,15.0
296,NE,2022-02-04,1.0,5.0,0.0,1.0,15.0
449,NE,2022-02-05,4.0,1.0,0.0,1.0,13.0
56,NE,2022-02-06,1.0,1.0,1.0,0.0,11.0
57,NE,2022-02-07,6.0,1.0,1.0,1.0,21.0
297,NE,2022-02-08,1.0,5.0,1.0,0.0,16.0
298,NE,2022-02-09,1.0,4.0,0.0,0.0,10.0
450,NE,2022-02-10,1.0,1.0,6.0,1.0,21.0
58,NE,2022-02-11,5.0,1.0,1.0,0.0,17.0
610,NE,2022-02-12,1.0,1.0,0.0,0.0,5.0
611,NE,2022-02-13,1.0,0.0,0.0,0.0,2.0
74,NE,2022-02-14,1.0,0.0,0.0,0.0,8.0
299,NE,2022-02-15,1.0,1.0,1.0,0.0,10.0
612,NE,2022-02-16,1.0,1.0,0.0,0.0,7.0
300,NE,2022-02-17,1.0,1.0,1.0,0.0,9.0
613,NE,2022-02-18,5.0,1.0,0.0,0.0,12.0
675,NE,2022-02-19,0.0,1.0,1.0,0.0,2.0
408,NE,2022-02-20,1.0,1.0,0.0,0.0,4.0
614,NE,2022-02-21,1.0,0.0,0.0,0.0,3.0
338,NE,2022-02-22,0.0,1.0,0.0,0.0,3.0
512,NE,2022-02-23,4.0,1.0,0.0,0.0,7.0
135,NE,2022-02-24,1.0,1.0,0.0,1.0,4.0
615,NE,2022-02-25,1.0,0.0,0.0,0.0,2.0
669,NE,2022-02-26,0.0,1.0,0.0,1.0,4.0
429,NE,2022-02-27,0.0,0.0,4.0,0.0,6.0
494,NE,2022-02-28,1.0,0.0,0.0,0.0,6.0
301,NE,2022-03-01,0.0,1.0,0.0,0.0,3.0
616,NE,2022-03-02,1.0,0.0,1.0,0.0,6.0
59,NE,2022-03-03,0.0,0.0,0.0,1.0,2.0
617,NE,2022-03-04,1.0,1.0,0.0,0.0,2.0
658,NE,2022-03-05,0.0,1.0,0.0,0.0,2.0
676,NE,2022-03-06,0.0,1.0,0.0,1.0,2.0
677,NE,2022-03-07,0.0,1.0,1.0,0.0,2.0
690,NE,2022-03-08,0.0,0.0,0.0,0.0,1.0
618,NE,2022-03-09,1.0,0.0,0.0,0.0,1.0
371,NE,2022-03-10,0.0,0.0,0.0,0.0,4.0
659,NE,2022-03-11,0.0,0.0,0.0,0.0,2.0
430,NE,2022-03-12,0.0,0.0,0.0,0.0,1.0
678,NE,2022-03-13,0.0,1.0,1.0,0.0,3.0
431,NE,2022-03-14,0.0,0.0,0.0,1.0,3.0
432,NE,2022-03-15,0.0,1.0,1.0,0.0,3.0
679,NE,2022-03-16,0.0,1.0,0.0,0.0,1.0
619,NE,2022-03-17,1.0,0.0,0.0,0.0,2.0
694,NE,2022-03-18,0.0,0.0,1.0,0.0,1.0
680,NE,2022-03-19,0.0,1.0,1.0,0.0,2.0
372,NE,2022-03-22,0.0,0.0,0.0,0.0,2.0
339,NE,2022-03-23,0.0,0.0,0.0,0.0,2.0
302,NE,2022-03-24,1.0,0.0,0.0,0.0,3.0
706,NE,2022-03-25,0.0,0.0,0.0,1.0,1.0
620,NE,2022-03-27,1.0,0.0,1.0,0.0,2.0
414,NE,2022-03-28,0.0,0.0,0.0,0.0,1.0
468,NE,2022-03-29,0.0,0.0,0.0,0.0,1.0
469,NE,2022-03-30,0.0,0.0,0.0,0.0,1.0
621,NE,2022-03-31,1.0,0.0,0.0,0.0,1.0
691,NE,2022-04-01,0.0,0.0,1.0,0.0,2.0
451,NE,2022-04-03,0.0,0.0,0.0,0.0,2.0
695,NE,2022-04-06,0.0,0.0,1.0,0.0,2.0
681,NE,2022-04-07,0.0,1.0,0.0,0.0,1.0
696,NE,2022-04-08,0.0,0.0,1.0,0.0,1.0
682,NE,2022-04-09,0.0,1.0,1.0,0.0,2.0
622,NE,2022-04-11,1.0,0.0,0.0,0.0,2.0
623,NE,2022-04-12,1.0,0.0,0.0,1.0,2.0
683,NE,2022-04-13,0.0,1.0,0.0,0.0,1.0
697,NE,2022-04-15,0.0,0.0,1.0,0.0,1.0
324,NE,2022-04-18,0.0,0.0,0.0,0.0,1.0
684,NE,2022-04-19,0.0,1.0,0.0,0.0,1.0
692,NE,2022-04-20,0.0,0.0,0.0,0.0,1.0
452,NE,2022-04-21,0.0,1.0,0.0,0.0,2.0
624,NE,2022-04-22,1.0,0.0,0.0,1.0,2.0
103,NE,2022-04-26,0.0,0.0,0.0,0.0,2.0
663,NE,2022-04-27,0.0,0.0,0.0,0.0,1.0
625,NE,2022-04-28,1.0,0.0,0.0,0.0,1.0
685,NE,2022-04-30,0.0,1.0,1.0,0.0,2.0
626,NE,2022-05-02,1.0,0.0,0.0,0.0,1.0
627,NE,2022-05-03,1.0,1.0,0.0,0.0,2.0
698,NE,2022-05-05,0.0,0.0,1.0,0.0,1.0
699,NE,2022-05-07,0.0,0.0,1.0,0.0,1.0
628,NE,2022-05-08,1.0,0.0,0.0,0.0,2.0
433,NE,2022-05-10,1.0,0.0,0.0,0.0,3.0
513,NE,2022-05-11,1.0,0.0,0.0,0.0,3.0
707,NE,2022-05-12,0.0,0.0,0.0,1.0,1.0
686,NE,2022-05-13,0.0,1.0,0.0,0.0,1.0
687,NE,2022-05-14,0.0,1.0,0.0,0.0,1.0
415,NE,2022-05-15,1.0,1.0,0.0,0.0,3.0
400,NE,2022-05-16,1.0,1.0,0.0,0.0,3.0
629,NE,2022-05-17,1.0,1.0,0.0,0.0,4.0
630,NE,2022-05-18,1.0,1.0,0.0,0.0,4.0
303,NE,2022-05-19,1.0,0.0,0.0,0.0,4.0
304,NE,2022-05-20,1.0,0.0,0.0,1.0,3.0
631,NE,2022-05-21,1.0,0.0,0.0,0.0,2.0
632,NE,2022-05-22,1.0,0.0,0.0,0.0,1.0
633,NE,2022-05-23,1.0,0.0,0.0,0.0,1.0
688,NE,2022-05-24,0.0,1.0,0.0,0.0,1.0
634,NE,2022-05-25,1.0,0.0,0.0,0.0,1.0
670,NE,2022-05-26,0.0,0.0,1.0,1.0,4.0
635,NE,2022-05-27,1.0,1.0,0.0,0.0,3.0
305,NE,2022-05-28,1.0,1.0,0.0,0.0,4.0
489,NE,2022-05-29,0.0,0.0,0.0,1.0,4.0
453,NE,2022-05-30,0.0,0.0,1.0,0.0,2.0
340,NE,2022-05-31,1.0,0.0,0.0,0.0,2.0
306,NE,2022-06-01,0.0,1.0,1.0,0.0,4.0
434,NE,2022-06-02,1.0,1.0,1.0,0.0,4.0
636,NE,2022-06-03,1.0,1.0,0.0,0.0,5.0
637,NE,2022-06-04,1.0,1.0,0.0,0.0,3.0
454,NE,2022-06-05,1.0,1.0,1.0,0.0,7.0
373,NE,2022-06-06,1.0,1.0,0.0,1.0,6.0
374,NE,2022-06-07,0.0,0.0,1.0,0.0,3.0
657,NE,2022-06-08,0.0,0.0,0.0,1.0,4.0
60,NE,2022-06-09,0.0,1.0,1.0,0.0,7.0
638,NE,2022-06-10,1.0,0.0,0.0,0.0,3.0
700,NE,2022-06-11,0.0,0.0,1.0,0.0,1.0
639,NE,2022-06-12,1.0,0.0,1.0,0.0,2.0
455,NE,2022-06-13,1.0,1.0,1.0,0.0,4.0
640,NE,2022-06-14,1.0,0.0,1.0,1.0,4.0
664,NE,2022-06-15,0.0,0.0,0.0,0.0,2.0
641,NE,2022-06-16,1.0,0.0,0.0,1.0,3.0
490,NE,2022-06-17,1.0,1.0,1.0,0.0,6.0
401,NE,2022-06-18,0.0,1.0,0.0,0.0,2.0
307,NE,2022-06-19,0.0,1.0,0.0,0.0,2.0
642,NE,2022-06-20,1.0,1.0,0.0,1.0,6.0
491,NE,2022-06-21,1.0,0.0,0.0,0.0,3.0
409,NE,2022-06-22,1.0,0.0,0.0,0.0,2.0
643,NE,2022-06-23,1.0,1.0,0.0,0.0,3.0
689,NE,2022-06-24,0.0,1.0,0.0,0.0,3.0
644,NE,2022-06-25,1.0,0.0,0.0,1.0,4.0
456,NE,2022-06-26,1.0,0.0,0.0,1.0,4.0
645,NE,2022-06-27,1.0,1.0,0.0,0.0,4.0
457,NE,2022-06-28,0.0,0.0,1.0,0.0,4.0
646,NE,2022-06-29,1.0,0.0,0.0,1.0,4.0
514,NE,2022-06-30,1.0,1.0,0.0,1.0,5.0
458,NE,2022-07-01,0.0,1.0,0.0,1.0,4.0
647,NE,2022-07-02,1.0,0.0,0.0,0.0,2.0
402,NE,2022-07-03,1.0,1.0,0.0,0.0,4.0
665,NE,2022-07-04,0.0,1.0,1.0,0.0,4.0
61,NE,2022-07-05,1.0,1.0,1.0,1.0,9.0
403,NE,2022-07-06,0.0,0.0,1.0,1.0,3.0
404,NE,2022-07-07,1.0,1.0,0.0,0.0,4.0
341,NE,2022-07-08,0.0,0.0,1.0,0.0,3.0
308,NE,2022-07-09,0.0,1.0,0.0,0.0,5.0
701,NE,2022-07-10,0.0,0.0,1.0,0.0,3.0
309,NE,2022-07-11,1.0,1.0,1.0,1.0,8.0
648,NE,2022-07-12,1.0,0.0,1.0,1.0,4.0
342,NE,2022-07-13,1.0,1.0,0.0,0.0,4.0
515,NE,2022-07-14,1.0,1.0,1.0,1.0,11.0
649,NE,2022-07-15,1.0,1.0,0.0,0.0,2.0
650,NE,2022-07-16,1.0,1.0,0.0,0.0,2.0
666,NE,2022-07-17,0.0,1.0,0.0,0.0,3.0
310,NE,2022-07-18,1.0,0.0,1.0,0.0,4.0
651,NE,2022-07-19,1.0,0.0,1.0,0.0,5.0
375,NE,2022-07-20,1.0,1.0,1.0,0.0,5.0
311,NE,2022-07-21,0.0,0.0,1.0,0.0,7.0
652,NE,2022-07-22,1.0,1.0,1.0,0.0,3.0
653,NE,2022-07-23,1.0,1.0,1.0,0.0,4.0
667,NE,2022-07-24,0.0,1.0,1.0,0.0,4.0
376,NE,2022-07-25,0.0,1.0,0.0,1.0,3.0
312,NE,2022-07-26,0.0,1.0,0.0,0.0,4.0
459,NE,2022-07-27,1.0,0.0,0.0,0.0,3.0
313,NE,2022-07-28,4.0,0.0,1.0,0.0,7.0
654,NE,2022-07-29,1.0,1.0,1.0,0.0,4.0
435,NE,2022-07-30,1.0,1.0,1.0,0.0,5.0
655,NE,2022-07-31,1.0,0.0,0.0,0.0,2.0
