,state,date,33011,33015,total_cnts
91,NH,2021-02-07,0.0,1.0,2.0
267,NH,2021-02-08,1.0,1.0,4.0
221,NH,2021-02-09,1.0,1.0,3.0
524,NH,2021-02-10,0.0,1.0,1.0
222,NH,2021-02-11,1.0,1.0,4.0
525,NH,2021-02-12,0.0,1.0,2.0
396,NH,2021-02-13,1.0,4.0,5.0
397,NH,2021-02-14,1.0,5.0,7.0
526,NH,2021-02-15,0.0,1.0,2.0
398,NH,2021-02-16,1.0,1.0,2.0
527,NH,2021-02-17,0.0,1.0,2.0
399,NH,2021-02-18,1.0,1.0,2.0
528,NH,2021-02-19,0.0,1.0,1.0
9,NH,2021-02-20,0.0,0.0,1.0
400,NH,2021-02-21,1.0,4.0,6.0
529,NH,2021-02-22,0.0,1.0,1.0
10,NH,2021-02-23,1.0,1.0,4.0
92,NH,2021-02-24,0.0,0.0,2.0
401,NH,2021-02-25,1.0,1.0,2.0
11,NH,2021-02-26,0.0,1.0,2.0
12,NH,2021-02-27,0.0,1.0,3.0
93,NH,2021-02-28,1.0,4.0,6.0
94,NH,2021-03-01,0.0,1.0,3.0
13,NH,2021-03-02,0.0,5.0,7.0
402,NH,2021-03-03,1.0,1.0,2.0
530,NH,2021-03-04,0.0,1.0,1.0
403,NH,2021-03-05,1.0,1.0,2.0
531,NH,2021-03-06,0.0,1.0,1.0
532,NH,2021-03-07,0.0,1.0,1.0
495,NH,2021-03-08,0.0,1.0,2.0
95,NH,2021-03-09,0.0,0.0,2.0
309,NH,2021-03-10,1.0,1.0,3.0
268,NH,2021-03-11,1.0,1.0,5.0
533,NH,2021-03-12,0.0,4.0,4.0
534,NH,2021-03-13,0.0,1.0,2.0
310,NH,2021-03-14,0.0,1.0,2.0
612,NH,2021-03-15,0.0,0.0,1.0
404,NH,2021-03-16,1.0,1.0,2.0
96,NH,2021-03-17,1.0,1.0,3.0
535,NH,2021-03-18,0.0,4.0,4.0
536,NH,2021-03-19,0.0,1.0,1.0
405,NH,2021-03-20,1.0,1.0,3.0
537,NH,2021-03-21,0.0,1.0,2.0
406,NH,2021-03-22,1.0,4.0,7.0
97,NH,2021-03-23,0.0,1.0,3.0
269,NH,2021-03-24,0.0,4.0,5.0
538,NH,2021-03-25,0.0,1.0,1.0
407,NH,2021-03-26,1.0,1.0,2.0
270,NH,2021-03-27,0.0,1.0,2.0
539,NH,2021-03-28,0.0,1.0,2.0
540,NH,2021-03-29,0.0,1.0,1.0
271,NH,2021-03-30,1.0,1.0,3.0
311,NH,2021-03-31,0.0,1.0,2.0
496,NH,2021-04-01,0.0,1.0,3.0
272,NH,2021-04-02,1.0,1.0,4.0
541,NH,2021-04-03,0.0,1.0,1.0
408,NH,2021-04-04,1.0,1.0,3.0
312,NH,2021-04-05,1.0,1.0,4.0
313,NH,2021-04-06,1.0,1.0,7.0
98,NH,2021-04-07,1.0,1.0,4.0
14,NH,2021-04-08,1.0,1.0,4.0
15,NH,2021-04-09,1.0,1.0,6.0
409,NH,2021-04-10,1.0,1.0,2.0
223,NH,2021-04-11,1.0,0.0,3.0
314,NH,2021-04-12,0.0,0.0,2.0
99,NH,2021-04-13,1.0,5.0,7.0
224,NH,2021-04-14,1.0,1.0,4.0
315,NH,2021-04-15,1.0,0.0,3.0
100,NH,2021-04-16,1.0,1.0,5.0
101,NH,2021-04-17,0.0,1.0,4.0
102,NH,2021-04-18,0.0,1.0,3.0
316,NH,2021-04-19,1.0,1.0,3.0
273,NH,2021-04-20,0.0,1.0,3.0
410,NH,2021-04-21,1.0,1.0,4.0
411,NH,2021-04-22,1.0,1.0,3.0
317,NH,2021-04-23,1.0,1.0,4.0
318,NH,2021-04-24,0.0,0.0,1.0
613,NH,2021-04-25,0.0,0.0,1.0
542,NH,2021-04-26,0.0,1.0,2.0
412,NH,2021-04-27,1.0,1.0,2.0
413,NH,2021-04-28,1.0,1.0,3.0
319,NH,2021-04-29,0.0,1.0,3.0
543,NH,2021-04-30,0.0,1.0,2.0
414,NH,2021-05-01,1.0,0.0,1.0
103,NH,2021-05-02,1.0,1.0,3.0
320,NH,2021-05-03,0.0,1.0,3.0
544,NH,2021-05-04,0.0,1.0,1.0
16,NH,2021-05-05,1.0,1.0,5.0
17,NH,2021-05-06,1.0,1.0,5.0
321,NH,2021-05-07,0.0,0.0,1.0
274,NH,2021-05-08,0.0,0.0,2.0
415,NH,2021-05-09,1.0,0.0,2.0
104,NH,2021-05-10,1.0,1.0,3.0
416,NH,2021-05-12,1.0,1.0,2.0
497,NH,2021-05-13,0.0,1.0,3.0
322,NH,2021-05-15,1.0,0.0,2.0
545,NH,2021-05-16,0.0,1.0,2.0
105,NH,2021-05-17,0.0,0.0,1.0
546,NH,2021-05-18,0.0,1.0,1.0
323,NH,2021-05-19,0.0,1.0,3.0
417,NH,2021-05-20,1.0,0.0,1.0
630,NH,2021-05-21,0.0,0.0,1.0
18,NH,2021-05-22,1.0,0.0,2.0
225,NH,2021-05-24,1.0,1.0,3.0
547,NH,2021-05-25,0.0,1.0,1.0
226,NH,2021-05-26,0.0,1.0,2.0
227,NH,2021-05-27,0.0,1.0,3.0
418,NH,2021-05-28,1.0,0.0,2.0
498,NH,2021-05-29,0.0,0.0,1.0
548,NH,2021-05-30,0.0,1.0,1.0
499,NH,2021-05-31,0.0,1.0,2.0
324,NH,2021-06-01,0.0,1.0,3.0
614,NH,2021-06-02,0.0,0.0,1.0
549,NH,2021-06-03,0.0,1.0,1.0
325,NH,2021-06-04,0.0,0.0,1.0
326,NH,2021-06-06,0.0,0.0,1.0
615,NH,2021-06-09,0.0,0.0,1.0
616,NH,2021-06-10,0.0,0.0,1.0
617,NH,2021-06-11,0.0,0.0,1.0
106,NH,2021-06-12,0.0,0.0,1.0
419,NH,2021-06-13,1.0,0.0,1.0
550,NH,2021-06-14,0.0,1.0,1.0
19,NH,2021-06-15,0.0,1.0,6.0
618,NH,2021-06-16,0.0,0.0,1.0
631,NH,2021-06-18,0.0,0.0,1.0
619,NH,2021-06-21,0.0,0.0,1.0
620,NH,2021-06-23,0.0,0.0,1.0
621,NH,2021-06-24,0.0,0.0,1.0
420,NH,2021-06-25,1.0,0.0,2.0
275,NH,2021-06-29,0.0,0.0,1.0
20,NH,2021-06-30,1.0,1.0,3.0
21,NH,2021-07-01,0.0,1.0,2.0
551,NH,2021-07-02,0.0,1.0,1.0
632,NH,2021-07-03,0.0,0.0,1.0
228,NH,2021-07-07,0.0,0.0,1.0
22,NH,2021-07-08,0.0,1.0,2.0
552,NH,2021-07-09,0.0,1.0,1.0
421,NH,2021-07-14,1.0,1.0,2.0
327,NH,2021-07-15,0.0,0.0,1.0
553,NH,2021-07-16,0.0,1.0,1.0
554,NH,2021-07-17,0.0,1.0,1.0
229,NH,2021-07-19,0.0,1.0,2.0
107,NH,2021-07-20,0.0,0.0,1.0
276,NH,2021-07-21,0.0,1.0,3.0
328,NH,2021-07-22,1.0,1.0,3.0
555,NH,2021-07-23,0.0,1.0,1.0
23,NH,2021-07-24,0.0,1.0,3.0
556,NH,2021-07-25,0.0,1.0,1.0
557,NH,2021-07-26,0.0,1.0,1.0
422,NH,2021-07-28,1.0,1.0,2.0
558,NH,2021-07-29,0.0,1.0,1.0
423,NH,2021-07-30,1.0,0.0,2.0
559,NH,2021-07-31,0.0,1.0,1.0
560,NH,2021-08-01,0.0,1.0,1.0
561,NH,2021-08-02,0.0,1.0,1.0
424,NH,2021-08-03,1.0,1.0,3.0
108,NH,2021-08-04,0.0,1.0,3.0
329,NH,2021-08-05,1.0,1.0,5.0
109,NH,2021-08-06,0.0,1.0,2.0
110,NH,2021-08-07,0.0,1.0,2.0
562,NH,2021-08-09,0.0,1.0,1.0
425,NH,2021-08-10,1.0,1.0,2.0
111,NH,2021-08-11,0.0,1.0,2.0
277,NH,2021-08-12,0.0,1.0,4.0
230,NH,2021-08-13,0.0,1.0,4.0
426,NH,2021-08-14,1.0,1.0,3.0
24,NH,2021-08-15,0.0,1.0,4.0
25,NH,2021-08-16,0.0,1.0,4.0
427,NH,2021-08-17,1.0,1.0,3.0
330,NH,2021-08-18,1.0,1.0,5.0
26,NH,2021-08-19,0.0,1.0,5.0
112,NH,2021-08-20,1.0,1.0,6.0
113,NH,2021-08-21,1.0,0.0,2.0
331,NH,2021-08-22,0.0,1.0,3.0
563,NH,2021-08-23,0.0,1.0,1.0
114,NH,2021-08-24,1.0,0.0,4.0
115,NH,2021-08-25,1.0,1.0,6.0
116,NH,2021-08-26,0.0,1.0,4.0
278,NH,2021-08-27,1.0,1.0,4.0
564,NH,2021-08-28,0.0,1.0,5.0
500,NH,2021-08-29,0.0,1.0,3.0
428,NH,2021-08-30,1.0,1.0,3.0
231,NH,2021-08-31,1.0,1.0,4.0
117,NH,2021-09-01,0.0,1.0,5.0
118,NH,2021-09-02,0.0,1.0,3.0
565,NH,2021-09-03,0.0,4.0,4.0
119,NH,2021-09-04,0.0,4.0,5.0
566,NH,2021-09-05,0.0,1.0,2.0
120,NH,2021-09-06,1.0,0.0,2.0
279,NH,2021-09-07,1.0,1.0,5.0
429,NH,2021-09-08,1.0,4.0,6.0
332,NH,2021-09-09,0.0,1.0,3.0
280,NH,2021-09-10,1.0,1.0,5.0
121,NH,2021-09-11,1.0,1.0,4.0
122,NH,2021-09-12,0.0,1.0,3.0
430,NH,2021-09-13,1.0,4.0,6.0
123,NH,2021-09-14,0.0,1.0,5.0
124,NH,2021-09-15,0.0,1.0,5.0
333,NH,2021-09-16,0.0,1.0,2.0
431,NH,2021-09-17,1.0,7.0,9.0
567,NH,2021-09-18,0.0,1.0,2.0
568,NH,2021-09-19,0.0,1.0,2.0
432,NH,2021-09-20,1.0,5.0,8.0
125,NH,2021-09-21,0.0,1.0,5.0
27,NH,2021-09-22,1.0,4.0,9.0
126,NH,2021-09-23,1.0,1.0,5.0
433,NH,2021-09-24,1.0,4.0,6.0
127,NH,2021-09-25,0.0,1.0,2.0
128,NH,2021-09-26,0.0,5.0,7.0
281,NH,2021-09-27,1.0,4.0,8.0
282,NH,2021-09-28,0.0,1.0,4.0
232,NH,2021-09-29,1.0,1.0,4.0
434,NH,2021-09-30,1.0,1.0,3.0
28,NH,2021-10-01,1.0,4.0,8.0
569,NH,2021-10-02,0.0,1.0,1.0
570,NH,2021-10-03,0.0,1.0,2.0
435,NH,2021-10-04,1.0,4.0,6.0
29,NH,2021-10-05,1.0,1.0,5.0
283,NH,2021-10-06,1.0,4.0,9.0
284,NH,2021-10-07,1.0,1.0,4.0
334,NH,2021-10-08,0.0,1.0,3.0
335,NH,2021-10-09,1.0,4.0,6.0
571,NH,2021-10-10,0.0,4.0,4.0
436,NH,2021-10-11,4.0,1.0,7.0
336,NH,2021-10-12,0.0,1.0,3.0
233,NH,2021-10-13,0.0,1.0,8.0
30,NH,2021-10-14,1.0,5.0,10.0
129,NH,2021-10-15,1.0,7.0,12.0
234,NH,2021-10-16,5.0,1.0,9.0
235,NH,2021-10-17,1.0,1.0,3.0
130,NH,2021-10-18,1.0,5.0,9.0
437,NH,2021-10-19,1.0,1.0,3.0
337,NH,2021-10-20,1.0,6.0,9.0
285,NH,2021-10-21,0.0,1.0,4.0
131,NH,2021-10-22,1.0,6.0,9.0
132,NH,2021-10-23,4.0,1.0,7.0
133,NH,2021-10-24,1.0,1.0,6.0
438,NH,2021-10-25,1.0,1.0,3.0
286,NH,2021-10-26,1.0,1.0,6.0
31,NH,2021-10-27,1.0,1.0,5.0
134,NH,2021-10-28,0.0,1.0,4.0
135,NH,2021-10-29,1.0,1.0,9.0
236,NH,2021-10-30,0.0,4.0,9.0
237,NH,2021-10-31,1.0,4.0,9.0
32,NH,2021-11-01,0.0,1.0,4.0
136,NH,2021-11-02,1.0,1.0,3.0
33,NH,2021-11-03,0.0,5.0,7.0
137,NH,2021-11-04,5.0,1.0,8.0
138,NH,2021-11-05,1.0,1.0,3.0
139,NH,2021-11-06,1.0,1.0,3.0
140,NH,2021-11-07,1.0,1.0,5.0
34,NH,2021-11-08,0.0,1.0,5.0
35,NH,2021-11-09,1.0,1.0,9.0
36,NH,2021-11-10,0.0,1.0,5.0
238,NH,2021-11-11,0.0,1.0,5.0
141,NH,2021-11-12,1.0,1.0,5.0
287,NH,2021-11-13,1.0,5.0,12.0
142,NH,2021-11-14,1.0,1.0,5.0
143,NH,2021-11-15,0.0,1.0,4.0
144,NH,2021-11-16,1.0,0.0,4.0
145,NH,2021-11-17,1.0,4.0,12.0
338,NH,2021-11-18,1.0,4.0,7.0
37,NH,2021-11-19,7.0,5.0,16.0
239,NH,2021-11-20,1.0,4.0,10.0
38,NH,2021-11-21,1.0,4.0,7.0
146,NH,2021-11-22,1.0,5.0,11.0
147,NH,2021-11-23,1.0,4.0,13.0
148,NH,2021-11-24,1.0,1.0,7.0
240,NH,2021-11-25,4.0,1.0,7.0
339,NH,2021-11-26,1.0,4.0,11.0
39,NH,2021-11-27,1.0,1.0,6.0
149,NH,2021-11-28,1.0,4.0,9.0
40,NH,2021-11-29,7.0,6.0,21.0
150,NH,2021-11-30,1.0,4.0,7.0
151,NH,2021-12-01,0.0,5.0,12.0
41,NH,2021-12-02,1.0,4.0,12.0
152,NH,2021-12-03,1.0,1.0,8.0
153,NH,2021-12-04,1.0,4.0,10.0
154,NH,2021-12-05,1.0,5.0,12.0
241,NH,2021-12-06,6.0,8.0,19.0
155,NH,2021-12-07,1.0,1.0,6.0
156,NH,2021-12-08,1.0,10.0,18.0
157,NH,2021-12-09,5.0,1.0,12.0
158,NH,2021-12-10,1.0,5.0,22.0
42,NH,2021-12-11,1.0,4.0,14.0
43,NH,2021-12-12,1.0,8.0,13.0
159,NH,2021-12-13,1.0,7.0,12.0
160,NH,2021-12-14,1.0,10.0,15.0
161,NH,2021-12-15,1.0,6.0,10.0
44,NH,2021-12-16,4.0,14.0,27.0
162,NH,2021-12-17,4.0,12.0,21.0
45,NH,2021-12-18,1.0,6.0,11.0
163,NH,2021-12-19,1.0,6.0,10.0
164,NH,2021-12-20,5.0,6.0,22.0
165,NH,2021-12-21,1.0,5.0,12.0
166,NH,2021-12-22,1.0,7.0,16.0
167,NH,2021-12-23,1.0,9.0,19.0
242,NH,2021-12-24,1.0,5.0,9.0
243,NH,2021-12-25,1.0,1.0,4.0
46,NH,2021-12-26,1.0,1.0,6.0
244,NH,2021-12-27,1.0,1.0,16.0
168,NH,2021-12-28,4.0,7.0,14.0
47,NH,2021-12-29,4.0,1.0,10.0
169,NH,2021-12-30,0.0,8.0,13.0
170,NH,2021-12-31,0.0,5.0,9.0
171,NH,2022-01-01,4.0,1.0,10.0
48,NH,2022-01-02,4.0,5.0,13.0
172,NH,2022-01-03,7.0,7.0,21.0
173,NH,2022-01-04,6.0,4.0,15.0
49,NH,2022-01-05,5.0,6.0,14.0
50,NH,2022-01-06,6.0,6.0,19.0
174,NH,2022-01-07,6.0,5.0,13.0
340,NH,2022-01-08,5.0,1.0,12.0
175,NH,2022-01-09,4.0,6.0,12.0
51,NH,2022-01-10,5.0,8.0,17.0
439,NH,2022-01-11,1.0,6.0,12.0
176,NH,2022-01-12,1.0,11.0,14.0
245,NH,2022-01-13,4.0,5.0,12.0
52,NH,2022-01-14,6.0,10.0,19.0
246,NH,2022-01-15,4.0,6.0,13.0
247,NH,2022-01-16,4.0,4.0,11.0
177,NH,2022-01-17,5.0,6.0,15.0
248,NH,2022-01-18,1.0,6.0,11.0
178,NH,2022-01-19,6.0,1.0,11.0
179,NH,2022-01-20,1.0,1.0,5.0
53,NH,2022-01-21,1.0,1.0,8.0
54,NH,2022-01-22,4.0,5.0,13.0
440,NH,2022-01-23,1.0,1.0,3.0
441,NH,2022-01-24,4.0,5.0,10.0
55,NH,2022-01-25,1.0,1.0,10.0
180,NH,2022-01-26,1.0,4.0,12.0
181,NH,2022-01-27,1.0,1.0,6.0
182,NH,2022-01-28,1.0,4.0,8.0
442,NH,2022-01-29,1.0,1.0,3.0
443,NH,2022-01-30,1.0,1.0,4.0
249,NH,2022-01-31,1.0,6.0,9.0
250,NH,2022-02-01,1.0,1.0,5.0
341,NH,2022-02-02,1.0,1.0,4.0
251,NH,2022-02-03,1.0,0.0,5.0
56,NH,2022-02-04,1.0,1.0,4.0
444,NH,2022-02-05,1.0,1.0,3.0
183,NH,2022-02-06,1.0,1.0,4.0
445,NH,2022-02-07,1.0,1.0,3.0
252,NH,2022-02-08,0.0,1.0,4.0
184,NH,2022-02-09,1.0,0.0,3.0
253,NH,2022-02-10,1.0,0.0,3.0
446,NH,2022-02-11,1.0,1.0,4.0
447,NH,2022-02-12,1.0,1.0,4.0
288,NH,2022-02-13,0.0,1.0,3.0
185,NH,2022-02-14,1.0,4.0,8.0
572,NH,2022-02-15,0.0,1.0,2.0
342,NH,2022-02-16,0.0,1.0,2.0
254,NH,2022-02-17,1.0,1.0,4.0
186,NH,2022-02-18,1.0,1.0,4.0
573,NH,2022-02-19,0.0,1.0,1.0
574,NH,2022-02-20,0.0,1.0,2.0
448,NH,2022-02-21,1.0,1.0,2.0
187,NH,2022-02-22,1.0,1.0,3.0
343,NH,2022-02-23,1.0,0.0,3.0
255,NH,2022-02-24,1.0,1.0,5.0
449,NH,2022-02-25,1.0,4.0,5.0
575,NH,2022-02-26,0.0,1.0,1.0
450,NH,2022-02-28,1.0,0.0,1.0
576,NH,2022-03-01,0.0,1.0,1.0
289,NH,2022-03-02,0.0,0.0,1.0
451,NH,2022-03-03,1.0,0.0,2.0
452,NH,2022-03-04,1.0,1.0,2.0
501,NH,2022-03-06,0.0,1.0,2.0
188,NH,2022-03-07,0.0,1.0,3.0
633,NH,2022-03-08,0.0,0.0,1.0
622,NH,2022-03-09,0.0,0.0,1.0
344,NH,2022-03-10,0.0,1.0,2.0
189,NH,2022-03-11,0.0,0.0,2.0
453,NH,2022-03-12,1.0,1.0,2.0
454,NH,2022-03-14,1.0,1.0,2.0
455,NH,2022-03-15,1.0,0.0,1.0
190,NH,2022-03-16,1.0,0.0,2.0
577,NH,2022-03-18,0.0,1.0,1.0
578,NH,2022-03-20,0.0,1.0,1.0
191,NH,2022-03-21,0.0,1.0,2.0
623,NH,2022-03-25,0.0,0.0,1.0
579,NH,2022-03-26,0.0,1.0,1.0
580,NH,2022-03-29,0.0,1.0,1.0
345,NH,2022-03-31,0.0,0.0,1.0
581,NH,2022-04-01,0.0,1.0,1.0
582,NH,2022-04-02,0.0,1.0,2.0
583,NH,2022-04-04,0.0,1.0,1.0
584,NH,2022-04-05,0.0,1.0,1.0
585,NH,2022-04-07,0.0,1.0,1.0
586,NH,2022-04-08,0.0,1.0,1.0
192,NH,2022-04-09,0.0,0.0,1.0
57,NH,2022-04-11,1.0,1.0,3.0
346,NH,2022-04-12,0.0,1.0,2.0
587,NH,2022-04-13,0.0,1.0,2.0
588,NH,2022-04-14,0.0,1.0,1.0
502,NH,2022-04-15,0.0,1.0,2.0
456,NH,2022-04-17,1.0,0.0,1.0
457,NH,2022-04-18,1.0,0.0,2.0
458,NH,2022-04-19,1.0,1.0,2.0
459,NH,2022-04-20,1.0,0.0,1.0
460,NH,2022-04-21,1.0,0.0,2.0
589,NH,2022-04-22,0.0,1.0,2.0
590,NH,2022-04-25,0.0,1.0,1.0
461,NH,2022-04-26,1.0,1.0,2.0
462,NH,2022-04-27,1.0,1.0,2.0
591,NH,2022-04-28,0.0,1.0,1.0
193,NH,2022-04-30,0.0,1.0,2.0
256,NH,2022-05-01,0.0,0.0,1.0
503,NH,2022-05-02,0.0,0.0,2.0
592,NH,2022-05-03,0.0,1.0,1.0
624,NH,2022-05-04,0.0,0.0,1.0
194,NH,2022-05-05,1.0,1.0,3.0
463,NH,2022-05-06,1.0,1.0,2.0
347,NH,2022-05-07,1.0,0.0,2.0
348,NH,2022-05-08,0.0,0.0,2.0
58,NH,2022-05-09,1.0,0.0,3.0
464,NH,2022-05-10,1.0,4.0,5.0
195,NH,2022-05-11,0.0,1.0,3.0
465,NH,2022-05-12,1.0,1.0,3.0
196,NH,2022-05-13,1.0,0.0,2.0
290,NH,2022-05-14,1.0,0.0,2.0
466,NH,2022-05-15,1.0,1.0,2.0
467,NH,2022-05-16,1.0,1.0,3.0
257,NH,2022-05-17,1.0,1.0,4.0
593,NH,2022-05-18,0.0,1.0,2.0
197,NH,2022-05-19,4.0,1.0,7.0
291,NH,2022-05-20,1.0,1.0,3.0
468,NH,2022-05-21,1.0,1.0,2.0
469,NH,2022-05-22,1.0,4.0,5.0
292,NH,2022-05-23,1.0,1.0,5.0
59,NH,2022-05-24,1.0,0.0,4.0
470,NH,2022-05-25,1.0,1.0,3.0
293,NH,2022-05-26,1.0,0.0,4.0
471,NH,2022-05-27,1.0,1.0,3.0
472,NH,2022-05-28,1.0,1.0,2.0
473,NH,2022-05-29,1.0,1.0,2.0
60,NH,2022-05-30,1.0,0.0,3.0
594,NH,2022-05-31,0.0,1.0,1.0
