,state,date,19013,19153,19155,19163,total_cnts
577,IA,2022-05-20,0.0,0.0,0.0,0.0,2.0
630,IA,2022-05-21,0.0,0.0,0.0,0.0,3.0
698,IA,2022-05-22,0.0,0.0,0.0,1.0,1.0
678,IA,2022-05-23,0.0,1.0,0.0,0.0,1.0
588,IA,2022-05-24,0.0,1.0,1.0,0.0,3.0
658,IA,2022-05-26,0.0,1.0,0.0,0.0,3.0
458,IA,2022-05-27,1.0,0.0,1.0,1.0,3.0
578,IA,2022-05-28,0.0,0.0,1.0,1.0,3.0
459,IA,2022-05-29,1.0,0.0,0.0,1.0,3.0
685,IA,2022-05-30,0.0,0.0,1.0,1.0,2.0
58,IA,2022-05-31,0.0,1.0,0.0,0.0,2.0
667,IA,2022-06-01,0.0,0.0,0.0,1.0,2.0
699,IA,2022-06-03,0.0,0.0,0.0,1.0,1.0
700,IA,2022-06-04,0.0,0.0,0.0,1.0,1.0
460,IA,2022-06-05,1.0,0.0,0.0,1.0,2.0
461,IA,2022-06-06,1.0,0.0,0.0,0.0,1.0
610,IA,2022-06-07,0.0,0.0,1.0,1.0,5.0
668,IA,2022-06-08,0.0,0.0,1.0,1.0,3.0
686,IA,2022-06-09,0.0,0.0,1.0,0.0,1.0
86,IA,2022-06-10,0.0,0.0,0.0,1.0,5.0
679,IA,2022-06-11,0.0,1.0,0.0,0.0,1.0
620,IA,2022-06-12,0.0,0.0,0.0,1.0,2.0
462,IA,2022-06-13,1.0,1.0,0.0,1.0,3.0
680,IA,2022-06-14,0.0,1.0,1.0,1.0,3.0
503,IA,2022-06-16,0.0,0.0,0.0,1.0,5.0
611,IA,2022-06-17,0.0,1.0,0.0,1.0,4.0
463,IA,2022-06-18,1.0,0.0,0.0,0.0,1.0
612,IA,2022-06-19,0.0,0.0,0.0,0.0,1.0
636,IA,2022-06-20,0.0,0.0,0.0,0.0,1.0
637,IA,2022-06-21,0.0,0.0,0.0,1.0,3.0
540,IA,2022-06-22,0.0,0.0,0.0,1.0,3.0
687,IA,2022-06-23,0.0,0.0,1.0,0.0,1.0
464,IA,2022-06-24,1.0,0.0,0.0,1.0,3.0
641,IA,2022-06-25,0.0,0.0,0.0,0.0,1.0
705,IA,2022-06-26,0.0,0.0,0.0,0.0,1.0
465,IA,2022-06-27,1.0,0.0,0.0,1.0,5.0
492,IA,2022-06-28,0.0,1.0,1.0,0.0,4.0
493,IA,2022-06-29,0.0,1.0,0.0,1.0,4.0
642,IA,2022-06-30,0.0,1.0,1.0,1.0,4.0
701,IA,2022-07-01,0.0,0.0,0.0,1.0,1.0
515,IA,2022-07-02,0.0,1.0,0.0,1.0,4.0
613,IA,2022-07-03,0.0,0.0,1.0,0.0,2.0
623,IA,2022-07-04,0.0,0.0,0.0,1.0,2.0
614,IA,2022-07-05,0.0,0.0,1.0,1.0,4.0
131,IA,2022-07-06,0.0,0.0,1.0,1.0,5.0
659,IA,2022-07-07,0.0,0.0,1.0,1.0,3.0
702,IA,2022-07-08,0.0,0.0,0.0,1.0,1.0
466,IA,2022-07-09,1.0,0.0,1.0,1.0,4.0
516,IA,2022-07-11,0.0,0.0,1.0,1.0,4.0
467,IA,2022-07-12,1.0,0.0,0.0,1.0,5.0
579,IA,2022-07-13,0.0,0.0,1.0,1.0,4.0
594,IA,2022-07-14,0.0,0.0,0.0,1.0,2.0
681,IA,2022-07-15,0.0,1.0,0.0,1.0,2.0
592,IA,2022-07-16,0.0,0.0,0.0,0.0,4.0
468,IA,2022-07-17,1.0,0.0,1.0,0.0,2.0
617,IA,2022-07-18,0.0,0.0,0.0,0.0,1.0
469,IA,2022-07-19,1.0,0.0,0.0,4.0,6.0
470,IA,2022-07-20,1.0,1.0,1.0,1.0,8.0
471,IA,2022-07-21,1.0,0.0,1.0,1.0,4.0
472,IA,2022-07-22,1.0,1.0,1.0,0.0,4.0
688,IA,2022-07-23,0.0,0.0,1.0,1.0,2.0
473,IA,2022-07-24,1.0,1.0,1.0,1.0,4.0
541,IA,2022-07-25,0.0,0.0,1.0,1.0,6.0
533,IA,2022-07-26,0.0,0.0,0.0,1.0,4.0
615,IA,2022-07-27,0.0,0.0,1.0,1.0,4.0
551,IA,2022-07-28,0.0,0.0,0.0,0.0,2.0
504,IA,2022-07-29,0.0,1.0,0.0,1.0,5.0
682,IA,2022-07-30,0.0,1.0,0.0,1.0,2.0
546,IA,2022-07-31,0.0,0.0,1.0,1.0,5.0
