,state,date,40027,40031,40037,40109,40143,40145,total_cnts
593,OK,2021-07-16,0.0,1.0,0.0,1.0,9.0,0.0,18.0
544,OK,2021-07-17,1.0,0.0,1.0,1.0,10.0,1.0,21.0
656,OK,2021-07-18,0.0,0.0,0.0,1.0,4.0,1.0,17.0
498,OK,2021-07-19,0.0,0.0,1.0,1.0,8.0,1.0,16.0
197,OK,2021-07-20,0.0,0.0,1.0,0.0,5.0,4.0,21.0
545,OK,2021-07-21,1.0,0.0,1.0,4.0,6.0,1.0,22.0
273,OK,2021-07-22,0.0,0.0,4.0,1.0,8.0,1.0,27.0
78,OK,2021-07-23,1.0,1.0,1.0,5.0,11.0,5.0,33.0
499,OK,2021-07-24,1.0,1.0,1.0,5.0,7.0,1.0,25.0
594,OK,2021-07-25,0.0,1.0,1.0,1.0,12.0,1.0,24.0
546,OK,2021-07-26,1.0,1.0,1.0,5.0,10.0,1.0,33.0
494,OK,2021-07-27,0.0,1.0,1.0,5.0,11.0,4.0,36.0
547,OK,2021-07-28,1.0,1.0,7.0,1.0,9.0,5.0,37.0
274,OK,2021-07-29,1.0,1.0,1.0,1.0,9.0,4.0,27.0
126,OK,2021-07-30,1.0,1.0,1.0,1.0,14.0,4.0,43.0
127,OK,2021-07-31,1.0,0.0,1.0,1.0,9.0,1.0,32.0
595,OK,2021-08-01,0.0,1.0,1.0,1.0,12.0,1.0,32.0
345,OK,2021-08-02,1.0,1.0,6.0,12.0,15.0,1.0,60.0
275,OK,2021-08-03,1.0,1.0,1.0,7.0,9.0,1.0,37.0
79,OK,2021-08-04,1.0,5.0,0.0,7.0,8.0,6.0,55.0
276,OK,2021-08-05,1.0,1.0,1.0,1.0,16.0,4.0,47.0
277,OK,2021-08-06,1.0,4.0,1.0,21.0,16.0,7.0,78.0
278,OK,2021-08-07,1.0,1.0,1.0,11.0,9.0,1.0,50.0
279,OK,2021-08-08,1.0,5.0,0.0,4.0,10.0,7.0,56.0
128,OK,2021-08-09,0.0,1.0,0.0,18.0,12.0,4.0,66.0
416,OK,2021-08-10,1.0,4.0,7.0,10.0,11.0,5.0,62.0
280,OK,2021-08-11,1.0,1.0,1.0,14.0,17.0,1.0,63.0
80,OK,2021-08-12,4.0,1.0,1.0,9.0,10.0,4.0,53.0
129,OK,2021-08-13,1.0,1.0,1.0,8.0,27.0,1.0,63.0
346,OK,2021-08-14,1.0,1.0,1.0,5.0,22.0,4.0,47.0
198,OK,2021-08-15,1.0,1.0,1.0,12.0,13.0,1.0,45.0
81,OK,2021-08-16,6.0,1.0,1.0,18.0,11.0,1.0,68.0
417,OK,2021-08-17,1.0,7.0,1.0,10.0,24.0,1.0,58.0
418,OK,2021-08-18,5.0,1.0,1.0,7.0,17.0,1.0,50.0
82,OK,2021-08-19,5.0,1.0,1.0,10.0,21.0,4.0,64.0
419,OK,2021-08-20,8.0,1.0,1.0,20.0,34.0,1.0,86.0
281,OK,2021-08-21,0.0,1.0,1.0,11.0,17.0,1.0,54.0
83,OK,2021-08-22,1.0,1.0,1.0,10.0,10.0,1.0,39.0
84,OK,2021-08-23,7.0,1.0,5.0,16.0,15.0,4.0,77.0
85,OK,2021-08-24,4.0,1.0,4.0,9.0,25.0,0.0,67.0
86,OK,2021-08-25,5.0,1.0,1.0,7.0,11.0,4.0,47.0
87,OK,2021-08-26,1.0,7.0,4.0,16.0,16.0,4.0,80.0
130,OK,2021-08-27,6.0,5.0,1.0,20.0,19.0,1.0,85.0
222,OK,2021-08-28,1.0,1.0,1.0,11.0,10.0,1.0,40.0
88,OK,2021-08-29,1.0,1.0,1.0,8.0,8.0,1.0,32.0
89,OK,2021-08-30,6.0,4.0,1.0,28.0,19.0,1.0,93.0
90,OK,2021-08-31,4.0,4.0,4.0,11.0,11.0,1.0,62.0
91,OK,2021-09-01,1.0,1.0,1.0,8.0,11.0,4.0,60.0
92,OK,2021-09-02,0.0,1.0,1.0,19.0,20.0,1.0,64.0
282,OK,2021-09-03,7.0,1.0,1.0,20.0,15.0,1.0,83.0
476,OK,2021-09-04,1.0,1.0,1.0,1.0,15.0,1.0,43.0
283,OK,2021-09-05,0.0,1.0,1.0,5.0,12.0,4.0,44.0
223,OK,2021-09-06,4.0,6.0,0.0,18.0,10.0,1.0,58.0
284,OK,2021-09-07,4.0,4.0,0.0,9.0,8.0,0.0,45.0
199,OK,2021-09-08,1.0,1.0,4.0,10.0,10.0,0.0,48.0
420,OK,2021-09-09,1.0,0.0,1.0,9.0,13.0,1.0,42.0
224,OK,2021-09-10,1.0,4.0,1.0,24.0,12.0,1.0,65.0
225,OK,2021-09-11,1.0,1.0,1.0,8.0,11.0,1.0,35.0
495,OK,2021-09-12,1.0,1.0,1.0,5.0,4.0,1.0,23.0
131,OK,2021-09-13,5.0,4.0,1.0,26.0,9.0,1.0,63.0
200,OK,2021-09-14,1.0,1.0,1.0,17.0,10.0,1.0,47.0
285,OK,2021-09-15,1.0,8.0,1.0,9.0,8.0,1.0,46.0
286,OK,2021-09-16,1.0,7.0,0.0,8.0,13.0,1.0,47.0
132,OK,2021-09-17,1.0,1.0,0.0,12.0,7.0,1.0,42.0
93,OK,2021-09-18,1.0,0.0,1.0,4.0,6.0,1.0,26.0
287,OK,2021-09-19,1.0,1.0,1.0,1.0,8.0,1.0,26.0
114,OK,2021-09-20,1.0,1.0,0.0,7.0,5.0,1.0,31.0
288,OK,2021-09-21,1.0,1.0,0.0,4.0,12.0,0.0,33.0
477,OK,2021-09-22,1.0,1.0,1.0,5.0,7.0,1.0,27.0
289,OK,2021-09-23,4.0,4.0,0.0,1.0,9.0,1.0,33.0
421,OK,2021-09-24,1.0,1.0,0.0,6.0,7.0,1.0,33.0
422,OK,2021-09-25,1.0,0.0,1.0,5.0,4.0,1.0,22.0
133,OK,2021-09-26,0.0,1.0,0.0,1.0,8.0,0.0,18.0
201,OK,2021-09-27,1.0,1.0,1.0,12.0,11.0,1.0,45.0
290,OK,2021-09-28,1.0,0.0,1.0,4.0,7.0,0.0,26.0
134,OK,2021-09-29,0.0,0.0,1.0,7.0,4.0,0.0,25.0
94,OK,2021-09-30,1.0,0.0,1.0,6.0,1.0,0.0,26.0
291,OK,2021-10-01,4.0,6.0,1.0,8.0,1.0,0.0,37.0
292,OK,2021-10-02,0.0,1.0,0.0,1.0,5.0,1.0,18.0
423,OK,2021-10-03,1.0,0.0,0.0,1.0,1.0,0.0,10.0
95,OK,2021-10-04,1.0,5.0,0.0,9.0,5.0,0.0,35.0
96,OK,2021-10-05,1.0,4.0,0.0,4.0,4.0,1.0,21.0
424,OK,2021-10-06,1.0,5.0,1.0,4.0,7.0,0.0,29.0
500,OK,2021-10-07,1.0,1.0,0.0,7.0,7.0,1.0,22.0
145,OK,2021-10-08,1.0,1.0,0.0,9.0,9.0,1.0,30.0
596,OK,2021-10-09,0.0,1.0,1.0,1.0,6.0,0.0,16.0
293,OK,2021-10-10,0.0,1.0,0.0,1.0,1.0,1.0,10.0
294,OK,2021-10-11,1.0,1.0,1.0,10.0,1.0,0.0,28.0
135,OK,2021-10-12,1.0,1.0,1.0,4.0,6.0,0.0,28.0
425,OK,2021-10-13,0.0,1.0,0.0,4.0,5.0,1.0,23.0
426,OK,2021-10-14,0.0,1.0,0.0,1.0,5.0,1.0,21.0
295,OK,2021-10-15,4.0,4.0,0.0,7.0,6.0,1.0,35.0
296,OK,2021-10-16,1.0,1.0,1.0,1.0,1.0,1.0,17.0
297,OK,2021-10-17,0.0,1.0,1.0,1.0,1.0,1.0,13.0
146,OK,2021-10-18,5.0,1.0,1.0,4.0,4.0,1.0,28.0
298,OK,2021-10-19,0.0,0.0,1.0,1.0,4.0,0.0,16.0
299,OK,2021-10-20,1.0,0.0,0.0,1.0,1.0,1.0,11.0
427,OK,2021-10-21,1.0,0.0,1.0,4.0,1.0,0.0,14.0
428,OK,2021-10-22,1.0,0.0,0.0,5.0,5.0,1.0,18.0
429,OK,2021-10-23,0.0,0.0,0.0,6.0,4.0,0.0,19.0
597,OK,2021-10-24,0.0,1.0,0.0,0.0,1.0,0.0,7.0
300,OK,2021-10-25,1.0,0.0,0.0,4.0,4.0,0.0,19.0
301,OK,2021-10-26,0.0,0.0,1.0,1.0,4.0,0.0,16.0
302,OK,2021-10-27,1.0,1.0,0.0,5.0,6.0,0.0,20.0
202,OK,2021-10-28,1.0,0.0,0.0,1.0,4.0,1.0,12.0
598,OK,2021-10-29,0.0,1.0,0.0,4.0,6.0,0.0,17.0
303,OK,2021-10-30,0.0,1.0,0.0,1.0,4.0,0.0,14.0
304,OK,2021-10-31,0.0,0.0,0.0,1.0,0.0,0.0,6.0
430,OK,2021-11-01,1.0,1.0,0.0,5.0,5.0,0.0,20.0
431,OK,2021-11-02,1.0,0.0,0.0,5.0,1.0,1.0,14.0
203,OK,2021-11-03,0.0,1.0,0.0,1.0,7.0,1.0,17.0
305,OK,2021-11-04,0.0,0.0,0.0,1.0,1.0,0.0,8.0
432,OK,2021-11-05,0.0,0.0,1.0,1.0,1.0,1.0,14.0
204,OK,2021-11-06,0.0,1.0,1.0,1.0,1.0,1.0,15.0
433,OK,2021-11-07,1.0,1.0,1.0,1.0,1.0,0.0,13.0
478,OK,2021-11-08,0.0,0.0,0.0,1.0,1.0,0.0,14.0
548,OK,2021-11-09,1.0,0.0,1.0,1.0,1.0,1.0,13.0
347,OK,2021-11-10,1.0,0.0,1.0,4.0,6.0,1.0,24.0
226,OK,2021-11-11,1.0,0.0,0.0,4.0,1.0,1.0,14.0
115,OK,2021-11-12,1.0,0.0,0.0,5.0,1.0,1.0,21.0
306,OK,2021-11-13,0.0,1.0,0.0,1.0,1.0,0.0,10.0
97,OK,2021-11-14,0.0,0.0,1.0,1.0,1.0,0.0,6.0
434,OK,2021-11-15,1.0,0.0,1.0,8.0,5.0,1.0,22.0
672,OK,2021-11-16,0.0,0.0,0.0,1.0,1.0,1.0,7.0
479,OK,2021-11-17,1.0,1.0,1.0,1.0,1.0,0.0,13.0
435,OK,2021-11-18,1.0,0.0,1.0,5.0,1.0,1.0,14.0
436,OK,2021-11-19,0.0,0.0,0.0,4.0,5.0,1.0,14.0
480,OK,2021-11-20,1.0,0.0,0.0,1.0,1.0,1.0,9.0
549,OK,2021-11-21,1.0,0.0,0.0,1.0,4.0,1.0,10.0
98,OK,2021-11-22,1.0,0.0,0.0,5.0,4.0,1.0,20.0
348,OK,2021-11-23,1.0,0.0,0.0,4.0,1.0,0.0,14.0
99,OK,2021-11-24,1.0,0.0,0.0,1.0,6.0,1.0,16.0
205,OK,2021-11-25,0.0,0.0,0.0,1.0,1.0,0.0,8.0
349,OK,2021-11-26,0.0,0.0,0.0,4.0,8.0,0.0,20.0
307,OK,2021-11-27,0.0,0.0,0.0,1.0,0.0,1.0,9.0
308,OK,2021-11-28,0.0,1.0,1.0,0.0,4.0,1.0,13.0
437,OK,2021-11-29,1.0,4.0,0.0,7.0,1.0,0.0,23.0
550,OK,2021-11-30,1.0,0.0,0.0,1.0,5.0,1.0,15.0
350,OK,2021-12-01,1.0,0.0,1.0,6.0,1.0,0.0,15.0
351,OK,2021-12-02,0.0,0.0,0.0,4.0,12.0,1.0,26.0
309,OK,2021-12-03,1.0,1.0,1.0,9.0,6.0,1.0,30.0
481,OK,2021-12-04,0.0,1.0,1.0,4.0,4.0,0.0,19.0
438,OK,2021-12-05,1.0,0.0,0.0,1.0,6.0,1.0,15.0
206,OK,2021-12-06,0.0,1.0,0.0,8.0,8.0,1.0,28.0
207,OK,2021-12-07,1.0,1.0,1.0,5.0,4.0,1.0,28.0
208,OK,2021-12-08,1.0,1.0,1.0,8.0,4.0,0.0,24.0
599,OK,2021-12-09,0.0,1.0,0.0,4.0,5.0,1.0,18.0
551,OK,2021-12-10,1.0,1.0,1.0,6.0,4.0,1.0,24.0
496,OK,2021-12-11,1.0,1.0,1.0,1.0,4.0,1.0,18.0
600,OK,2021-12-12,0.0,1.0,1.0,4.0,1.0,1.0,16.0
227,OK,2021-12-13,1.0,1.0,1.0,17.0,5.0,1.0,38.0
228,OK,2021-12-14,1.0,1.0,0.0,1.0,7.0,4.0,24.0
209,OK,2021-12-15,1.0,1.0,1.0,5.0,1.0,1.0,25.0
601,OK,2021-12-16,0.0,1.0,1.0,7.0,11.0,1.0,26.0
229,OK,2021-12-17,1.0,1.0,0.0,17.0,1.0,1.0,37.0
230,OK,2021-12-18,0.0,0.0,0.0,4.0,1.0,1.0,19.0
352,OK,2021-12-19,1.0,1.0,0.0,9.0,5.0,0.0,25.0
439,OK,2021-12-20,1.0,1.0,0.0,12.0,5.0,1.0,38.0
502,OK,2021-12-21,1.0,0.0,1.0,1.0,10.0,0.0,27.0
353,OK,2021-12-22,1.0,1.0,0.0,4.0,9.0,1.0,29.0
354,OK,2021-12-23,1.0,1.0,1.0,1.0,9.0,1.0,19.0
147,OK,2021-12-24,1.0,1.0,1.0,6.0,8.0,1.0,28.0
148,OK,2021-12-25,0.0,1.0,1.0,1.0,9.0,1.0,24.0
440,OK,2021-12-26,0.0,1.0,0.0,6.0,5.0,0.0,24.0
310,OK,2021-12-27,1.0,1.0,0.0,11.0,6.0,0.0,34.0
116,OK,2021-12-28,1.0,1.0,1.0,6.0,7.0,1.0,28.0
210,OK,2021-12-29,4.0,4.0,1.0,6.0,1.0,0.0,30.0
211,OK,2021-12-30,1.0,1.0,0.0,9.0,8.0,1.0,31.0
552,OK,2021-12-31,4.0,1.0,1.0,14.0,10.0,0.0,43.0
441,OK,2022-01-01,1.0,1.0,0.0,5.0,6.0,1.0,31.0
442,OK,2022-01-02,1.0,1.0,0.0,8.0,8.0,0.0,25.0
443,OK,2022-01-03,1.0,5.0,1.0,25.0,13.0,0.0,63.0
311,OK,2022-01-04,6.0,5.0,0.0,9.0,12.0,1.0,52.0
553,OK,2022-01-05,4.0,1.0,1.0,18.0,8.0,1.0,48.0
444,OK,2022-01-06,7.0,1.0,1.0,12.0,13.0,0.0,51.0
312,OK,2022-01-07,8.0,1.0,1.0,19.0,11.0,1.0,54.0
100,OK,2022-01-08,4.0,1.0,6.0,5.0,8.0,0.0,34.0
149,OK,2022-01-09,1.0,1.0,0.0,8.0,13.0,0.0,39.0
313,OK,2022-01-10,7.0,4.0,1.0,20.0,11.0,1.0,69.0
212,OK,2022-01-11,5.0,6.0,0.0,17.0,7.0,1.0,55.0
213,OK,2022-01-12,6.0,1.0,1.0,14.0,6.0,1.0,52.0
214,OK,2022-01-13,8.0,4.0,1.0,15.0,16.0,1.0,68.0
355,OK,2022-01-14,5.0,1.0,4.0,20.0,16.0,4.0,78.0
445,OK,2022-01-15,4.0,0.0,4.0,10.0,1.0,0.0,39.0
314,OK,2022-01-16,1.0,1.0,1.0,9.0,13.0,1.0,44.0
101,OK,2022-01-17,8.0,4.0,1.0,27.0,18.0,1.0,104.0
315,OK,2022-01-18,4.0,4.0,0.0,11.0,19.0,1.0,69.0
316,OK,2022-01-19,4.0,1.0,1.0,12.0,14.0,5.0,58.0
102,OK,2022-01-20,5.0,1.0,1.0,14.0,16.0,1.0,66.0
231,OK,2022-01-21,6.0,1.0,1.0,25.0,21.0,1.0,85.0
215,OK,2022-01-22,1.0,4.0,1.0,9.0,14.0,1.0,56.0
103,OK,2022-01-23,4.0,5.0,1.0,11.0,8.0,1.0,53.0
317,OK,2022-01-24,13.0,4.0,1.0,29.0,15.0,1.0,101.0
136,OK,2022-01-25,7.0,1.0,5.0,11.0,21.0,4.0,80.0
318,OK,2022-01-26,7.0,1.0,1.0,7.0,24.0,1.0,79.0
319,OK,2022-01-27,5.0,1.0,1.0,11.0,15.0,1.0,59.0
117,OK,2022-01-28,9.0,6.0,5.0,28.0,21.0,1.0,102.0
320,OK,2022-01-29,1.0,1.0,1.0,5.0,12.0,1.0,37.0
321,OK,2022-01-30,1.0,4.0,5.0,12.0,10.0,5.0,56.0
322,OK,2022-01-31,1.0,1.0,1.0,12.0,14.0,1.0,65.0
323,OK,2022-02-01,5.0,1.0,1.0,11.0,13.0,1.0,66.0
324,OK,2022-02-02,1.0,0.0,1.0,5.0,14.0,0.0,37.0
325,OK,2022-02-03,6.0,1.0,1.0,10.0,8.0,1.0,41.0
326,OK,2022-02-04,10.0,1.0,1.0,15.0,7.0,1.0,58.0
104,OK,2022-02-05,1.0,1.0,1.0,5.0,8.0,1.0,40.0
554,OK,2022-02-06,7.0,1.0,1.0,5.0,5.0,1.0,42.0
105,OK,2022-02-07,7.0,1.0,0.0,20.0,19.0,1.0,72.0
327,OK,2022-02-08,1.0,1.0,1.0,7.0,13.0,1.0,44.0
446,OK,2022-02-09,1.0,1.0,1.0,6.0,9.0,1.0,35.0
447,OK,2022-02-10,5.0,1.0,0.0,5.0,6.0,1.0,33.0
356,OK,2022-02-11,1.0,4.0,0.0,7.0,6.0,0.0,37.0
555,OK,2022-02-12,1.0,0.0,1.0,1.0,1.0,0.0,16.0
216,OK,2022-02-13,0.0,1.0,1.0,1.0,1.0,0.0,14.0
357,OK,2022-02-14,4.0,0.0,1.0,12.0,1.0,1.0,28.0
106,OK,2022-02-15,1.0,1.0,0.0,1.0,9.0,0.0,23.0
137,OK,2022-02-16,1.0,1.0,1.0,5.0,6.0,1.0,25.0
448,OK,2022-02-17,0.0,1.0,1.0,4.0,4.0,0.0,26.0
449,OK,2022-02-18,1.0,1.0,0.0,10.0,5.0,0.0,31.0
627,OK,2022-02-19,0.0,0.0,1.0,1.0,1.0,0.0,8.0
660,OK,2022-02-20,0.0,0.0,0.0,1.0,1.0,1.0,12.0
450,OK,2022-02-21,1.0,0.0,0.0,4.0,1.0,1.0,14.0
556,OK,2022-02-22,4.0,0.0,0.0,1.0,7.0,0.0,16.0
451,OK,2022-02-23,0.0,0.0,0.0,1.0,5.0,0.0,9.0
557,OK,2022-02-24,1.0,0.0,1.0,1.0,1.0,0.0,8.0
558,OK,2022-02-25,1.0,0.0,0.0,5.0,4.0,1.0,16.0
665,OK,2022-02-26,0.0,0.0,0.0,1.0,1.0,1.0,6.0
628,OK,2022-02-27,0.0,0.0,1.0,1.0,1.0,0.0,5.0
497,OK,2022-02-28,1.0,0.0,1.0,1.0,1.0,0.0,11.0
358,OK,2022-03-01,1.0,1.0,1.0,4.0,5.0,1.0,17.0
107,OK,2022-03-02,1.0,0.0,0.0,0.0,0.0,1.0,5.0
559,OK,2022-03-03,1.0,0.0,1.0,1.0,0.0,1.0,8.0
560,OK,2022-03-04,1.0,1.0,0.0,0.0,1.0,1.0,6.0
629,OK,2022-03-05,0.0,0.0,1.0,0.0,0.0,1.0,3.0
561,OK,2022-03-06,1.0,0.0,0.0,1.0,0.0,1.0,4.0
562,OK,2022-03-07,1.0,0.0,0.0,1.0,1.0,1.0,6.0
452,OK,2022-03-08,0.0,0.0,1.0,1.0,1.0,1.0,7.0
453,OK,2022-03-09,1.0,0.0,1.0,1.0,1.0,1.0,6.0
482,OK,2022-03-10,0.0,0.0,1.0,0.0,0.0,0.0,4.0
454,OK,2022-03-11,0.0,0.0,1.0,0.0,4.0,0.0,6.0
455,OK,2022-03-12,0.0,0.0,1.0,0.0,0.0,1.0,3.0
658,OK,2022-03-13,0.0,0.0,0.0,1.0,0.0,0.0,3.0
456,OK,2022-03-14,1.0,0.0,1.0,1.0,1.0,1.0,11.0
563,OK,2022-03-15,1.0,1.0,0.0,0.0,1.0,1.0,5.0
457,OK,2022-03-16,1.0,0.0,1.0,1.0,1.0,1.0,8.0
630,OK,2022-03-17,0.0,0.0,1.0,0.0,0.0,1.0,5.0
458,OK,2022-03-18,0.0,0.0,1.0,0.0,0.0,0.0,4.0
564,OK,2022-03-19,1.0,1.0,0.0,1.0,1.0,0.0,5.0
631,OK,2022-03-20,0.0,0.0,1.0,0.0,0.0,0.0,1.0
632,OK,2022-03-21,0.0,0.0,1.0,1.0,0.0,0.0,6.0
692,OK,2022-03-22,0.0,0.0,0.0,1.0,0.0,0.0,2.0
633,OK,2022-03-23,0.0,0.0,1.0,1.0,0.0,1.0,4.0
622,OK,2022-03-24,0.0,0.0,1.0,0.0,4.0,1.0,7.0
634,OK,2022-03-25,0.0,0.0,1.0,1.0,0.0,1.0,7.0
635,OK,2022-03-26,0.0,0.0,1.0,1.0,0.0,0.0,4.0
636,OK,2022-03-27,0.0,0.0,1.0,0.0,0.0,0.0,1.0
637,OK,2022-03-28,0.0,0.0,1.0,1.0,0.0,0.0,5.0
638,OK,2022-03-29,0.0,0.0,1.0,0.0,0.0,0.0,2.0
565,OK,2022-03-30,1.0,0.0,1.0,1.0,1.0,0.0,5.0
639,OK,2022-03-31,0.0,0.0,1.0,0.0,0.0,0.0,2.0
640,OK,2022-04-01,0.0,0.0,1.0,0.0,1.0,0.0,3.0
641,OK,2022-04-02,0.0,0.0,1.0,0.0,1.0,0.0,2.0
642,OK,2022-04-03,0.0,0.0,1.0,0.0,0.0,0.0,1.0
602,OK,2022-04-04,0.0,1.0,1.0,0.0,1.0,0.0,3.0
603,OK,2022-04-05,0.0,1.0,0.0,0.0,1.0,0.0,4.0
566,OK,2022-04-06,1.0,0.0,0.0,0.0,0.0,0.0,1.0
693,OK,2022-04-07,0.0,0.0,0.0,1.0,0.0,0.0,1.0
567,OK,2022-04-08,1.0,0.0,0.0,0.0,0.0,0.0,1.0
359,OK,2022-04-10,0.0,0.0,0.0,0.0,0.0,0.0,1.0
663,OK,2022-04-11,0.0,0.0,0.0,0.0,0.0,0.0,2.0
604,OK,2022-04-12,0.0,1.0,0.0,0.0,0.0,0.0,3.0
666,OK,2022-04-13,0.0,0.0,0.0,0.0,0.0,0.0,2.0
712,OK,2022-04-14,0.0,0.0,0.0,0.0,0.0,0.0,1.0
675,OK,2022-04-15,0.0,0.0,0.0,0.0,0.0,0.0,1.0
694,OK,2022-04-16,0.0,0.0,0.0,1.0,0.0,0.0,2.0
568,OK,2022-04-18,1.0,0.0,0.0,0.0,0.0,0.0,1.0
714,OK,2022-04-19,0.0,0.0,0.0,0.0,0.0,0.0,1.0
667,OK,2022-04-20,0.0,0.0,0.0,0.0,0.0,0.0,4.0
715,OK,2022-04-22,0.0,0.0,0.0,0.0,1.0,0.0,1.0
643,OK,2022-04-23,0.0,0.0,1.0,0.0,0.0,0.0,1.0
695,OK,2022-04-24,0.0,0.0,0.0,1.0,0.0,0.0,1.0
616,OK,2022-04-25,0.0,0.0,0.0,0.0,1.0,1.0,3.0
676,OK,2022-04-26,0.0,0.0,0.0,0.0,1.0,0.0,2.0
696,OK,2022-04-28,0.0,0.0,0.0,1.0,1.0,0.0,3.0
644,OK,2022-04-29,0.0,0.0,1.0,1.0,1.0,0.0,4.0
569,OK,2022-05-01,1.0,0.0,0.0,1.0,0.0,0.0,3.0
677,OK,2022-05-02,0.0,0.0,0.0,0.0,1.0,0.0,2.0
678,OK,2022-05-03,0.0,0.0,0.0,1.0,0.0,0.0,2.0
617,OK,2022-05-04,0.0,0.0,0.0,0.0,1.0,0.0,2.0
605,OK,2022-05-05,0.0,1.0,0.0,1.0,1.0,0.0,3.0
483,OK,2022-05-06,0.0,0.0,0.0,1.0,1.0,0.0,3.0
459,OK,2022-05-07,0.0,0.0,0.0,0.0,0.0,0.0,1.0
716,OK,2022-05-08,0.0,0.0,0.0,0.0,1.0,0.0,1.0
460,OK,2022-05-09,0.0,0.0,0.0,0.0,1.0,0.0,3.0
679,OK,2022-05-10,0.0,0.0,0.0,0.0,1.0,0.0,2.0
697,OK,2022-05-11,0.0,0.0,0.0,1.0,0.0,0.0,1.0
717,OK,2022-05-14,0.0,0.0,0.0,0.0,1.0,1.0,2.0
719,OK,2022-05-15,0.0,0.0,0.0,0.0,0.0,1.0,1.0
645,OK,2022-05-17,0.0,0.0,1.0,1.0,1.0,1.0,4.0
646,OK,2022-05-18,0.0,0.0,1.0,1.0,0.0,1.0,3.0
698,OK,2022-05-19,0.0,0.0,0.0,1.0,0.0,1.0,2.0
570,OK,2022-05-20,1.0,0.0,0.0,1.0,0.0,1.0,3.0
699,OK,2022-05-21,0.0,0.0,0.0,1.0,0.0,1.0,2.0
707,OK,2022-05-22,0.0,0.0,0.0,0.0,0.0,1.0,2.0
647,OK,2022-05-23,0.0,0.0,1.0,1.0,1.0,1.0,5.0
571,OK,2022-05-24,1.0,0.0,0.0,0.0,0.0,1.0,2.0
720,OK,2022-05-25,0.0,0.0,0.0,0.0,0.0,1.0,1.0
461,OK,2022-05-26,0.0,0.0,0.0,0.0,1.0,0.0,2.0
606,OK,2022-05-27,0.0,1.0,0.0,1.0,1.0,0.0,4.0
680,OK,2022-05-28,0.0,0.0,0.0,0.0,1.0,0.0,2.0
700,OK,2022-05-29,0.0,0.0,0.0,1.0,0.0,0.0,2.0
462,OK,2022-05-30,0.0,0.0,0.0,1.0,0.0,1.0,4.0
463,OK,2022-05-31,0.0,0.0,0.0,0.0,1.0,0.0,4.0
484,OK,2022-06-01,0.0,0.0,0.0,1.0,1.0,0.0,4.0
572,OK,2022-06-02,1.0,0.0,0.0,1.0,1.0,0.0,4.0
573,OK,2022-06-03,1.0,0.0,0.0,0.0,1.0,0.0,2.0
701,OK,2022-06-04,0.0,0.0,0.0,1.0,1.0,0.0,3.0
574,OK,2022-06-05,1.0,0.0,0.0,1.0,0.0,0.0,2.0
217,OK,2022-06-06,0.0,1.0,0.0,4.0,1.0,0.0,8.0
360,OK,2022-06-07,0.0,0.0,0.0,1.0,0.0,0.0,6.0
648,OK,2022-06-08,0.0,0.0,1.0,1.0,4.0,0.0,8.0
702,OK,2022-06-09,0.0,0.0,0.0,1.0,0.0,0.0,3.0
703,OK,2022-06-10,0.0,0.0,0.0,1.0,1.0,0.0,4.0
464,OK,2022-06-11,0.0,0.0,0.0,0.0,1.0,0.0,4.0
108,OK,2022-06-12,0.0,1.0,0.0,0.0,0.0,0.0,5.0
575,OK,2022-06-13,1.0,1.0,0.0,1.0,1.0,0.0,8.0
718,OK,2022-06-14,0.0,0.0,0.0,0.0,1.0,1.0,2.0
576,OK,2022-06-15,1.0,1.0,1.0,4.0,1.0,0.0,9.0
668,OK,2022-06-16,0.0,0.0,0.0,1.0,1.0,1.0,5.0
649,OK,2022-06-17,0.0,0.0,1.0,0.0,1.0,0.0,3.0
661,OK,2022-06-18,0.0,0.0,0.0,1.0,1.0,1.0,4.0
465,OK,2022-06-19,0.0,0.0,0.0,1.0,1.0,0.0,4.0
704,OK,2022-06-20,0.0,0.0,0.0,1.0,1.0,0.0,2.0
466,OK,2022-06-21,0.0,1.0,0.0,1.0,0.0,0.0,4.0
713,OK,2022-06-22,0.0,0.0,0.0,0.0,1.0,0.0,2.0
681,OK,2022-06-23,0.0,0.0,0.0,1.0,1.0,0.0,3.0
607,OK,2022-06-24,0.0,1.0,0.0,1.0,0.0,0.0,4.0
608,OK,2022-06-25,0.0,1.0,0.0,0.0,1.0,0.0,3.0
609,OK,2022-06-26,0.0,1.0,0.0,1.0,1.0,0.0,3.0
577,OK,2022-06-27,1.0,0.0,0.0,0.0,1.0,0.0,3.0
578,OK,2022-06-28,1.0,1.0,0.0,1.0,1.0,0.0,7.0
650,OK,2022-06-29,0.0,0.0,1.0,0.0,1.0,0.0,3.0
610,OK,2022-06-30,0.0,1.0,0.0,0.0,1.0,0.0,3.0
579,OK,2022-07-01,1.0,0.0,0.0,1.0,1.0,0.0,5.0
710,OK,2022-07-02,0.0,0.0,0.0,0.0,1.0,0.0,2.0
580,OK,2022-07-03,1.0,1.0,0.0,1.0,0.0,0.0,3.0
361,OK,2022-07-04,0.0,0.0,0.0,1.0,0.0,0.0,4.0
618,OK,2022-07-05,0.0,0.0,0.0,1.0,4.0,0.0,8.0
581,OK,2022-07-06,1.0,1.0,1.0,1.0,0.0,0.0,5.0
328,OK,2022-07-07,1.0,0.0,0.0,0.0,1.0,0.0,6.0
