,state,date,18003,18035,18039,18057,18063,18089,18093,18097,18105,18141,18157,total_cnts
693,IN,2022-03-20,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,9.0
585,IN,2022-03-21,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,10.0
562,IN,2022-03-22,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,7.0
618,IN,2022-03-23,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0
667,IN,2022-03-24,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,10.0
668,IN,2022-03-25,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
619,IN,2022-03-26,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,7.0
620,IN,2022-03-27,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,7.0
500,IN,2022-03-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0
539,IN,2022-03-29,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0
640,IN,2022-03-30,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0
669,IN,2022-03-31,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
520,IN,2022-04-01,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0
725,IN,2022-04-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0
670,IN,2022-04-03,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
720,IN,2022-04-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
671,IN,2022-04-05,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
722,IN,2022-04-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0
586,IN,2022-04-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0
721,IN,2022-04-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0
696,IN,2022-04-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
726,IN,2022-04-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
672,IN,2022-04-11,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0
579,IN,2022-04-12,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
727,IN,2022-04-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0
707,IN,2022-04-14,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0
456,IN,2022-04-15,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
716,IN,2022-04-16,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
717,IN,2022-04-17,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
146,IN,2022-04-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0
540,IN,2022-04-19,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,6.0
673,IN,2022-04-20,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,5.0
521,IN,2022-04-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0
718,IN,2022-04-22,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0
641,IN,2022-04-23,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0
457,IN,2022-04-24,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,6.0
728,IN,2022-04-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0
708,IN,2022-04-26,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0
621,IN,2022-04-27,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,9.0
694,IN,2022-04-28,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0
709,IN,2022-04-29,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0
563,IN,2022-04-30,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.0
564,IN,2022-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0
632,IN,2022-05-02,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0
715,IN,2022-05-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0
565,IN,2022-05-04,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,9.0
674,IN,2022-05-05,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,6.0
458,IN,2022-05-06,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0
697,IN,2022-05-07,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0
698,IN,2022-05-08,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,7.0
675,IN,2022-05-09,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0
676,IN,2022-05-10,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,7.0
677,IN,2022-05-11,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,6.0
459,IN,2022-05-12,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0
460,IN,2022-05-13,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,8.0
678,IN,2022-05-14,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0
679,IN,2022-05-15,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,7.0
461,IN,2022-05-16,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0
601,IN,2022-05-17,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,9.0
680,IN,2022-05-18,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,5.0
522,IN,2022-05-19,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,8.0
710,IN,2022-05-20,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,6.0
580,IN,2022-05-21,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0
566,IN,2022-05-22,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,9.0
622,IN,2022-05-23,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0
623,IN,2022-05-24,0.0,0.0,1.0,1.0,0.0,1.0,1.0,6.0,1.0,0.0,0.0,16.0
723,IN,2022-05-25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,8.0
462,IN,2022-05-26,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,9.0
681,IN,2022-05-27,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,10.0
581,IN,2022-05-28,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,11.0
463,IN,2022-05-29,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,13.0
624,IN,2022-05-30,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,7.0
682,IN,2022-05-31,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,4.0,13.0
464,IN,2022-06-01,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,12.0
711,IN,2022-06-02,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,4.0,13.0
582,IN,2022-06-03,0.0,1.0,0.0,1.0,1.0,1.0,0.0,4.0,0.0,1.0,0.0,15.0
567,IN,2022-06-04,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0
683,IN,2022-06-05,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,6.0
501,IN,2022-06-06,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.0
604,IN,2022-06-07,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,11.0
465,IN,2022-06-08,1.0,4.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,17.0
466,IN,2022-06-09,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0,1.0,1.0,0.0,13.0
642,IN,2022-06-10,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,11.0
587,IN,2022-06-11,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,10.0
625,IN,2022-06-12,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0
523,IN,2022-06-13,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,11.0
712,IN,2022-06-14,0.0,0.0,0.0,1.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,10.0
467,IN,2022-06-15,1.0,1.0,0.0,1.0,9.0,0.0,1.0,11.0,0.0,1.0,1.0,30.0
468,IN,2022-06-16,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,13.0
605,IN,2022-06-17,0.0,0.0,0.0,1.0,10.0,0.0,0.0,9.0,0.0,0.0,1.0,24.0
713,IN,2022-06-18,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,4.0,14.0
502,IN,2022-06-19,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0
684,IN,2022-06-20,0.0,1.0,0.0,0.0,1.0,1.0,1.0,13.0,1.0,1.0,1.0,23.0
626,IN,2022-06-21,0.0,1.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,1.0,1.0,13.0
469,IN,2022-06-22,1.0,1.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,16.0
470,IN,2022-06-23,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,12.0
541,IN,2022-06-24,0.0,1.0,0.0,1.0,8.0,0.0,0.0,4.0,1.0,1.0,1.0,25.0
542,IN,2022-06-25,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,1.0,1.0,13.0
627,IN,2022-06-26,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,10.0
628,IN,2022-06-27,0.0,1.0,0.0,0.0,8.0,1.0,0.0,6.0,0.0,0.0,1.0,26.0
543,IN,2022-06-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,7.0
471,IN,2022-06-29,1.0,1.0,0.0,1.0,5.0,1.0,0.0,8.0,1.0,0.0,1.0,23.0
643,IN,2022-06-30,0.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,19.0
472,IN,2022-07-01,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,13.0
503,IN,2022-07-02,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0
685,IN,2022-07-03,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0
504,IN,2022-07-04,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,8.0
568,IN,2022-07-05,0.0,1.0,0.0,0.0,1.0,4.0,1.0,5.0,1.0,0.0,0.0,19.0
473,IN,2022-07-06,1.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,10.0
629,IN,2022-07-07,0.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,0.0,0.0,1.0,18.0
644,IN,2022-07-08,0.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,0.0,0.0,1.0,18.0
474,IN,2022-07-09,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,11.0
699,IN,2022-07-10,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0
686,IN,2022-07-11,0.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,15.0
505,IN,2022-07-12,0.0,1.0,1.0,0.0,1.0,0.0,0.0,7.0,1.0,1.0,1.0,27.0
544,IN,2022-07-13,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,15.0
687,IN,2022-07-14,0.0,1.0,1.0,0.0,1.0,1.0,1.0,5.0,1.0,0.0,1.0,14.0
645,IN,2022-07-15,0.0,0.0,0.0,1.0,0.0,1.0,0.0,5.0,1.0,0.0,0.0,15.0
714,IN,2022-07-16,0.0,0.0,0.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,12.0
688,IN,2022-07-17,0.0,1.0,0.0,1.0,1.0,1.0,1.0,6.0,1.0,0.0,1.0,14.0
630,IN,2022-07-18,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,10.0
506,IN,2022-07-19,0.0,0.0,1.0,1.0,4.0,0.0,0.0,10.0,0.0,0.0,0.0,24.0
475,IN,2022-07-20,1.0,1.0,1.0,1.0,0.0,1.0,0.0,4.0,1.0,0.0,1.0,14.0
507,IN,2022-07-21,0.0,1.0,0.0,1.0,1.0,0.0,1.0,4.0,0.0,1.0,1.0,16.0
570,IN,2022-07-22,0.0,1.0,1.0,1.0,0.0,1.0,1.0,6.0,1.0,0.0,1.0,27.0
631,IN,2022-07-23,0.0,1.0,0.0,1.0,1.0,1.0,0.0,9.0,1.0,0.0,1.0,20.0
646,IN,2022-07-24,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,9.0
508,IN,2022-07-25,0.0,0.0,4.0,1.0,1.0,1.0,0.0,11.0,1.0,0.0,1.0,25.0
509,IN,2022-07-26,0.0,4.0,0.0,0.0,1.0,0.0,0.0,7.0,1.0,1.0,1.0,29.0
635,IN,2022-07-27,0.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,0.0,1.0,1.0,25.0
569,IN,2022-07-28,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,14.0
571,IN,2022-07-29,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,1.0,0.0,13.0
689,IN,2022-07-30,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,11.0
476,IN,2022-07-31,1.0,0.0,0.0,1.0,1.0,1.0,0.0,4.0,1.0,0.0,1.0,14.0
