,state,date,18003,18035,18039,18057,18063,18089,18093,18097,18105,18141,18157,total_cnts
147,IN,2020-08-02,1.0,0.0,0.0,6.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,15.0
148,IN,2020-08-03,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,15.0
149,IN,2020-08-04,1.0,1.0,1.0,5.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,20.0
150,IN,2020-08-05,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,11.0
151,IN,2020-08-06,1.0,1.0,1.0,4.0,0.0,0.0,1.0,5.0,0.0,1.0,0.0,25.0
545,IN,2020-08-07,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,1.0,1.0,0.0,21.0
477,IN,2020-08-08,0.0,1.0,1.0,1.0,0.0,1.0,1.0,5.0,1.0,1.0,0.0,23.0
647,IN,2020-08-09,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,11.0
152,IN,2020-08-10,1.0,0.0,1.0,5.0,1.0,0.0,1.0,5.0,1.0,1.0,1.0,32.0
478,IN,2020-08-11,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,21.0
546,IN,2020-08-12,0.0,4.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,1.0,1.0,21.0
0,IN,2020-08-13,5.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,1.0,1.0,0.0,24.0
479,IN,2020-08-14,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,16.0
480,IN,2020-08-15,0.0,1.0,1.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,18.0
153,IN,2020-08-16,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,13.0
154,IN,2020-08-17,1.0,0.0,1.0,0.0,0.0,0.0,1.0,7.0,0.0,1.0,1.0,26.0
524,IN,2020-08-18,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,12.0
155,IN,2020-08-19,1.0,0.0,1.0,0.0,0.0,0.0,1.0,6.0,1.0,1.0,1.0,22.0
156,IN,2020-08-20,1.0,1.0,0.0,1.0,0.0,5.0,1.0,5.0,0.0,1.0,1.0,28.0
157,IN,2020-08-21,1.0,1.0,0.0,1.0,1.0,5.0,1.0,1.0,1.0,4.0,0.0,27.0
158,IN,2020-08-22,1.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,0.0,21.0
159,IN,2020-08-23,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,15.0
160,IN,2020-08-24,1.0,1.0,0.0,1.0,1.0,1.0,1.0,5.0,0.0,1.0,1.0,28.0
161,IN,2020-08-25,1.0,0.0,1.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,23.0
162,IN,2020-08-26,1.0,1.0,1.0,0.0,1.0,4.0,1.0,1.0,1.0,0.0,1.0,19.0
163,IN,2020-08-27,1.0,1.0,0.0,4.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,19.0
164,IN,2020-08-28,1.0,0.0,1.0,1.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,27.0
165,IN,2020-08-29,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,18.0
510,IN,2020-08-30,0.0,0.0,1.0,1.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,20.0
166,IN,2020-08-31,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,17.0
167,IN,2020-09-01,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,19.0
168,IN,2020-09-02,1.0,1.0,1.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,15.0
169,IN,2020-09-03,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,18.0
170,IN,2020-09-04,1.0,1.0,1.0,1.0,1.0,0.0,1.0,9.0,0.0,1.0,0.0,24.0
1,IN,2020-09-05,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,14.0
171,IN,2020-09-06,4.0,1.0,1.0,0.0,1.0,6.0,1.0,1.0,0.0,0.0,0.0,23.0
172,IN,2020-09-07,1.0,4.0,1.0,0.0,1.0,1.0,0.0,4.0,1.0,0.0,0.0,21.0
173,IN,2020-09-08,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,14.0
174,IN,2020-09-09,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,15.0
2,IN,2020-09-10,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,20.0
175,IN,2020-09-11,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,25.0
525,IN,2020-09-12,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,11.0
176,IN,2020-09-13,1.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,17.0
177,IN,2020-09-14,1.0,4.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,20.0
3,IN,2020-09-15,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,17.0
690,IN,2020-09-16,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,14.0
4,IN,2020-09-17,1.0,1.0,1.0,1.0,1.0,0.0,0.0,6.0,0.0,1.0,0.0,20.0
5,IN,2020-09-18,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,18.0
178,IN,2020-09-19,1.0,1.0,1.0,1.0,0.0,1.0,0.0,5.0,0.0,0.0,1.0,19.0
179,IN,2020-09-20,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,17.0
180,IN,2020-09-21,1.0,1.0,0.0,4.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,21.0
181,IN,2020-09-22,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0
648,IN,2020-09-23,0.0,1.0,1.0,1.0,0.0,1.0,1.0,5.0,1.0,1.0,0.0,19.0
6,IN,2020-09-24,1.0,1.0,4.0,0.0,1.0,1.0,0.0,4.0,0.0,1.0,0.0,22.0
182,IN,2020-09-25,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,0.0,0.0,1.0,25.0
7,IN,2020-09-26,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,17.0
8,IN,2020-09-27,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,16.0
9,IN,2020-09-28,1.0,4.0,1.0,0.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0,22.0
183,IN,2020-09-29,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,13.0
10,IN,2020-09-30,1.0,1.0,1.0,1.0,0.0,1.0,1.0,6.0,0.0,1.0,0.0,27.0
11,IN,2020-10-01,1.0,1.0,1.0,1.0,1.0,1.0,0.0,8.0,0.0,1.0,0.0,27.0
184,IN,2020-10-02,1.0,1.0,1.0,0.0,0.0,5.0,1.0,1.0,1.0,1.0,0.0,25.0
185,IN,2020-10-03,1.0,4.0,1.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,1.0,24.0
186,IN,2020-10-04,1.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,0.0,1.0,1.0,25.0
12,IN,2020-10-05,1.0,1.0,1.0,1.0,0.0,1.0,4.0,4.0,0.0,1.0,0.0,31.0
187,IN,2020-10-06,1.0,7.0,1.0,1.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0,33.0
188,IN,2020-10-07,1.0,6.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,26.0
13,IN,2020-10-08,1.0,1.0,1.0,6.0,0.0,1.0,1.0,9.0,0.0,1.0,0.0,41.0
189,IN,2020-10-09,1.0,4.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,36.0
14,IN,2020-10-10,1.0,6.0,1.0,1.0,1.0,4.0,1.0,5.0,0.0,1.0,1.0,37.0
190,IN,2020-10-11,1.0,5.0,0.0,1.0,1.0,5.0,1.0,8.0,1.0,1.0,1.0,38.0
15,IN,2020-10-12,0.0,6.0,0.0,1.0,1.0,5.0,0.0,7.0,1.0,1.0,1.0,43.0
191,IN,2020-10-13,1.0,9.0,1.0,0.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,45.0
192,IN,2020-10-14,1.0,5.0,1.0,0.0,1.0,1.0,0.0,5.0,1.0,1.0,1.0,37.0
193,IN,2020-10-15,1.0,4.0,1.0,5.0,1.0,0.0,1.0,8.0,1.0,1.0,0.0,42.0
16,IN,2020-10-16,1.0,0.0,1.0,1.0,1.0,6.0,1.0,5.0,0.0,0.0,1.0,38.0
17,IN,2020-10-17,0.0,1.0,1.0,0.0,0.0,4.0,1.0,1.0,1.0,0.0,1.0,25.0
18,IN,2020-10-18,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,29.0
194,IN,2020-10-19,1.0,7.0,4.0,0.0,0.0,4.0,0.0,9.0,1.0,5.0,1.0,56.0
547,IN,2020-10-20,0.0,6.0,6.0,0.0,1.0,4.0,1.0,7.0,1.0,0.0,1.0,51.0
195,IN,2020-10-21,1.0,6.0,7.0,1.0,1.0,4.0,5.0,15.0,1.0,1.0,1.0,64.0
481,IN,2020-10-22,0.0,1.0,5.0,7.0,1.0,8.0,1.0,10.0,1.0,1.0,1.0,59.0
196,IN,2020-10-23,1.0,9.0,1.0,4.0,1.0,4.0,1.0,7.0,0.0,4.0,0.0,51.0
19,IN,2020-10-24,1.0,1.0,1.0,1.0,0.0,1.0,1.0,5.0,1.0,1.0,0.0,33.0
548,IN,2020-10-25,0.0,1.0,1.0,0.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,31.0
482,IN,2020-10-26,0.0,1.0,4.0,4.0,1.0,6.0,1.0,11.0,1.0,5.0,1.0,61.0
20,IN,2020-10-27,1.0,6.0,1.0,1.0,1.0,6.0,1.0,9.0,1.0,1.0,1.0,58.0
21,IN,2020-10-28,1.0,4.0,4.0,1.0,1.0,4.0,4.0,7.0,1.0,1.0,0.0,52.0
197,IN,2020-10-29,1.0,9.0,5.0,1.0,5.0,7.0,1.0,8.0,0.0,1.0,1.0,72.0
198,IN,2020-10-30,1.0,7.0,4.0,4.0,0.0,6.0,5.0,8.0,1.0,1.0,1.0,70.0
199,IN,2020-10-31,1.0,1.0,5.0,4.0,0.0,7.0,1.0,7.0,1.0,0.0,1.0,51.0
22,IN,2020-11-01,1.0,5.0,1.0,1.0,1.0,5.0,1.0,9.0,1.0,1.0,1.0,49.0
23,IN,2020-11-02,1.0,5.0,6.0,1.0,1.0,5.0,1.0,14.0,1.0,1.0,1.0,73.0
24,IN,2020-11-03,1.0,7.0,4.0,1.0,1.0,4.0,1.0,13.0,0.0,1.0,1.0,64.0
200,IN,2020-11-04,1.0,6.0,1.0,1.0,0.0,5.0,4.0,15.0,1.0,1.0,1.0,58.0
201,IN,2020-11-05,1.0,1.0,1.0,1.0,1.0,8.0,1.0,17.0,0.0,1.0,8.0,72.0
202,IN,2020-11-06,1.0,6.0,5.0,1.0,6.0,9.0,4.0,15.0,1.0,0.0,1.0,79.0
25,IN,2020-11-07,4.0,4.0,8.0,1.0,1.0,8.0,1.0,10.0,1.0,1.0,1.0,61.0
203,IN,2020-11-08,1.0,1.0,1.0,4.0,1.0,9.0,4.0,10.0,1.0,4.0,7.0,75.0
204,IN,2020-11-09,5.0,4.0,1.0,4.0,1.0,4.0,1.0,14.0,1.0,5.0,1.0,82.0
26,IN,2020-11-10,5.0,4.0,7.0,6.0,0.0,5.0,1.0,12.0,4.0,6.0,6.0,94.0
27,IN,2020-11-11,0.0,6.0,4.0,1.0,1.0,11.0,1.0,18.0,4.0,1.0,1.0,81.0
205,IN,2020-11-12,6.0,5.0,8.0,4.0,5.0,10.0,0.0,15.0,5.0,1.0,7.0,109.0
28,IN,2020-11-13,5.0,4.0,1.0,1.0,1.0,8.0,1.0,12.0,1.0,4.0,4.0,75.0
29,IN,2020-11-14,6.0,5.0,1.0,1.0,1.0,5.0,4.0,17.0,1.0,1.0,5.0,81.0
206,IN,2020-11-15,1.0,4.0,6.0,5.0,1.0,9.0,4.0,17.0,1.0,5.0,6.0,95.0
207,IN,2020-11-16,5.0,1.0,7.0,5.0,14.0,8.0,1.0,18.0,1.0,6.0,8.0,116.0
30,IN,2020-11-17,6.0,5.0,4.0,6.0,6.0,9.0,6.0,16.0,1.0,4.0,7.0,107.0
208,IN,2020-11-18,4.0,6.0,6.0,6.0,5.0,15.0,1.0,11.0,1.0,6.0,6.0,117.0
31,IN,2020-11-19,8.0,8.0,5.0,8.0,8.0,6.0,4.0,24.0,1.0,7.0,1.0,125.0
209,IN,2020-11-20,8.0,7.0,6.0,6.0,9.0,5.0,1.0,18.0,4.0,5.0,5.0,119.0
32,IN,2020-11-21,6.0,1.0,4.0,6.0,1.0,7.0,0.0,16.0,1.0,1.0,5.0,88.0
33,IN,2020-11-22,7.0,4.0,7.0,10.0,4.0,6.0,1.0,18.0,5.0,4.0,5.0,116.0
34,IN,2020-11-23,8.0,1.0,1.0,12.0,1.0,5.0,1.0,24.0,1.0,1.0,4.0,99.0
35,IN,2020-11-24,6.0,1.0,4.0,11.0,6.0,10.0,0.0,16.0,4.0,1.0,4.0,107.0
36,IN,2020-11-25,8.0,6.0,1.0,9.0,1.0,4.0,1.0,18.0,4.0,5.0,11.0,116.0
210,IN,2020-11-26,7.0,7.0,1.0,1.0,1.0,1.0,6.0,21.0,1.0,1.0,7.0,88.0
37,IN,2020-11-27,6.0,5.0,5.0,5.0,6.0,12.0,1.0,16.0,1.0,4.0,9.0,123.0
38,IN,2020-11-28,6.0,6.0,6.0,1.0,1.0,7.0,0.0,22.0,1.0,6.0,4.0,98.0
211,IN,2020-11-29,1.0,7.0,5.0,5.0,1.0,7.0,1.0,16.0,5.0,1.0,4.0,89.0
39,IN,2020-11-30,5.0,7.0,5.0,7.0,6.0,5.0,1.0,43.0,6.0,1.0,6.0,149.0
40,IN,2020-12-01,5.0,4.0,5.0,11.0,7.0,11.0,1.0,19.0,1.0,6.0,7.0,106.0
212,IN,2020-12-02,12.0,12.0,4.0,8.0,5.0,7.0,1.0,23.0,4.0,1.0,7.0,132.0
41,IN,2020-12-03,1.0,7.0,8.0,1.0,4.0,8.0,1.0,41.0,1.0,7.0,8.0,127.0
42,IN,2020-12-04,8.0,8.0,1.0,6.0,7.0,8.0,4.0,37.0,1.0,4.0,9.0,139.0
43,IN,2020-12-05,1.0,12.0,5.0,4.0,0.0,1.0,1.0,19.0,1.0,0.0,6.0,92.0
44,IN,2020-12-06,6.0,4.0,1.0,1.0,5.0,7.0,0.0,19.0,1.0,4.0,1.0,87.0
45,IN,2020-12-07,1.0,7.0,1.0,9.0,4.0,5.0,1.0,34.0,5.0,1.0,10.0,125.0
46,IN,2020-12-08,6.0,4.0,6.0,4.0,6.0,8.0,1.0,29.0,6.0,1.0,8.0,120.0
47,IN,2020-12-09,4.0,8.0,6.0,5.0,5.0,9.0,5.0,34.0,4.0,1.0,10.0,136.0
48,IN,2020-12-10,10.0,7.0,5.0,6.0,7.0,7.0,4.0,38.0,7.0,1.0,6.0,152.0
213,IN,2020-12-11,7.0,9.0,1.0,6.0,8.0,13.0,7.0,48.0,7.0,1.0,9.0,181.0
49,IN,2020-12-12,1.0,5.0,1.0,8.0,4.0,9.0,1.0,19.0,1.0,1.0,8.0,90.0
214,IN,2020-12-13,6.0,8.0,1.0,1.0,1.0,5.0,1.0,20.0,6.0,1.0,6.0,89.0
50,IN,2020-12-14,6.0,5.0,4.0,9.0,5.0,11.0,0.0,42.0,1.0,6.0,6.0,140.0
215,IN,2020-12-15,5.0,4.0,1.0,4.0,4.0,7.0,1.0,31.0,4.0,0.0,5.0,117.0
51,IN,2020-12-16,5.0,6.0,4.0,7.0,1.0,8.0,1.0,41.0,4.0,0.0,10.0,131.0
52,IN,2020-12-17,6.0,1.0,4.0,4.0,4.0,8.0,4.0,40.0,7.0,4.0,8.0,140.0
216,IN,2020-12-18,1.0,1.0,6.0,1.0,9.0,5.0,1.0,29.0,4.0,6.0,5.0,121.0
53,IN,2020-12-19,1.0,5.0,1.0,4.0,4.0,12.0,1.0,20.0,1.0,1.0,7.0,104.0
217,IN,2020-12-20,1.0,7.0,0.0,4.0,1.0,6.0,1.0,14.0,1.0,4.0,6.0,88.0
218,IN,2020-12-21,1.0,7.0,1.0,6.0,6.0,6.0,1.0,65.0,12.0,9.0,8.0,165.0
54,IN,2020-12-22,1.0,8.0,1.0,1.0,11.0,7.0,1.0,42.0,1.0,1.0,6.0,132.0
219,IN,2020-12-23,4.0,7.0,4.0,8.0,4.0,11.0,4.0,46.0,1.0,1.0,9.0,140.0
55,IN,2020-12-24,4.0,5.0,1.0,6.0,9.0,12.0,5.0,49.0,1.0,1.0,5.0,132.0
220,IN,2020-12-25,1.0,5.0,1.0,4.0,1.0,4.0,4.0,26.0,1.0,1.0,1.0,80.0
56,IN,2020-12-26,6.0,7.0,5.0,4.0,5.0,7.0,5.0,18.0,4.0,1.0,8.0,104.0
57,IN,2020-12-27,1.0,8.0,1.0,1.0,1.0,5.0,4.0,18.0,4.0,1.0,7.0,77.0
221,IN,2020-12-28,4.0,1.0,1.0,13.0,6.0,1.0,1.0,34.0,1.0,4.0,10.0,104.0
58,IN,2020-12-29,5.0,1.0,6.0,1.0,5.0,6.0,5.0,60.0,5.0,1.0,6.0,139.0
222,IN,2020-12-30,1.0,5.0,5.0,7.0,7.0,0.0,1.0,25.0,1.0,1.0,8.0,100.0
59,IN,2020-12-31,4.0,6.0,0.0,1.0,4.0,1.0,1.0,29.0,1.0,4.0,8.0,93.0
60,IN,2021-01-01,4.0,5.0,1.0,6.0,1.0,7.0,1.0,22.0,1.0,1.0,6.0,98.0
223,IN,2021-01-02,1.0,8.0,1.0,5.0,1.0,4.0,1.0,24.0,1.0,1.0,11.0,96.0
61,IN,2021-01-03,0.0,1.0,1.0,5.0,0.0,5.0,1.0,12.0,1.0,1.0,6.0,69.0
224,IN,2021-01-04,1.0,6.0,0.0,9.0,8.0,13.0,1.0,28.0,1.0,1.0,8.0,117.0
225,IN,2021-01-05,1.0,7.0,1.0,6.0,4.0,6.0,0.0,25.0,4.0,0.0,4.0,113.0
483,IN,2021-01-06,0.0,4.0,6.0,4.0,5.0,1.0,1.0,23.0,1.0,0.0,7.0,92.0
62,IN,2021-01-07,1.0,1.0,4.0,4.0,1.0,1.0,5.0,32.0,1.0,1.0,6.0,110.0
226,IN,2021-01-08,1.0,6.0,1.0,8.0,4.0,4.0,5.0,25.0,0.0,1.0,1.0,98.0
227,IN,2021-01-09,7.0,8.0,1.0,1.0,1.0,6.0,1.0,14.0,1.0,0.0,6.0,83.0
63,IN,2021-01-10,0.0,1.0,1.0,1.0,1.0,4.0,1.0,14.0,1.0,1.0,4.0,58.0
64,IN,2021-01-11,0.0,10.0,1.0,6.0,8.0,8.0,1.0,31.0,1.0,0.0,7.0,107.0
65,IN,2021-01-12,5.0,1.0,0.0,1.0,1.0,6.0,0.0,17.0,5.0,1.0,4.0,75.0
228,IN,2021-01-13,4.0,5.0,1.0,1.0,7.0,1.0,1.0,26.0,1.0,1.0,5.0,87.0
229,IN,2021-01-14,4.0,7.0,1.0,1.0,5.0,1.0,1.0,29.0,1.0,0.0,7.0,98.0
230,IN,2021-01-15,4.0,1.0,1.0,1.0,4.0,1.0,1.0,15.0,1.0,0.0,6.0,67.0
66,IN,2021-01-16,4.0,1.0,1.0,1.0,1.0,4.0,1.0,10.0,4.0,4.0,1.0,63.0
231,IN,2021-01-17,4.0,1.0,0.0,4.0,4.0,1.0,1.0,12.0,0.0,0.0,11.0,60.0
67,IN,2021-01-18,1.0,4.0,1.0,6.0,5.0,6.0,1.0,15.0,1.0,1.0,1.0,72.0
68,IN,2021-01-19,5.0,1.0,1.0,7.0,1.0,1.0,1.0,10.0,0.0,1.0,1.0,46.0
69,IN,2021-01-20,1.0,1.0,1.0,8.0,4.0,4.0,1.0,16.0,1.0,1.0,1.0,73.0
70,IN,2021-01-21,0.0,5.0,1.0,1.0,6.0,8.0,1.0,27.0,1.0,1.0,1.0,78.0
71,IN,2021-01-22,1.0,4.0,0.0,5.0,1.0,6.0,1.0,15.0,0.0,1.0,1.0,68.0
72,IN,2021-01-23,0.0,5.0,1.0,1.0,1.0,5.0,1.0,7.0,0.0,1.0,1.0,43.0
73,IN,2021-01-24,4.0,1.0,0.0,4.0,0.0,1.0,1.0,7.0,4.0,0.0,4.0,48.0
74,IN,2021-01-25,1.0,5.0,1.0,8.0,4.0,1.0,1.0,21.0,1.0,1.0,4.0,67.0
75,IN,2021-01-26,1.0,5.0,0.0,5.0,4.0,4.0,1.0,12.0,1.0,0.0,4.0,65.0
76,IN,2021-01-27,1.0,6.0,1.0,1.0,1.0,1.0,1.0,13.0,1.0,5.0,1.0,59.0
77,IN,2021-01-28,1.0,1.0,1.0,5.0,1.0,1.0,0.0,6.0,1.0,1.0,4.0,45.0
78,IN,2021-01-29,1.0,1.0,1.0,1.0,1.0,4.0,1.0,9.0,0.0,0.0,1.0,39.0
232,IN,2021-01-30,1.0,5.0,0.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,29.0
79,IN,2021-01-31,0.0,1.0,1.0,1.0,0.0,4.0,1.0,9.0,1.0,1.0,1.0,35.0
233,IN,2021-02-01,1.0,1.0,1.0,6.0,1.0,6.0,0.0,13.0,1.0,0.0,1.0,54.0
234,IN,2021-02-02,1.0,1.0,1.0,1.0,7.0,1.0,0.0,11.0,0.0,1.0,1.0,48.0
235,IN,2021-02-03,1.0,1.0,0.0,8.0,1.0,1.0,1.0,8.0,4.0,1.0,1.0,47.0
484,IN,2021-02-04,0.0,1.0,1.0,0.0,1.0,1.0,1.0,11.0,1.0,0.0,1.0,40.0
549,IN,2021-02-05,0.0,1.0,0.0,4.0,1.0,4.0,1.0,8.0,0.0,0.0,0.0,38.0
236,IN,2021-02-06,1.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,30.0
485,IN,2021-02-07,0.0,1.0,0.0,1.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,22.0
237,IN,2021-02-08,1.0,4.0,0.0,4.0,1.0,4.0,1.0,13.0,1.0,0.0,0.0,47.0
238,IN,2021-02-09,1.0,1.0,1.0,6.0,6.0,0.0,0.0,4.0,1.0,1.0,8.0,46.0
583,IN,2021-02-10,0.0,1.0,0.0,1.0,1.0,1.0,0.0,7.0,1.0,1.0,1.0,26.0
239,IN,2021-02-11,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,28.0
240,IN,2021-02-12,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,22.0
241,IN,2021-02-13,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4.0,0.0,0.0,1.0,22.0
242,IN,2021-02-14,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,12.0
243,IN,2021-02-15,1.0,1.0,0.0,1.0,1.0,1.0,1.0,4.0,0.0,0.0,1.0,19.0
244,IN,2021-02-16,1.0,1.0,0.0,1.0,1.0,0.0,1.0,4.0,1.0,1.0,0.0,21.0
245,IN,2021-02-17,1.0,1.0,0.0,0.0,0.0,1.0,0.0,6.0,1.0,1.0,1.0,27.0
246,IN,2021-02-18,1.0,1.0,0.0,1.0,4.0,4.0,0.0,5.0,5.0,1.0,1.0,40.0
247,IN,2021-02-19,1.0,0.0,0.0,4.0,1.0,1.0,0.0,5.0,0.0,0.0,1.0,24.0
248,IN,2021-02-20,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,22.0
249,IN,2021-02-21,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,16.0
486,IN,2021-02-22,0.0,1.0,1.0,1.0,1.0,1.0,0.0,10.0,0.0,0.0,5.0,30.0
487,IN,2021-02-23,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,18.0
250,IN,2021-02-24,1.0,0.0,1.0,0.0,0.0,1.0,0.0,6.0,1.0,1.0,1.0,20.0
251,IN,2021-02-25,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,15.0
252,IN,2021-02-26,1.0,1.0,0.0,1.0,1.0,1.0,0.0,5.0,0.0,0.0,1.0,28.0
253,IN,2021-02-27,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,17.0
606,IN,2021-02-28,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,15.0
254,IN,2021-03-01,1.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,13.0
255,IN,2021-03-02,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,16.0
607,IN,2021-03-03,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,11.0
526,IN,2021-03-04,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,24.0
649,IN,2021-03-05,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,9.0
637,IN,2021-03-06,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0
588,IN,2021-03-07,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7.0
550,IN,2021-03-08,0.0,0.0,1.0,1.0,0.0,1.0,1.0,5.0,0.0,1.0,0.0,18.0
488,IN,2021-03-09,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,16.0
256,IN,2021-03-10,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,13.0
257,IN,2021-03-11,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,14.0
572,IN,2021-03-12,0.0,1.0,1.0,1.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,18.0
527,IN,2021-03-13,0.0,0.0,1.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,15.0
528,IN,2021-03-14,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
551,IN,2021-03-15,0.0,1.0,1.0,0.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0,18.0
489,IN,2021-03-16,0.0,0.0,1.0,0.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,16.0
529,IN,2021-03-17,0.0,1.0,0.0,1.0,1.0,4.0,0.0,1.0,1.0,1.0,1.0,15.0
258,IN,2021-03-18,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,10.0
259,IN,2021-03-19,1.0,1.0,1.0,0.0,1.0,1.0,1.0,4.0,0.0,0.0,1.0,16.0
80,IN,2021-03-20,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,11.0
530,IN,2021-03-21,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,11.0
