,state,date,27003,27037,27053,27123,total_cnts
628,MN,2020-08-02,0.0,1.0,7.0,1.0,11.0
559,MN,2020-08-03,0.0,1.0,10.0,1.0,17.0
15,MN,2020-08-04,1.0,1.0,9.0,4.0,20.0
16,MN,2020-08-05,1.0,0.0,9.0,1.0,13.0
17,MN,2020-08-06,1.0,1.0,1.0,5.0,12.0
18,MN,2020-08-07,1.0,0.0,5.0,1.0,12.0
545,MN,2020-08-08,0.0,1.0,8.0,4.0,19.0
19,MN,2020-08-09,1.0,0.0,12.0,1.0,21.0
546,MN,2020-08-10,0.0,1.0,7.0,1.0,14.0
573,MN,2020-08-11,0.0,0.0,7.0,1.0,12.0
20,MN,2020-08-12,1.0,0.0,5.0,4.0,16.0
21,MN,2020-08-13,1.0,1.0,7.0,1.0,13.0
22,MN,2020-08-14,1.0,1.0,6.0,1.0,15.0
23,MN,2020-08-15,1.0,1.0,1.0,1.0,7.0
567,MN,2020-08-16,0.0,1.0,8.0,1.0,12.0
24,MN,2020-08-17,4.0,1.0,6.0,8.0,21.0
25,MN,2020-08-18,1.0,1.0,1.0,1.0,7.0
26,MN,2020-08-19,1.0,1.0,1.0,1.0,11.0
27,MN,2020-08-20,1.0,0.0,8.0,7.0,21.0
28,MN,2020-08-21,1.0,1.0,13.0,1.0,21.0
678,MN,2020-08-22,0.0,0.0,7.0,1.0,13.0
624,MN,2020-08-23,0.0,0.0,6.0,4.0,13.0
29,MN,2020-08-24,1.0,0.0,8.0,1.0,14.0
625,MN,2020-08-25,0.0,1.0,7.0,1.0,13.0
629,MN,2020-08-26,0.0,1.0,6.0,0.0,9.0
30,MN,2020-08-27,4.0,1.0,5.0,5.0,17.0
31,MN,2020-08-28,1.0,1.0,7.0,1.0,16.0
32,MN,2020-08-29,1.0,1.0,4.0,1.0,10.0
33,MN,2020-08-30,1.0,1.0,7.0,1.0,15.0
34,MN,2020-08-31,1.0,1.0,7.0,0.0,12.0
35,MN,2020-09-01,1.0,1.0,1.0,0.0,9.0
36,MN,2020-09-02,1.0,1.0,1.0,1.0,10.0
37,MN,2020-09-03,1.0,0.0,10.0,5.0,21.0
38,MN,2020-09-04,1.0,0.0,4.0,1.0,9.0
574,MN,2020-09-05,0.0,0.0,4.0,1.0,12.0
39,MN,2020-09-06,1.0,0.0,4.0,4.0,15.0
607,MN,2020-09-07,0.0,0.0,1.0,1.0,8.0
40,MN,2020-09-08,1.0,1.0,4.0,0.0,9.0
41,MN,2020-09-09,1.0,1.0,1.0,0.0,12.0
42,MN,2020-09-10,1.0,0.0,8.0,0.0,12.0
43,MN,2020-09-11,1.0,0.0,4.0,5.0,13.0
560,MN,2020-09-12,0.0,1.0,4.0,1.0,11.0
44,MN,2020-09-13,1.0,1.0,4.0,4.0,16.0
45,MN,2020-09-14,1.0,1.0,4.0,1.0,14.0
46,MN,2020-09-15,1.0,0.0,5.0,1.0,12.0
47,MN,2020-09-16,1.0,0.0,7.0,1.0,14.0
48,MN,2020-09-17,1.0,1.0,9.0,1.0,16.0
49,MN,2020-09-18,1.0,1.0,9.0,1.0,23.0
619,MN,2020-09-19,0.0,0.0,6.0,1.0,12.0
575,MN,2020-09-20,0.0,1.0,1.0,0.0,6.0
50,MN,2020-09-21,1.0,1.0,10.0,1.0,15.0
51,MN,2020-09-22,1.0,1.0,4.0,1.0,14.0
52,MN,2020-09-23,1.0,1.0,6.0,1.0,21.0
53,MN,2020-09-24,1.0,1.0,5.0,1.0,11.0
54,MN,2020-09-25,1.0,1.0,5.0,1.0,15.0
55,MN,2020-09-26,1.0,1.0,1.0,0.0,11.0
56,MN,2020-09-27,1.0,0.0,9.0,1.0,19.0
57,MN,2020-09-28,1.0,1.0,7.0,1.0,16.0
576,MN,2020-09-29,0.0,0.0,7.0,1.0,17.0
58,MN,2020-09-30,1.0,1.0,7.0,1.0,15.0
59,MN,2020-10-01,1.0,1.0,7.0,1.0,18.0
60,MN,2020-10-02,1.0,6.0,5.0,1.0,18.0
61,MN,2020-10-03,1.0,0.0,9.0,1.0,19.0
62,MN,2020-10-04,1.0,1.0,6.0,1.0,14.0
63,MN,2020-10-05,1.0,1.0,8.0,1.0,21.0
64,MN,2020-10-06,1.0,1.0,6.0,1.0,20.0
620,MN,2020-10-07,0.0,4.0,4.0,6.0,22.0
529,MN,2020-10-08,0.0,1.0,7.0,4.0,24.0
65,MN,2020-10-09,1.0,1.0,1.0,1.0,11.0
66,MN,2020-10-10,5.0,1.0,4.0,1.0,16.0
0,MN,2020-10-11,1.0,1.0,4.0,4.0,19.0
67,MN,2020-10-12,1.0,4.0,11.0,4.0,30.0
68,MN,2020-10-13,1.0,1.0,10.0,4.0,26.0
69,MN,2020-10-14,4.0,1.0,4.0,1.0,18.0
70,MN,2020-10-15,1.0,1.0,9.0,0.0,21.0
71,MN,2020-10-16,1.0,1.0,8.0,4.0,27.0
72,MN,2020-10-17,1.0,0.0,6.0,1.0,20.0
73,MN,2020-10-18,1.0,0.0,9.0,4.0,24.0
544,MN,2020-10-19,0.0,0.0,13.0,4.0,29.0
74,MN,2020-10-20,1.0,4.0,7.0,1.0,22.0
75,MN,2020-10-21,4.0,4.0,8.0,1.0,23.0
76,MN,2020-10-22,1.0,1.0,17.0,1.0,35.0
77,MN,2020-10-23,1.0,1.0,11.0,5.0,30.0
78,MN,2020-10-24,1.0,1.0,11.0,1.0,25.0
79,MN,2020-10-25,1.0,1.0,14.0,1.0,25.0
80,MN,2020-10-26,1.0,1.0,12.0,5.0,29.0
81,MN,2020-10-27,5.0,6.0,9.0,4.0,39.0
547,MN,2020-10-28,0.0,1.0,14.0,7.0,33.0
82,MN,2020-10-29,1.0,7.0,10.0,1.0,35.0
83,MN,2020-10-30,1.0,4.0,17.0,1.0,39.0
84,MN,2020-10-31,1.0,6.0,13.0,1.0,39.0
85,MN,2020-11-01,1.0,1.0,15.0,1.0,35.0
86,MN,2020-11-02,4.0,5.0,19.0,4.0,52.0
87,MN,2020-11-03,1.0,4.0,17.0,5.0,48.0
88,MN,2020-11-04,1.0,1.0,14.0,4.0,40.0
89,MN,2020-11-05,1.0,1.0,18.0,1.0,44.0
90,MN,2020-11-06,9.0,1.0,27.0,1.0,66.0
91,MN,2020-11-07,4.0,1.0,17.0,9.0,55.0
92,MN,2020-11-08,1.0,1.0,18.0,4.0,56.0
93,MN,2020-11-09,6.0,4.0,23.0,6.0,68.0
1,MN,2020-11-10,4.0,7.0,30.0,13.0,83.0
94,MN,2020-11-11,5.0,5.0,15.0,11.0,65.0
95,MN,2020-11-12,9.0,9.0,24.0,1.0,76.0
96,MN,2020-11-13,7.0,1.0,26.0,8.0,86.0
97,MN,2020-11-14,7.0,5.0,33.0,10.0,96.0
98,MN,2020-11-15,5.0,5.0,28.0,7.0,75.0
99,MN,2020-11-16,7.0,6.0,25.0,6.0,93.0
100,MN,2020-11-17,1.0,7.0,25.0,9.0,71.0
101,MN,2020-11-18,1.0,5.0,23.0,9.0,82.0
102,MN,2020-11-19,5.0,8.0,37.0,8.0,96.0
2,MN,2020-11-20,9.0,6.0,24.0,7.0,89.0
103,MN,2020-11-21,1.0,7.0,19.0,7.0,63.0
104,MN,2020-11-22,6.0,5.0,18.0,9.0,72.0
105,MN,2020-11-23,8.0,5.0,26.0,14.0,91.0
106,MN,2020-11-24,4.0,9.0,29.0,12.0,90.0
107,MN,2020-11-25,7.0,9.0,20.0,9.0,91.0
3,MN,2020-11-26,4.0,1.0,21.0,8.0,61.0
108,MN,2020-11-27,6.0,1.0,23.0,10.0,86.0
109,MN,2020-11-28,7.0,1.0,24.0,6.0,65.0
561,MN,2020-11-29,0.0,6.0,16.0,10.0,57.0
110,MN,2020-11-30,6.0,1.0,29.0,10.0,85.0
111,MN,2020-12-01,11.0,7.0,26.0,6.0,90.0
112,MN,2020-12-02,5.0,1.0,21.0,8.0,74.0
113,MN,2020-12-03,6.0,8.0,20.0,10.0,70.0
114,MN,2020-12-04,6.0,4.0,30.0,7.0,89.0
115,MN,2020-12-05,1.0,6.0,15.0,17.0,63.0
116,MN,2020-12-06,1.0,6.0,20.0,4.0,60.0
117,MN,2020-12-07,7.0,5.0,18.0,11.0,68.0
118,MN,2020-12-08,1.0,4.0,27.0,6.0,69.0
119,MN,2020-12-09,5.0,1.0,24.0,7.0,64.0
120,MN,2020-12-10,6.0,7.0,12.0,11.0,65.0
121,MN,2020-12-11,6.0,6.0,19.0,7.0,60.0
122,MN,2020-12-12,7.0,6.0,21.0,4.0,62.0
123,MN,2020-12-13,1.0,4.0,15.0,6.0,51.0
124,MN,2020-12-14,1.0,1.0,27.0,5.0,56.0
125,MN,2020-12-15,6.0,1.0,13.0,5.0,50.0
126,MN,2020-12-16,5.0,5.0,12.0,7.0,49.0
127,MN,2020-12-17,7.0,1.0,16.0,1.0,52.0
128,MN,2020-12-18,1.0,1.0,15.0,4.0,46.0
129,MN,2020-12-19,1.0,4.0,11.0,7.0,44.0
130,MN,2020-12-20,4.0,1.0,13.0,1.0,35.0
131,MN,2020-12-21,1.0,1.0,19.0,1.0,36.0
132,MN,2020-12-22,1.0,5.0,19.0,11.0,54.0
133,MN,2020-12-23,4.0,1.0,15.0,5.0,35.0
134,MN,2020-12-24,1.0,1.0,14.0,1.0,31.0
135,MN,2020-12-25,4.0,5.0,15.0,4.0,39.0
136,MN,2020-12-26,1.0,1.0,10.0,5.0,34.0
137,MN,2020-12-27,1.0,4.0,11.0,4.0,31.0
138,MN,2020-12-28,1.0,1.0,15.0,1.0,38.0
548,MN,2020-12-29,0.0,1.0,10.0,1.0,30.0
4,MN,2020-12-30,1.0,1.0,10.0,6.0,34.0
5,MN,2020-12-31,5.0,1.0,5.0,1.0,27.0
139,MN,2021-01-01,1.0,0.0,12.0,4.0,23.0
140,MN,2021-01-02,1.0,1.0,10.0,1.0,27.0
562,MN,2021-01-03,0.0,5.0,14.0,7.0,38.0
6,MN,2021-01-04,1.0,4.0,6.0,7.0,31.0
7,MN,2021-01-05,8.0,4.0,4.0,1.0,39.0
141,MN,2021-01-06,5.0,1.0,7.0,1.0,25.0
522,MN,2021-01-07,0.0,1.0,9.0,1.0,22.0
142,MN,2021-01-08,5.0,1.0,10.0,1.0,28.0
577,MN,2021-01-09,0.0,1.0,7.0,1.0,19.0
143,MN,2021-01-10,1.0,1.0,4.0,5.0,20.0
144,MN,2021-01-11,1.0,1.0,8.0,1.0,22.0
145,MN,2021-01-12,5.0,1.0,8.0,4.0,28.0
146,MN,2021-01-13,1.0,0.0,5.0,4.0,19.0
147,MN,2021-01-14,1.0,4.0,5.0,6.0,27.0
626,MN,2021-01-15,0.0,1.0,1.0,1.0,17.0
612,MN,2021-01-16,0.0,1.0,1.0,6.0,12.0
148,MN,2021-01-17,1.0,1.0,9.0,1.0,18.0
149,MN,2021-01-18,1.0,0.0,11.0,4.0,19.0
150,MN,2021-01-19,1.0,4.0,4.0,5.0,26.0
151,MN,2021-01-20,1.0,1.0,5.0,4.0,22.0
152,MN,2021-01-21,4.0,1.0,6.0,5.0,31.0
153,MN,2021-01-22,1.0,1.0,4.0,4.0,18.0
154,MN,2021-01-23,1.0,0.0,7.0,1.0,16.0
578,MN,2021-01-24,0.0,1.0,5.0,1.0,12.0
630,MN,2021-01-25,0.0,1.0,7.0,4.0,16.0
155,MN,2021-01-26,4.0,1.0,7.0,1.0,19.0
156,MN,2021-01-27,1.0,0.0,1.0,1.0,10.0
157,MN,2021-01-28,1.0,1.0,1.0,1.0,12.0
579,MN,2021-01-29,0.0,6.0,4.0,4.0,21.0
158,MN,2021-01-30,1.0,1.0,4.0,6.0,17.0
8,MN,2021-01-31,0.0,0.0,5.0,1.0,14.0
549,MN,2021-02-01,0.0,1.0,7.0,1.0,19.0
568,MN,2021-02-02,0.0,0.0,5.0,0.0,11.0
580,MN,2021-02-03,0.0,4.0,4.0,1.0,12.0
159,MN,2021-02-04,1.0,0.0,1.0,1.0,9.0
160,MN,2021-02-05,1.0,1.0,1.0,1.0,10.0
161,MN,2021-02-06,4.0,1.0,1.0,1.0,8.0
162,MN,2021-02-07,1.0,1.0,4.0,1.0,10.0
163,MN,2021-02-08,1.0,1.0,6.0,4.0,20.0
164,MN,2021-02-09,1.0,1.0,4.0,1.0,16.0
165,MN,2021-02-10,1.0,1.0,1.0,1.0,12.0
550,MN,2021-02-11,0.0,0.0,1.0,1.0,11.0
166,MN,2021-02-12,1.0,0.0,4.0,1.0,9.0
167,MN,2021-02-13,1.0,0.0,8.0,1.0,12.0
168,MN,2021-02-14,1.0,5.0,4.0,1.0,17.0
581,MN,2021-02-15,0.0,0.0,4.0,1.0,11.0
530,MN,2021-02-16,0.0,0.0,1.0,1.0,11.0
563,MN,2021-02-17,0.0,1.0,5.0,1.0,13.0
582,MN,2021-02-18,0.0,1.0,1.0,1.0,8.0
169,MN,2021-02-19,1.0,1.0,5.0,1.0,13.0
531,MN,2021-02-20,0.0,1.0,0.0,1.0,9.0
551,MN,2021-02-21,0.0,1.0,4.0,1.0,9.0
564,MN,2021-02-22,0.0,0.0,1.0,1.0,14.0
170,MN,2021-02-23,1.0,0.0,1.0,1.0,7.0
171,MN,2021-02-24,1.0,1.0,4.0,0.0,12.0
172,MN,2021-02-25,1.0,1.0,1.0,0.0,7.0
583,MN,2021-02-26,0.0,0.0,5.0,1.0,9.0
584,MN,2021-02-27,0.0,1.0,5.0,0.0,8.0
173,MN,2021-02-28,1.0,1.0,6.0,1.0,12.0
585,MN,2021-03-01,0.0,1.0,1.0,1.0,4.0
586,MN,2021-03-02,0.0,0.0,4.0,1.0,13.0
631,MN,2021-03-03,0.0,1.0,5.0,0.0,12.0
174,MN,2021-03-04,1.0,1.0,1.0,0.0,9.0
175,MN,2021-03-05,1.0,0.0,6.0,0.0,12.0
176,MN,2021-03-06,1.0,1.0,1.0,0.0,10.0
587,MN,2021-03-07,0.0,1.0,1.0,0.0,9.0
177,MN,2021-03-08,1.0,0.0,1.0,0.0,4.0
565,MN,2021-03-09,0.0,0.0,5.0,1.0,15.0
178,MN,2021-03-10,1.0,1.0,4.0,0.0,10.0
179,MN,2021-03-11,1.0,1.0,5.0,0.0,16.0
180,MN,2021-03-12,1.0,1.0,1.0,0.0,8.0
181,MN,2021-03-13,1.0,1.0,1.0,0.0,6.0
588,MN,2021-03-14,0.0,0.0,1.0,1.0,5.0
613,MN,2021-03-15,0.0,0.0,6.0,0.0,11.0
674,MN,2021-03-16,0.0,0.0,4.0,0.0,10.0
182,MN,2021-03-17,1.0,1.0,6.0,0.0,21.0
183,MN,2021-03-18,1.0,1.0,11.0,1.0,24.0
184,MN,2021-03-19,1.0,0.0,4.0,0.0,11.0
185,MN,2021-03-20,1.0,1.0,6.0,0.0,18.0
186,MN,2021-03-21,1.0,0.0,7.0,0.0,12.0
187,MN,2021-03-22,1.0,0.0,4.0,1.0,11.0
188,MN,2021-03-23,1.0,1.0,5.0,0.0,22.0
189,MN,2021-03-24,1.0,1.0,5.0,1.0,21.0
190,MN,2021-03-25,1.0,1.0,4.0,0.0,15.0
191,MN,2021-03-26,6.0,0.0,9.0,0.0,22.0
192,MN,2021-03-27,1.0,1.0,5.0,1.0,15.0
193,MN,2021-03-28,1.0,0.0,1.0,0.0,11.0
194,MN,2021-03-29,1.0,0.0,14.0,1.0,27.0
195,MN,2021-03-30,1.0,1.0,8.0,1.0,17.0
196,MN,2021-03-31,1.0,0.0,10.0,1.0,27.0
197,MN,2021-04-01,1.0,0.0,9.0,1.0,20.0
198,MN,2021-04-02,1.0,0.0,23.0,1.0,36.0
199,MN,2021-04-03,1.0,4.0,10.0,1.0,26.0
200,MN,2021-04-04,5.0,1.0,10.0,1.0,26.0
201,MN,2021-04-05,1.0,1.0,7.0,1.0,25.0
202,MN,2021-04-06,4.0,1.0,13.0,4.0,34.0
203,MN,2021-04-07,1.0,1.0,12.0,1.0,28.0
204,MN,2021-04-08,1.0,1.0,14.0,1.0,33.0
205,MN,2021-04-09,1.0,1.0,9.0,1.0,27.0
206,MN,2021-04-10,5.0,1.0,14.0,4.0,32.0
207,MN,2021-04-11,1.0,4.0,10.0,1.0,31.0
208,MN,2021-04-12,1.0,1.0,13.0,1.0,34.0
209,MN,2021-04-13,8.0,4.0,11.0,1.0,33.0
210,MN,2021-04-14,1.0,1.0,14.0,4.0,30.0
211,MN,2021-04-15,1.0,1.0,15.0,1.0,37.0
212,MN,2021-04-16,4.0,4.0,19.0,1.0,51.0
213,MN,2021-04-17,1.0,5.0,6.0,0.0,33.0
214,MN,2021-04-18,1.0,1.0,8.0,5.0,32.0
215,MN,2021-04-19,8.0,1.0,8.0,1.0,33.0
216,MN,2021-04-20,1.0,1.0,7.0,1.0,19.0
217,MN,2021-04-21,4.0,4.0,11.0,1.0,36.0
569,MN,2021-04-22,0.0,1.0,11.0,4.0,31.0
218,MN,2021-04-23,5.0,4.0,5.0,1.0,24.0
219,MN,2021-04-24,1.0,0.0,10.0,1.0,22.0
220,MN,2021-04-25,1.0,1.0,12.0,1.0,25.0
221,MN,2021-04-26,1.0,1.0,10.0,4.0,31.0
222,MN,2021-04-27,1.0,1.0,9.0,1.0,21.0
223,MN,2021-04-28,1.0,1.0,10.0,1.0,21.0
224,MN,2021-04-29,1.0,1.0,10.0,1.0,27.0
225,MN,2021-04-30,1.0,1.0,8.0,1.0,21.0
226,MN,2021-05-01,1.0,1.0,10.0,4.0,27.0
227,MN,2021-05-02,1.0,0.0,6.0,4.0,19.0
228,MN,2021-05-03,1.0,1.0,7.0,1.0,21.0
229,MN,2021-05-04,4.0,1.0,4.0,0.0,20.0
230,MN,2021-05-05,1.0,1.0,8.0,4.0,21.0
231,MN,2021-05-06,1.0,0.0,4.0,4.0,18.0
232,MN,2021-05-07,1.0,0.0,6.0,1.0,12.0
233,MN,2021-05-08,1.0,0.0,10.0,1.0,20.0
234,MN,2021-05-09,4.0,0.0,5.0,0.0,15.0
235,MN,2021-05-10,5.0,1.0,5.0,1.0,20.0
236,MN,2021-05-11,1.0,0.0,9.0,0.0,22.0
237,MN,2021-05-12,1.0,1.0,9.0,0.0,20.0
