,state,date,05007,05031,05055,05093,05111,05119,total_cnts
530,AR,2021-07-16,0.0,5.0,1.0,1.0,1.0,8.0,31.0
54,AR,2021-07-17,1.0,4.0,0.0,0.0,0.0,7.0,28.0
350,AR,2021-07-18,1.0,10.0,0.0,0.0,0.0,5.0,28.0
55,AR,2021-07-19,1.0,5.0,1.0,0.0,4.0,9.0,32.0
351,AR,2021-07-20,1.0,7.0,4.0,0.0,1.0,9.0,38.0
56,AR,2021-07-21,1.0,10.0,1.0,1.0,1.0,1.0,33.0
352,AR,2021-07-22,5.0,8.0,1.0,0.0,1.0,6.0,38.0
57,AR,2021-07-23,5.0,14.0,1.0,1.0,0.0,8.0,51.0
353,AR,2021-07-24,1.0,6.0,1.0,1.0,1.0,6.0,32.0
354,AR,2021-07-25,4.0,8.0,1.0,1.0,1.0,10.0,42.0
123,AR,2021-07-26,1.0,6.0,1.0,0.0,1.0,7.0,40.0
355,AR,2021-07-27,1.0,1.0,0.0,1.0,0.0,5.0,30.0
58,AR,2021-07-28,5.0,10.0,1.0,0.0,0.0,4.0,42.0
124,AR,2021-07-29,5.0,10.0,0.0,0.0,1.0,10.0,47.0
356,AR,2021-07-30,1.0,12.0,1.0,1.0,0.0,5.0,49.0
357,AR,2021-07-31,5.0,8.0,0.0,1.0,1.0,5.0,41.0
358,AR,2021-08-01,1.0,11.0,0.0,4.0,1.0,11.0,58.0
191,AR,2021-08-02,1.0,11.0,4.0,1.0,1.0,4.0,46.0
359,AR,2021-08-03,1.0,14.0,4.0,1.0,1.0,4.0,48.0
192,AR,2021-08-04,1.0,9.0,5.0,1.0,1.0,7.0,55.0
360,AR,2021-08-05,1.0,10.0,1.0,1.0,1.0,7.0,38.0
193,AR,2021-08-06,0.0,7.0,1.0,1.0,1.0,13.0,55.0
361,AR,2021-08-07,4.0,6.0,1.0,0.0,1.0,10.0,52.0
125,AR,2021-08-08,1.0,11.0,0.0,1.0,1.0,4.0,42.0
59,AR,2021-08-09,7.0,13.0,1.0,1.0,1.0,15.0,61.0
194,AR,2021-08-10,4.0,10.0,4.0,0.0,4.0,10.0,59.0
60,AR,2021-08-11,4.0,8.0,1.0,0.0,1.0,8.0,41.0
61,AR,2021-08-12,1.0,12.0,1.0,1.0,1.0,8.0,52.0
62,AR,2021-08-13,1.0,14.0,4.0,4.0,1.0,7.0,59.0
362,AR,2021-08-14,1.0,18.0,4.0,4.0,1.0,7.0,54.0
363,AR,2021-08-15,4.0,17.0,5.0,5.0,5.0,7.0,63.0
364,AR,2021-08-16,4.0,16.0,1.0,4.0,1.0,6.0,53.0
365,AR,2021-08-17,1.0,17.0,1.0,5.0,1.0,5.0,52.0
366,AR,2021-08-18,6.0,20.0,1.0,1.0,4.0,4.0,61.0
63,AR,2021-08-19,1.0,14.0,5.0,1.0,1.0,4.0,51.0
126,AR,2021-08-20,4.0,10.0,1.0,1.0,1.0,5.0,44.0
64,AR,2021-08-21,1.0,10.0,1.0,1.0,0.0,7.0,39.0
127,AR,2021-08-22,5.0,11.0,1.0,1.0,1.0,1.0,36.0
128,AR,2021-08-23,4.0,10.0,5.0,1.0,1.0,5.0,55.0
65,AR,2021-08-24,4.0,11.0,4.0,0.0,1.0,5.0,43.0
195,AR,2021-08-25,1.0,14.0,4.0,1.0,1.0,1.0,48.0
129,AR,2021-08-26,0.0,14.0,5.0,1.0,1.0,7.0,48.0
130,AR,2021-08-27,1.0,7.0,1.0,1.0,4.0,4.0,37.0
367,AR,2021-08-28,1.0,8.0,1.0,1.0,1.0,4.0,33.0
196,AR,2021-08-29,1.0,11.0,1.0,0.0,4.0,1.0,40.0
197,AR,2021-08-30,6.0,13.0,1.0,1.0,1.0,1.0,43.0
131,AR,2021-08-31,4.0,13.0,1.0,1.0,1.0,8.0,58.0
66,AR,2021-09-01,1.0,11.0,4.0,1.0,1.0,4.0,59.0
132,AR,2021-09-02,1.0,6.0,1.0,1.0,1.0,1.0,35.0
133,AR,2021-09-03,1.0,6.0,0.0,1.0,5.0,1.0,34.0
198,AR,2021-09-04,1.0,9.0,1.0,4.0,0.0,5.0,32.0
599,AR,2021-09-05,0.0,14.0,5.0,5.0,5.0,1.0,44.0
368,AR,2021-09-06,1.0,13.0,0.0,5.0,1.0,1.0,41.0
199,AR,2021-09-07,1.0,15.0,1.0,5.0,4.0,1.0,53.0
134,AR,2021-09-08,1.0,10.0,1.0,4.0,1.0,5.0,41.0
369,AR,2021-09-09,1.0,7.0,1.0,4.0,1.0,1.0,28.0
67,AR,2021-09-10,5.0,10.0,1.0,4.0,1.0,1.0,47.0
370,AR,2021-09-11,1.0,10.0,1.0,1.0,4.0,1.0,30.0
468,AR,2021-09-12,0.0,6.0,1.0,1.0,0.0,1.0,30.0
371,AR,2021-09-13,1.0,7.0,5.0,1.0,1.0,1.0,43.0
68,AR,2021-09-14,1.0,5.0,1.0,0.0,4.0,6.0,58.0
372,AR,2021-09-15,1.0,4.0,1.0,6.0,1.0,1.0,35.0
373,AR,2021-09-16,1.0,5.0,1.0,1.0,1.0,4.0,29.0
493,AR,2021-09-17,0.0,9.0,1.0,0.0,1.0,5.0,36.0
135,AR,2021-09-18,0.0,6.0,1.0,1.0,1.0,5.0,30.0
136,AR,2021-09-19,1.0,10.0,1.0,1.0,0.0,1.0,29.0
600,AR,2021-09-20,0.0,14.0,1.0,1.0,0.0,4.0,36.0
374,AR,2021-09-21,1.0,5.0,1.0,1.0,1.0,1.0,27.0
200,AR,2021-09-22,1.0,7.0,5.0,1.0,1.0,5.0,29.0
137,AR,2021-09-23,1.0,13.0,0.0,1.0,1.0,6.0,32.0
518,AR,2021-09-24,0.0,6.0,1.0,1.0,1.0,1.0,20.0
138,AR,2021-09-25,1.0,9.0,1.0,1.0,1.0,1.0,22.0
375,AR,2021-09-26,1.0,4.0,1.0,4.0,1.0,5.0,27.0
201,AR,2021-09-27,0.0,6.0,0.0,4.0,0.0,1.0,26.0
202,AR,2021-09-28,1.0,6.0,0.0,1.0,0.0,1.0,21.0
139,AR,2021-09-29,0.0,4.0,1.0,1.0,0.0,1.0,18.0
469,AR,2021-09-30,0.0,4.0,1.0,4.0,1.0,1.0,24.0
140,AR,2021-10-01,1.0,4.0,1.0,4.0,1.0,1.0,27.0
141,AR,2021-10-02,0.0,8.0,0.0,0.0,1.0,0.0,21.0
142,AR,2021-10-03,0.0,4.0,0.0,1.0,1.0,1.0,19.0
531,AR,2021-10-04,0.0,1.0,0.0,1.0,0.0,1.0,15.0
601,AR,2021-10-05,0.0,1.0,0.0,1.0,1.0,1.0,12.0
143,AR,2021-10-06,1.0,4.0,0.0,0.0,1.0,1.0,16.0
376,AR,2021-10-07,1.0,7.0,1.0,1.0,1.0,0.0,22.0
377,AR,2021-10-08,1.0,6.0,1.0,0.0,0.0,1.0,27.0
602,AR,2021-10-09,0.0,4.0,1.0,0.0,1.0,0.0,10.0
603,AR,2021-10-10,0.0,1.0,1.0,0.0,1.0,1.0,16.0
500,AR,2021-10-11,0.0,5.0,1.0,0.0,0.0,1.0,16.0
604,AR,2021-10-12,0.0,6.0,0.0,1.0,1.0,0.0,17.0
378,AR,2021-10-13,1.0,1.0,0.0,0.0,1.0,0.0,15.0
605,AR,2021-10-14,0.0,1.0,1.0,1.0,1.0,0.0,10.0
379,AR,2021-10-15,1.0,1.0,0.0,1.0,0.0,1.0,14.0
552,AR,2021-10-16,0.0,0.0,1.0,1.0,1.0,1.0,10.0
494,AR,2021-10-17,0.0,1.0,1.0,1.0,0.0,0.0,11.0
553,AR,2021-10-18,0.0,6.0,1.0,0.0,0.0,0.0,15.0
69,AR,2021-10-19,1.0,1.0,0.0,1.0,1.0,1.0,10.0
380,AR,2021-10-20,1.0,1.0,0.0,1.0,0.0,0.0,10.0
381,AR,2021-10-21,1.0,1.0,0.0,1.0,1.0,1.0,10.0
521,AR,2021-10-22,0.0,4.0,0.0,0.0,1.0,1.0,9.0
382,AR,2021-10-23,1.0,1.0,0.0,1.0,0.0,0.0,7.0
470,AR,2021-10-24,0.0,4.0,1.0,0.0,1.0,0.0,15.0
144,AR,2021-10-25,0.0,4.0,1.0,0.0,1.0,0.0,17.0
203,AR,2021-10-26,1.0,1.0,1.0,0.0,0.0,1.0,8.0
204,AR,2021-10-27,0.0,1.0,0.0,0.0,0.0,0.0,10.0
501,AR,2021-10-28,0.0,1.0,0.0,0.0,1.0,1.0,8.0
471,AR,2021-10-29,0.0,1.0,0.0,1.0,0.0,0.0,9.0
383,AR,2021-10-30,1.0,6.0,1.0,1.0,0.0,0.0,14.0
532,AR,2021-10-31,0.0,1.0,0.0,1.0,1.0,0.0,7.0
384,AR,2021-11-01,1.0,1.0,0.0,1.0,0.0,1.0,12.0
385,AR,2021-11-02,1.0,4.0,0.0,0.0,0.0,0.0,12.0
472,AR,2021-11-03,0.0,0.0,0.0,1.0,0.0,0.0,7.0
705,AR,2021-11-04,0.0,0.0,0.0,1.0,1.0,1.0,8.0
606,AR,2021-11-05,0.0,1.0,1.0,0.0,1.0,0.0,6.0
607,AR,2021-11-06,0.0,1.0,0.0,1.0,1.0,1.0,6.0
608,AR,2021-11-07,0.0,1.0,0.0,1.0,1.0,0.0,7.0
386,AR,2021-11-08,1.0,1.0,1.0,1.0,0.0,0.0,8.0
540,AR,2021-11-09,0.0,5.0,0.0,0.0,0.0,0.0,10.0
387,AR,2021-11-10,1.0,7.0,1.0,1.0,0.0,1.0,14.0
541,AR,2021-11-11,0.0,5.0,0.0,1.0,0.0,1.0,14.0
609,AR,2021-11-12,0.0,1.0,0.0,1.0,0.0,1.0,8.0
610,AR,2021-11-13,0.0,1.0,1.0,0.0,1.0,1.0,10.0
473,AR,2021-11-14,0.0,1.0,0.0,1.0,1.0,1.0,7.0
611,AR,2021-11-15,0.0,5.0,0.0,1.0,1.0,1.0,14.0
388,AR,2021-11-16,1.0,1.0,0.0,1.0,1.0,1.0,9.0
612,AR,2021-11-17,0.0,1.0,0.0,1.0,1.0,1.0,10.0
389,AR,2021-11-18,1.0,1.0,0.0,0.0,1.0,0.0,8.0
390,AR,2021-11-19,1.0,1.0,0.0,0.0,0.0,0.0,11.0
391,AR,2021-11-20,1.0,1.0,0.0,1.0,0.0,1.0,13.0
392,AR,2021-11-21,1.0,5.0,0.0,0.0,0.0,1.0,15.0
613,AR,2021-11-22,0.0,1.0,0.0,1.0,0.0,1.0,9.0
145,AR,2021-11-23,0.0,1.0,1.0,0.0,0.0,1.0,15.0
393,AR,2021-11-24,1.0,6.0,1.0,1.0,0.0,0.0,14.0
394,AR,2021-11-25,1.0,4.0,0.0,0.0,0.0,1.0,11.0
395,AR,2021-11-26,1.0,1.0,1.0,1.0,1.0,1.0,12.0
396,AR,2021-11-27,1.0,1.0,0.0,1.0,1.0,0.0,11.0
397,AR,2021-11-28,1.0,7.0,0.0,1.0,5.0,1.0,23.0
398,AR,2021-11-29,1.0,5.0,1.0,0.0,1.0,1.0,13.0
533,AR,2021-11-30,0.0,4.0,1.0,0.0,1.0,1.0,12.0
205,AR,2021-12-01,1.0,8.0,1.0,1.0,0.0,1.0,26.0
206,AR,2021-12-02,5.0,4.0,1.0,1.0,1.0,1.0,25.0
207,AR,2021-12-03,0.0,5.0,0.0,0.0,1.0,0.0,14.0
208,AR,2021-12-04,1.0,6.0,0.0,1.0,1.0,1.0,16.0
209,AR,2021-12-05,1.0,1.0,0.0,1.0,1.0,1.0,12.0
210,AR,2021-12-06,0.0,4.0,1.0,1.0,0.0,1.0,21.0
211,AR,2021-12-07,0.0,1.0,0.0,1.0,1.0,1.0,14.0
614,AR,2021-12-08,0.0,5.0,1.0,1.0,0.0,1.0,20.0
474,AR,2021-12-09,0.0,6.0,1.0,0.0,1.0,1.0,16.0
399,AR,2021-12-10,5.0,1.0,0.0,0.0,1.0,1.0,20.0
475,AR,2021-12-11,0.0,5.0,1.0,0.0,1.0,1.0,16.0
400,AR,2021-12-12,1.0,5.0,1.0,1.0,0.0,0.0,13.0
476,AR,2021-12-13,0.0,4.0,1.0,0.0,0.0,1.0,14.0
534,AR,2021-12-14,0.0,4.0,0.0,1.0,0.0,1.0,15.0
477,AR,2021-12-15,0.0,4.0,1.0,1.0,1.0,4.0,22.0
478,AR,2021-12-16,0.0,6.0,0.0,0.0,1.0,1.0,18.0
401,AR,2021-12-17,1.0,1.0,1.0,1.0,0.0,1.0,18.0
402,AR,2021-12-18,1.0,7.0,1.0,0.0,1.0,1.0,19.0
403,AR,2021-12-19,1.0,6.0,4.0,1.0,1.0,1.0,19.0
404,AR,2021-12-20,1.0,4.0,1.0,1.0,1.0,0.0,13.0
405,AR,2021-12-21,1.0,13.0,1.0,0.0,1.0,1.0,27.0
406,AR,2021-12-22,1.0,12.0,1.0,0.0,1.0,1.0,24.0
407,AR,2021-12-23,1.0,9.0,1.0,1.0,1.0,1.0,26.0
502,AR,2021-12-24,0.0,18.0,0.0,1.0,1.0,0.0,26.0
146,AR,2021-12-25,0.0,19.0,1.0,0.0,1.0,1.0,29.0
147,AR,2021-12-26,0.0,13.0,1.0,1.0,1.0,0.0,26.0
479,AR,2021-12-27,0.0,13.0,1.0,1.0,1.0,4.0,35.0
408,AR,2021-12-28,1.0,22.0,1.0,1.0,0.0,1.0,41.0
542,AR,2021-12-29,0.0,25.0,4.0,0.0,1.0,1.0,46.0
212,AR,2021-12-30,1.0,23.0,1.0,5.0,1.0,6.0,55.0
409,AR,2021-12-31,1.0,23.0,1.0,1.0,1.0,1.0,45.0
410,AR,2022-01-01,1.0,25.0,5.0,1.0,7.0,6.0,61.0
480,AR,2022-01-02,0.0,17.0,1.0,1.0,1.0,4.0,41.0
70,AR,2022-01-03,1.0,15.0,1.0,1.0,1.0,5.0,43.0
411,AR,2022-01-04,1.0,21.0,1.0,4.0,1.0,1.0,45.0
71,AR,2022-01-05,4.0,25.0,1.0,4.0,4.0,5.0,68.0
412,AR,2022-01-06,1.0,29.0,1.0,1.0,1.0,1.0,53.0
481,AR,2022-01-07,0.0,24.0,4.0,4.0,1.0,6.0,62.0
72,AR,2022-01-08,0.0,26.0,1.0,5.0,1.0,5.0,57.0
213,AR,2022-01-09,5.0,19.0,1.0,10.0,11.0,6.0,69.0
214,AR,2022-01-10,4.0,22.0,4.0,6.0,1.0,6.0,63.0
413,AR,2022-01-11,1.0,30.0,1.0,1.0,1.0,6.0,64.0
148,AR,2022-01-12,1.0,26.0,1.0,1.0,4.0,10.0,60.0
414,AR,2022-01-13,1.0,23.0,4.0,1.0,5.0,4.0,65.0
73,AR,2022-01-14,1.0,15.0,1.0,6.0,6.0,4.0,63.0
482,AR,2022-01-15,0.0,17.0,4.0,5.0,1.0,6.0,50.0
415,AR,2022-01-16,1.0,20.0,1.0,1.0,6.0,4.0,49.0
215,AR,2022-01-17,4.0,18.0,6.0,6.0,4.0,7.0,75.0
216,AR,2022-01-18,4.0,19.0,1.0,5.0,4.0,9.0,69.0
416,AR,2022-01-19,4.0,11.0,1.0,9.0,8.0,5.0,55.0
74,AR,2022-01-20,4.0,14.0,1.0,6.0,6.0,11.0,75.0
75,AR,2022-01-21,1.0,19.0,1.0,6.0,1.0,6.0,60.0
417,AR,2022-01-22,1.0,12.0,4.0,1.0,1.0,5.0,55.0
418,AR,2022-01-23,7.0,14.0,4.0,1.0,1.0,8.0,59.0
76,AR,2022-01-24,6.0,15.0,1.0,5.0,1.0,6.0,66.0
77,AR,2022-01-25,1.0,19.0,1.0,8.0,8.0,5.0,74.0
78,AR,2022-01-26,1.0,21.0,0.0,8.0,1.0,4.0,71.0
419,AR,2022-01-27,1.0,15.0,1.0,5.0,4.0,4.0,56.0
420,AR,2022-01-28,5.0,8.0,1.0,6.0,5.0,13.0,63.0
79,AR,2022-01-29,8.0,9.0,1.0,4.0,4.0,6.0,52.0
421,AR,2022-01-30,1.0,18.0,1.0,1.0,4.0,4.0,42.0
422,AR,2022-01-31,7.0,12.0,1.0,1.0,1.0,1.0,51.0
423,AR,2022-02-01,1.0,13.0,1.0,1.0,1.0,8.0,52.0
424,AR,2022-02-02,1.0,19.0,0.0,1.0,0.0,8.0,50.0
80,AR,2022-02-03,1.0,7.0,1.0,0.0,1.0,1.0,29.0
425,AR,2022-02-04,1.0,13.0,0.0,5.0,1.0,1.0,47.0
149,AR,2022-02-05,1.0,9.0,0.0,1.0,4.0,1.0,34.0
426,AR,2022-02-06,1.0,13.0,1.0,5.0,7.0,4.0,45.0
150,AR,2022-02-07,4.0,11.0,1.0,1.0,4.0,5.0,53.0
427,AR,2022-02-08,1.0,5.0,1.0,1.0,1.0,1.0,32.0
217,AR,2022-02-09,1.0,6.0,4.0,1.0,4.0,4.0,38.0
151,AR,2022-02-10,1.0,8.0,1.0,1.0,1.0,1.0,32.0
428,AR,2022-02-11,1.0,7.0,1.0,1.0,1.0,1.0,28.0
152,AR,2022-02-12,1.0,5.0,1.0,1.0,1.0,0.0,25.0
218,AR,2022-02-13,0.0,5.0,1.0,1.0,1.0,1.0,24.0
429,AR,2022-02-14,1.0,6.0,1.0,1.0,0.0,4.0,27.0
219,AR,2022-02-15,1.0,5.0,1.0,1.0,1.0,4.0,34.0
430,AR,2022-02-16,1.0,9.0,0.0,1.0,5.0,0.0,32.0
615,AR,2022-02-17,0.0,1.0,1.0,1.0,1.0,0.0,12.0
431,AR,2022-02-18,1.0,6.0,0.0,0.0,1.0,4.0,22.0
483,AR,2022-02-19,0.0,1.0,1.0,0.0,1.0,1.0,13.0
220,AR,2022-02-20,1.0,1.0,1.0,0.0,0.0,1.0,11.0
432,AR,2022-02-21,1.0,6.0,1.0,0.0,1.0,1.0,22.0
433,AR,2022-02-22,1.0,7.0,0.0,1.0,1.0,1.0,19.0
153,AR,2022-02-23,1.0,5.0,1.0,0.0,0.0,0.0,15.0
154,AR,2022-02-24,1.0,1.0,0.0,0.0,1.0,0.0,9.0
616,AR,2022-02-25,0.0,7.0,0.0,1.0,1.0,1.0,21.0
484,AR,2022-02-26,0.0,8.0,0.0,1.0,1.0,1.0,15.0
617,AR,2022-02-27,0.0,1.0,1.0,0.0,0.0,0.0,7.0
485,AR,2022-02-28,0.0,1.0,1.0,0.0,1.0,4.0,15.0
618,AR,2022-03-01,0.0,6.0,0.0,0.0,0.0,0.0,13.0
619,AR,2022-03-02,0.0,5.0,0.0,0.0,6.0,1.0,19.0
503,AR,2022-03-03,0.0,1.0,1.0,0.0,1.0,1.0,9.0
434,AR,2022-03-04,1.0,6.0,1.0,1.0,1.0,0.0,16.0
550,AR,2022-03-05,0.0,1.0,0.0,0.0,1.0,1.0,7.0
535,AR,2022-03-06,0.0,1.0,0.0,0.0,1.0,0.0,7.0
81,AR,2022-03-07,1.0,1.0,1.0,0.0,1.0,0.0,10.0
620,AR,2022-03-08,0.0,4.0,1.0,0.0,1.0,1.0,9.0
221,AR,2022-03-09,0.0,5.0,0.0,0.0,1.0,0.0,13.0
435,AR,2022-03-10,1.0,4.0,0.0,0.0,0.0,1.0,11.0
621,AR,2022-03-11,0.0,1.0,0.0,0.0,0.0,0.0,4.0
622,AR,2022-03-12,0.0,1.0,0.0,0.0,0.0,1.0,3.0
623,AR,2022-03-13,0.0,1.0,0.0,0.0,1.0,0.0,4.0
436,AR,2022-03-14,1.0,6.0,0.0,1.0,1.0,1.0,13.0
222,AR,2022-03-15,1.0,1.0,1.0,0.0,1.0,0.0,8.0
624,AR,2022-03-16,0.0,1.0,1.0,0.0,1.0,1.0,8.0
625,AR,2022-03-17,0.0,6.0,0.0,0.0,0.0,0.0,7.0
626,AR,2022-03-18,0.0,1.0,1.0,0.0,1.0,0.0,6.0
627,AR,2022-03-19,0.0,1.0,0.0,0.0,0.0,0.0,2.0
628,AR,2022-03-20,0.0,1.0,0.0,1.0,0.0,0.0,4.0
629,AR,2022-03-21,0.0,1.0,0.0,0.0,1.0,0.0,4.0
630,AR,2022-03-22,0.0,1.0,1.0,1.0,0.0,1.0,6.0
631,AR,2022-03-23,0.0,1.0,0.0,1.0,1.0,0.0,6.0
632,AR,2022-03-24,0.0,1.0,0.0,1.0,0.0,0.0,3.0
633,AR,2022-03-25,0.0,1.0,0.0,0.0,0.0,0.0,3.0
634,AR,2022-03-26,0.0,4.0,0.0,0.0,0.0,0.0,6.0
635,AR,2022-03-27,0.0,1.0,0.0,0.0,0.0,0.0,4.0
437,AR,2022-03-28,1.0,1.0,1.0,0.0,1.0,0.0,5.0
695,AR,2022-03-29,0.0,0.0,0.0,0.0,0.0,0.0,4.0
504,AR,2022-03-30,0.0,1.0,0.0,1.0,0.0,0.0,6.0
636,AR,2022-03-31,0.0,1.0,0.0,1.0,0.0,0.0,3.0
637,AR,2022-04-01,0.0,1.0,1.0,0.0,0.0,0.0,2.0
715,AR,2022-04-02,0.0,0.0,0.0,0.0,1.0,0.0,1.0
638,AR,2022-04-03,0.0,1.0,0.0,0.0,0.0,0.0,1.0
639,AR,2022-04-04,0.0,1.0,1.0,0.0,0.0,0.0,3.0
640,AR,2022-04-05,0.0,1.0,0.0,0.0,1.0,0.0,4.0
641,AR,2022-04-06,0.0,1.0,0.0,1.0,0.0,0.0,2.0
642,AR,2022-04-07,0.0,1.0,0.0,0.0,0.0,0.0,2.0
643,AR,2022-04-08,0.0,1.0,1.0,0.0,0.0,0.0,3.0
644,AR,2022-04-09,0.0,1.0,0.0,0.0,0.0,0.0,1.0
645,AR,2022-04-10,0.0,1.0,0.0,0.0,0.0,0.0,1.0
646,AR,2022-04-11,0.0,1.0,0.0,0.0,0.0,0.0,1.0
647,AR,2022-04-12,0.0,1.0,0.0,0.0,1.0,0.0,4.0
710,AR,2022-04-13,0.0,0.0,0.0,0.0,0.0,1.0,2.0
648,AR,2022-04-14,0.0,1.0,0.0,0.0,0.0,1.0,3.0
438,AR,2022-04-15,1.0,1.0,0.0,0.0,0.0,0.0,2.0
649,AR,2022-04-16,0.0,1.0,0.0,0.0,0.0,1.0,3.0
716,AR,2022-04-17,0.0,0.0,0.0,0.0,1.0,0.0,1.0
650,AR,2022-04-19,0.0,1.0,0.0,0.0,1.0,0.0,4.0
720,AR,2022-04-20,0.0,0.0,0.0,0.0,0.0,0.0,1.0
651,AR,2022-04-21,0.0,1.0,0.0,0.0,0.0,0.0,1.0
652,AR,2022-04-22,0.0,1.0,1.0,1.0,1.0,1.0,6.0
439,AR,2022-04-24,1.0,1.0,0.0,0.0,0.0,0.0,3.0
653,AR,2022-04-25,0.0,1.0,0.0,0.0,1.0,0.0,3.0
654,AR,2022-04-27,0.0,1.0,0.0,0.0,0.0,0.0,3.0
719,AR,2022-04-28,0.0,0.0,0.0,0.0,0.0,1.0,2.0
655,AR,2022-04-29,0.0,1.0,0.0,0.0,0.0,0.0,2.0
696,AR,2022-04-30,0.0,0.0,0.0,0.0,0.0,0.0,2.0
656,AR,2022-05-01,0.0,1.0,0.0,0.0,0.0,0.0,1.0
697,AR,2022-05-03,0.0,0.0,0.0,0.0,0.0,1.0,2.0
657,AR,2022-05-04,0.0,1.0,1.0,0.0,0.0,0.0,4.0
658,AR,2022-05-05,0.0,1.0,0.0,0.0,0.0,0.0,2.0
554,AR,2022-05-06,0.0,0.0,0.0,1.0,0.0,0.0,3.0
659,AR,2022-05-07,0.0,1.0,1.0,0.0,0.0,0.0,3.0
440,AR,2022-05-08,1.0,1.0,0.0,0.0,1.0,0.0,4.0
722,AR,2022-05-09,0.0,0.0,0.0,0.0,0.0,0.0,1.0
714,AR,2022-05-10,0.0,0.0,0.0,1.0,0.0,1.0,2.0
505,AR,2022-05-11,0.0,1.0,0.0,0.0,1.0,0.0,4.0
660,AR,2022-05-12,0.0,1.0,0.0,1.0,1.0,0.0,3.0
661,AR,2022-05-13,0.0,1.0,0.0,0.0,0.0,0.0,2.0
662,AR,2022-05-14,0.0,1.0,0.0,0.0,0.0,1.0,2.0
711,AR,2022-05-15,0.0,0.0,0.0,0.0,1.0,0.0,2.0
717,AR,2022-05-17,0.0,0.0,0.0,0.0,1.0,0.0,1.0
441,AR,2022-05-18,1.0,0.0,1.0,0.0,0.0,0.0,3.0
506,AR,2022-05-19,0.0,1.0,0.0,0.0,0.0,1.0,3.0
663,AR,2022-05-20,0.0,1.0,0.0,0.0,0.0,0.0,2.0
664,AR,2022-05-21,0.0,5.0,0.0,1.0,0.0,1.0,7.0
665,AR,2022-05-22,0.0,1.0,0.0,0.0,0.0,0.0,2.0
666,AR,2022-05-23,0.0,1.0,0.0,0.0,1.0,0.0,4.0
667,AR,2022-05-24,0.0,1.0,0.0,0.0,1.0,0.0,3.0
721,AR,2022-05-25,0.0,0.0,0.0,0.0,0.0,0.0,1.0
486,AR,2022-05-26,0.0,1.0,0.0,0.0,0.0,0.0,6.0
668,AR,2022-05-27,0.0,1.0,0.0,0.0,0.0,0.0,4.0
507,AR,2022-05-29,0.0,1.0,1.0,0.0,0.0,0.0,5.0
536,AR,2022-05-30,0.0,1.0,0.0,1.0,1.0,0.0,6.0
669,AR,2022-05-31,0.0,1.0,0.0,0.0,0.0,1.0,4.0
223,AR,2022-06-01,0.0,1.0,0.0,0.0,0.0,1.0,5.0
551,AR,2022-06-02,0.0,1.0,0.0,1.0,0.0,1.0,6.0
442,AR,2022-06-03,1.0,1.0,0.0,0.0,1.0,1.0,6.0
670,AR,2022-06-04,0.0,1.0,0.0,0.0,0.0,1.0,5.0
224,AR,2022-06-05,0.0,4.0,1.0,0.0,1.0,0.0,13.0
443,AR,2022-06-06,1.0,1.0,0.0,1.0,1.0,0.0,6.0
444,AR,2022-06-07,1.0,5.0,1.0,1.0,0.0,1.0,9.0
543,AR,2022-06-08,0.0,1.0,0.0,1.0,0.0,0.0,6.0
445,AR,2022-06-09,1.0,5.0,0.0,0.0,1.0,1.0,14.0
671,AR,2022-06-10,0.0,1.0,0.0,0.0,0.0,1.0,4.0
495,AR,2022-06-11,0.0,1.0,0.0,0.0,0.0,0.0,7.0
672,AR,2022-06-12,0.0,4.0,0.0,0.0,0.0,1.0,8.0
522,AR,2022-06-13,0.0,1.0,1.0,1.0,0.0,1.0,6.0
673,AR,2022-06-14,0.0,1.0,0.0,1.0,0.0,0.0,3.0
674,AR,2022-06-15,0.0,1.0,1.0,1.0,1.0,1.0,5.0
708,AR,2022-06-16,0.0,0.0,0.0,1.0,1.0,0.0,4.0
523,AR,2022-06-17,0.0,1.0,0.0,0.0,0.0,0.0,3.0
446,AR,2022-06-18,1.0,1.0,0.0,1.0,0.0,0.0,7.0
675,AR,2022-06-19,0.0,8.0,0.0,1.0,0.0,0.0,13.0
447,AR,2022-06-20,1.0,1.0,0.0,0.0,0.0,0.0,5.0
676,AR,2022-06-21,0.0,4.0,0.0,1.0,1.0,1.0,9.0
448,AR,2022-06-22,1.0,5.0,0.0,0.0,0.0,0.0,7.0
449,AR,2022-06-23,1.0,0.0,0.0,0.0,0.0,0.0,4.0
677,AR,2022-06-24,0.0,8.0,0.0,1.0,0.0,1.0,12.0
678,AR,2022-06-25,0.0,4.0,1.0,0.0,0.0,0.0,6.0
82,AR,2022-06-26,0.0,1.0,1.0,0.0,0.0,0.0,4.0
83,AR,2022-06-27,1.0,1.0,1.0,0.0,0.0,1.0,9.0
679,AR,2022-06-28,0.0,1.0,0.0,1.0,0.0,1.0,8.0
718,AR,2022-06-29,0.0,0.0,0.0,0.0,1.0,1.0,3.0
691,AR,2022-06-30,0.0,0.0,1.0,0.0,1.0,1.0,5.0
508,AR,2022-07-01,0.0,1.0,0.0,0.0,1.0,0.0,6.0
680,AR,2022-07-02,0.0,1.0,0.0,0.0,1.0,0.0,3.0
712,AR,2022-07-03,0.0,0.0,0.0,0.0,0.0,0.0,2.0
84,AR,2022-07-04,0.0,1.0,0.0,0.0,5.0,0.0,8.0
155,AR,2022-07-05,0.0,4.0,0.0,1.0,0.0,1.0,8.0
