,state,date,16001,16011,16027,total_cnts
562,ID,2021-12-17,0.0,0.0,0.0,5.0
303,ID,2021-12-18,1.0,1.0,0.0,8.0
304,ID,2021-12-19,1.0,1.0,1.0,10.0
305,ID,2021-12-20,1.0,1.0,0.0,8.0
306,ID,2021-12-21,1.0,1.0,1.0,5.0
307,ID,2021-12-22,1.0,1.0,1.0,6.0
308,ID,2021-12-23,1.0,0.0,0.0,5.0
535,ID,2021-12-24,0.0,1.0,1.0,6.0
584,ID,2021-12-25,0.0,0.0,0.0,2.0
309,ID,2021-12-26,1.0,0.0,1.0,8.0
310,ID,2021-12-27,1.0,0.0,1.0,6.0
311,ID,2021-12-28,1.0,0.0,0.0,6.0
312,ID,2021-12-29,1.0,0.0,0.0,5.0
313,ID,2021-12-30,1.0,0.0,0.0,5.0
314,ID,2021-12-31,1.0,1.0,0.0,4.0
315,ID,2022-01-01,1.0,0.0,0.0,5.0
585,ID,2022-01-02,0.0,0.0,0.0,6.0
536,ID,2022-01-03,0.0,1.0,1.0,6.0
316,ID,2022-01-04,1.0,1.0,0.0,5.0
317,ID,2022-01-05,1.0,1.0,0.0,6.0
318,ID,2022-01-06,1.0,1.0,0.0,6.0
319,ID,2022-01-07,1.0,1.0,1.0,13.0
320,ID,2022-01-08,1.0,1.0,1.0,11.0
537,ID,2022-01-09,0.0,1.0,0.0,5.0
321,ID,2022-01-10,1.0,1.0,0.0,6.0
322,ID,2022-01-11,1.0,1.0,0.0,6.0
323,ID,2022-01-12,1.0,1.0,0.0,8.0
324,ID,2022-01-13,5.0,1.0,1.0,13.0
325,ID,2022-01-14,4.0,1.0,0.0,12.0
326,ID,2022-01-15,5.0,1.0,1.0,10.0
327,ID,2022-01-16,1.0,1.0,1.0,8.0
328,ID,2022-01-17,4.0,1.0,0.0,14.0
329,ID,2022-01-18,1.0,1.0,0.0,7.0
330,ID,2022-01-19,1.0,1.0,1.0,10.0
331,ID,2022-01-20,1.0,1.0,1.0,14.0
332,ID,2022-01-21,4.0,1.0,1.0,15.0
333,ID,2022-01-22,1.0,1.0,1.0,8.0
334,ID,2022-01-23,1.0,1.0,1.0,12.0
335,ID,2022-01-24,1.0,1.0,1.0,13.0
336,ID,2022-01-25,1.0,1.0,1.0,8.0
337,ID,2022-01-26,1.0,0.0,1.0,15.0
457,ID,2022-01-27,0.0,1.0,1.0,12.0
338,ID,2022-01-28,1.0,1.0,1.0,16.0
339,ID,2022-01-29,1.0,1.0,1.0,9.0
340,ID,2022-01-30,1.0,1.0,1.0,13.0
341,ID,2022-01-31,1.0,0.0,0.0,13.0
342,ID,2022-02-01,4.0,1.0,1.0,17.0
343,ID,2022-02-02,1.0,0.0,1.0,10.0
344,ID,2022-02-03,1.0,0.0,1.0,8.0
345,ID,2022-02-04,1.0,0.0,1.0,9.0
346,ID,2022-02-05,1.0,0.0,0.0,9.0
347,ID,2022-02-06,1.0,0.0,1.0,3.0
348,ID,2022-02-07,1.0,1.0,1.0,15.0
349,ID,2022-02-08,1.0,1.0,1.0,8.0
350,ID,2022-02-09,1.0,1.0,1.0,8.0
351,ID,2022-02-10,1.0,1.0,0.0,8.0
352,ID,2022-02-11,1.0,1.0,1.0,9.0
353,ID,2022-02-12,1.0,0.0,1.0,6.0
652,ID,2022-02-13,0.0,0.0,0.0,2.0
354,ID,2022-02-14,1.0,1.0,1.0,10.0
355,ID,2022-02-15,1.0,0.0,4.0,11.0
356,ID,2022-02-16,1.0,0.0,0.0,6.0
357,ID,2022-02-17,1.0,0.0,0.0,3.0
358,ID,2022-02-18,1.0,0.0,1.0,6.0
632,ID,2022-02-19,0.0,0.0,0.0,2.0
359,ID,2022-02-20,1.0,1.0,0.0,4.0
360,ID,2022-02-21,1.0,1.0,1.0,4.0
538,ID,2022-02-22,0.0,1.0,1.0,4.0
361,ID,2022-02-23,1.0,1.0,0.0,3.0
617,ID,2022-02-24,0.0,0.0,1.0,3.0
362,ID,2022-02-25,1.0,0.0,0.0,2.0
458,ID,2022-02-26,0.0,1.0,0.0,4.0
459,ID,2022-02-27,0.0,0.0,0.0,2.0
363,ID,2022-02-28,1.0,1.0,1.0,5.0
460,ID,2022-03-01,0.0,1.0,1.0,6.0
364,ID,2022-03-02,1.0,1.0,0.0,5.0
539,ID,2022-03-03,0.0,1.0,1.0,4.0
365,ID,2022-03-04,1.0,1.0,0.0,4.0
667,ID,2022-03-05,0.0,0.0,0.0,1.0
540,ID,2022-03-06,0.0,1.0,0.0,1.0
541,ID,2022-03-07,0.0,1.0,0.0,2.0
366,ID,2022-03-08,1.0,1.0,0.0,4.0
542,ID,2022-03-09,0.0,1.0,0.0,2.0
367,ID,2022-03-10,1.0,1.0,0.0,3.0
368,ID,2022-03-11,1.0,1.0,0.0,2.0
543,ID,2022-03-12,0.0,1.0,0.0,1.0
544,ID,2022-03-13,0.0,1.0,0.0,2.0
369,ID,2022-03-14,1.0,1.0,0.0,2.0
661,ID,2022-03-15,0.0,0.0,0.0,1.0
370,ID,2022-03-16,1.0,0.0,0.0,2.0
662,ID,2022-03-18,0.0,0.0,0.0,1.0
618,ID,2022-03-21,0.0,0.0,1.0,2.0
619,ID,2022-03-22,0.0,0.0,1.0,2.0
644,ID,2022-03-29,0.0,0.0,0.0,1.0
586,ID,2022-03-30,0.0,0.0,0.0,2.0
653,ID,2022-03-31,0.0,0.0,0.0,1.0
668,ID,2022-04-01,0.0,0.0,0.0,2.0
654,ID,2022-04-08,0.0,0.0,0.0,1.0
587,ID,2022-04-09,0.0,0.0,0.0,1.0
655,ID,2022-04-14,0.0,0.0,0.0,1.0
633,ID,2022-04-15,0.0,0.0,0.0,1.0
656,ID,2022-04-18,0.0,0.0,0.0,1.0
647,ID,2022-04-20,0.0,0.0,0.0,1.0
588,ID,2022-04-21,0.0,0.0,0.0,1.0
371,ID,2022-04-26,1.0,0.0,0.0,3.0
657,ID,2022-04-28,0.0,0.0,0.0,1.0
461,ID,2022-05-01,0.0,0.0,0.0,1.0
669,ID,2022-05-03,0.0,0.0,0.0,2.0
590,ID,2022-05-04,0.0,0.0,0.0,2.0
658,ID,2022-05-06,0.0,0.0,0.0,1.0
646,ID,2022-05-07,0.0,0.0,0.0,1.0
545,ID,2022-05-08,0.0,1.0,0.0,1.0
372,ID,2022-05-10,1.0,0.0,0.0,2.0
670,ID,2022-05-11,0.0,0.0,0.0,1.0
591,ID,2022-05-12,0.0,0.0,0.0,1.0
620,ID,2022-05-13,0.0,0.0,1.0,1.0
373,ID,2022-05-14,1.0,0.0,0.0,1.0
645,ID,2022-05-17,0.0,0.0,0.0,2.0
374,ID,2022-05-20,1.0,0.0,0.0,2.0
563,ID,2022-05-21,0.0,0.0,0.0,1.0
375,ID,2022-05-22,1.0,0.0,0.0,3.0
621,ID,2022-05-24,0.0,0.0,1.0,3.0
674,ID,2022-05-25,0.0,0.0,0.0,1.0
663,ID,2022-05-27,0.0,0.0,0.0,1.0
376,ID,2022-05-30,1.0,0.0,1.0,4.0
622,ID,2022-06-01,0.0,0.0,1.0,1.0
623,ID,2022-06-03,0.0,0.0,1.0,1.0
377,ID,2022-06-04,1.0,0.0,0.0,1.0
378,ID,2022-06-05,1.0,0.0,0.0,2.0
671,ID,2022-06-06,0.0,0.0,0.0,1.0
589,ID,2022-06-07,0.0,0.0,1.0,2.0
379,ID,2022-06-08,1.0,1.0,0.0,2.0
659,ID,2022-06-09,0.0,0.0,0.0,2.0
380,ID,2022-06-10,1.0,0.0,1.0,3.0
381,ID,2022-06-11,1.0,0.0,0.0,2.0
382,ID,2022-06-12,1.0,0.0,0.0,3.0
462,ID,2022-06-15,0.0,0.0,0.0,3.0
383,ID,2022-06-16,1.0,0.0,0.0,1.0
564,ID,2022-06-18,0.0,0.0,0.0,1.0
384,ID,2022-06-19,1.0,0.0,1.0,3.0
672,ID,2022-06-20,0.0,0.0,0.0,1.0
565,ID,2022-06-21,0.0,0.0,0.0,2.0
385,ID,2022-06-22,1.0,1.0,1.0,5.0
386,ID,2022-06-23,1.0,0.0,0.0,1.0
387,ID,2022-06-24,1.0,0.0,0.0,1.0
388,ID,2022-06-25,1.0,0.0,0.0,1.0
389,ID,2022-06-26,1.0,0.0,0.0,2.0
566,ID,2022-06-27,0.0,0.0,1.0,4.0
390,ID,2022-06-28,1.0,0.0,1.0,4.0
391,ID,2022-06-30,1.0,1.0,0.0,2.0
546,ID,2022-07-01,0.0,1.0,0.0,1.0
392,ID,2022-07-02,1.0,0.0,0.0,3.0
393,ID,2022-07-03,1.0,0.0,0.0,1.0
408,ID,2022-07-04,0.0,0.0,0.0,2.0
463,ID,2022-07-05,0.0,0.0,1.0,2.0
394,ID,2022-07-06,1.0,0.0,1.0,4.0
673,ID,2022-07-08,0.0,0.0,0.0,1.0
395,ID,2022-07-09,1.0,0.0,1.0,2.0
624,ID,2022-07-10,0.0,0.0,1.0,1.0
396,ID,2022-07-11,1.0,1.0,0.0,3.0
397,ID,2022-07-12,1.0,1.0,1.0,4.0
398,ID,2022-07-13,1.0,1.0,0.0,4.0
547,ID,2022-07-14,0.0,1.0,0.0,1.0
399,ID,2022-07-15,1.0,0.0,0.0,3.0
400,ID,2022-07-16,1.0,0.0,1.0,2.0
664,ID,2022-07-17,0.0,0.0,0.0,1.0
625,ID,2022-07-18,0.0,0.0,1.0,3.0
628,ID,2022-07-19,0.0,0.0,0.0,1.0
401,ID,2022-07-20,1.0,0.0,0.0,2.0
402,ID,2022-07-21,1.0,0.0,1.0,4.0
464,ID,2022-07-22,0.0,1.0,0.0,2.0
626,ID,2022-07-23,0.0,0.0,1.0,2.0
403,ID,2022-07-24,1.0,0.0,0.0,1.0
404,ID,2022-07-26,1.0,0.0,1.0,5.0
548,ID,2022-07-27,0.0,1.0,0.0,2.0
549,ID,2022-07-28,0.0,1.0,0.0,2.0
405,ID,2022-07-29,1.0,0.0,1.0,3.0
406,ID,2022-07-30,1.0,0.0,0.0,3.0
407,ID,2022-07-31,1.0,0.0,0.0,1.0
