,state,date,22017,22019,22033,22051,22055,22071,22073,22079,22103,22105,total_cnts
253,LA,2020-10-26,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,23.0
254,LA,2020-10-27,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,19.0
255,LA,2020-10-28,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,21.0
438,LA,2020-10-29,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,19.0
540,LA,2020-10-30,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,4.0,1.0,28.0
20,LA,2020-10-31,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,18.0
541,LA,2020-11-01,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,20.0
542,LA,2020-11-02,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,4.0,0.0,19.0
256,LA,2020-11-03,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,18.0
422,LA,2020-11-04,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,20.0
257,LA,2020-11-05,5.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,26.0
21,LA,2020-11-06,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,19.0
336,LA,2020-11-07,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,23.0
258,LA,2020-11-08,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,19.0
22,LA,2020-11-09,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,5.0,25.0
543,LA,2020-11-10,4.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,4.0,1.0,26.0
259,LA,2020-11-11,4.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,4.0,1.0,36.0
23,LA,2020-11-12,5.0,1.0,1.0,4.0,1.0,4.0,4.0,1.0,1.0,1.0,39.0
260,LA,2020-11-13,5.0,1.0,0.0,1.0,0.0,1.0,4.0,0.0,1.0,1.0,25.0
544,LA,2020-11-14,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,5.0,31.0
337,LA,2020-11-15,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,4.0,28.0
338,LA,2020-11-16,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,23.0
339,LA,2020-11-17,1.0,1.0,1.0,1.0,1.0,1.0,4.0,0.0,1.0,4.0,39.0
545,LA,2020-11-18,1.0,1.0,5.0,1.0,1.0,0.0,4.0,1.0,4.0,5.0,47.0
24,LA,2020-11-19,4.0,1.0,4.0,6.0,1.0,1.0,1.0,0.0,1.0,1.0,37.0
25,LA,2020-11-20,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,40.0
532,LA,2020-11-21,5.0,1.0,1.0,6.0,1.0,0.0,1.0,0.0,1.0,8.0,47.0
26,LA,2020-11-22,4.0,1.0,1.0,4.0,0.0,1.0,4.0,1.0,1.0,1.0,34.0
27,LA,2020-11-23,1.0,1.0,1.0,1.0,5.0,4.0,1.0,1.0,6.0,5.0,56.0
28,LA,2020-11-24,1.0,0.0,0.0,5.0,1.0,1.0,5.0,0.0,8.0,6.0,49.0
29,LA,2020-11-25,1.0,1.0,1.0,4.0,1.0,1.0,8.0,1.0,1.0,1.0,54.0
30,LA,2020-11-26,1.0,1.0,1.0,1.0,4.0,4.0,8.0,1.0,1.0,6.0,46.0
31,LA,2020-11-27,1.0,1.0,1.0,11.0,5.0,1.0,1.0,1.0,4.0,6.0,52.0
32,LA,2020-11-28,1.0,1.0,1.0,7.0,5.0,1.0,1.0,0.0,6.0,7.0,50.0
33,LA,2020-11-29,1.0,1.0,4.0,8.0,1.0,0.0,5.0,1.0,5.0,5.0,49.0
34,LA,2020-11-30,1.0,4.0,1.0,11.0,1.0,0.0,8.0,1.0,6.0,5.0,69.0
35,LA,2020-12-01,4.0,0.0,1.0,8.0,6.0,1.0,5.0,5.0,6.0,1.0,71.0
340,LA,2020-12-02,6.0,1.0,1.0,9.0,1.0,1.0,4.0,1.0,5.0,8.0,69.0
36,LA,2020-12-03,4.0,1.0,4.0,8.0,1.0,1.0,4.0,1.0,8.0,5.0,61.0
423,LA,2020-12-04,1.0,4.0,1.0,5.0,9.0,1.0,6.0,0.0,10.0,11.0,81.0
37,LA,2020-12-05,1.0,1.0,1.0,8.0,5.0,1.0,1.0,0.0,5.0,4.0,64.0
38,LA,2020-12-06,1.0,1.0,1.0,14.0,4.0,5.0,6.0,1.0,1.0,6.0,64.0
341,LA,2020-12-07,1.0,6.0,6.0,9.0,1.0,7.0,1.0,1.0,4.0,1.0,58.0
39,LA,2020-12-08,1.0,1.0,1.0,10.0,6.0,9.0,5.0,1.0,14.0,4.0,77.0
40,LA,2020-12-09,8.0,6.0,6.0,7.0,9.0,6.0,8.0,1.0,6.0,4.0,93.0
41,LA,2020-12-10,6.0,4.0,6.0,8.0,1.0,4.0,9.0,1.0,1.0,6.0,85.0
261,LA,2020-12-11,7.0,0.0,5.0,7.0,9.0,4.0,4.0,1.0,11.0,1.0,70.0
42,LA,2020-12-12,7.0,1.0,1.0,11.0,1.0,4.0,7.0,1.0,4.0,4.0,64.0
43,LA,2020-12-13,7.0,6.0,1.0,5.0,4.0,1.0,6.0,1.0,5.0,1.0,58.0
44,LA,2020-12-14,6.0,5.0,4.0,7.0,6.0,6.0,4.0,1.0,6.0,6.0,76.0
45,LA,2020-12-15,6.0,5.0,4.0,8.0,4.0,4.0,8.0,1.0,4.0,5.0,80.0
439,LA,2020-12-16,8.0,0.0,0.0,10.0,5.0,0.0,5.0,1.0,7.0,6.0,61.0
46,LA,2020-12-17,8.0,4.0,4.0,1.0,0.0,6.0,5.0,0.0,7.0,12.0,72.0
342,LA,2020-12-18,1.0,1.0,6.0,7.0,1.0,8.0,1.0,1.0,6.0,9.0,68.0
343,LA,2020-12-19,4.0,1.0,1.0,5.0,1.0,5.0,5.0,1.0,7.0,7.0,64.0
47,LA,2020-12-20,1.0,1.0,1.0,4.0,1.0,5.0,9.0,1.0,7.0,6.0,63.0
48,LA,2020-12-21,6.0,5.0,1.0,5.0,1.0,7.0,1.0,0.0,7.0,6.0,70.0
49,LA,2020-12-22,4.0,4.0,4.0,24.0,1.0,5.0,12.0,1.0,9.0,6.0,99.0
50,LA,2020-12-23,12.0,1.0,4.0,16.0,0.0,8.0,7.0,0.0,7.0,10.0,84.0
51,LA,2020-12-24,1.0,1.0,1.0,9.0,1.0,4.0,9.0,1.0,5.0,5.0,58.0
440,LA,2020-12-25,1.0,1.0,1.0,6.0,1.0,1.0,7.0,1.0,1.0,5.0,43.0
344,LA,2020-12-26,1.0,8.0,8.0,1.0,4.0,5.0,8.0,0.0,1.0,6.0,73.0
52,LA,2020-12-27,6.0,7.0,9.0,6.0,0.0,6.0,9.0,0.0,8.0,4.0,82.0
53,LA,2020-12-28,6.0,1.0,9.0,17.0,1.0,8.0,10.0,1.0,7.0,5.0,103.0
54,LA,2020-12-29,1.0,6.0,1.0,16.0,1.0,9.0,8.0,1.0,9.0,9.0,91.0
55,LA,2020-12-30,8.0,1.0,9.0,25.0,6.0,13.0,11.0,1.0,15.0,9.0,147.0
56,LA,2020-12-31,5.0,1.0,5.0,12.0,0.0,6.0,11.0,1.0,9.0,6.0,85.0
57,LA,2021-01-01,6.0,1.0,5.0,16.0,0.0,9.0,9.0,1.0,4.0,6.0,88.0
58,LA,2021-01-02,4.0,1.0,8.0,14.0,6.0,10.0,7.0,1.0,4.0,5.0,90.0
262,LA,2021-01-03,4.0,5.0,5.0,14.0,1.0,8.0,8.0,1.0,6.0,9.0,94.0
59,LA,2021-01-04,4.0,1.0,9.0,14.0,6.0,9.0,18.0,1.0,12.0,10.0,124.0
60,LA,2021-01-05,6.0,6.0,7.0,18.0,1.0,14.0,13.0,1.0,8.0,7.0,127.0
61,LA,2021-01-06,1.0,4.0,6.0,21.0,4.0,6.0,7.0,0.0,7.0,9.0,100.0
62,LA,2021-01-07,4.0,5.0,9.0,21.0,1.0,5.0,11.0,1.0,5.0,9.0,107.0
263,LA,2021-01-08,8.0,1.0,6.0,24.0,5.0,1.0,12.0,1.0,11.0,6.0,105.0
63,LA,2021-01-09,5.0,4.0,12.0,16.0,1.0,6.0,9.0,1.0,4.0,7.0,88.0
441,LA,2021-01-10,5.0,0.0,6.0,18.0,1.0,4.0,8.0,0.0,9.0,1.0,80.0
345,LA,2021-01-11,7.0,1.0,7.0,17.0,1.0,7.0,13.0,1.0,7.0,1.0,94.0
346,LA,2021-01-12,4.0,4.0,8.0,15.0,1.0,6.0,14.0,1.0,5.0,1.0,86.0
264,LA,2021-01-13,1.0,6.0,8.0,12.0,5.0,4.0,13.0,1.0,9.0,4.0,97.0
424,LA,2021-01-14,5.0,5.0,12.0,12.0,0.0,5.0,9.0,1.0,8.0,5.0,100.0
265,LA,2021-01-15,7.0,1.0,7.0,16.0,5.0,9.0,17.0,1.0,10.0,9.0,116.0
64,LA,2021-01-16,1.0,0.0,6.0,12.0,1.0,9.0,12.0,0.0,5.0,6.0,85.0
425,LA,2021-01-17,9.0,0.0,4.0,15.0,1.0,6.0,12.0,1.0,8.0,1.0,79.0
533,LA,2021-01-18,9.0,1.0,4.0,15.0,1.0,9.0,10.0,1.0,6.0,6.0,90.0
347,LA,2021-01-19,1.0,5.0,5.0,16.0,5.0,8.0,10.0,1.0,8.0,4.0,88.0
65,LA,2021-01-20,5.0,5.0,1.0,23.0,5.0,7.0,9.0,1.0,4.0,10.0,98.0
66,LA,2021-01-21,4.0,1.0,6.0,15.0,4.0,5.0,12.0,1.0,11.0,8.0,91.0
67,LA,2021-01-22,6.0,4.0,7.0,15.0,4.0,9.0,8.0,0.0,8.0,1.0,93.0
266,LA,2021-01-23,7.0,1.0,1.0,10.0,4.0,8.0,7.0,1.0,11.0,7.0,75.0
68,LA,2021-01-24,4.0,0.0,1.0,7.0,1.0,7.0,10.0,1.0,6.0,1.0,57.0
267,LA,2021-01-25,6.0,1.0,7.0,15.0,1.0,7.0,8.0,1.0,5.0,6.0,87.0
348,LA,2021-01-26,6.0,1.0,7.0,14.0,1.0,8.0,10.0,1.0,13.0,1.0,92.0
349,LA,2021-01-27,1.0,5.0,6.0,16.0,1.0,7.0,10.0,1.0,6.0,1.0,79.0
268,LA,2021-01-28,1.0,1.0,1.0,14.0,1.0,5.0,7.0,1.0,7.0,1.0,53.0
69,LA,2021-01-29,1.0,1.0,1.0,14.0,1.0,1.0,7.0,1.0,11.0,5.0,64.0
70,LA,2021-01-30,1.0,1.0,7.0,7.0,1.0,6.0,5.0,1.0,1.0,10.0,57.0
350,LA,2021-01-31,6.0,4.0,4.0,5.0,0.0,5.0,7.0,1.0,6.0,1.0,57.0
71,LA,2021-02-01,1.0,4.0,8.0,6.0,1.0,5.0,8.0,1.0,1.0,1.0,55.0
72,LA,2021-02-02,1.0,1.0,1.0,12.0,4.0,5.0,5.0,1.0,5.0,5.0,57.0
73,LA,2021-02-03,1.0,7.0,4.0,11.0,1.0,4.0,5.0,1.0,8.0,6.0,68.0
351,LA,2021-02-04,7.0,4.0,4.0,8.0,1.0,1.0,1.0,1.0,6.0,4.0,57.0
74,LA,2021-02-05,1.0,1.0,1.0,6.0,1.0,1.0,5.0,0.0,1.0,1.0,34.0
75,LA,2021-02-06,1.0,1.0,1.0,9.0,0.0,5.0,1.0,1.0,4.0,1.0,34.0
608,LA,2021-02-07,0.0,1.0,1.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,25.0
609,LA,2021-02-08,0.0,1.0,1.0,14.0,1.0,1.0,1.0,1.0,4.0,1.0,47.0
426,LA,2021-02-09,1.0,1.0,1.0,9.0,0.0,1.0,1.0,1.0,5.0,5.0,40.0
499,LA,2021-02-10,1.0,1.0,1.0,10.0,1.0,1.0,5.0,0.0,4.0,4.0,43.0
352,LA,2021-02-11,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,6.0,33.0
353,LA,2021-02-12,0.0,1.0,4.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,22.0
500,LA,2021-02-13,1.0,0.0,1.0,1.0,0.0,5.0,4.0,1.0,1.0,1.0,27.0
501,LA,2021-02-14,0.0,1.0,1.0,1.0,1.0,6.0,1.0,0.0,0.0,1.0,22.0
354,LA,2021-02-15,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,4.0,1.0,23.0
502,LA,2021-02-16,1.0,1.0,1.0,1.0,1.0,4.0,1.0,0.0,4.0,1.0,26.0
269,LA,2021-02-17,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,28.0
76,LA,2021-02-18,0.0,1.0,7.0,1.0,0.0,1.0,4.0,0.0,7.0,1.0,33.0
77,LA,2021-02-19,0.0,1.0,1.0,5.0,4.0,1.0,1.0,0.0,1.0,0.0,29.0
610,LA,2021-02-20,0.0,1.0,6.0,4.0,0.0,1.0,1.0,0.0,8.0,1.0,30.0
442,LA,2021-02-21,0.0,1.0,1.0,5.0,1.0,0.0,1.0,0.0,4.0,1.0,23.0
78,LA,2021-02-22,0.0,1.0,1.0,6.0,1.0,1.0,1.0,0.0,1.0,1.0,28.0
270,LA,2021-02-23,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,28.0
571,LA,2021-02-24,1.0,4.0,1.0,10.0,1.0,1.0,1.0,1.0,1.0,4.0,34.0
79,LA,2021-02-25,1.0,6.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,29.0
546,LA,2021-02-26,1.0,7.0,1.0,8.0,0.0,1.0,1.0,0.0,1.0,0.0,36.0
355,LA,2021-02-27,1.0,11.0,5.0,1.0,0.0,0.0,1.0,0.0,5.0,0.0,33.0
271,LA,2021-02-28,0.0,4.0,1.0,1.0,1.0,4.0,1.0,0.0,1.0,1.0,21.0
80,LA,2021-03-01,1.0,5.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,25.0
272,LA,2021-03-02,4.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,0.0,1.0,25.0
81,LA,2021-03-03,0.0,4.0,1.0,5.0,0.0,0.0,1.0,1.0,5.0,1.0,33.0
82,LA,2021-03-04,0.0,1.0,1.0,5.0,1.0,1.0,1.0,0.0,1.0,1.0,24.0
83,LA,2021-03-05,1.0,7.0,1.0,8.0,0.0,1.0,1.0,0.0,1.0,0.0,32.0
84,LA,2021-03-06,1.0,4.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,16.0
273,LA,2021-03-07,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,15.0
85,LA,2021-03-08,1.0,1.0,1.0,6.0,1.0,1.0,1.0,0.0,1.0,1.0,25.0
86,LA,2021-03-09,4.0,1.0,4.0,5.0,0.0,0.0,1.0,1.0,1.0,0.0,22.0
87,LA,2021-03-10,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,12.0
88,LA,2021-03-11,0.0,1.0,4.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0
89,LA,2021-03-12,1.0,5.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,27.0
90,LA,2021-03-13,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
356,LA,2021-03-14,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,15.0
91,LA,2021-03-15,1.0,4.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,19.0
92,LA,2021-03-16,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,20.0
93,LA,2021-03-17,1.0,1.0,5.0,5.0,1.0,1.0,0.0,1.0,1.0,0.0,24.0
94,LA,2021-03-18,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,12.0
95,LA,2021-03-19,0.0,7.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,20.0
96,LA,2021-03-20,0.0,1.0,0.0,5.0,0.0,0.0,1.0,1.0,0.0,1.0,18.0
274,LA,2021-03-21,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,16.0
503,LA,2021-03-22,0.0,5.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,18.0
611,LA,2021-03-23,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,13.0
612,LA,2021-03-24,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0
504,LA,2021-03-25,1.0,4.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,17.0
443,LA,2021-03-26,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,13.0
505,LA,2021-03-27,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,17.0
506,LA,2021-03-28,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0
547,LA,2021-03-29,0.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,19.0
572,LA,2021-03-30,1.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,13.0
613,LA,2021-03-31,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,14.0
614,LA,2021-04-01,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,9.0
97,LA,2021-04-02,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0
357,LA,2021-04-03,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,10.0
358,LA,2021-04-04,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
275,LA,2021-04-05,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,12.0
98,LA,2021-04-06,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,14.0
