,state,date,48027,48029,48039,48061,48085,48113,48121,48135,48139,48141,48157,48167,48181,48183,48201,48203,48213,48215,48221,48231,48245,48251,48257,48291,48303,48339,48355,48367,48397,48423,48439,48453,48467,48469,48479,48491,48497,48499,total_cnts
30,TX,2020-09-16,0.0,4.0,1.0,1.0,5.0,21.0,8.0,1.0,1.0,7.0,1.0,9.0,1.0,1.0,18.0,0.0,1.0,8.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,4.0,1.0,4.0,18.0,0.0,0.0,1.0,4.0,0.0,1.0,5.0,167.0
326,TX,2020-09-17,1.0,4.0,5.0,1.0,4.0,20.0,11.0,1.0,1.0,6.0,0.0,1.0,0.0,1.0,25.0,0.0,0.0,6.0,0.0,1.0,1.0,4.0,0.0,0.0,1.0,1.0,1.0,5.0,1.0,0.0,22.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,154.0
577,TX,2020-09-18,1.0,6.0,1.0,0.0,6.0,24.0,13.0,1.0,4.0,6.0,0.0,4.0,0.0,1.0,26.0,0.0,1.0,15.0,1.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,4.0,7.0,1.0,4.0,24.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,203.0
614,TX,2020-09-19,0.0,10.0,0.0,1.0,6.0,16.0,4.0,0.0,1.0,5.0,1.0,4.0,1.0,1.0,32.0,0.0,1.0,4.0,0.0,1.0,1.0,5.0,1.0,0.0,1.0,0.0,1.0,4.0,1.0,1.0,21.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,152.0
327,TX,2020-09-20,0.0,1.0,0.0,1.0,4.0,21.0,8.0,0.0,0.0,1.0,1.0,1.0,1.0,8.0,15.0,0.0,0.0,7.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,4.0,14.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,118.0
309,TX,2020-09-21,0.0,9.0,1.0,1.0,6.0,11.0,13.0,1.0,1.0,7.0,1.0,1.0,0.0,1.0,18.0,0.0,0.0,13.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,5.0,4.0,5.0,25.0,1.0,0.0,1.0,5.0,0.0,1.0,1.0,166.0
328,TX,2020-09-22,0.0,9.0,4.0,0.0,9.0,17.0,12.0,1.0,1.0,8.0,1.0,5.0,0.0,4.0,22.0,0.0,1.0,12.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,29.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,194.0
329,TX,2020-09-23,1.0,8.0,1.0,5.0,8.0,19.0,6.0,0.0,1.0,7.0,0.0,1.0,1.0,1.0,18.0,0.0,0.0,4.0,0.0,1.0,5.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,21.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,155.0
31,TX,2020-09-24,0.0,10.0,1.0,1.0,5.0,18.0,11.0,0.0,5.0,9.0,1.0,1.0,0.0,1.0,17.0,0.0,1.0,12.0,0.0,1.0,1.0,4.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,7.0,27.0,0.0,1.0,1.0,5.0,0.0,1.0,1.0,175.0
32,TX,2020-09-25,0.0,4.0,1.0,4.0,1.0,22.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,32.0,0.0,1.0,12.0,1.0,0.0,1.0,1.0,0.0,1.0,4.0,1.0,1.0,1.0,1.0,6.0,26.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,175.0
330,TX,2020-09-26,0.0,7.0,4.0,5.0,1.0,18.0,10.0,1.0,1.0,4.0,1.0,1.0,1.0,0.0,23.0,1.0,1.0,13.0,0.0,0.0,1.0,1.0,4.0,0.0,8.0,1.0,1.0,1.0,1.0,6.0,21.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,167.0
584,TX,2020-09-27,1.0,1.0,1.0,1.0,4.0,11.0,5.0,1.0,1.0,4.0,1.0,0.0,0.0,4.0,18.0,1.0,0.0,17.0,0.0,1.0,0.0,1.0,4.0,1.0,1.0,0.0,1.0,0.0,1.0,4.0,22.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,130.0
331,TX,2020-09-28,1.0,1.0,4.0,6.0,1.0,18.0,9.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,28.0,1.0,0.0,7.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,28.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,167.0
585,TX,2020-09-29,1.0,7.0,1.0,1.0,1.0,22.0,11.0,1.0,5.0,7.0,1.0,1.0,1.0,7.0,20.0,0.0,0.0,8.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,33.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,178.0
474,TX,2020-09-30,1.0,8.0,1.0,1.0,4.0,19.0,10.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,22.0,0.0,1.0,17.0,0.0,0.0,1.0,1.0,1.0,1.0,16.0,0.0,1.0,1.0,1.0,1.0,24.0,1.0,1.0,0.0,5.0,0.0,1.0,1.0,185.0
578,TX,2020-10-01,0.0,4.0,1.0,1.0,5.0,29.0,12.0,1.0,4.0,11.0,1.0,4.0,1.0,11.0,15.0,1.0,1.0,17.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,7.0,1.0,1.0,9.0,28.0,1.0,1.0,1.0,1.0,0.0,0.0,5.0,220.0
332,TX,2020-10-02,0.0,11.0,1.0,0.0,5.0,22.0,9.0,1.0,1.0,9.0,1.0,1.0,1.0,6.0,13.0,1.0,0.0,13.0,1.0,0.0,1.0,0.0,1.0,1.0,12.0,1.0,0.0,4.0,0.0,5.0,33.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,203.0
574,TX,2020-10-03,0.0,6.0,1.0,1.0,6.0,25.0,6.0,1.0,1.0,5.0,4.0,5.0,1.0,6.0,16.0,1.0,1.0,12.0,1.0,0.0,1.0,0.0,1.0,0.0,4.0,1.0,1.0,1.0,0.0,7.0,21.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,173.0
475,TX,2020-10-04,0.0,10.0,1.0,1.0,7.0,17.0,1.0,1.0,1.0,13.0,1.0,1.0,1.0,4.0,17.0,1.0,1.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,0.0,1.0,0.0,9.0,20.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,160.0
533,TX,2020-10-05,1.0,7.0,1.0,5.0,8.0,48.0,11.0,1.0,6.0,7.0,4.0,1.0,5.0,5.0,26.0,1.0,0.0,9.0,0.0,1.0,1.0,1.0,5.0,0.0,6.0,4.0,1.0,4.0,0.0,8.0,35.0,1.0,1.0,1.0,4.0,0.0,1.0,1.0,259.0
33,TX,2020-10-06,1.0,6.0,1.0,1.0,1.0,21.0,14.0,1.0,9.0,9.0,1.0,4.0,1.0,9.0,26.0,4.0,1.0,16.0,1.0,0.0,1.0,1.0,1.0,1.0,17.0,6.0,1.0,1.0,1.0,6.0,20.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,231.0
34,TX,2020-10-07,1.0,5.0,5.0,0.0,6.0,29.0,5.0,4.0,4.0,13.0,1.0,1.0,1.0,6.0,21.0,0.0,1.0,12.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,6.0,1.0,7.0,28.0,1.0,1.0,0.0,5.0,0.0,1.0,1.0,225.0
