,state,date,25005,25009,25013,25017,25021,25023,25025,25027,total_cnts
35,MA,2021-01-10,7.0,10.0,6.0,7.0,7.0,6.0,4.0,14.0,65.0
318,MA,2021-01-11,5.0,7.0,7.0,7.0,4.0,8.0,10.0,19.0,68.0
319,MA,2021-01-12,1.0,14.0,11.0,11.0,5.0,7.0,11.0,12.0,73.0
36,MA,2021-01-13,8.0,18.0,1.0,9.0,1.0,1.0,13.0,7.0,60.0
37,MA,2021-01-14,5.0,17.0,7.0,13.0,8.0,7.0,9.0,12.0,81.0
150,MA,2021-01-15,5.0,8.0,14.0,9.0,1.0,11.0,12.0,10.0,73.0
151,MA,2021-01-16,4.0,10.0,6.0,16.0,1.0,9.0,1.0,13.0,63.0
320,MA,2021-01-17,1.0,10.0,9.0,11.0,7.0,7.0,6.0,8.0,60.0
38,MA,2021-01-18,1.0,17.0,4.0,11.0,10.0,6.0,9.0,7.0,67.0
39,MA,2021-01-19,4.0,16.0,10.0,8.0,7.0,5.0,8.0,9.0,71.0
152,MA,2021-01-20,1.0,14.0,15.0,5.0,7.0,8.0,7.0,14.0,73.0
40,MA,2021-01-21,5.0,14.0,9.0,15.0,1.0,9.0,9.0,7.0,73.0
41,MA,2021-01-22,5.0,15.0,13.0,7.0,5.0,5.0,7.0,16.0,75.0
42,MA,2021-01-23,4.0,6.0,6.0,4.0,8.0,1.0,4.0,7.0,42.0
321,MA,2021-01-24,1.0,1.0,9.0,5.0,1.0,6.0,6.0,6.0,35.0
153,MA,2021-01-25,1.0,16.0,8.0,13.0,1.0,5.0,8.0,7.0,61.0
43,MA,2021-01-26,1.0,12.0,7.0,5.0,5.0,4.0,8.0,5.0,51.0
44,MA,2021-01-27,1.0,14.0,6.0,10.0,5.0,9.0,7.0,10.0,63.0
45,MA,2021-01-28,5.0,12.0,9.0,5.0,4.0,7.0,7.0,7.0,59.0
46,MA,2021-01-29,1.0,5.0,10.0,8.0,1.0,4.0,5.0,11.0,47.0
322,MA,2021-01-30,4.0,8.0,7.0,1.0,1.0,0.0,1.0,7.0,30.0
323,MA,2021-01-31,1.0,10.0,6.0,5.0,1.0,4.0,7.0,5.0,42.0
47,MA,2021-02-01,1.0,10.0,7.0,5.0,7.0,7.0,6.0,8.0,53.0
324,MA,2021-02-02,1.0,12.0,4.0,11.0,1.0,8.0,5.0,1.0,45.0
154,MA,2021-02-03,5.0,8.0,10.0,6.0,1.0,7.0,4.0,5.0,49.0
48,MA,2021-02-04,8.0,13.0,5.0,7.0,1.0,7.0,9.0,7.0,61.0
325,MA,2021-02-05,4.0,11.0,8.0,11.0,1.0,5.0,4.0,1.0,46.0
49,MA,2021-02-06,5.0,10.0,4.0,1.0,1.0,1.0,6.0,4.0,35.0
50,MA,2021-02-07,4.0,1.0,12.0,1.0,1.0,1.0,1.0,6.0,29.0
51,MA,2021-02-08,1.0,11.0,6.0,5.0,1.0,1.0,5.0,7.0,39.0
326,MA,2021-02-09,5.0,9.0,9.0,1.0,4.0,1.0,1.0,4.0,35.0
52,MA,2021-02-10,1.0,11.0,5.0,5.0,1.0,0.0,1.0,7.0,32.0
53,MA,2021-02-11,1.0,6.0,4.0,5.0,1.0,1.0,5.0,1.0,26.0
327,MA,2021-02-12,7.0,8.0,6.0,7.0,4.0,1.0,7.0,8.0,49.0
155,MA,2021-02-13,1.0,7.0,8.0,1.0,1.0,1.0,8.0,1.0,29.0
54,MA,2021-02-14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0
328,MA,2021-02-15,4.0,1.0,8.0,9.0,5.0,1.0,4.0,6.0,39.0
329,MA,2021-02-16,6.0,9.0,7.0,7.0,1.0,1.0,9.0,5.0,46.0
55,MA,2021-02-17,6.0,1.0,8.0,5.0,1.0,5.0,1.0,1.0,30.0
330,MA,2021-02-18,4.0,4.0,9.0,6.0,1.0,1.0,1.0,1.0,28.0
156,MA,2021-02-19,1.0,1.0,7.0,1.0,1.0,1.0,4.0,1.0,19.0
56,MA,2021-02-20,1.0,9.0,10.0,1.0,1.0,1.0,1.0,1.0,27.0
331,MA,2021-02-21,1.0,6.0,8.0,1.0,1.0,1.0,1.0,6.0,25.0
332,MA,2021-02-22,1.0,7.0,10.0,1.0,1.0,1.0,1.0,1.0,24.0
333,MA,2021-02-23,1.0,4.0,9.0,5.0,1.0,1.0,4.0,1.0,26.0
334,MA,2021-02-24,1.0,10.0,5.0,4.0,1.0,1.0,1.0,6.0,29.0
550,MA,2021-02-25,0.0,6.0,6.0,4.0,4.0,1.0,5.0,1.0,28.0
335,MA,2021-02-26,4.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,15.0
551,MA,2021-02-27,0.0,1.0,8.0,1.0,1.0,1.0,1.0,1.0,14.0
336,MA,2021-02-28,1.0,1.0,5.0,0.0,1.0,1.0,0.0,1.0,10.0
337,MA,2021-03-01,1.0,4.0,4.0,1.0,0.0,1.0,1.0,4.0,16.0
552,MA,2021-03-02,0.0,4.0,6.0,4.0,1.0,1.0,4.0,1.0,21.0
338,MA,2021-03-03,1.0,1.0,6.0,4.0,1.0,5.0,1.0,1.0,20.0
339,MA,2021-03-04,1.0,4.0,10.0,1.0,1.0,0.0,1.0,5.0,23.0
340,MA,2021-03-05,1.0,1.0,10.0,1.0,4.0,0.0,0.0,1.0,19.0
341,MA,2021-03-06,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,6.0
342,MA,2021-03-07,1.0,1.0,5.0,5.0,0.0,0.0,1.0,4.0,17.0
343,MA,2021-03-08,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,7.0
684,MA,2021-03-09,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,9.0
553,MA,2021-03-10,0.0,7.0,1.0,1.0,0.0,1.0,1.0,1.0,13.0
554,MA,2021-03-11,0.0,1.0,5.0,1.0,1.0,1.0,0.0,1.0,11.0
555,MA,2021-03-12,0.0,1.0,5.0,1.0,0.0,0.0,1.0,1.0,10.0
556,MA,2021-03-13,0.0,1.0,5.0,1.0,1.0,4.0,0.0,1.0,14.0
557,MA,2021-03-14,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,5.0
558,MA,2021-03-15,0.0,1.0,4.0,1.0,1.0,1.0,4.0,1.0,14.0
344,MA,2021-03-16,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,12.0
57,MA,2021-03-17,0.0,1.0,1.0,8.0,4.0,1.0,1.0,1.0,19.0
345,MA,2021-03-18,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,7.0
346,MA,2021-03-19,1.0,1.0,1.0,6.0,1.0,0.0,4.0,1.0,15.0
559,MA,2021-03-20,0.0,4.0,0.0,1.0,1.0,1.0,5.0,1.0,14.0
157,MA,2021-03-21,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,7.0
560,MA,2021-03-22,0.0,5.0,1.0,1.0,1.0,1.0,1.0,4.0,15.0
561,MA,2021-03-23,0.0,4.0,8.0,5.0,1.0,1.0,1.0,1.0,21.0
347,MA,2021-03-24,1.0,1.0,4.0,1.0,4.0,1.0,1.0,1.0,14.0
562,MA,2021-03-25,0.0,5.0,4.0,5.0,1.0,1.0,1.0,0.0,17.0
158,MA,2021-03-26,0.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,15.0
159,MA,2021-03-27,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0
58,MA,2021-03-28,0.0,4.0,6.0,1.0,1.0,1.0,0.0,4.0,19.0
160,MA,2021-03-29,0.0,5.0,6.0,5.0,4.0,1.0,1.0,1.0,25.0
161,MA,2021-03-30,0.0,6.0,5.0,7.0,1.0,4.0,1.0,1.0,26.0
59,MA,2021-03-31,1.0,6.0,6.0,1.0,1.0,1.0,1.0,7.0,26.0
348,MA,2021-04-01,1.0,9.0,7.0,4.0,0.0,1.0,1.0,1.0,25.0
162,MA,2021-04-02,0.0,1.0,4.0,4.0,1.0,6.0,5.0,4.0,28.0
563,MA,2021-04-03,0.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,14.0
60,MA,2021-04-04,1.0,1.0,1.0,1.0,0.0,4.0,1.0,1.0,12.0
349,MA,2021-04-05,1.0,1.0,5.0,5.0,0.0,1.0,1.0,1.0,16.0
564,MA,2021-04-06,0.0,1.0,1.0,5.0,0.0,1.0,1.0,0.0,10.0
163,MA,2021-04-07,1.0,4.0,1.0,0.0,1.0,1.0,1.0,0.0,11.0
350,MA,2021-04-08,1.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0
61,MA,2021-04-09,1.0,1.0,5.0,5.0,1.0,1.0,0.0,1.0,16.0
351,MA,2021-04-10,1.0,6.0,1.0,4.0,0.0,1.0,4.0,1.0,19.0
352,MA,2021-04-11,1.0,1.0,1.0,5.0,0.0,1.0,1.0,4.0,14.0
164,MA,2021-04-12,1.0,4.0,4.0,1.0,1.0,1.0,1.0,4.0,18.0
62,MA,2021-04-13,0.0,5.0,1.0,7.0,1.0,1.0,4.0,1.0,22.0
165,MA,2021-04-14,1.0,1.0,1.0,1.0,1.0,0.0,1.0,6.0,13.0
353,MA,2021-04-15,1.0,4.0,9.0,5.0,1.0,1.0,1.0,4.0,26.0
354,MA,2021-04-16,1.0,1.0,9.0,1.0,1.0,4.0,1.0,1.0,19.0
565,MA,2021-04-17,0.0,1.0,4.0,0.0,0.0,1.0,1.0,1.0,9.0
355,MA,2021-04-18,1.0,1.0,6.0,5.0,0.0,1.0,0.0,1.0,16.0
63,MA,2021-04-19,1.0,5.0,1.0,4.0,1.0,5.0,0.0,1.0,19.0
356,MA,2021-04-20,1.0,1.0,5.0,6.0,1.0,1.0,0.0,4.0,19.0
357,MA,2021-04-21,1.0,6.0,4.0,4.0,4.0,1.0,1.0,1.0,23.0
358,MA,2021-04-22,1.0,1.0,4.0,1.0,5.0,1.0,0.0,1.0,15.0
359,MA,2021-04-23,1.0,0.0,7.0,8.0,0.0,1.0,4.0,1.0,23.0
360,MA,2021-04-24,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,6.0
166,MA,2021-04-25,1.0,1.0,8.0,4.0,0.0,4.0,0.0,4.0,24.0
64,MA,2021-04-26,1.0,1.0,1.0,4.0,1.0,4.0,1.0,1.0,16.0
167,MA,2021-04-27,1.0,6.0,1.0,5.0,0.0,6.0,6.0,1.0,27.0
361,MA,2021-04-28,1.0,6.0,4.0,4.0,0.0,4.0,1.0,4.0,25.0
168,MA,2021-04-29,1.0,1.0,5.0,6.0,1.0,4.0,1.0,4.0,25.0
362,MA,2021-04-30,1.0,1.0,1.0,1.0,0.0,5.0,1.0,0.0,10.0
169,MA,2021-05-01,1.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,12.0
363,MA,2021-05-02,1.0,1.0,4.0,0.0,0.0,1.0,0.0,1.0,8.0
364,MA,2021-05-03,1.0,1.0,5.0,4.0,1.0,1.0,1.0,1.0,15.0
365,MA,2021-05-04,1.0,1.0,4.0,1.0,0.0,1.0,1.0,1.0,10.0
566,MA,2021-05-05,0.0,1.0,4.0,7.0,0.0,1.0,1.0,1.0,15.0
366,MA,2021-05-06,1.0,5.0,1.0,1.0,0.0,0.0,1.0,1.0,10.0
367,MA,2021-05-07,1.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,10.0
368,MA,2021-05-08,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,7.0
369,MA,2021-05-09,5.0,1.0,4.0,1.0,0.0,1.0,1.0,0.0,13.0
370,MA,2021-05-10,1.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,14.0
371,MA,2021-05-11,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,8.0
372,MA,2021-05-12,1.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,14.0
373,MA,2021-05-13,1.0,5.0,4.0,4.0,1.0,1.0,4.0,1.0,21.0
374,MA,2021-05-14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,7.0
375,MA,2021-05-15,4.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,9.0
376,MA,2021-05-16,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,6.0
377,MA,2021-05-17,1.0,1.0,4.0,1.0,0.0,0.0,0.0,1.0,8.0
378,MA,2021-05-18,5.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,12.0
379,MA,2021-05-19,5.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,10.0
